#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:22:15 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:22:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2bA/534/A109/mcxc&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	AName	(a54)	Alternative name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	Cat	(a12)	Catalogue name	[ucd=meta.id;meta.table]
#Column	Sub-Cat	(a12)	Sub-catalogue name	[ucd=meta.id;meta.dataset]
#Column	Scale	(F6.3)	Scale	[ucd=instr.scale]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Cat1	(a12)	First overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat2	(a12)	Second overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat3	(a12)	Third overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat4	(a12)	Fourth overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	L500r1	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for first catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r2	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for second catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r3	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for third catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r4	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for fourth catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MCXC	OName	AName	RAJ2000	DEJ2000	z	Cat	Sub-Cat	Scale	L500	M500	R500	Notes	Cat1	Cat2	Cat3	Cat4	L500r1	L500r2	L500r3	L500r4	Simbad
     344	J0445.1-1551	RXCJ0445.1-1551   	NGC1650                                               	04 45 10.0	-15 51 01	 0.0360	NORAS/REFLEX	REFLEX      	 0.716	 0.253692	 0.8642	 0.6646	                                          	            	            	            	            	      	      	      	      	Simbad
     345	J0446.6-0421	BVH2007 63        	                                                      	04 46 38.0	-04 21 02	 0.1770	400SD       	400SD_SER   	 2.994	 0.930790	 1.7279	 0.7990	                                          	            	            	            	            	      	      	      	      	Simbad
     346	J0448.0+1037	RXC J0448.0+1037  	                                                      	04 48 00.4	+10 37 06	 0.0940	NORAS/REFLEX	NORAS       	 1.746	 0.475454	 1.2183	 0.7315	                                          	            	            	            	            	      	      	      	      	Simbad
     347	J0448.2-2028	RXCJ0448.2-2028   	A0514                                                 	04 48 12.2	-20 28 11	 0.0720	NORAS/REFLEX	REFLEX      	 1.372	 1.004022	 1.9513	 0.8620	losStr                                    	            	            	            	            	      	      	      	      	Simbad
     348	J0448.2+0953	RXJ0448.2+0953    	RXJ0448.2+0953                                        	04 48 13.0	+09 53 24	 0.1540	BCS         	eBCS        	 2.672	 2.150444	 2.9287	 0.9603	                                          	            	            	            	            	      	      	      	      	Simbad
     349	J0449.9-4440	RXCJ0449.9-4440   	A3292                                                 	04 49 55.2	-44 40 41	 0.1501	NORAS/REFLEX	REFLEX      	 2.616	 2.523686	 3.2382	 0.9944	                                          	            	            	            	            	      	      	      	      	Simbad
     350	J0450.0+4501	RXC J0450.0+4501  	3C 129.1                                              	04 50 03.5	+45 01 27	 0.0220	CIZA        	CIZAI       	 0.445	 0.901445	 1.8897	 0.8664	                                          	            	            	            	            	      	      	      	      	Simbad
     351	J0451.5-5557	MS0450.6-5602     	                                                      	04 51 35.8	-55 57 14	 0.0940	EMSS        	EMSS_1994   	 1.746	 0.242112	 0.8073	 0.6377	                                          	            	            	            	            	      	      	      	      	Simbad
     352	J0451.9+0006	MACSJ0451.9+0006  	MCS  J0451.9+0006                                     	04 51 54.4	+00 06 19	 0.4300	MACS        	MACS_MJFV   	 5.610	 6.748492	 4.1001	 0.9700	                                          	            	            	            	            	      	      	      	      	Simbad
     353	J0454.1-1014	RXCJ0454.1-1014   	A0521                                                 	04 54 09.1	-10 14 19	 0.2475	NORAS/REFLEX	REFLEX      	 3.881	 7.445150	 5.8187	 1.1679	                                          	            	            	            	            	      	      	      	      	Simbad
     354	J0454.1+0255	RXC J0454.1+0255  	A0520                                                 	04 54 11.0	+02 55 05	 0.2030	NORAS/REFLEX	NORAS       	 3.338	 8.306270	 6.4364	 1.2273	                                          	EMSS_1994   	BCS         	            	            	 0.438	 0.922	      	      	Simbad
     355	J0454.1-0300	MACSJ0454.1-0300  	MS 0451.6+0305                                        	04 54 11.1	-03 00 54	 0.5377	MACS        	MACS_DIST   	 6.339	15.352674	 7.1338	 1.1183	                                          	EMSS_2004   	            	            	            	 0.581	      	      	      	Simbad
     356	J0454.3-0239	RX J0454.3-0239   	                                                      	04 54 19.7	-02 39 50	 0.2600	SHARC       	SHARC_BRIGHT	 4.024	 0.867849	 1.5539	 0.7487	                                          	            	            	            	            	      	      	      	      	Simbad
     357	J0454.8-1806	RXCJ0454.8-1806   	CID 28                                                	04 54 50.3	-18 06 33	 0.0335	NORAS/REFLEX	REFLEX      	 0.668	 0.146530	 0.6194	 0.5952	                                          	            	            	            	            	      	      	      	      	Simbad
     358	J0458.9-0029	BVH2007 64        	NGC1713                                               	04 58 55.1	-00 29 21	 0.0150	400SD       	400SD_SER   	 0.306	 0.008942	 0.1140	 0.3405	                                          	            	            	            	            	      	      	      	      	Simbad
     359	J0459.1+0846	RXC J0459.1+0846  	A0523                                                 	04 59 06.2	+08 46 49	 0.1034	NORAS/REFLEX	NORAS       	 1.900	 0.910439	 1.7985	 0.8303	                                          	BCS         	            	            	            	 1.041	      	      	      	Simbad
     360	J0500.7-3840	RXCJ0500.7-3840   	A3301                                                 	05 00 46.5	-38 40 41	 0.0536	NORAS/REFLEX	REFLEX      	 1.043	 0.486610	 1.2705	 0.7515	                                          	            	            	            	            	      	      	      	      	Simbad
     361	J0501.3-0332	RXCJ0501.3-0332   	A0531                                                 	05 01 19.4	-03 32 33	 0.0913	NORAS/REFLEX	REFLEX      	 1.701	 0.776564	 1.6462	 0.8094	                                          	            	            	            	            	      	      	      	      	Simbad
     362	J0501.6+0110	RXCJ0501.6+0110   	                                                      	05 01 39.1	+01 10 30	 0.1248	NORAS/REFLEX	REFLEX      	 2.238	 1.620972	 2.5179	 0.9223	B                                         	            	            	            	            	      	      	      	      	Simbad
     363	J0503.1+0607	RXC J0503.1+0607  	RXJ0503.1+0608                                        	05 03 07.2	+06 07 38	 0.0880	NORAS/REFLEX	NORAS       	 1.646	 0.963300	 1.8817	 0.8472	                                          	BCS         	            	            	            	 1.114	      	      	      	Simbad
     364	J0505.3-2849	RX J0505.3-2849   	                                                      	05 05 19.9	-28 49 05	 0.5090	SHARC       	SHARC_SOUTH 	 6.162	 1.196592	 1.5420	 0.6788	                                          	            	            	            	            	      	      	      	      	Simbad
     365	J0505.9-2826	BVH2007 65        	VMF98 38                                              	05 05 58.2	-28 26 02	 0.1310	400SD       	400SD_SER   	 2.332	 0.094671	 0.4435	 0.5159	                                          	160SD       	SHARC_SOUTH 	            	            	 1.025	 1.936	      	      	Simbad
     366	J0506.0-2840	BVH2007 66        	VMF98 39                                              	05 06 04.0	-28 40 50	 0.1360	400SD       	400SD_SER   	 2.408	 0.141671	 0.5651	 0.5583	                                          	160SD       	            	            	            	 0.998	      	      	      	Simbad
     367	J0506.9+0257	RXC J0506.9+0257  	                                                      	05 06 54.1	+02 57 08	 0.1475	NORAS/REFLEX	NORAS       	 2.578	 0.883713	 1.7110	 0.8046	                                          	            	            	            	            	      	      	      	      	Simbad
     368	J0507.6-0238	RXCJ0507.6-0238   	A0535                                                 	05 07 36.0	-02 38 24	 0.1241	NORAS/REFLEX	REFLEX      	 2.227	 1.190140	 2.0866	 0.8665	B                                         	            	            	            	            	      	      	      	      	Simbad
     369	J0507.7-0915	RXCJ0507.7-0915   	A0536                                                 	05 07 45.7	-09 15 16	 0.0398	NORAS/REFLEX	REFLEX      	 0.788	 0.182205	 0.7045	 0.6201	                                          	            	            	            	            	      	      	      	      	Simbad
     370	J0509.7-0836	BVH2007 67        	                                                      	05 09 43.4	-08 36 41	 0.1250	400SD       	400SD_SER   	 2.241	 0.119261	 0.5128	 0.5426	                                          	            	            	            	            	      	      	      	      	Simbad
     371	J0510.2-4519	RXCJ0510.2-4519   	A3322                                                 	05 10 13.8	-45 19 16	 0.2000	NORAS/REFLEX	REFLEX      	 3.300	 4.852497	 4.6483	 1.1023	                                          	EMSS_1994   	            	            	            	 0.731	      	      	      	Simbad
     372	J0510.7-0801	RXCJ0510.7-0801   	                                                      	05 10 44.7	-08 01 06	 0.2195	NORAS/REFLEX	REFLEX      	 3.546	 7.728559	 6.0827	 1.1974	                                          	            	            	            	            	      	      	      	      	Simbad
     373	J0514.6-4903	RXCJ0514.6-4903   	A3330                                                 	05 14 36.3	-49 03 18	 0.0912	NORAS/REFLEX	REFLEX      	 1.699	 0.778067	 1.6483	 0.8098	                                          	            	            	            	            	      	      	      	      	Simbad
     374	J0515.3+5845	RXC J0515.3+5845  	                                                      	05 15 20.5	+58 45 59	 0.1203	CIZA        	CIZAI       	 2.168	 2.338311	 3.1585	 0.9961	                                          	            	            	            	            	      	      	      	      	Simbad
     375	J0516.3+1712	RXC J0516.3+1712  	                                                      	05 16 20.6	+17 12 33	 0.1150	CIZA        	CIZAI       	 2.085	 3.754220	 4.2315	 1.1001	                                          	            	            	            	            	      	      	      	      	Simbad
     376	J0516.6+0626	RXC J0516.6+0626  	A0539                                                 	05 16 37.3	+06 26 16	 0.0284	CIZA        	CIZAI       	 0.570	 0.537650	 1.3731	 0.7773	                                          	            	            	            	            	      	      	      	      	Simbad
     377	J0516.6-5430	RXCJ0516.6-5430   	S0520                                                 	05 16 38.0	-54 30 51	 0.2952	NORAS/REFLEX	REFLEX      	 4.405	12.598125	 7.7238	 1.2612	                                          	            	            	            	            	      	      	      	      	Simbad
     378	J0516.9+2925	RXC J0516.9+2925  	                                                      	05 16 58.4	+29 25 14	 0.1300	CIZA        	CIZAI       	 2.317	 2.247197	 3.0614	 0.9826	                                          	            	            	            	            	      	      	      	      	Simbad
     379	J0520.7-1328	MACSJ0520.7-1328  	                                                      	05 20 42.2	-13 28 47	 0.3360	MACS        	MACS_BRIGHT 	 4.809	 7.900000	 6.3000	 1.1600	                                          	            	            	            	            	      	      	      	      	Simbad
     380	J0521.1-2530	BVH2007 68        	VMF98 40                                              	05 21 10.5	-25 30 36	 0.5810	400SD       	400SD_SER   	 6.585	 2.836260	 2.4557	 0.7704	                                          	160SD       	            	            	            	 1.034	      	      	      	Simbad
     381	J0521.4-4049	RXCJ0521.4-4049   	A3336                                                 	05 21 29.6	-40 49 29	 0.0756	NORAS/REFLEX	REFLEX      	 1.434	 0.631170	 1.4667	 0.7828	                                          	            	            	            	            	      	      	      	      	Simbad
     382	J0522.2-3624	BVH2007 69        	VMF98 41                                              	05 22 13.8	-36 24 49	 0.4720	400SD       	400SD_SER   	 5.916	 1.891263	 2.1028	 0.7638	                                          	160SD       	            	            	            	 1.027	      	      	      	Simbad
     383	J0522.7+2806	RXC J0522.7+2806  	                                                      	05 22 47.7	+28 06 32	 0.0580	CIZA        	CIZAI       	 1.123	 1.018021	 1.9868	 0.8711	                                          	            	            	            	            	      	      	      	      	Simbad
     384	J0524.4+0819	RXC J0524.4+0819  	                                                      	05 24 27.5	+08 19 44	 0.0680	CIZA        	CIZAI       	 1.302	 1.062668	 2.0256	 0.8739	                                          	            	            	            	            	      	      	      	      	Simbad
     385	J0525.5-3135	RXCJ0525.5-3135   	A3341                                                 	05 25 32.8	-31 35 44	 0.0380	NORAS/REFLEX	REFLEX      	 0.754	 0.372779	 1.0913	 0.7179	losStr                                    	            	            	            	            	      	      	      	      	Simbad
     386	J0525.8-4715	RXCJ0525.8-4715   	A3343                                                 	05 25 51.6	-47 15 02	 0.1913	NORAS/REFLEX	REFLEX      	 3.186	 3.450361	 3.8005	 1.0339	losStr                                    	            	            	            	            	      	      	      	      	Simbad
     387	J0527.2+0413	RXC J0527.2+0413  	                                                      	05 27 13.7	+04 13 07	 0.1510	CIZA        	CIZAII      	 2.629	 2.357145	 3.1041	 0.9801	                                          	            	            	            	            	      	      	      	      	Simbad
