#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable2&-out=AGC,OName,RAJ2000,DEJ2000,TT,Imagc,gamma,i,cz,r,Gnum&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table2:
#Name: J/ApJS/172/599/table2
#Title: *Parameters of non-template galaxies (from erratum)
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	Imagc	(F7.2)	Corrected I-band apparent magnitude	[ucd=phot.mag;em.opt.I]
#Column	gamma	(F6.2)	Extinction coefficient gamma (G3)	[ucd=stat.fit.param]
#Column	i	(F5.1)	Inclination	[ucd=src.orbital.inclination]
#Column	cz	(I6)	Velocity in the CMB frame (1)	[ucd=phys.veloc;pos.cmb]
#Column	r	(A1)	[O/H] Code indicating whether the spectroscopy is radio (H, HI spectroscopy) or optical (O)	[ucd=meta.ref;pos.frame]
#Column	Gnum	(I5)	Group number (G2)	[ucd=meta.id]
AGC	OName	RAJ2000	DEJ2000	TT	Imagc	gamma	i	cz	r	Gnum
 23540	551 G 13	04 33 22.7	-18 40 39	 5	  12.52	  1.00	 58.9	  6228	H	    0
440286	M-112033	04 35 19.3	-07 24 20	 5	  12.26	  1.26	 79.2	  8985	H	    0
  3085	        	04 36 08.6	+72 54 11	 5	  13.00	  0.94	 77.8	  4245	O	    0
440300	N1622   	04 36 36.6	-03 11 20	 2	  10.96	  1.22	 77.0	  4795	H	30228
  3103	N1620   	04 36 37.3	-00 08 37	 5	  10.54	  1.14	 73.2	  3456	H	40115
440304	N1625   	04 37 05.9	-03 18 12	 4	  11.15	  1.15	 77.0	  4713	H	30228
 23618	 55 G 29	04 37 20.6	-69 12 12	 3	  12.39	  1.00	 50.1	  5537	O	    0
440474	FGC495  	04 37 31.2	-03 06 13	 6	  14.24	  0.52	 90.0	  4378	O	30228
440307	N1628   	04 37 35.9	-04 42 53	 3	  11.37	  1.00	 83.5	  3644	H	30230
  3109	M+012059	04 37 37.7	-00 17 35	 7	  14.04	  0.50	 37.4	  3660	H	40210
440309	I 382   	04 37 55.5	-09 30 49	 5	  11.32	  1.13	 48.0	  4954	H	30231
  3092	FGC 876 	04 38 19.2	+72 16 55	 5	  13.19	  0.96	 81.0	  4735	O	    0
 23642	 84 G 33	04 38 52.8	-64 12 28	 3	  11.81	  1.30	 78.1	  8694	O	    0
 23613	551 G 25	04 39 19.1	-22 12 40	 3	  13.60	  1.00	 49.9	  9331	O	    0
 23619	485 G  5	04 39 39.7	-22 30 46	 4	  13.72	  0.87	 80.4	  5457	O	    0
 23688	I2103   	04 39 47.9	-76 50 14	 3	  12.01	  1.00	 86.7	  4354	O	    0
  3122	419-021 	04 39 51.5	+07 03 18	 5	  11.78	  1.00	 47.9	  4630	H	40334
  3127	393-061 	04 40 25.4	-02 01 26	 5	  12.74	  0.82	 78.5	  3298	H	30235
 23663	 84 G 34	04 40 26.6	-63 06 24	 5	  12.37	  1.00	 83.1	  4221	O	    0
 23641	551 G 26	04 40 37.3	-21 58 02	 5	  14.29	  1.00	 47.8	  8586	O	    0
440628	        	04 41 06.4	-02 50 00	 0	  14.99	  1.00	 54.9	 18638	O	    0
440323	N1637   	04 41 28.0	-02 51 29	 5	   9.69	  0.64	 34.9	   671	H	    0
  3133	N1638   	04 41 36.4	-01 48 33	 1	  10.70	  1.02	 49.7	  3251	H	41090
440326	I 387   	04 41 44.1	-07 05 10	 4	  11.61	  1.00	 45.8	  4486	H	    0
 23734	 15 G 14	04 42 43.1	-79 22 51	 5	  13.36	  1.00	 74.7	  9546	O	    0
 23694	N1658   	04 43 59.8	-41 27 47	 3	  12.06	  1.00	 70.4	  5208	O	    0
440348	N1659   	04 46 29.8	-04 47 20	 4	  11.60	  1.01	 52.0	  4634	H	30237
  3143	FGC 897 	04 46 35.8	+70 07 13	 5	  12.72	  1.00	 84.0	  4498	H	40519
 23744	 85 G  2	04 46 45.8	-63 01 49	 5	  12.78	  1.00	 70.0	  6998	O	    0
  3162	M+113002	04 46 52.3	+08 16 14	 5	  13.07	  0.99	 63.2	  4603	H	40546
  3171	394-013 	04 47 45.3	+01 49 08	 5	  12.85	  1.00	 24.4	  4513	H	    0
 23759	 85 G  4	04 47 49.9	-62 36 42	 3	  12.51	  1.00	 79.6	  5173	O	30258
 23740	485 G 12	04 48 02.7	-25 13 46	 5	  12.30	  1.00	 82.5	  4551	H	    0
 23746	485 G 15	04 48 31.3	-23 55 20	 3	  13.74	  1.00	 75.0	  8144	O	    0
 23777	361 G 12	04 49 51.2	-36 06 12	 5	  13.00	  1.00	 81.0	  5326	H	    0
440373	M-213013	04 49 53.9	-10 45 14	 4	  13.20	  0.92	 59.3	  4446	H	30242
 23797	N1687   	04 51 21.7	-33 56 17	 3	  12.82	  1.00	 69.2	  5469	O	    0
440388	I2101   	04 51 42.1	-06 13 37	 5	  12.08	  1.00	 76.4	  4500	H	30245
  3187	420-008 	04 51 45.3	+06 50 01	 5	  13.12	  0.98	 55.7	  4700	H	    0
  3186	FGC 911 	04 51 46.0	+03 40 05	 5	  13.45	  0.81	 90.0	  4543	H	40244
 23803	552 G 15	04 52 13.2	-18 23 44	 5	  13.33	  1.00	 82.8	  9545	O	    0
440399	N1686   	04 52 54.3	-15 20 52	 4	  11.96	  1.01	 78.0	  5685	H	    0
 23819	552 G 18	04 53 09.2	-17 42 19	 3	  13.91	  1.00	 68.1	 10225	O	    0
  3189	328-028 	04 54 38.4	+69 42 54	 5	  12.37	  1.00	 71.5	  4510	H	40519
440406	M-213019	04 54 39.0	-12 12 22	 5	  12.60	  1.00	 67.1	  4903	H	    0
 23850	485 G 24	04 55 16.8	-22 43 40	 4	  13.15	  1.00	 43.6	  6817	H	    0
 23854	422 G 10	04 55 29.9	-31 48 41	 3	  12.18	  1.00	 61.8	  5683	O	    0
  3207	394-039 	04 56 09.7	+02 09 22	 3	  11.25	  1.09	 74.8	  4529	H	40244
440415	I2104   	04 56 19.3	-15 47 53	 4	  11.75	  1.09	 63.2	  5503	O	30250
 23869	I2106   	04 56 33.8	-28 30 09	 3	  11.77	  1.00	 57.0	  4942	O	    0
440418	M-213025	04 56 45.7	-10 35 35	 4	  12.36	  1.00	 64.0	  4095	H	30257
  3211	394-047 	04 57 22.6	+01 53 35	 5	  13.09	  0.88	 76.3	  4163	H	40562
440604	n96     	04 57 27.0	-00 04 14	 5	  14.10	  0.95	 68.9	  7054	O	    0
  3214	394-051 	04 57 56.7	-00 07 32	 3	  10.82	  1.30	 83.1	  4888	H	40496
  3219	420-023 	04 58 50.0	+06 58 37	 5	  13.32	  1.00	 71.2	  8452	H	41320
 23929	N1771   	04 58 54.4	-63 17 52	 5	  12.08	  1.00	 74.6	  5024	O	30258
440441	M-313042	04 59 26.6	-16 33 44	 5	  12.22	  1.00	 25.0	  3436	H	    0
 23913	552 G 43	04 59 35.2	-19 11 57	 3	  13.04	  1.00	 58.5	  6738	O	    0
440444	M-213031	04 59 41.6	-11 16 14	 5	  12.27	  1.00	 77.5	  3664	H	30257
 23918	552 G 44	04 59 55.0	-18 32 40	 3	  12.73	  1.00	 72.6	  5613	O	    0
 23923	N1744   	04 59 57.8	-26 01 22	 6	  10.18	  0.61	 69.3	   744	H	30261
440448	N1729   	05 00 15.5	-03 20 56	 5	  11.52	  1.00	 33.4	  3619	H	    0
440466	N1752   	05 02 09.4	-08 14 27	 4	  10.70	  1.10	 72.3	  3568	H	    0
450004	422 G 23	05 02 17.6	-30 27 16	 3	  12.10	  1.05	 60.0	  6378	O	    0
450003	M-313058	05 02 29.1	-15 32 44	 5	  12.73	  1.00	 66.2	  4303	H	    0
  3231	394-069 	05 02 34.5	+00 14 44	 5	  12.83	  1.00	 60.9	  4819	H	    0
 23964	552 G 54	05 02 36.9	-20 55 22	 3	  13.38	  1.00	 62.5	  9736	O	    0
 23969	552 G 56	05 02 54.7	-18 46 12	 3	  13.01	  1.00	 72.4	  5329	O	    0
450005	M-113050	05 03 16.5	-02 56 13	 3	  11.83	  1.00	 76.8	  4308	H	30263
  3237	394-072 	05 03 27.6	+00 39 36	 5	  12.67	  1.00	 78.5	  4181	H	40562
  3236	420-031 	05 03 33.2	+06 39 25	 4	  13.10	  1.00	 63.2	  8495	H	41320
  3238	N1762   	05 03 37.0	+01 34 22	 5	  11.35	  1.09	 43.5	  4739	H	    0
450008	M-313064	05 04 34.1	-17 05 15	 5	  12.68	  1.00	 80.9	  6855	H	    0
 24021	158 G 17	05 04 35.2	-55 31 27	 3	  12.46	  1.00	 50.3	  6589	O	    0
  3242	420-034 	05 04 46.7	+04 28 44	 3	  12.75	  1.00	 77.7	  6034	H	    0
 24016	422 G 27	05 05 07.5	-31 47 03	 5	  12.69	  1.00	 43.5	  3962	H	    0
 24007	552 G 65	05 05 08.3	-18 59 14	 3	  13.45	  1.00	 71.0	  7834	O	    0
 24018	552 G 69	05 05 28.8	-20 56 17	 5	  13.89	  1.00	 50.0	  9294	O	    0
  3235	        	05 05 33.4	+67 00 33	 5	  13.52	  0.65	 59.6	  3913	H	    0
 24033	553 G  3	05 06 37.1	-17 33 20	 5	  12.15	  1.00	 49.0	  4473	H	30269
  3248	420-036 	05 07 06.6	+03 58 41	 3	  12.46	  1.19	 73.7	  8922	H	    0
 24056	553 G  6	05 07 44.5	-19 37 25	 5	  14.48	  1.00	 54.2	  9535	O	    0
 24109	 33 G 15	05 08 23.3	-73 08 18	 5	  13.61	  1.00	 67.6	  8696	O	    0
 24101	553 G 16	05 11 05.9	-18 25 40	 5	  13.73	  0.50	 75.9	  3578	H	    0
450026	M-214003	05 11 07.7	-09 23 19	 5	  11.57	  1.00	 75.3	  2676	H	30274
 24102	553 G 17	05 11 11.4	-19 36 47	 5	  13.83	  0.50	 75.4	  1981	H	    0
  3252	307-005 	05 11 45.5	+67 29 18	 5	  11.64	  1.17	 42.8	  6071	H	41457
450231	n96     	05 12 00.5	-09 07 58	 4	  14.56	  1.00	 77.1	 17157	O	    0
450033	N1832   	05 12 03.3	-15 41 17	 4	  10.18	  1.00	 48.2	  1956	H	30273
 24124	305 G 14	05 12 34.1	-39 51 35	 5	  12.64	  1.00	 63.2	  4970	O	    0
 24129	305 G 15	05 12 50.5	-41 38 01	 4	  12.65	  1.19	 75.7	  9855	O	    0
 24128	486 G 36	05 13 16.2	-24 56 19	 3	  13.84	  1.00	 65.1	 10090	O	    0
 24127	553 G 26	05 13 17.9	-22 13 32	 3	  13.13	  1.00	 70.3	  9081	O	    0
  3269	421-006 	05 14 06.9	+06 31 14	 4	  12.86	  1.04	 41.4	  8930	H	40813
 24135	423 G  1	05 14 08.2	-27 44 53	 3	  13.52	  1.00	 59.1	 10462	O	    0
  3259	328-033 	05 14 16.1	+72 20 02	 5	  12.22	  1.00	 43.1	  4896	H	    0
 24150	119 G 46	05 14 29.5	-62 09 41	 5	  12.43	  1.00	 74.6	  4961	O	30279
150046	421-007 	05 14 53.4	+05 24 44	 3	  12.77	  1.07	 65.8	  8846	H	    0
  3270	421-010 	05 15 19.9	+06 28 24	 5	  13.44	  1.00	 61.2	  8640	H	41089
150059	421-011 	05 15 36.0	+07 11 48	 5	  13.06	  1.00	 65.8	  8910	H	    0
150063	421-013 	05 15 46.9	+06 46 36	 5	  13.80	  1.00	 79.0	  8197	H	41085
 24145	486 G 41	05 15 49.4	-23 28 30	 3	  12.73	  1.20	 65.1	 10330	O	    0
 24159	362 G 11	05 16 39.0	-37 05 58	 5	  10.73	  0.85	 77.4	  1401	O	30277
  3275	M+114017	05 16 46.3	+06 37 21	 3	  12.28	  1.16	 85.1	  7967	H	    0
 24177	N1892   	05 17 08.0	-64 57 41	 3	  10.98	  0.70	 72.8	  1369	O	30284
  3279	421-020 	05 17 09.8	+06 55 37	 4	  11.97	  1.30	 78.0	  8400	H	41085
450046	I 407   	05 17 42.5	-15 31 23	 5	  11.56	  1.00	 75.2	  2844	H	    0
  3283	        	05 17 45.9	-01 11 13	 5	  12.80	  1.00	 83.0	  4515	H	    0
 24169	423 G  4	05 17 57.8	-29 42 02	 5	  12.92	  1.00	 79.3	  4536	H	    0
 24397	  4 G 19	05 18 49.7	-86 23 09	 4	  12.67	  1.00	 44.3	  4717	O	    0
 24175	553 G 32	05 18 52.9	-17 30 56	 3	  13.19	  1.00	 59.5	  7034	O	    0
  3277	307-009 	05 19 10.6	+65 28 11	 5	  12.38	  1.00	 71.1	  5081	H	    0
 24209	 85 G 69	05 19 16.8	-62 32 05	 5	  13.69	  0.80	 72.8	  4967	O	30279
 24207	119 G 52	05 19 18.7	-61 39 43	 3	  12.91	  1.00	 49.3	  4959	O	30279
  3253	362-005 	05 19 41.7	+84 03 08	 3	  11.89	  1.00	 58.6	  4077	H	    0
 24193	553 G 36	05 19 50.5	-20 58 00	 3	  13.66	  1.00	 73.9	  8736	O	    0
  3289	421-029 	05 20 06.0	+06 34 56	 3	  13.21	  1.00	 73.6	  8886	H	40813
150148	421-030 	05 20 12.6	+05 50 18	 3	  12.86	  1.01	 65.0	  8576	H	    0
  3291	421-032 	05 20 26.3	+06 34 13	 5	  13.31	  0.83	 66.9	  4343	O	    0
  3284	        	05 21 23.1	+72 42 05	 5	  13.53	  0.80	 48.6	  4663	H	    0
 24216	N1886   	05 21 48.4	-23 48 45	 3	  11.05	  0.96	 90.0	  1788	O	    0
 24231	553 G 39	05 23 03.3	-17 57 44	 3	  13.73	  1.00	 66.9	 12574	O	    0
 24239	553 G 40	05 23 36.7	-19 57 03	 5	  14.03	  0.67	 65.9	  5038	O	    0
450056	I 416   	05 23 56.7	-17 15 40	 5	  12.27	  1.00	 61.9	  3222	H	30281
 24270	120 G  1	05 24 31.7	-61 21 54	 3	  13.67	  0.80	 65.3	  5393	O	30279
 24253	423 G 12	05 24 36.8	-28 32 51	 3	  13.02	  1.04	 75.0	  9504	O	    0
 24273	305 G 25	05 25 47.4	-39 54 27	 3	  12.34	  1.00	 47.5	  4596	O	30282
 24279	553 G 44	05 26 43.8	-19 12 39	 3	  11.97	  1.30	 79.8	  8264	O	    0
450061	N1924   	05 28 01.9	-05 18 43	 4	  11.17	  1.00	 44.8	  2571	H	    0
 24302	306 G  2	05 28 36.4	-41 29 28	 5	  13.89	  0.57	 81.8	  4236	O	    0
 24351	 33 G 20	05 28 50.1	-76 28 11	 5	  13.07	  1.05	 48.7	  9851	O	    0
 24299	554 G  1	05 28 54.3	-20 56 14	 5	  13.99	  1.00	 63.0	  8221	O	    0
 24309	253 G  7	05 28 56.7	-47 23 28	 4	  12.53	  1.00	 49.4	  4321	O	30283
 24496	  4 G 20	05 29 29.6	-85 55 39	 3	  12.65	  1.00	 52.4	  4711	O	    0
 24311	487 G 16	05 29 53.4	-23 49 56	 5	  13.88	  1.00	 62.0	  9078	O	    0
 24336	120 G  3	05 30 28.1	-62 21 56	 5	  13.29	  1.00	 59.0	  8368	O	    0
 24382	 33 G 22	05 31 41.9	-73 44 59	 5	  13.39	  0.81	 90.0	  4429	O	    0
 24333	I2130   	05 31 50.3	-23 08 40	 3	  12.08	  0.53	 61.1	  1876	H	30287
 24347	423 G 19	05 32 38.9	-29 37 38	 3	  12.76	  1.22	 62.4	 10760	O	    0
 24354	N1964   	05 33 21.3	-21 56 51	 3	   9.38	  1.03	 68.2	  1710	H	30287
  3319	        	05 34 14.7	+70 11 31	 5	  13.43	  0.75	 77.1	  4181	H	    0
450071	M-215006	05 34 56.6	-10 01 12	 5	  13.32	  1.00	 84.4	  7083	H	    0
 24395	N2007   	05 34 58.9	-50 55 20	 5	  12.85	  1.00	 71.1	  4594	O	    0
 24399	N2008   	05 35 03.7	-50 58 02	 5	  12.51	  1.28	 58.1	 10368	O	    0
 24407	554 G 19	05 36 46.3	-22 24 20	 3	  12.65	  1.00	 64.4	  4949	O	    0
 24404	554 G 18	05 36 47.1	-18 36 18	 5	  13.53	  0.50	 80.6	  2912	H	30289
 24419	253 G 16	05 37 11.4	-45 20 29	 3	  13.92	  1.00	 80.5	 10894	O	    0
 24426	424 G  3	05 38 24.0	-28 11 27	 3	  14.46	  1.00	 66.4	 10801	O	    0
 24429	424 G  4	05 38 34.2	-29 24 09	 3	  14.36	  1.00	 55.4	 10887	O	    0
  3326	347-018 	05 39 37.2	+77 18 44	 5	  11.26	  1.00	 86.7	  4065	H	    0
 24439	306 G 15	05 39 40.9	-41 26 39	 5	  13.63	  1.00	 59.6	 11767	O	    0
 24437	306 G 14	05 39 41.3	-39 46 51	 5	  14.20	  1.00	 68.1	 10800	O	    0
450075	554 G 23	05 40 11.8	-22 00 10	 6	  13.12	  1.00	 50.6	  9087	O	    0
 24452	554 G 24	05 41 19.6	-18 16 39	 5	  12.60	  0.88	 57.5	  3335	H	    0
 24469	487 G 37	05 42 31.0	-26 47 21	 3	  13.30	  1.18	 70.1	 12961	O	    0
 24485	159 G 24	05 42 35.0	-55 26 23	 5	  13.13	  1.00	 73.4	  6828	O	    0
 24476	554 G 28	05 43 13.2	-18 38 23	 5	  13.18	  0.50	 74.3	  2116	O	30294
 24486	UA113   	05 43 52.3	-19 17 38	 5	  12.02	  1.00	 76.3	  2795	H	30292
 24487	488 G  2	05 43 52.5	-26 28 02	 5	  13.56	  1.11	 41.7	 13212	O	    0
450139	A548-76 	05 43 56.6	-25 52 33	 2	  14.73	  1.00	 69.5	 11955	O	    0
450140	A548-73 	05 44 37.3	-25 53 33	 4	  14.30	  1.00	 44.1	 11783	O	    0
  3343	329-013 	05 45 24.2	+72 21 20	 3	  11.34	  0.50	 81.0	  1059	H	40605
450141	A548-202	05 46 16.8	-25 16 13	 3	  14.54	  1.00	 53.4	 12637	O	    0
 24529	488 G 12	05 46 20.7	-23 28 25	 5	  12.36	  1.22	 70.3	  8998	O	    0
 24532	I2143   	05 46 53.1	-18 43 39	 5	  11.20	  1.00	 65.6	  3112	H	30292
 24538	N2090   	05 47 02.3	-34 15 05	 3	   9.33	  1.00	 66.1	   994	H	    0
 24561	N2104   	05 47 04.7	-51 33 06	 4	  11.76	  0.50	 56.4	  1237	H	30293
 24545	488 G 18	05 47 26.6	-25 06 17	 2	  13.76	  1.00	 60.2	 11664	O	    0
 24554	424 G 21	05 47 37.5	-30 24 24	 5	  14.16	  1.00	 64.9	 11262	O	    0
450142	A548-142	05 47 48.1	-25 33 20	 3	  13.69	  1.00	 70.7	 10934	O	    0
 24564	363 G 26	05 48 02.8	-33 54 33	 5	  13.84	  1.00	 68.4	 10893	O	    0
450143	A548-113	05 48 19.6	-25 38 06	 4	  14.43	  1.00	 43.6	 12076	O	    0
 24584	306 G 28	05 48 44.5	-39 03 18	 5	  13.58	  1.00	 62.3	  7268	O	    0
 24581	363 G 29	05 48 44.9	-36 44 12	 5	  13.42	  1.00	 53.9	  7767	O	    0
 24602	555 G  2	05 50 26.7	-19 43 37	 5	  11.81	  0.81	 82.0	  2442	H	30294
 24635	160 G  2	05 51 14.2	-53 34 19	 5	  11.40	  1.04	 76.8	  4576	O	    0
 24623	I2150   	05 51 18.9	-38 19 11	 4	  11.26	  1.00	 74.9	  3179	O	    0
 24646	120 G 16	05 51 35.4	-59 02 21	 5	  11.59	  1.00	 84.7	  3746	O	    0
 24642	424 G 35	05 52 28.6	-28 22 09	 5	  13.91	  1.00	 77.1	  8368	O	    0
 24644	364 G  8	05 52 32.4	-36 57 53	 5	  13.13	  1.00	 50.6	  7720	O	    0
 24640	I2151   	05 52 36.3	-17 47 16	 3	  12.40	  0.93	 57.2	  3187	O	30295
 24650	364 G  9	05 52 53.4	-34 43 37	 5	  14.07	  1.00	 73.3	 10718	O	    0
450098	I 438   	05 53 00.5	-17 52 24	 5	  10.93	  1.00	 49.1	  3199	H	30295
 24652	555 G 11	05 53 33.0	-20 16 03	 3	  12.87	  1.01	 56.3	  8547	O	    0
 24723	I2160   	05 55 30.1	-76 55 15	 3	  11.82	  1.00	 55.1	  4793	O	    0
 24680	488 G 44	05 55 50.6	-22 48 24	 3	  13.04	  0.72	 67.7	  3385	O	    0
 24704	 86 G 41	05 56 21.8	-62 35 37	 3	  13.63	  1.00	 46.0	  8343	O	    0
450146	D0559104	05 57 25.1	-39 31 09	 3	  14.90	  1.00	 76.6	 14011	O	    0
 24702	N2124   	05 57 52.3	-20 05 03	 3	  10.97	  1.00	 75.5	  3046	H	30296
 24709	307 G  9	05 58 01.4	-38 34 29	 3	  14.45	  1.00	 67.7	 10168	O	    0
450147	D0559-40	05 59 03.1	-40 11 40	 5	  15.21	  1.00	 55.7	 13095	O	    0
  3373	374-024 	05 59 07.9	+78 30 34	 5	  12.41	  1.00	 52.5	  4727	H	    0
 24741	307 G 12	06 00 18.3	-42 06 27	 4	  12.80	  1.19	 60.0	 10473	O	    0
 24730	555 G 18	06 00 23.7	-19 42 32	 4	  12.18	  1.23	 57.8	  8398	O	    0
 24739	425 G  2	06 00 34.7	-28 59 34	 5	  12.86	  0.50	 71.1	  1482	H	30301
 24747	N2139   	06 01 07.8	-23 40 20	 5	  10.81	  1.00	 33.9	  1926	H	30298
 24745	555 G 22	06 01 07.9	-21 44 19	 4	  11.61	  0.75	 77.0	  1838	H	    0
 24750	488 G 55	06 01 24.0	-26 03 18	 3	  13.49	  1.06	 70.9	 12121	O	    0
460089	D0559-40	06 02 01.6	-39 50 11	 3	  14.94	  1.00	 66.0	 12882	O	    0
460001	I 441   	06 02 42.6	-12 29 56	 5	  12.06	  0.77	 26.5	  2302	H	    0
 24781	364 G 27	06 04 03.7	-35 41 37	 5	  13.30	  1.00	 59.9	  9850	O	    0
 24782	555 G 29	06 04 27.7	-20 21 05	 5	  12.53	  0.82	 81.0	  2985	H	    0
 24789	488 G 60	06 04 42.9	-26 07 22	 5	  11.64	  0.76	 63.0	  1897	H	30297
 24830	N2199   	06 04 44.7	-73 24 05	 3	  11.20	  1.11	 62.0	  4567	O	    0
 24802	205 G 18	06 05 09.9	-49 18 01	 4	  12.91	  1.01	 43.4	  8737	O	    0
 24804	254 G 12	06 05 21.9	-45 49 32	 3	  13.49	  1.00	 53.7	  9217	O	    0
 24805	254 G 13	06 05 27.5	-45 10 43	 5	  13.14	  1.22	 57.5	 12789	O	    0
 24797	555 G 33	06 05 29.6	-19 02 06	 5	  12.03	  1.25	 72.5	  8033	O	    0
 24814	160 G 13	06 05 52.1	-53 35 58	 5	  13.80	  1.00	 62.2	 10197	O	    0
  3398	M1009011	06 06 23.3	+60 34 04	 5	  13.22	  1.00	 57.4	  7048	H	    0
 24846	 86 G 59	06 06 45.5	-67 06 59	 5	  13.17	  1.12	 63.3	 11386	O	    0
 24854	121 G  6	06 07 30.1	-61 48 25	 5	  10.84	  0.77	 82.1	  1309	O	    0
460093	D0608104	06 07 34.1	-33 12 11	 3	  15.81	  0.50	 44.5	  8517	O	    0
 24839	254 G 22	06 07 41.0	-47 24 47	 4	  12.34	  1.25	 55.5	  9160	O	    0
 24826	489 G  6	06 07 44.7	-23 29 16	 7	  11.79	  0.90	 56.2	  2319	H	    0
 24829	555 G 37	06 08 03.4	-19 13 30	 5	  13.13	  1.00	 72.1	  6849	O	    0
 24893	 57 G 69	06 08 30.7	-71 17 14	 5	  12.56	  1.28	 57.7	 10605	O	    0
460090	D0608-29	06 08 45.3	-33 46 28	 5	  15.24	  0.87	 56.6	 10970	O	    0
 24847	489 G  8	06 08 53.3	-25 08 40	 5	  12.81	  1.00	 62.4	  6005	H	30303
460069	D0608-58	06 09 29.3	-33 37 38	 2	  14.13	  1.00	 72.5	 11296	O	 3381
460070	        	06 09 30.1	-33 33 07	 2	  14.99	  1.00	 66.9	 10398	O	 3381
 24858	555 G 40	06 09 36.2	-20 06 18	 5	  13.08	  1.00	 74.8	  6866	O	    0
460071	        	06 09 38.6	-33 35 13	 2	  13.76	  1.00	 62.4	 11248	O	 3381
460091	D0608-12	06 09 47.0	-33 52 22	 3	  14.22	  1.00	 53.1	 11529	O	    0
 24866	489 G 11	06 10 01.9	-22 37 33	 5	  13.17	  0.52	 50.0	  2886	O	    0
460077	        	06 10 21.5	-33 41 26	 4	  13.66	  1.00	 52.2	  9108	O	 3381
  3403	329-021 	06 10 36.4	+71 23 07	 5	  10.88	  0.71	 75.0	  1250	H	    0
 24907	121 G 10	06 10 48.2	-60 49 20	 5	  13.87	  1.00	 38.6	  8868	O	    0
  3411	284-007 	06 10 55.0	+62 01 11	 5	  13.10	  1.00	 27.3	  6802	H	    0
 24895	364IG42a	06 11 05.6	-33 18 02	 4	  13.43	  1.04	 78.3	 11625	O	 3381
460095	D0608116	06 12 05.2	-33 04 18	 3	  15.63	  0.72	 68.0	 11129	O	    0
 24924	160 G 18	06 12 26.8	-56 16 10	 5	  12.99	  1.15	 75.9	 10815	O	    0
 24931	121 G 13	06 12 31.0	-62 24 53	 3	  13.98	  1.00	 50.6	 10642	O	    0
460092	D0608-02	06 12 50.3	-34 15 04	 6	  14.69	  0.91	 90.0	  8880	O	    0
 24928	307 G 24	06 13 27.7	-42 27 07	 3	  12.90	  1.25	 49.2	 11769	O	    0
  3416	329-022 	06 13 40.0	+69 43 45	 5	  12.13	  1.00	 68.4	  3993	H	40491
 24943	254 G 43	06 14 03.8	-42 51 22	 3	  12.97	  1.05	 61.8	  9460	O	    0
 24957	307 G 27	06 14 57.1	-39 49 31	 3	  13.47	  1.00	 68.2	 10469	O	    0
 24952	556 G  5	06 15 07.2	-19 25 01	 5	  12.48	  1.00	 52.4	  5758	H	    0
  3412	M1305018	06 15 39.1	+79 42 32	 5	  13.51	  0.67	 67.6	  3969	H	40736
 24966	N2206   	06 15 59.1	-26 45 53	 5	  10.99	  1.30	 61.2	  6388	H	    0
 24978	160 G 21	06 15 59.2	-54 48 54	 3	  13.52	  1.00	 60.8	 10757	O	    0
  3432	284-009 	06 16 13.8	+57 03 05	 5	  12.96	  1.00	 76.3	  5012	H	    0
  3413	362-016 	06 17 01.0	+81 08 17	 5	  11.42	  1.00	 43.5	  4187	H	    0
 24981	489 G 29	06 17 05.2	-27 23 10	 5	  10.87	  1.00	 75.8	  1815	H	    0
