#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,RAJ2000,DEJ2000,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	RAJ2000	DEJ2000	Sabs	e_Sabs	SNR	HRV	Tel
   994	        	01 25 36.4	+18 03 45	  2.35	  0.31	  6.7	  8289	AOlf
  1005	I1702   	01 25 56.3	+16 36 05	  4.86	  0.52	 16.8	  4135	AOlf
410199	M-104042	01 25 57.9	-03 58 54	  6.83	  0.76	 12.4	  1995	GB300
  1008	I 112   	01 26 02.9	+11 26 35	  2.82	  0.33	  8.2	  5807	AOlf
410203	UA 17   	01 26 14.4	-06 05 37	 20.89	  1.71	  9.1	  1959	GB140
  1013	N 536   	01 26 21.9	+34 42 11	 15.66	  2.40	 15.3	  5188	AOlf
110327	N 542   	01 26 30.8	+34 40 29	  1.97	  0.27	  5.9	  4674	AOlf
110329	502-085 	01 26 33.5	+31 36 58	  1.67	  0.25	  4.9	 13557	AOlf
  1019	M+204050	01 26 38.8	+10 17 14	  1.90	  0.22	 11.5	  2180	AOlf
  1021	N 550   	01 26 42.5	+02 01 20	  2.28	  0.32	  6.1	  5887	AOlf
  1020	459-052 	01 26 44.0	+17 15 51	 13.51	  1.46	 18.0	  2589	AOlf
111629	o94     	01 26 45.2	+14 37 30	  2.06	  0.14	 10.9	  6454	AOG
  1023	436-051 	01 26 48.7	+12 01 26	  1.24	  0.17	  5.1	  9459	AOlf
110335	459-055 	01 26 59.1	+15 58 52	  1.27	  0.18	  4.7	  6127	AOlf
110334	521-028 	01 27 01.0	+33 57 08	  1.68	  0.22	  7.9	  4141	AOlf
 21112	353 G  2	01 27 05.9	-35 51 27	  5.03	  0.54	 10.6	  6030	Nanc
  1027	I1704   	01 27 09.6	+14 46 34	  5.83	  0.60	 17.0	  6444	AOlf
110337	436-053 	01 27 11.6	+10 37 08	  3.13	  0.34	 11.9	 14232	AOlf
  1026	        	01 27 13.2	+13 36 11	  3.39	  0.42	 12.7	  4506	AOlf
  1029	436-055 	01 27 21.3	+11 58 31	  2.12	  0.26	  7.0	  9439	AOlf
110339	I1706   	01 27 30.9	+14 49 10	  1.43	  0.18	  6.0	  6472	AOlf
  1032	459-057 	01 27 32.6	+19 10 43	  0.73	  0.09	  6.5	  5084	AOlf
  1033	502-086 	01 27 35.0	+31 33 17	 25.75	  4.04	 35.5	  4041	AOlf
  1034	N 551   	01 27 40.7	+37 10 57	  3.54	  0.55	  6.7	  5192	AOlf
  1035	551-018 	01 27 48.8	+48 49 09	  2.52	  0.41	  4.3	  6614	GB300
 21120	413 G  7	01 27 58.9	-29 05 10	 12.28	  0.64	  8.6	  1509	GB140
  1045	502-087 	01 28 00.9	+32 01 58	  8.85	  0.99	 31.0	  6414	AOlf
  1046	521-031 	01 28 05.4	+38 12 54	  5.57	  0.69	  9.2	  5224	AOlf
  1050	        	01 28 12.9	+10 25 57	  5.42	  0.59	 13.8	  2393	AOlf
  1051	        	01 28 16.7	+28 59 17	  2.91	  0.42	  5.2	  7441	AOlf
  1048	N 561   	01 28 18.8	+34 18 29	  3.20	  0.39	  7.9	  4673	AOlf
  1053	I 121   	01 28 21.7	+02 30 45	  1.77	  0.25	  5.0	  9028	AOlf
110346	459-059 	01 28 23.7	+16 28 35	  1.74	  0.21	  6.2	 11454	AOlf
110345	459-058 	01 28 24.2	+16 27 32	  1.16	  0.16	  5.6	 11473	AOlf
110348	436-059 	01 28 28.2	+10 48 15	  2.07	  0.23	  9.8	 14619	AOlf
110349	436-060a	01 28 38.2	+14 45 50	  0.92	  0.11	  6.9	 13573	AOlf
  1056	459-060 	01 28 47.2	+16 41 16	  3.93	  0.14	 29.1	   595	GB140
  1054	        	01 28 48.7	+34 20 44	  5.47	  0.78	  8.4	  2659	AOlf
  1057	436-062 	01 28 53.2	+13 47 36	  7.36	  0.86	 12.4	  6333	AOlf
110361	459-062 	01 28 58.3	+19 33 54	  1.54	  0.19	 10.6	 12831	AOlf
110367	459-063 	01 29 10.7	+19 42 45	  4.24	  0.45	 11.1	  4996	AOlf
  1065	436-064 	01 29 11.1	+11 08 25	 12.16	  1.26	 31.8	  5796	AOlf
  1059	521-036 	01 29 12.4	+39 25 34	  5.68	  0.71	  8.2	  8264	GB300
110363	502-093 	01 29 13.1	+33 39 55	  2.67	  0.32	  7.2	  6611	AOlf
  1066	        	01 29 20.8	+32 03 52	  3.37	  0.40	 18.3	  5068	AOlf
110368	521-038 	01 29 40.3	+33 49 51	  2.73	  0.36	  6.6	  6574	AOlf
  1064	        	01 29 42.2	+50 23 09	  6.32	  0.71	 15.2	  5847	GB300
110369	502-097 	01 29 46.1	+32 01 15	  1.75	  0.28	  7.4	  6336	AOlf
  1068	537-006 	01 29 47.1	+45 35 56	 10.90	  1.11	 14.6	  5222	GB300
  1069	N 571   	01 29 56.1	+32 30 03	  7.60	  0.90	 24.0	  4658	AOlf
  1070	537-007 	01 29 59.9	+40 58 26	 12.13	  1.20	 34.0	  2809	GB300
  1075	        	01 30 02.6	+02 51 08	  1.91	  0.25	  7.9	  2103	AOlf
  1074	        	01 30 04.9	+33 18 39	  2.15	  0.28	  7.7	  5499	AOlf
  1073	481-008 	01 30 07.5	+25 51 48	 11.92	  1.34	 34.4	  3673	AOlf
110376	459-065 	01 30 07.9	+19 10 14	  1.05	  0.15	  6.2	 13624	AOlf
  1076	459-067 	01 30 20.0	+17 01 17	  5.36	  0.61	  8.3	 12920	AOlf
110380	459-068 	01 30 22.2	+19 16 47	  1.91	  0.22	  6.8	 13336	AOlf
 21147	476 G 16	01 30 25.8	-26 46 49	  3.71	  0.41	  4.6	  6037	GB140
 21148	N 578   	01 30 29.1	-22 40 03	 69.69	  2.85	 14.4	  1629	GB140
110384	481-009 	01 30 37.8	+22 15 59	  2.48	  0.32	  5.5	 10269	AOlf
  1080	N 577   	01 30 40.6	-01 59 40	  3.60	  0.45	  7.8	  5944	GB300
110389	481-010 	01 30 50.2	+25 54 54	  1.50	  0.22	  6.1	 11205	AOlf
  1082	I1711   	01 30 55.2	+17 11 18	  8.85	  1.28	 10.9	  2801	AOlf
  1083	436-066 	01 30 58.2	+14 06 29	  6.77	  0.76	 13.6	  4521	AOlf
110394	436-068 	01 31 10.4	+09 57 03	  2.81	  0.33	  9.7	  9498	AOlf
111138	n95     	01 31 14.4	+14 02 00	  2.00	  0.10	 13.9	  8929	AOG
  1085	        	01 31 18.7	+07 47 15	  2.80	  0.30	 23.0	   652	AOlf
  1084	        	01 31 22.1	+23 57 14	  5.12	  0.56	 24.5	  3417	AOlf
  1087	436-069 	01 31 26.6	+14 16 37	  6.44	  0.69	 39.3	  4484	AOlf
  1086	521-040 	01 31 34.8	+34 46 57	  5.28	  0.61	 10.1	  4164	AOlf
  1091	        	01 31 35.9	+08 25 21	  0.43	  0.09	  6.1	  2484	AOlf
  1088	521-041 	01 31 37.6	+36 50 00	  2.35	  0.39	  6.2	  4896	AOlf
  1089	N 579   	01 31 46.7	+33 36 56	  4.94	  0.58	  9.3	  4984	AOlf
  1094	N 582   	01 31 58.1	+33 28 33	 12.65	  1.65	 10.4	  4346	AOlf
110401	502-104 	01 32 02.2	+33 12 26	  2.12	  0.26	  7.4	 10497	AOlf
110402	502-106 	01 32 04.2	+33 10 46	  2.81	  0.30	 13.2	 10494	AOlf
  1096	        	01 32 15.6	+12 28 03	  4.58	  0.58	  6.4	 10633	AOlf
  1098	460-004 	01 32 16.1	+21 24 38	  1.93	  0.23	  6.0	  9867	AOlf
110405	412-001 	01 32 18.7	+03 52 04	  3.36	  0.34	 16.4	  8891	AOlf
  1100	N 587   	01 32 33.4	+35 21 29	  5.91	  0.76	 12.2	  4528	AOlf
  1105	M105003a	01 32 39.9	+04 38 28	  4.96	  0.56	 11.0	  2010	AOlf
  1103	        	01 32 39.9	+11 49 45	  2.49	  0.32	  6.8	 10672	AOlf
  1104	460-006 	01 32 42.5	+18 19 00	  9.94	  1.00	 59.7	   688	AOlf
  1039	360-005 	01 32 44.6	+85 00 50	  4.64	  0.59	  6.5	  5279	GB300
110409	412-003 	01 32 49.2	+05 44 24	  1.76	  0.27	  4.5	  8585	AOlf
  1110	437-002 	01 33 17.7	+13 19 56	  6.52	  0.80	 15.2	  2763	AOlf
  1112	386-006 	01 33 18.7	+03 04 14	  4.04	  0.49	 13.5	  1710	AOlf
  1113	M+305007	01 33 28.3	+17 24 26	  5.76	  0.59	 25.6	  7866	AOlf
  1114	460-007 	01 33 30.7	+19 01 45	  6.50	  0.75	  8.6	  8495	AOlf
  1111	N 591   	01 33 31.2	+35 40 05	  3.10	  0.37	  7.7	  4549	AOlf
  1115	437-003 	01 33 34.2	+12 35 05	  2.72	  0.28	 16.7	  4187	AOlf
  1116	386-007 	01 33 34.5	-01 05 27	  2.75	  0.41	  4.4	  4728	AOlf
  1118	386-009 	01 33 41.8	+03 32 32	 12.91	  1.72	 23.5	  3516	AOlf
110416	460-009 	01 33 43.2	+18 33 07	  1.83	  0.22	 10.0	 17866	AOlf
  1119	        	01 33 50.4	+17 13 50	  3.44	  0.43	  8.4	  7977	AOlf
  1120	386-010 	01 34 02.4	-01 04 33	  9.52	  1.47	 10.0	  4664	AOlf
  1121	        	01 34 07.5	+13 29 31	  1.42	  0.16	  6.5	 18473	AOlf
  1123	386-011 	01 34 08.0	-01 01 58	  5.46	  0.67	  7.8	  4670	GB300
110420	460-010 	01 34 28.8	+19 49 10	  3.00	  0.33	  7.7	 10690	AOlf
410269	M-305008	01 34 35.0	-15 30 13	  7.80	  1.04	  5.5	  5453	Nanc
  1125	521-047 	01 34 48.9	+34 02 05	  2.58	  0.30	  8.7	  4471	AOlf
  1126	N 606   	01 34 50.1	+21 25 05	  5.75	  0.66	 12.2	  9970	AOlf
  1124	        	01 34 52.9	+55 24 08	  6.81	  0.74	 14.5	  5752	GB300
  1130	386-012 	01 34 58.2	+01 20 08	  2.86	  0.54	  4.5	  7664	AOlf
 21219	353 G 22	01 35 04.7	-34 15 15	  3.32	  0.47	  4.3	  3801	GB140
410271	N 615   	01 35 05.7	-07 20 25	 19.93	  2.23	 13.0	  1838	GB300
  1137	        	01 35 12.8	+05 30 23	  2.23	  0.25	 11.1	  3082	AOlf
 21221	476 G 27	01 35 15.5	-22 42 16	  7.63	  0.60	  6.8	  5659	GB140
  1131	521-051 	01 35 16.6	+34 28 19	  2.17	  0.33	  7.7	  5089	AOlf
  1138	M+105006	01 35 22.7	+04 52 14	  3.51	  0.40	 10.7	  5167	AOlf
  1139	437-005 	01 35 31.4	+11 57 08	  2.68	  0.34	  6.1	  5840	AOlf
  1132	552-001 	01 35 31.6	+47 32 57	  8.59	  1.15	  6.9	  5321	GB300
  1144	M+205007	01 36 04.6	+11 41 21	  4.62	  0.52	 20.3	  5839	AOlf
  1146	        	01 36 24.1	+10 32 09	  2.69	  0.35	 10.6	  3527	AOlf
 21237	353 G 26	01 36 27.7	-36 22 30	 11.72	  1.19	 12.0	  5398	Nanc
  1152	502-119 	01 36 56.3	+31 59 06	  5.23	  0.57	 11.4	  6613	AOlf
  1155	412-007 	01 37 07.3	+04 53 04	  2.93	  0.38	  7.0	  3177	AOlf
  1154	502-120 	01 37 17.0	+28 53 24	  4.39	  0.45	 12.8	  7759	AOlf
  1156	        	01 37 21.0	+14 27 46	  3.07	  0.36	 10.0	 10594	AOlf
  1159	386-019 	01 37 37.0	+00 02 22	  2.79	  0.33	  8.8	  4906	AOlf
110445	412-009 	01 37 39.9	+06 55 14	  1.24	  0.15	  8.8	 17962	AOlf
  1158	VIZw4   	01 37 40.2	+32 39 17	  3.47	  0.44	  7.9	 13368	AOlf
110448	        	01 37 54.2	+20 24 55	  2.12	  0.25	  8.4	 10544	AOlf
110446	521-057 	01 37 58.3	+34 49 22	  1.32	  0.25	  4.2	  4673	AOlf
  1160	502-121 	01 38 03.5	+32 29 38	  2.97	  0.41	  7.6	  5446	AOlf
110452	460-015 	01 38 12.7	+20 24 51	  1.16	  0.16	  5.7	 10776	AOlf
  1164	N 634   	01 38 18.6	+35 21 53	  7.75	  0.98	 12.7	  4933	AOlf
  1167	412-010 	01 38 20.8	+07 32 02	 15.64	  2.25	 42.0	  4301	AOlf
  1141	        	01 38 21.5	+80 39 47	  3.33	  0.46	  6.5	  8262	GB300
110455	460-016 	01 38 30.3	+21 34 14	  4.30	  0.46	 12.8	 10501	AOlf
  1165	503-003 	01 38 31.4	+28 43 23	  3.43	  0.46	  8.2	 10901	AOlf
110456	460-017a	01 38 38.3	+20 48 33	  4.95	  0.49	 18.9	 10433	AOlf
 21283	N 642   	01 39 06.7	-29 54 54	 22.36	  1.23	  7.4	  5901	GB140
  1168	552-004 	01 39 18.1	+48 45 51	  4.80	  0.55	  8.9	  5256	GB300
110463	521-062 	01 39 31.4	+33 49 37	  1.84	  0.22	  7.5	  4836	AOlf
110464	521-063 	01 39 32.8	+35 09 32	  1.86	  0.24	  7.7	  5168	AOlf
  1170	N 638   	01 39 37.8	+07 14 14	  1.92	  0.23	  8.3	  3162	AOlf
  1172	412-012 	01 39 38.4	+05 46 57	  3.34	  0.40	  9.5	  3245	AOlf
  1175	        	01 39 56.6	+11 05 48	 15.37	  0.38	 27.5	   728	GB140
110465	521-064 	01 39 57.2	+34 24 29	  3.76	  0.39	 13.9	  4257	AOlf
  1177	N 645   	01 40 08.7	+05 43 35	 25.49	  3.58	 38.3	  3310	AOlf
410313	M-105014	01 40 27.7	-05 31 14	  8.84	  0.96	 14.4	  2127	GB300
  1178	521-066 	01 40 27.9	+34 37 32	 17.20	  2.27	 12.4	  5505	AOlf
  1181	        	01 40 30.0	+14 31 21	  3.14	  0.38	 11.6	  8126	AOlf
  1148	360-006 	01 40 38.1	+83 56 26	  3.05	  0.44	  8.9	  4708	GB300
110471	460-018 	01 40 41.8	+20 50 23	  3.24	  0.38	  7.3	 10526	AOlf
  1184	N 652   	01 40 43.2	+07 58 55	  3.86	  0.47	  8.0	  5330	AOlf
410316	M-105017	01 41 07.0	-05 34 03	 10.75	  1.21	 11.4	  1495	GB300
110474	521-068 	01 41 15.3	+34 48 42	  3.87	  0.41	 16.2	  5092	AOlf
  1187	I1721   	01 41 24.5	+08 31 29	  2.48	  0.29	  8.5	  4299	AOlf
110478	412-016 	01 41 41.3	+05 51 07	  3.07	  0.35	 10.0	  8596	AOlf
110477	482-001 	01 41 46.4	+27 30 12	  0.94	  0.11	  7.0	 10828	AOlf
  1189	412-017 	01 41 55.0	+07 07 17	  5.37	  0.61	 12.2	  5469	AOlf
  1188	482-002 	01 41 56.4	+22 41 23	  2.23	  0.25	  9.1	 13312	AOlf
110479	503-006 	01 41 56.8	+33 15 36	  1.20	  0.19	  5.7	 13395	AOlf
  1193	N 653   	01 42 25.8	+35 38 17	  1.05	  0.16	  4.1	  5468	AOlf
410329	386-032 	01 42 31.0	-00 49 10	  2.59	  0.45	  4.3	  5178	GB300
  1197	460-019 	01 42 33.1	+18 18 18	 15.74	  1.90	 40.0	  2795	AOlf
  1199	412-018 	01 42 42.3	+08 10 28	  3.78	  0.46	  7.1	  9334	AOlf
  1200	437-011 	01 42 48.3	+13 09 20	 11.93	  1.40	 39.6	   808	AOlf
110486	412-019 	01 42 49.7	+08 04 57	  0.48	  0.06	  6.0	 13497	AOlf
110483	503-007 	01 42 51.5	+31 28 41	  3.19	  0.39	  7.2	 10428	AOlf
  1202	I 150   	01 42 57.5	+04 12 00	  2.77	  0.36	  6.2	  5569	AOlf
  1201	N 660   	01 43 01.7	+13 38 36	182.18	 11.49	 38.3	   848	GB140
110487	482-005 	01 43 07.9	+27 45 02	  1.32	  0.17	  4.2	 10147	AOlf
  1204	412-021 	01 43 11.9	+04 16 41	  3.75	  0.44	 10.0	  5608	AOlf
  1205	I1723   	01 43 14.2	+08 53 21	 20.48	  3.24	 19.7	  5534	AOlf
110489	482-006 	01 43 18.8	+22 25 12	  1.71	  0.22	  5.5	  9928	AOlf
110490	UA 20   	01 43 20.1	+19 59 04	 11.43	  0.47	 42.4	   498	GB140
  1209	437-015 	01 43 45.0	+12 09 48	  1.41	  0.17	  6.5	  4891	AOlf
  1210	N 664   	01 43 45.8	+04 13 21	  3.40	  0.43	  7.0	  5430	AOlf
110497	        	01 43 46.8	+24 14 27	  1.36	  0.22	  4.7	 10404	AOlf
110496	503-012 	01 43 46.8	+29 10 00	  2.42	  0.27	 11.0	  4018	AOlf
  1211	M+205016	01 43 55.1	+13 48 22	  4.98	  0.73	 14.2	  2403	AOlf
110498	460-020 	01 43 56.5	+17 03 42	  1.93	  0.21	 11.7	  8028	AOlf
  1214	386-035 	01 43 57.8	+02 20 59	  1.19	  0.23	  3.1	  5160	AOlf
110499	I 152   	01 44 01.2	+13 04 29	  1.16	  0.16	  5.8	  8015	AOlf
  1212	521-072 	01 44 08.2	+34 23 13	  5.38	  0.63	 10.0	 10752	AOlf
  1218	437-017 	01 44 17.4	+12 15 16	  4.29	  0.49	  8.5	 10225	AOlf
  1219	460-021 	01 44 20.6	+17 28 37	  4.91	  0.55	 12.3	  4603	AOlf
110790	FGC 191 	01 44 28.8	+27 55 44	 12.13	  1.73	 32.8	  4037	AOlf
  1222	        	01 44 30.8	+04 40 06	  3.37	  0.37	 14.6	  7758	AOlf
110505	482-007 	01 44 32.4	+21 55 50	  1.06	  0.18	  4.2	 10477	AOlf
  1220	N 662   	01 44 35.5	+37 41 45	  4.99	  0.53	 11.7	  5654	AOlf
110502	521-074 	01 44 38.3	+34 39 37	  1.39	  0.18	  6.1	  5672	AOlf
  1221	521-076 	01 44 38.4	+38 12 09	  6.07	  0.72	  9.7	 11095	AOlf
110507	412-024 	01 44 41.7	+04 53 42	  4.76	  0.53	 26.1	  1617	AOlf
110856	        	01 44 44.9	+17 21 34	  0.75	  0.05	  9.2	  8077	AOG
110506	482-008 	01 44 49.9	+21 52 56	  1.35	  0.19	  6.0	 10507	AOlf
  1223	N 665   	01 44 56.1	+10 25 22	  1.78	  0.24	  6.5	  5462	AOlf
  1226	M+205021	01 45 01.8	+10 21 57	  1.46	  0.24	  4.4	  5881	AOlf
  1225	M+005034	01 45 03.3	-00 18 06	  1.70	  0.24	  7.7	  5396	GB300
  1224	FGC192  	01 45 10.0	+32 07 23	  3.30	  0.50	  5.7	 11218	AOlf
110510	I1725   	01 45 11.8	+21 46 35	  1.06	  0.17	  5.4	  3891	AOlf
110512	437-020 	01 45 15.2	+10 20 54	  5.10	  0.53	 24.9	  5492	AOlf
  1227	503-015 	01 45 15.4	+32 03 40	  2.17	  0.26	  9.7	 10774	AOlf
110513	I1726   	01 45 19.6	+04 37 06	  3.62	  0.38	 12.4	  5383	AOlf
  1228	503-016 	01 45 21.6	+28 43 18	  6.04	  0.70	 16.0	  3965	AOlf
  1231	I 156   	01 45 29.3	+10 33 09	  0.16	  0.04	  4.3	  5249	AOlf
  1230	M+405005	01 45 32.5	+25 31 15	 13.96	  1.81	 40.0	  3839	AOlf
  1235	386-036 	01 45 35.6	+03 21 27	  2.47	  0.35	  8.9	  5336	AOlf
110514	482-011 	01 45 37.0	+23 26 14	  1.06	  0.13	  8.8	 10323	AOlf
110837	        	01 45 37.8	+33 56 23	  2.14	  0.24	 15.0	  5400	AOlf
  1233	503-017 	01 45 41.3	+28 48 20	  4.46	  0.53	  6.4	  7841	AOlf
110515	460-023 	01 45 41.3	+18 34 20	  1.40	  0.19	  6.9	 10290	AOlf
111640	        	01 45 42.1	+09 59 49	  1.49	  0.08	 10.5	  9427	AOG
111639	        	01 45 49.9	+09 51 45	  0.52	  0.05	  5.9	  5876	AOG
  1234	521-078 	01 45 51.8	+35 06 38	  7.09	  0.75	 14.6	  5662	AOlf
  1237	437-023 	01 45 54.9	+09 49 21	  8.72	  0.99	 16.6	  5207	AOlf
110516	503-018 	01 45 58.1	+32 22 54	  0.66	  0.14	  3.3	 11272	AOlf
  1239	412-026 	01 46 10.1	+06 25 55	  3.23	  0.35	 12.1	  5391	AOlf
  1240	412-027 	01 46 20.6	+04 15 50	  5.65	  0.68	  9.8	  1800	AOlf
  1238	N 668   	01 46 22.6	+36 27 36	  8.47	  1.03	 22.2	  4498	AOlf
110521	522-002 	01 46 27.4	+34 55 38	  3.48	  0.37	 13.7	  5535	AOlf
110838	        	01 46 31.6	+36 21 38	  1.56	  0.20	  7.3	  4895	AOlf
  1242	437-024 	01 46 36.9	+14 41 30	  2.20	  0.24	 11.2	  7350	AOlf
110522	503-019 	01 46 42.2	+32 30 33	  0.31	  0.05	  5.9	 11243	AOlf
  1244	482-012 	01 46 49.5	+24 27 53	  5.88	  0.63	 25.4	  3123	AOlf
110524	503-021 	01 46 53.2	+33 23 43	  2.61	  0.36	  5.4	 11190	AOlf
110525	522-003 	01 46 56.6	+34 46 19	  1.00	  0.14	  6.1	  4202	AOlf
110528	503-022 	01 46 57.8	+28 45 21	  3.01	  0.37	  5.6	 10765	AOlf
  1247	N 671   	01 46 59.1	+13 07 30	  4.25	  0.52	  9.7	  5511	AOlf
  1246	437-026 	01 47 00.6	+12 24 19	 10.72	  1.13	 58.9	   802	AOlf
  1248	N 669   	01 47 16.4	+35 33 46	  3.31	  0.52	  6.7	  4674	AOlf
  1252	M+305016	01 47 25.5	+16 20 46	  2.96	  0.34	 10.0	  4898	AOlf
  1207	        	01 47 26.9	+82 09 29	  7.58	  0.89	 11.7	  1257	GB300
  1253	437-028 	01 47 29.9	+12 06 13	  7.13	  0.78	 19.2	  6636	AOlf
  1251	522-005 	01 47 30.3	+36 02 04	  0.53	  0.13	  3.7	  4849	AOlf
110839	        	01 47 33.4	+36 04 33	  0.92	  0.10	 14.0	  4735	AOlf
111642	o94     	01 47 35.6	+11 28 08	  1.10	  0.09	  9.2	  5297	AOG
  1255	437-029 	01 47 37.2	+11 20 36	  4.85	  0.52	 14.5	  5219	AOlf
110530	522-006 	01 47 43.6	+35 01 23	  4.94	  0.51	 21.3	  5559	AOlf
110531	482-015 	01 47 47.6	+25 34 25	  3.48	  0.39	  9.1	 12261	AOlf
410352	N 690   	01 47 49.5	-16 43 24	  4.04	  0.44	  9.6	  5171	Nanc
  1257	522-007 	01 48 07.1	+36 27 10	  2.83	  0.31	 11.8	  4660	AOlf
110840	        	01 48 22.3	+33 50 41	  1.62	  0.23	  7.7	  5783	AOlf
  1259	N 673   	01 48 22.4	+11 31 16	 18.84	  2.32	 39.6	  5183	AOlf
  1260	437-031 	01 48 33.1	+12 36 48	  3.19	  0.33	 14.6	  5483	AOlf
  1263	M+205035	01 48 33.3	+10 34 15	  0.69	  0.11	  5.6	  5259	AOlf
  1261	437-032 	01 48 33.5	+13 25 50	  3.46	  0.41	 12.9	  5015	AOlf
  1262	        	01 48 34.3	+13 42 04	  2.27	  0.29	  6.8	  5077	AOlf
  1264	        	01 48 37.9	+13 46 06	  2.47	  0.29	 10.9	  4791	AOlf
  1265	460-027a	01 48 46.4	+20 15 55	  2.47	  0.29	  8.4	  8950	AOlf
  1268	437-035 	01 48 52.5	+10 35 22	  1.43	  0.18	  8.0	  5206	AOlf
  1273	N 675   	01 49 08.5	+13 03 34	  0.89	  0.12	  5.2	  5103	AOlf
110542	412-029 	01 49 10.4	+05 38 22	  1.29	  0.18	  6.9	  5133	AOlf
410359	N 681   	01 49 10.6	-10 25 34	 23.49	  2.39	 11.5	  1757	GB300
  1276	I 163   	01 49 15.1	+20 42 40	 17.13	  1.99	 31.8	  2748	AOlf
110543	        	01 49 20.1	+27 42 44	  2.83	  0.37	  6.2	 10753	AOlf
  1278	437-040 	01 49 21.2	+12 42 51	  2.04	  0.24	  7.6	 10020	AOlf
110541	522-013 	01 49 24.5	+34 58 24	  5.50	  0.55	 19.7	  4019	AOlf
  1279	437-041 	01 49 24.8	+13 22 07	  1.21	  0.16	  6.0	  4607	AOlf
  1277	522-014 	01 49 25.8	+35 27 07	  3.86	  0.54	  5.5	  4146	AOlf
  1288	N 683   	01 49 46.7	+11 42 02	  6.24	  0.63	 16.2	  5260	AOlf
110548	412-031 	01 49 54.9	+07 22 24	  1.68	  0.22	  5.6	 19701	AOlf
  1290	437-044 	01 50 03.1	+11 48 43	  2.32	  0.24	 14.3	 13550	AOlf
  1289	M+305019	01 50 03.7	+16 26 17	  3.88	  0.46	 17.4	  4974	AOlf
110757	460-029B	01 50 08.4	+16 55 36	  0.64	  0.09	  5.0	  8195	AOlf
  1297	386-042 	01 50 10.6	+02 18 34	  4.05	  0.43	 18.9	  1694	AOlf
110551	437-045 	01 50 10.9	+12 43 23	  1.11	  0.16	  6.3	  5095	AOlf
  1291	I1731   	01 50 12.5	+27 11 45	  7.62	  0.84	 15.9	  3502	AOlf
  1294	        	01 50 13.1	+23 09 29	  2.03	  0.23	 10.7	  2859	AOlf
  1292	N 684   	01 50 14.0	+27 38 45	 19.61	  3.00	 38.6	  3537	AOlf
110911	        	01 50 19.8	+33 09 17	  0.66	  0.06	  5.8	 10129	AOG
  1304	N 693   	01 50 30.8	+06 08 41	 14.96	  2.20	 25.4	  1560	AOlf
  1299	522-018 	01 50 32.9	+35 21 33	  3.96	  0.46	  8.4	  5499	AOlf
110558	503-031 	01 50 40.4	+32 29 45	  1.23	  0.18	  4.3	 10534	AOlf
  1305	N 691   	01 50 41.6	+21 45 34	 14.29	  2.50	 59.1	  2666	AOlf
410367	N 699   	01 50 43.8	-12 02 00	  7.60	  0.91	 10.8	  5505	GB300
  1302	N 688   	01 50 44.2	+35 17 03	 13.59	  1.80	 15.9	  4151	AOlf
