#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T20:11:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T20:11:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJ%2F809%2F146%2Ftable1&-out=NSA,RAJ2000,DEJ2000,Dist,e_Dist,Inc,Reff,e_Reff,MHI,e_MHI,Mstar,e_Mstar,Ref,SimbadName&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18090146
#Name: J/ApJ/809/146
#Title: SDSS-DR8 isolated low-mass galaxies (Bradford+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	creator=Bradford J.D.	    First author or institution
#INFO	cites=bibcode:2015ApJ...809..146B	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/809/146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18090146	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_809_146_table1:
#Name: J/ApJ/809/146/table1
#Title: Isolated galaxy data sample
#Column	NSA	(I6)	[162/171138] NASA Sloan Atlas v0.1.2 identifier	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F6.2)	[13/246] Heliocentric luminosity distance	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	[1/4] Uncertainty in Dist	[ucd=stat.error]
#Column	Inc	(I2)	[8/90] Inclination Angle	[ucd=src.orbital.inclination;pos.posAng]
#Column	Reff	(F5.2)	[0.2/29.1] Effective radius at assumed distance	[ucd=pos.distance;phys.size.radius]
#Column	e_Reff	(F5.2)	[0.01/0.6] Uncertainty in reff	[ucd=stat.error]
#Column	MHI	(F6.3)	[0.01/59.1] HI Mass	[ucd=phys.mass]
#Column	e_MHI	(F6.3)	[0.004/28] Uncertainty in MHI	[ucd=stat.error]
#Column	Mstar	(F7.3)	[0.007/262.3] Stellar mass	[ucd=phys.mass]
#Column	e_Mstar	(F7.3)	[0.003/121] Uncertainty in Mstar	[ucd=stat.error]
#Column	Ref	(I1)	Source of HI observations (1)	[ucd=meta.bib]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
NSA	RAJ2000	DEJ2000	Dist	e_Dist	Inc	Reff	e_Reff	MHI	e_MHI	Mstar	e_Mstar	Ref	SimbadName
 68258	15 56 01.66	+26 17 00.67	 37.77	 1.79	57	 0.75	 0.04	 0.167	 0.092	  0.156	  0.072	2	SDSS J155601.68+261702.3
 68259	15 58 52.06	+26 08 08.08	143.21	 2.14	44	 9.44	 0.14	 8.610	 1.130	 29.064	 13.387	2	SDSS J155852.06+260808.0
 68336	16 03 48.46	+25 10 15.66	122.41	 2.14	73	11.02	 0.19	 5.534	 1.159	  5.486	  2.527	2	SDSS J160348.46+251015.7
 68354	16 08 53.04	+25 17 13.89	243.67	 2.14	70	 4.82	 0.04	18.610	11.831	 16.466	  7.584	2	SDSS J160853.03+251713.8
 68369	16 09 06.47	+24 52 13.79	143.56	 2.14	66	 5.39	 0.08	 9.124	 1.180	 28.263	 13.018	2	SDSS J160906.48+245213.5
 69599	16 16 22.69	+34 54 05.44	 38.30	 1.75	51	 0.51	 0.02	 0.374	 0.073	  0.065	  0.030	1	SDSS J161622.68+345405.2
 69628	16 14 52.41	+35 04 28.41	 37.37	 1.79	67	 0.41	 0.02	 0.063	 0.020	  0.041	  0.019	1	SDSS J161452.40+350428.4
 69676	16 21 52.53	+33 29 03.53	 38.70	 1.68	57	 0.73	 0.03	 0.111	 0.022	  0.050	  0.023	1	SDSS J162152.54+332903.3
 70290	12 49 58.25	+11 15 49.92	106.18	 2.14	81	 4.85	 0.10	 5.638	 1.015	  3.966	  1.827	2	SDSS J124958.25+111549.9
 70361	12 45 05.26	+12 26 46.91	173.79	 2.14	36	 5.14	 0.06	 8.649	 1.566	 40.644	 18.721	2	SDSS J124505.25+122646.9
 70378	12 58 35.35	+12 10 26.67	201.48	 2.14	55	 8.95	 0.10	 9.706	 2.500	  7.822	  3.603	2	SDSS J125835.35+121026.8
 70399	12 55 20.46	+12 48 49.85	 94.12	 2.14	55	 3.74	 0.09	 1.900	 0.414	  2.742	  1.263	2	SDSS J125520.44+124849.6
 70584	13 25 31.30	+11 49 30.95	173.07	 2.14	61	 7.02	 0.09	18.485	 2.808	 44.869	 20.667	2	SDSS J132531.29+114930.9
 70589	13 27 33.53	+11 43 48.79	 65.26	 1.97	44	 3.31	 0.10	 1.310	 0.219	  0.617	  0.284	2	SDSS J132733.57+114348.6
 70732	13 40 56.13	+11 42 01.84	146.83	 2.14	31	 6.76	 0.10	 4.585	 1.407	 11.933	  5.496	2	SDSS J134056.13+114201.8
 70742	13 33 56.72	+11 29 12.89	164.23	 2.14	90	 5.04	 0.07	 6.713	 2.763	  2.784	  1.283	2	SDSS J133356.70+112912.6
 70775	13 46 50.42	+11 37 16.44	155.56	 2.14	67	 8.06	 0.11	11.152	 2.528	 29.575	 13.622	2	SDSS J134650.41+113716.3
 70792	13 46 06.78	+12 02 18.45	 97.84	 2.14	52	 3.33	 0.07	 1.999	 0.706	  0.438	  0.202	2	SDSS J134606.80+120218.2
 70818	13 53 30.52	+11 20 37.42	164.62	 2.14	66	 8.01	 0.10	11.862	 1.962	 32.207	 14.835	2	SDSS J135330.51+112037.4
 70836	14 07 00.18	+10 27 45.11	140.68	 2.14	46	 7.09	 0.11	 8.554	 1.970	 47.791	 22.012	2	SDSS J140700.17+102745.1
 70838	14 07 04.03	+10 38 34.55	 98.66	 2.14	80	 8.26	 0.18	 8.049	 0.881	 10.105	  4.654	2	SDSS J140704.02+103834.5
 70876	14 00 04.44	+12 06 41.48	173.36	 2.14	65	14.87	 0.18	31.200	 3.548	174.813	 80.519	2	SDSS J140004.44+120641.4
 70888	14 01 54.28	+11 47 14.94	169.73	 2.14	74	 5.74	 0.07	16.579	 2.562	 23.808	 10.966	2	SDSS J140154.27+114715.0
 70996	14 16 35.22	+09 59 07.98	162.63	 2.14	52	14.71	 0.19	26.046	 1.979	 62.102	 28.604	2	SDSS J141635.21+095907.8
 71011	14 15 50.36	+10 57 40.77	 74.25	 1.79	58	 1.38	 0.03	 1.002	 0.464	  0.309	  0.142	2	SDSS J141550.35+105740.7
 71034	14 09 36.35	+10 43 28.01	162.34	 2.14	44	 4.25	 0.06	 6.020	 1.528	  3.496	  1.610	2	SDSS J140936.35+104328.0
 71037	14 07 04.37	+10 42 45.34	 19.79	 1.79	70	 0.78	 0.07	 0.068	 0.026	  0.017	  0.008	1	SDSS J140704.36+104245.2
 71046	14 10 10.02	+11 56 03.73	121.38	 2.14	76	 6.16	 0.11	 8.962	 0.986	 17.687	  8.147	2	SDSS J141010.01+115603.6
 71093	14 17 49.22	+12 40 38.03	173.08	 2.14	72	 7.02	 0.09	11.972	 4.640	  7.229	  3.330	2	SDSS J141749.20+124037.8
 71102	14 14 26.23	+12 37 26.40	176.28	 2.14	33	 7.40	 0.09	22.586	 1.916	 32.862	 15.136	2	SDSS J141426.23+123726.4
 71109	14 12 31.72	+13 18 17.04	 65.60	 2.29	58	 4.11	 0.14	 2.404	 0.391	 22.891	 10.543	2	SDSS J141231.71+131817.0
 71114	14 11 25.91	+14 07 53.83	109.63	 2.14	27	 4.70	 0.09	 2.160	 0.535	  2.569	  1.183	2	SDSS J141125.90+140753.8
 71198	14 21 59.90	+11 06 00.46	111.50	 2.14	90	 8.82	 0.17	 3.983	 4.218	 44.215	 20.366	2	SDSS J142159.89+110600.4
 71202	14 23 29.40	+11 02 40.92	151.72	 2.14	18	 2.59	 0.04	 5.082	 0.922	  1.395	  0.643	2	SDSS J142329.38+110240.7
 71244	14 27 01.30	+12 21 28.52	142.68	 2.14	90	 6.05	 0.09	 6.278	 1.803	  3.084	  1.420	2	SDSS J142701.30+122128.7
 71266	14 23 01.08	+12 19 12.95	170.25	 2.14	50	 4.51	 0.06	 7.040	 2.455	  0.827	  0.381	2	SDSS J142301.07+121913.2
 71282	14 25 13.27	+13 44 39.02	 81.65	 1.64	90	 7.83	 0.16	 7.659	 0.739	 25.141	 11.580	2	SDSS J142513.25+134438.3
 71298	14 29 48.33	+13 28 09.11	138.83	 2.14	25	 3.98	 0.06	 7.449	 0.947	 10.029	  4.620	2	SDSS J142948.32+132809.1
 71303	14 29 28.95	+13 49 24.19	191.59	 2.14	29	 6.78	 0.08	14.022	 2.489	 26.782	 12.336	2	SDSS J142928.95+134924.2
 71321	14 34 48.05	+10 01 32.24	150.33	 2.14	72	 7.57	 0.11	 6.901	 4.556	 27.828	 12.818	2	SDSS J143448.04+100132.1
 71339	14 28 38.91	+10 12 17.88	116.77	 2.14	48	 6.49	 0.12	 6.121	 0.718	 25.943	 11.949	2	SDSS J142838.90+101217.8
 71342	14 28 35.65	+10 01 02.04	243.24	 2.14	55	10.31	 0.09	25.850	 4.958	 24.008	 11.058	2	SDSS J142835.65+100102.0
 71372	14 29 38.52	+10 35 02.76	148.18	 2.14	66	 8.95	 0.13	21.605	 1.999	 50.070	 23.062	2	SDSS J142938.51+103502.7
 71393	14 35 33.81	+10 50 20.52	116.47	 2.14	67	 4.07	 0.07	 3.863	 0.678	  0.762	  0.351	2	SDSS J143533.79+105020.3
 71448	14 35 39.92	+13 10 11.31	 25.97	 1.54	75	 3.62	 0.21	 2.892	 0.703	  0.908	  0.418	2	SDSS J143539.91+131011.7
 71449	14 34 44.61	+13 18 11.30	110.00	 2.14	78	 4.09	 0.08	 8.343	 0.855	 11.614	  5.349	2	SDSS J143444.60+131811.1
 71461	14 36 06.65	+13 06 17.94	 82.16	 1.64	90	 0.93	 0.02	 2.353	 0.340	  0.244	  0.112	2	SDSS J143606.63+130617.8
 71678	14 43 12.16	+12 11 42.01	 96.62	 2.14	35	 6.07	 0.13	 2.074	 0.468	  1.169	  0.538	2	SDSS J144312.16+121141.4
 71680	14 42 12.44	+12 18 47.84	181.95	 2.14	90	 7.40	 0.09	 6.490	 3.316	  7.405	  3.411	2	SDSS J144212.47+121847.3
 71683	14 43 41.06	+11 13 11.29	156.74	 2.14	61	 8.33	 0.11	10.300	 5.419	 36.151	 16.651	2	SDSS J144341.05+111311.2
 71686	14 41 31.77	+11 55 44.22	166.93	 2.14	39	 4.11	 0.05	 8.938	 3.544	 20.046	  9.233	2	SDSS J144131.73+115544.3
 71711	14 42 10.97	+12 56 34.43	122.25	 2.14	55	 4.73	 0.08	 4.016	 2.261	 23.186	 10.680	2	SDSS J144210.96+125634.4
 71718	14 43 32.28	+13 06 06.72	211.27	 2.14	69	 7.46	 0.08	17.540	 9.222	 36.184	 16.666	2	SDSS J144332.27+130606.7
 71771	14 51 47.26	+09 47 33.60	204.96	 2.14	34	 6.45	 0.07	 9.241	 1.612	 27.474	 12.654	2	SDSS J145147.25+094733.5
 71915	14 52 28.34	+10 11 35.21	 99.79	 2.14	39	 9.12	 0.20	 6.594	 0.689	  4.125	  1.900	2	SDSS J145228.33+101135.0
 71957	14 52 43.71	+11 40 17.80	 26.34	 1.64	82	 1.79	 0.11	 0.408	 0.114	  0.053	  0.025	2	SDSS J145243.51+114019.9
 72036	14 47 28.44	+12 45 53.92	 26.28	 1.61	54	 0.72	 0.04	 0.198	 0.057	  0.099	  0.046	2	SDSS J144728.44+124553.9
 72044	14 48 42.58	+12 27 26.04	 26.07	 1.61	33	 2.68	 0.17	 2.017	 0.513	  8.365	  3.853	2	SDSS J144842.57+122725.9
 72053	14 50 22.89	+12 00 46.49	163.40	 2.14	90	 7.02	 0.09	 6.072	 4.835	  5.169	  2.381	2	SDSS J145022.90+120046.0
 72106	14 58 19.32	+09 04 32.59	 57.09	 3.00	59	 0.55	 0.03	 0.195	 0.048	  0.075	  0.034	1	SDSS J145819.32+090432.6
 72114	14 57 26.92	+08 57 16.93	 56.53	 3.00	78	 1.68	 0.09	 0.611	 0.180	  0.215	  0.099	2	SDSS J145726.92+085716.9
 72174	14 56 47.98	+09 30 32.82	 41.94	 2.04	30	 4.87	 0.24	 2.608	 0.530	  0.923	  0.425	2	SDSS J145647.97+093032.7
 72182	15 00 13.62	+09 56 17.17	 43.28	 2.07	34	 1.96	 0.09	 0.647	 0.142	  0.519	  0.239	2	SDSS J150013.69+095615.8
 72272	15 03 35.06	+11 38 52.33	 99.69	 2.14	59	 9.91	 0.21	 4.072	 0.456	  2.176	  1.002	2	SDSS J150335.07+113852.3
 72277	15 07 53.01	+08 26 12.74	 56.34	 2.82	53	 1.48	 0.07	 1.126	 0.294	  1.289	  0.594	2	SDSS J150752.99+082612.6
 72283	15 07 19.16	+08 35 07.29	183.33	 2.14	46	20.89	 0.24	 9.053	 1.292	  9.888	  4.554	2	SDSS J150719.14+083507.3
 72287	15 06 32.48	+09 26 58.36	122.18	 2.14	39	 9.80	 0.17	10.561	 0.968	 28.221	 12.998	2	SDSS J150632.47+092658.4
 72305	15 05 30.56	+08 31 27.76	120.67	 2.14	16	 5.28	 0.09	 9.946	 1.036	 77.896	 35.879	2	SDSS J150530.55+083127.6
 72313	15 04 20.41	+08 48 22.24	170.75	 2.14	77	 6.72	 0.08	 7.878	 4.591	  4.760	  2.193	2	SDSS J150420.39+084822.0
 72321	14 59 57.49	+09 29 08.92	216.00	 2.14	39	 9.48	 0.09	13.655	 2.624	 22.634	 10.425	2	SDSS J145957.48+092908.9
 72393	15 12 24.60	+10 29 15.48	207.05	 2.14	57	 7.11	 0.07	12.992	 3.791	 44.711	 20.594	2	SDSS J151224.60+102915.4
 72441	15 04 32.57	+11 29 12.60	143.69	 2.14	33	 8.35	 0.12	 5.798	 1.486	 21.415	  9.864	2	SDSS J150432.57+112912.5
 72443	15 06 08.03	+12 12 28.87	157.34	 2.14	31	 3.21	 0.04	 6.976	 1.253	  3.411	  1.571	2	SDSS J150608.04+121228.8
 72451	15 11 57.55	+11 33 14.34	 94.37	 2.14	43	 4.47	 0.10	 1.934	 0.405	  2.775	  1.278	2	SDSS J151157.55+113314.2
 72455	15 11 41.79	+11 42 07.76	119.48	 2.14	90	 3.78	 0.07	 5.173	 0.737	  1.164	  0.536	2	SDSS J151141.74+114208.1
 72536	15 14 28.69	+09 57 17.59	214.16	 2.14	69	11.61	 0.12	27.165	 6.411	 59.853	 27.568	2	SDSS J151428.68+095717.5
 72569	15 21 56.65	+10 34 03.04	 92.86	 1.93	39	 5.84	 0.12	 6.802	 0.676	  6.930	  3.192	2	SDSS J152156.65+103402.9
 72594	15 17 58.73	+10 53 44.39	139.95	 2.14	60	 7.44	 0.11	26.942	 2.145	 77.339	 35.622	2	SDSS J151758.72+105344.4
 72597	15 19 25.51	+11 03 14.27	 45.26	 2.18	64	 3.21	 0.15	 2.158	 0.437	  1.087	  0.501	2	SDSS J151925.28+110316.3
 72601	15 21 36.81	+11 15 26.70	 93.05	 2.14	48	 6.27	 0.14	 8.099	 0.875	  9.191	  4.233	2	SDSS J152136.81+111526.6
 72838	15 28 35.09	+10 10 51.63	 95.35	 2.14	46	 4.66	 0.10	 3.596	 0.454	  2.142	  0.987	2	SDSS J152835.08+101051.8
 72869	15 32 38.68	+10 27 11.12	 87.58	 1.86	32	 3.60	 0.08	 3.312	 0.453	  2.882	  1.327	2	SDSS J153238.68+102711.2
 72895	15 34 42.56	+08 20 08.12	 85.96	 1.93	90	 4.71	 0.11	 4.055	 0.538	  5.297	  2.440	2	SDSS J153442.55+082008.1
 73058	15 36 46.59	+07 50 00.04	 45.88	 2.11	34	 1.10	 0.05	 0.919	 0.195	  0.524	  0.241	2	SDSS J153646.56+075000.9
 73147	15 43 23.87	+08 58 58.75	148.83	 2.14	81	10.70	 0.15	18.048	 1.801	 33.310	 15.343	2	SDSS J154323.85+085858.8
 73161	15 38 54.25	+08 35 37.09	 48.53	 2.11	48	 1.66	 0.07	 0.417	 0.103	  0.447	  0.206	2	SDSS J153854.28+083537.3
 73166	15 37 26.24	+10 37 40.29	176.09	 2.14	66	 9.56	 0.12	 5.485	 6.731	 22.352	 10.295	2	SDSS J153726.22+103740.3
 73186	15 40 53.40	+09 44 59.67	154.58	 2.14	 8	 5.70	 0.08	20.054	 1.661	120.944	 55.707	2	SDSS J154053.39+094459.7
 73235	15 48 32.60	+08 35 16.52	 59.92	 2.22	33	 2.06	 0.08	 2.073	 0.367	 11.252	  5.183	2	SDSS J154832.59+083516.5
 73352	16 06 41.12	+06 34 51.09	 25.20	 1.54	60	 1.02	 0.06	 0.342	 0.093	  0.327	  0.151	2	SDSS J160641.00+063451.3
 73354	16 02 26.17	+06 46 51.33	105.50	 2.14	80	 1.94	 0.04	 6.873	 0.856	 13.328	  6.139	2	SDSS J160226.15+064651.4
 73361	16 01 48.37	+06 50 18.77	 25.29	 1.57	72	 1.30	 0.08	 0.234	 0.065	  0.049	  0.022	2	SDSS J160148.36+065018.5
 73362	15 59 13.62	+06 47 15.22	 34.28	 1.89	81	 2.40	 0.13	 0.287	 0.188	  0.176	  0.081	2	SDSS J155913.58+064715.2
 73363	15 59 55.46	+06 53 02.67	 23.36	 1.50	71	 0.83	 0.05	 0.083	 0.030	  0.035	  0.016	2	SDSS J155955.46+065302.6
 73367	16 01 49.72	+08 08 53.84	 75.45	 2.43	55	 7.21	 0.23	 7.042	 0.978	 15.606	  7.188	2	SDSS J160149.71+080853.8
 73377	16 05 24.11	+07 04 42.49	 75.76	 2.39	59	 4.06	 0.13	 2.092	 0.339	  1.935	  0.891	2	SDSS J160524.01+070440.8
 73388	16 13 00.19	+07 09 37.96	184.90	 2.14	70	 5.38	 0.06	18.049	 4.179	 38.198	 17.594	2	SDSS J161300.19+070938.0
 73392	16 08 17.20	+07 32 19.39	 21.27	 1.57	90	 4.30	 0.32	 1.897	 0.576	  2.468	  1.137	2	SDSS J160817.26+073218.6
 73393	16 07 13.00	+07 58 44.41	 38.92	 1.71	56	 4.22	 0.19	 3.027	 0.555	 12.314	  5.672	2	SDSS J160712.99+075844.3
 73400	16 06 51.02	+08 09 28.67	 38.49	 1.71	52	 0.66	 0.03	 0.313	 0.092	  0.163	  0.075	2	SDSS J160651.01+080928.6
 73406	16 09 20.78	+08 45 47.06	 41.37	 1.71	44	 4.22	 0.17	 5.176	 0.895	  5.053	  2.327	2	SDSS J160920.74+084547.7
 73431	16 16 12.99	+07 30 20.70	146.48	 2.14	67	 4.45	 0.07	 5.790	 1.701	  4.239	  1.953	2	SDSS J161612.98+073020.6
 73437	16 20 09.17	+06 35 38.87	126.38	 2.14	57	 7.36	 0.12	15.881	 1.370	  6.709	  3.090	2	SDSS J162009.14+063538.9
 73440	16 25 03.35	+07 04 02.99	212.26	 2.14	18	 1.00	 0.01	 5.061	 1.358	  5.797	  2.670	2	SDSS J162503.35+070402.9
 73456	16 19 28.60	+07 16 43.59	127.94	 2.14	77	11.20	 0.19	11.832	 8.742	 95.069	 43.789	2	SDSS J161928.60+071643.4
 73745	08 57 42.27	+09 46 18.16	164.34	 2.14	58	 3.92	 0.05	 7.830	 1.812	  2.257	  1.039	2	SDSS J085742.26+094618.0
 73754	08 56 52.62	+10 22 41.75	122.26	 2.14	15	 4.25	 0.07	 4.793	 0.591	 16.951	  7.808	2	SDSS J085652.62+102241.7
 73768	09 03 11.26	+10 09 07.16	127.91	 2.14	29	 9.33	 0.16	 9.016	 2.652	 29.234	 13.465	2	SDSS J090311.24+100907.1
 73773	09 05 15.69	+10 02 33.72	 32.61	 2.36	53	 0.55	 0.04	 0.075	 0.023	  0.019	  0.009	1	SDSS J090515.67+100233.5
 73775	09 15 49.46	+09 38 50.88	 42.58	 1.97	66	 0.84	 0.04	 0.219	 0.052	  0.045	  0.021	1	SDSS J091549.45+093850.5
 73776	09 16 47.61	+09 53 28.79	 79.88	 1.25	78	 5.50	 0.09	 8.938	 0.666	  9.343	  4.303	2	SDSS J091647.59+095328.7
 73819	09 26 57.99	+10 03 00.83	 80.25	 1.21	53	 3.09	 0.05	 3.025	 0.325	  0.533	  0.246	2	SDSS J092657.99+100301.3
 73836	09 21 15.56	+10 17 41.09	172.22	 2.14	11	 3.85	 0.05	 6.118	 1.531	 60.407	 27.824	2	SDSS J092115.56+101741.0
 73852	09 21 31.90	+11 20 48.20	 83.26	 1.29	60	 3.45	 0.05	 2.179	 0.316	  0.980	  0.451	2	SDSS J092131.90+112048.2
 73889	09 33 44.99	+10 50 26.39	 83.73	 1.32	46	 5.74	 0.09	 4.958	 0.388	  1.046	  0.482	2	SDSS J093345.00+105026.7
 73907	09 33 28.90	+11 43 45.57	189.60	 2.14	61	 9.60	 0.11	14.230	 1.656	 15.600	  7.185	2	SDSS J093328.89+114345.6
 73914	09 36 53.44	+11 43 00.94	123.93	 2.14	16	 3.49	 0.06	 3.436	 0.481	  7.218	  3.324	2	SDSS J093653.45+114300.7
 73922	09 48 49.77	+10 59 24.70	206.09	 2.14	72	10.58	 0.11	28.078	 6.724	 80.870	 37.249	2	SDSS J094849.77+105924.6
 73943	09 44 30.24	+11 16 44.25	119.06	 2.14	56	 6.51	 0.12	 2.793	 0.525	  1.711	  0.788	2	SDSS J094430.24+111644.1
 73973	09 39 23.01	+10 59 12.62	152.26	 2.14	43	 4.49	 0.06	 5.306	 2.013	  7.441	  3.427	2	SDSS J093922.99+105912.6
 73989	09 44 50.60	+12 38 06.10	185.68	 2.14	62	 6.69	 0.08	13.969	 1.986	 30.718	 14.149	2	SDSS J094450.60+123806.0
 73999	09 47 19.94	+12 23 47.06	 56.72	 2.11	46	 2.17	 0.08	 0.999	 0.179	  0.535	  0.247	2	SDSS J094719.94+122347.3
 74005	09 47 18.44	+12 09 30.46	208.71	 2.14	28	 3.92	 0.04	11.170	 3.090	 55.595	 25.607	2	SDSS J094718.43+120930.5
 74028	09 52 18.27	+11 47 13.68	210.83	 2.14	80	 4.71	 0.05	 9.051	 3.605	  2.941	  1.354	2	SDSS J095218.26+114713.7
 74095	10 02 10.37	+11 38 36.63	 52.84	 2.47	67	 1.66	 0.08	 1.266	 0.264	  0.206	  0.095	2	SDSS J100210.38+113836.4
 74097	10 03 05.53	+11 26 47.30	 53.21	 2.47	69	 1.59	 0.07	 2.440	 0.477	  0.234	  0.108	2	SDSS J100305.54+112646.9
 74099	10 02 49.73	+11 43 42.99	101.83	 2.14	64	 4.15	 0.09	 2.413	 0.523	  7.350	  3.385	2	SDSS J100249.72+114343.0
 74103	10 04 20.77	+12 22 57.83	157.91	 2.14	31	 7.69	 0.10	11.353	 1.518	 15.958	  7.350	2	SDSS J100420.75+122257.9
 74106	10 01 03.40	+11 27 41.14	157.81	 2.14	29	 3.04	 0.04	18.745	 1.803	 38.627	 17.791	2	SDSS J100103.39+112741.1
 74135	09 58 47.00	+11 23 20.49	 43.43	 2.07	70	 5.11	 0.24	 2.991	 0.613	  2.775	  1.278	2	SDSS J095847.13+112319.3
 74179	10 03 29.53	+13 06 11.95	119.38	 2.14	90	 7.18	 0.13	 8.907	 1.360	  9.452	  4.353	2	SDSS J100329.52+130611.9
 74198	10 07 57.13	+13 13 40.11	 41.19	 1.97	90	 2.68	 0.13	 1.538	 0.320	  0.272	  0.125	2	SDSS J100757.12+131339.5
 74205	10 16 38.40	+12 34 38.45	136.96	 2.14	71	 9.55	 0.15	12.522	 1.867	 80.675	 37.159	2	SDSS J101638.39+123438.5
 74214	10 14 46.54	+12 35 47.29	176.82	 2.14	19	 5.10	 0.06	14.917	 1.669	 48.663	 22.414	2	SDSS J101446.53+123547.2
 74222	10 12 27.02	+12 20 37.49	 42.66	 2.11	51	 0.28	 0.01	 0.059	 0.025	  0.019	  0.009	1	SDSS J101227.02+122037.4
 74223	10 10 00.25	+11 54 59.55	121.10	 2.14	42	 6.82	 0.12	 6.102	 0.810	 33.035	 15.216	2	SDSS J101000.24+115459.6
 74233	10 07 10.91	+12 39 06.08	 41.68	 2.00	37	 2.90	 0.14	 1.983	 0.398	  0.535	  0.247	2	SDSS J100710.97+123904.8
 74245	10 07 33.14	+13 06 22.76	 40.89	 1.97	18	 2.23	 0.11	 0.767	 0.170	  0.266	  0.122	2	SDSS J100733.16+130624.7
 74252	10 08 50.09	+13 13 49.97	 98.87	 2.14	85	 4.73	 0.10	 3.224	 0.574	  6.314	  2.908	2	SDSS J100850.08+131349.9
 74337	10 19 41.29	+12 50 31.45	142.36	 2.14	90	 7.86	 0.12	 8.300	 6.602	  9.562	  4.404	2	SDSS J101941.28+125031.4
 74367	10 20 09.64	+13 19 46.72	123.70	 2.14	34	 5.96	 0.10	10.074	 0.950	 13.268	  6.111	2	SDSS J102009.63+131946.8
 74401	10 25 08.94	+13 36 05.13	 82.16	 1.43	23	 2.92	 0.05	 4.039	 0.432	 13.554	  6.243	2	SDSS J102508.93+133605.0
 74429	10 30 29.71	+13 03 16.79	106.94	 2.14	60	 3.46	 0.07	 4.374	 0.848	  2.625	  1.209	2	SDSS J103029.70+130317.1
 74491	10 27 13.98	+13 44 31.84	171.85	 2.14	69	 5.44	 0.07	 6.807	 1.544	 21.533	  9.918	2	SDSS J102713.97+134431.9
 74528	10 37 05.41	+12 46 14.02	143.83	 2.14	20	11.08	 0.17	11.768	 1.088	 36.320	 16.729	2	SDSS J103705.40+124614.0
 74543	10 36 45.50	+12 37 37.16	144.19	 2.14	76	 2.41	 0.04	 4.554	 1.334	  1.181	  0.544	2	SDSS J103645.49+123737.2
 74558	10 33 49.98	+12 52 42.03	108.13	 2.14	47	 7.70	 0.15	18.231	 1.679	 45.505	 20.960	2	SDSS J103349.98+125242.0
 74631	10 48 14.04	+13 13 01.30	 81.44	 1.39	44	 1.61	 0.03	 2.837	 0.467	 10.875	  5.009	2	SDSS J104814.03+131301.2
 74640	10 46 34.95	+13 45 03.15	 43.55	 2.47	32	 7.13	 0.40	 8.247	 1.924	 66.474	 30.618	2	SDSS J104634.95+134503.1
 74650	10 45 19.46	+12 38 39.26	173.69	 2.14	72	 8.58	 0.11	10.192	 1.696	 57.764	 26.606	2	SDSS J104519.45+123839.2
 74659	10 42 57.44	+13 32 54.66	 92.86	 1.86	90	 7.79	 0.16	 4.875	 0.548	  1.835	  0.845	2	SDSS J104257.47+133254.8
 74713	10 48 07.61	+14 41 35.84	 94.43	 2.14	69	 2.15	 0.05	 2.159	 0.822	 11.516	  5.304	2	SDSS J104807.61+144135.8
 74719	10 48 11.13	+14 03 14.60	 92.07	 1.83	32	 2.09	 0.04	 1.393	 0.288	  0.969	  0.447	2	SDSS J104811.15+140314.6
 74738	10 58 32.10	+13 55 50.32	146.94	 2.14	51	 7.05	 0.10	 3.726	 0.774	  3.192	  1.470	2	SDSS J105832.07+135549.5
 74766	10 56 15.47	+15 13 24.68	116.95	 2.14	67	10.72	 0.20	10.713	 1.052	 11.427	  5.263	2	SDSS J105615.47+151324.8
 74769	10 57 08.67	+14 55 30.23	143.94	 2.14	31	 7.38	 0.11	13.509	 1.400	 88.153	 40.603	2	SDSS J105708.66+145530.2
