#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:34:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:34:31	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/211/21/zspec&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22110021
#Name: J/ApJS/211/21
#Title: Spectroscopic redshifts of galaxies in MACS (Ebeling+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	creator=Ebeling H.	    First author or institution
#INFO	cites=bibcode:2014ApJS..211...21E	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/211/21	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22110021	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-07-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_211_21_zspec:
#Name: J/ApJS/211/21/zspec
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MACSg	(A19)	Galaxy identifier (JHHMMSS.ss+DDMMSS.s) <MACSg JHHHMMSS.ss+DDMMSS.s> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascention in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	EmLT	(A3)	Spectral type (1)	[ucd=src.spType]
#Column	Inst	(A1)	Instrument (2)	[ucd=meta.id;instr]
#Column	CXO	(A3)	X-ray counterpart flag (XPS = Chandra X-ray point source)	[ucd=meta.code]
#Column	MACS	(A12)	Massive galaxy cluster name (<MCS JHHMM.m+DDMM> in SIMBAD)	[ucd=obs.field]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
     685	J071745.02+374954.7	109.437584	+37.831860	 0.4914	 0.0003	E  	D	   	J0717.5+3745	Simbad
     686	J071745.20+374406.3	109.438332	+37.735081	 0.5411	 0.0003	E  	D	   	J0717.5+3745	Simbad
     687	J071745.25+374754.0	109.438545	+37.798328	 0.5384	 0.0003	E  	D	   	J0717.5+3745	Simbad
     688	J071745.47+373631.3	109.439461	+37.608700	 0.6920	 0.0005	E  	D	   	J0717.5+3745	Simbad
     689	J071745.52+374546.5	109.439659	+37.762909	 0.4977	 0.0003	A  	D	   	J0717.5+3745	Simbad
     690	J071745.79+374008.5	109.440788	+37.669029	 0.5408	 0.0003	E  	D	   	J0717.5+3745	Simbad
     691	J071745.80+374618.2	109.440834	+37.771721	 0.5521	 0.0005	E  	D	   	J0717.5+3745	Simbad
     692	J071745.85+374335.6	109.441040	+37.726551	 0.5372	 0.0003	A  	D	   	J0717.5+3745	Simbad
     693	J071745.91+374845.2	109.441292	+37.812561	 0.5514	 0.0005	E  	D	   	J0717.5+3745	Simbad
     694	J071745.93+374324.9	109.441376	+37.723579	 0.5423	 0.0003	A  	D	   	J0717.5+3745	Simbad
     695	J071745.95+373513.7	109.441475	+37.587139	 0.6896	 0.0005	A  	D	   	J0717.5+3745	Simbad
     696	J071745.98+374722.0	109.441582	+37.789440	 0.4215	 0.0003	E  	D	   	J0717.5+3745	Simbad
     697	J071745.99+374231.6	109.441628	+37.708778	 0.5915	 0.0005	E  	D	   	J0717.5+3745	Simbad
     698	J071746.03+374218.9	109.441795	+37.705250	 0.5413	 0.0003	A  	D	   	J0717.5+3745	Simbad
     699	J071746.07+373809.1	109.441956	+37.635860	 0.3409	 0.0003	E  	D	   	J0717.5+3745	Simbad
     700	J071746.08+374420.3	109.441994	+37.738972	 0.5490	 0.0005	A  	D	   	J0717.5+3745	Simbad
     701	J071746.11+374050.9	109.442123	+37.680809	 0.6597	 0.0003	E  	D	   	J0717.5+3745	Simbad
     702	J071746.17+374405.8	109.442375	+37.734940	 0.3802	 0.0003	E  	D	   	J0717.5+3745	Simbad
     703	J071746.27+374254.6	109.442795	+37.715172	 0.3799	 0.0005	E  	D	   	J0717.5+3745	Simbad
     704	J071746.31+375155.9	109.442955	+37.865528	 0.8459	 0.0003	E  	D	   	J0717.5+3745	Simbad
     705	J071746.32+374238.3	109.442986	+37.710640	 0.5396	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     706	J071746.32+374330.4	109.443001	+37.725101	 0.5413	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     707	J071746.33+374450.0	109.443024	+37.747231	 0.5353	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     708	J071746.64+374954.1	109.444336	+37.831699	 0.5182	 0.0003	E  	D	   	J0717.5+3745	Simbad
     709	J071746.67+373842.4	109.444458	+37.645111	 0.6246	 0.0003	E  	D	   	J0717.5+3745	Simbad
     710	J071746.76+374256.6	109.444832	+37.715721	 0.5403	 0.0003	E  	D	   	J0717.5+3745	Simbad
     711	J071746.78+373058.2	109.444916	+37.516171	 0.5438	 0.0003	E  	D	   	J0717.5+3745	Simbad
     712	J071747.05+374149.6	109.446060	+37.697109	 0.5435	 0.0010	E  	D	   	J0717.5+3745	Simbad
     713	J071747.17+374549.7	109.446526	+37.763802	 0.5477	 0.0010	A  	D	   	J0717.5+3745	Simbad
     714	J071747.40+374259.6	109.447502	+37.716560	 0.5380	 0.0003	A  	D	   	J0717.5+3745	Simbad
     715	J071747.44+373342.4	109.447670	+37.561779	 0.5283	 0.0003	E  	D	   	J0717.5+3745	Simbad
     716	J071747.45+374407.4	109.447723	+37.735401	 0.5347	 0.0003	A  	D	   	J0717.5+3745	Simbad
     717	J071747.46+373748.1	109.447746	+37.630032	 0.5469	 0.0005	E  	D	   	J0717.5+3745	Simbad
     718	J071747.48+374123.3	109.447830	+37.689800	 0.5577	 0.0003	E  	D	   	J0717.5+3745	Simbad
     719	J071747.74+374409.4	109.448914	+37.735939	 0.6276	 0.0005	E  	D	   	J0717.5+3745	Simbad
     720	J071747.76+374446.7	109.448997	+37.746300	 0.5143	 0.0010	E  	D	   	J0717.5+3745	Simbad
     721	J071747.94+374336.9	109.449768	+37.726921	 0.5369	 0.0005	A  	D	   	J0717.5+3745	Simbad
     722	J071748.20+373919.2	109.450844	+37.655331	 0.7160	 0.0010	E  	D	   	J0717.5+3745	Simbad
     723	J071748.23+373431.2	109.450958	+37.575329	 0.6612	 0.0003	E  	D	   	J0717.5+3745	Simbad
     724	J071748.29+374334.7	109.451202	+37.726311	 0.5401	 0.0005	E  	D	   	J0717.5+3745	Simbad
     725	J071748.36+374344.0	109.451500	+37.728889	 0.5385	 0.0010	A  	D	   	J0717.5+3745	Simbad
     726	J071748.41+374244.0	109.451706	+37.712219	 0.5393	 0.0003	A  	D	   	J0717.5+3745	Simbad
     727	J071748.44+373648.3	109.451836	+37.613411	 0.5475	 0.0003	E  	D	   	J0717.5+3745	Simbad
     728	J071748.46+373254.9	109.451920	+37.548580	 0.5549	 0.0003	E  	D	   	J0717.5+3745	Simbad
     729	J071748.63+374313.9	109.452621	+37.720531	 0.5406	 0.0003	E  	D	   	J0717.5+3745	Simbad
     730	J071748.64+374245.2	109.452660	+37.712559	 0.5378	 0.0003	A  	D	   	J0717.5+3745	Simbad
     731	J071748.66+374244.1	109.452751	+37.712250	 0.5374	 0.0005	A  	D	   	J0717.5+3745	Simbad
     732	J071748.75+374029.7	109.453125	+37.674919	 0.5390	 0.0003	E  	D	   	J0717.5+3745	Simbad
     733	J071748.76+373733.8	109.453163	+37.626060	 0.5468	 0.0003	E  	D	   	J0717.5+3745	Simbad
     734	J071748.76+374101.1	109.453163	+37.683640	 0.5350	 0.0003	A  	D	   	J0717.5+3745	Simbad
     735	J071748.81+374218.0	109.453377	+37.705002	 0.5369	 0.0003	A  	D	   	J0717.5+3745	Simbad
     736	J071749.20+374259.8	109.455002	+37.716599	 0.3910	 0.0005	E  	D	   	J0717.5+3745	Simbad
     737	J071749.21+373839.1	109.455040	+37.644199	 0.5404	 0.0003	E  	D	   	J0717.5+3745	Simbad
     738	J071749.22+375055.7	109.455086	+37.848801	 0.5520	 0.0003	E  	D	   	J0717.5+3745	Simbad
     739	J071749.26+373041.5	109.455254	+37.511532	 0.4865	 0.0003	E  	D	   	J0717.5+3745	Simbad
     740	J071749.35+373726.1	109.455627	+37.623920	 0.5480	 0.0003	E  	D	   	J0717.5+3745	Simbad
     741	J071749.43+374249.4	109.455956	+37.713718	 0.5502	 0.0003	A  	D	   	J0717.5+3745	Simbad
     742	J071749.82+374510.7	109.457581	+37.752972	 0.4618	 0.0003	E  	D	   	J0717.5+3745	Simbad
     743	J071749.89+374255.0	109.457878	+37.715279	 0.4307	 0.0003	E  	D	   	J0717.5+3745	Simbad
     744	J071749.93+374508.8	109.458038	+37.752449	 0.5546	 0.0003	E  	D	   	J0717.5+3745	Simbad
     745	J071749.97+374803.1	109.458206	+37.800861	 0.6100	 0.0003	E  	D	   	J0717.5+3745	Simbad
     746	J071750.06+373636.4	109.458580	+37.610111	 0.5511	 0.0003	E  	D	   	J0717.5+3745	Simbad
     747	J071750.13+374142.9	109.458878	+37.695251	 0.5469	 0.0003	A  	D	   	J0717.5+3745	Simbad
     748	J071750.23+375116.0	109.459290	+37.854439	 0.5483	 0.0003	E  	D	   	J0717.5+3745	Simbad
     749	J071750.33+373423.6	109.459724	+37.573231	 0.4621	 0.0003	E  	D	   	J0717.5+3745	Simbad
     750	J071750.42+373458.3	109.460083	+37.582859	 0.5439	 0.0003	E  	D	   	J0717.5+3745	Simbad
     751	J071750.42+374350.3	109.460083	+37.730640	 0.5402	 0.0003	E  	D	   	J0717.5+3745	Simbad
     752	J071750.43+373226.4	109.460129	+37.540661	 0.5467	 0.0003	A  	D	   	J0717.5+3745	Simbad
     753	J071750.45+373753.7	109.460205	+37.631580	 0.5470	 0.0005	A  	D	   	J0717.5+3745	Simbad
     754	J071750.50+373353.1	109.460426	+37.564751	 0.5269	 0.0003	E  	D	   	J0717.5+3745	Simbad
     755	J071750.51+374708.5	109.460457	+37.785690	 0.4995	 0.0005	E  	D	   	J0717.5+3745	Simbad
     756	J071750.58+374608.0	109.460747	+37.768890	 0.5347	 0.0003	A  	D	   	J0717.5+3745	Simbad
     757	J071750.62+374421.6	109.460930	+37.739330	 0.5388	 0.0005	A  	D	   	J0717.5+3745	Simbad
     758	J071750.67+374512.1	109.461128	+37.753361	 0.5546	 0.0005	A  	D	   	J0717.5+3745	Simbad
     759	J071750.80+373258.5	109.461670	+37.549580	 0.4394	 0.0003	A  	D	   	J0717.5+3745	Simbad
     760	J071750.84+374655.9	109.461830	+37.782200	 0.8334	 0.0005	E  	D	   	J0717.5+3745	Simbad
     761	J071750.90+373800.6	109.462082	+37.633499	 0.5458	 0.0003	A  	D	   	J0717.5+3745	Simbad
     762	J071750.90+373427.6	109.462082	+37.574329	 0.4615	 0.0003	A  	D	   	J0717.5+3745	Simbad
     763	J071750.95+373157.4	109.462288	+37.532612	 0.4972	 0.0003	E  	D	   	J0717.5+3745	Simbad
     764	J071750.98+374301.5	109.462418	+37.717079	 0.6660	 0.0003	E  	D	   	J0717.5+3745	Simbad
     765	J071751.04+373759.9	109.462669	+37.633301	 0.5463	 0.0003	A  	D	   	J0717.5+3745	Simbad
     766	J071751.06+374109.1	109.462753	+37.685860	 0.4541	 0.0003	E  	D	   	J0717.5+3745	Simbad
     767	J071751.11+374059.9	109.462959	+37.683300	 0.5375	 0.0003	E  	D	   	J0717.5+3745	Simbad
     768	J071751.16+374407.0	109.463165	+37.735279	 0.5600	 0.0003	A  	D	   	J0717.5+3745	Simbad
     769	J071751.17+374157.3	109.463211	+37.699249	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     770	J071751.22+374442.0	109.463417	+37.744999	 0.5381	 0.0003	A  	D	   	J0717.5+3745	Simbad
     771	J071751.50+375018.9	109.464584	+37.838581	 0.5546	 0.0003	E  	D	   	J0717.5+3745	Simbad
     772	J071751.52+373650.3	109.464668	+37.613972	 0.5495	 0.0003	E  	D	   	J0717.5+3745	Simbad
     773	J071751.53+374354.5	109.464691	+37.731800	 0.5353	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     774	J071751.53+374906.8	109.464699	+37.818550	 1.7760	 0.0010	E  	D	   	J0717.5+3745	Simbad
     775	J071751.57+375145.9	109.464874	+37.862751	 0.3644	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     776	J071751.59+374223.4	109.464958	+37.706501	 0.5341	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     777	J071751.75+374642.9	109.465622	+37.778580	 0.8335	 0.0003	E  	D	   	J0717.5+3745	Simbad
     778	J071751.76+374732.9	109.465668	+37.792469	 0.5515	 0.0005	E  	D	   	J0717.5+3745	Simbad
     779	J071751.87+373223.7	109.466118	+37.539909	 0.5405	 0.0003	E  	D	   	J0717.5+3745	Simbad
     780	J071751.95+374628.7	109.466461	+37.774639	 0.6623	 0.0003	E  	D	   	J0717.5+3745	Simbad
     781	J071751.98+373431.2	109.466583	+37.575329	 0.4617	 0.0005	A  	D	   	J0717.5+3745	Simbad
     782	J071751.99+374511.3	109.466621	+37.753139	 0.5401	 0.0003	A  	D	   	J0717.5+3745	Simbad
     783	J071752.08+374225.5	109.467003	+37.707081	 0.5319	 0.0005	E  	D	   	J0717.5+3745	Simbad
     784	J071752.24+374242.6	109.467667	+37.711830	 0.5501	 0.0005	A  	D	   	J0717.5+3745	Simbad
     785	J071752.34+373602.8	109.468086	+37.600780	 0.4531	 0.0003	E  	D	   	J0717.5+3745	Simbad
     786	J071752.48+373506.0	109.468666	+37.584999	 0.6859	 0.0003	A  	D	   	J0717.5+3745	Simbad
     787	J071752.48+373506.0	109.468666	+37.584999	 0.3886	 0.0003	E  	D	   	J0717.5+3745	Simbad
     788	J071752.57+373551.5	109.469040	+37.597641	 0.2305	 0.0003	A  	D	   	J0717.5+3745	Simbad
     789	J071752.65+374727.2	109.469376	+37.790890	 0.4991	 0.0003	E  	D	   	J0717.5+3745	Simbad
     790	J071752.68+374527.1	109.469498	+37.757530	 0.4937	 0.0003	A  	D	   	J0717.5+3745	Simbad
     791	J071752.83+374528.3	109.470123	+37.757858	 0.5326	 0.0003	A  	D	   	J0717.5+3745	Simbad
     792	J071752.89+375151.3	109.470375	+37.864250	 0.4599	 0.0003	A  	D	   	J0717.5+3745	Simbad
     793	J071752.96+373440.9	109.470665	+37.578030	 0.5448	 0.0003	E  	D	   	J0717.5+3745	Simbad
     794	J071752.99+374340.2	109.470795	+37.727829	 0.5587	 0.0003	E  	D	   	J0717.5+3745	Simbad
     795	J071752.99+374615.2	109.470795	+37.770889	 0.3471	 0.0003	A  	D	   	J0717.5+3745	Simbad
     796	J071753.07+374257.9	109.471123	+37.716080	 0.6659	 0.0003	E  	D	   	J0717.5+3745	Simbad
     797	J071753.18+373457.6	109.471565	+37.582668	 0.3881	 0.0003	A  	D	   	J0717.5+3745	Simbad
     798	J071753.25+373640.5	109.471878	+37.611259	 0.5470	 0.0003	A  	D	   	J0717.5+3745	Simbad
     799	J071753.45+374027.8	109.472710	+37.674389	 0.4603	 0.0003	A  	D	   	J0717.5+3745	Simbad
     800	J071753.48+373153.7	109.472839	+37.531582	 0.5447	 0.0003	A  	D	   	J0717.5+3745	Simbad
     801	J071753.49+374209.1	109.472893	+37.702541	 0.5490	 0.0003	A  	D	   	J0717.5+3745	Simbad
     802	J071753.68+374222.3	109.473663	+37.706200	 0.2876	 0.0003	E  	D	   	J0717.5+3745	Simbad
     803	J071753.68+373545.3	109.473679	+37.595909	 0.5430	 0.0005	A  	D	   	J0717.5+3745	Simbad
     804	J071753.81+374725.8	109.474205	+37.790501	 0.8102	 0.0003	E  	D	   	J0717.5+3745	Simbad
     805	J071753.84+374226.1	109.474335	+37.707249	 0.4025	 0.0003	A  	D	   	J0717.5+3745	Simbad
     806	J071753.87+374230.7	109.474457	+37.708530	 0.5311	 0.0003	E  	D	   	J0717.5+3745	Simbad
     807	J071753.90+374213.2	109.474586	+37.703671	 0.5452	 0.0005	A  	D	   	J0717.5+3745	Simbad
     808	J071753.91+373934.9	109.474625	+37.659691	 0.5439	 0.0005	E  	D	   	J0717.5+3745	Simbad
     809	J071753.97+374639.1	109.474876	+37.777531	 0.5451	 0.0003	E  	D	   	J0717.5+3745	Simbad
     810	J071754.00+374133.0	109.474998	+37.692501	 0.5471	 0.0003	A  	D	   	J0717.5+3745	Simbad
     811	J071754.08+373305.1	109.475334	+37.551418	 0.7407	 0.0003	E  	D	   	J0717.5+3745	Simbad
     812	J071754.12+374433.5	109.475502	+37.742641	 0.5311	 0.0005	A  	D	   	J0717.5+3745	Simbad
     813	J071754.14+374434.6	109.475586	+37.742939	 0.5318	 0.0003	A  	D	   	J0717.5+3745	Simbad
     814	J071754.16+373857.2	109.475670	+37.649220	 0.6901	 0.0003	A  	D	   	J0717.5+3745	Simbad
     815	J071754.17+374029.8	109.475708	+37.674950	 0.4610	 0.0003	A  	D	   	J0717.5+3745	Simbad
     816	J071754.18+373840.2	109.475731	+37.644501	 0.6907	 0.0010	E  	D	   	J0717.5+3745	Simbad
     817	J071754.18+374303.0	109.475754	+37.717499	 0.5440	 0.0003	E  	D	   	J0717.5+3745	Simbad
     818	J071754.25+374923.9	109.476044	+37.823311	 0.5659	 0.0010	E  	D	   	J0717.5+3745	Simbad
     819	J071754.26+374153.4	109.476082	+37.698170	 0.5935	 0.0003	E  	D	   	J0717.5+3745	Simbad
     820	J071754.33+374635.5	109.476372	+37.776531	 0.3502	 0.0005	A  	D	   	J0717.5+3745	Simbad
     821	J071754.33+374116.4	109.476387	+37.687901	 0.5517	 0.0010	A  	D	   	J0717.5+3745	Simbad
     822	J071754.35+373432.6	109.476456	+37.575722	 0.4598	 0.0003	E  	D	   	J0717.5+3745	Simbad
     823	J071754.38+374355.7	109.476585	+37.732140	 0.4941	 0.0003	E  	D	   	J0717.5+3745	Simbad
     824	J071754.45+374254.5	109.476875	+37.715141	 0.5441	 0.0003	E  	D	   	J0717.5+3745	Simbad
     825	J071754.46+373306.0	109.476921	+37.551659	 0.5427	 0.0003	E  	D	   	J0717.5+3745	Simbad
     826	J071754.50+373318.1	109.477081	+37.555031	 0.5448	 0.0003	E  	D	   	J0717.5+3745	Simbad
     827	J071754.52+373634.9	109.477158	+37.609699	 0.2235	 0.0003	E  	D	   	J0717.5+3745	Simbad
     828	J071754.60+374338.1	109.477501	+37.727249	 0.5356	 0.0003	E  	D	   	J0717.5+3745	Simbad
     829	J071754.63+373624.8	109.477615	+37.606899	 0.5518	 0.0005	A  	D	   	J0717.5+3745	Simbad
     830	J071754.65+374432.3	109.477707	+37.742310	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     831	J071754.66+374433.6	109.477753	+37.742668	 0.4212	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     832	J071754.78+374432.0	109.478249	+37.742222	 0.5381	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     833	J071754.78+374225.3	109.478249	+37.707031	 0.5323	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     834	J071754.82+374645.0	109.478416	+37.779171	 0.3483	 0.0003	E  	D	   	J0717.5+3745	Simbad
     835	J071754.83+374616.2	109.478455	+37.771172	 0.5408	 0.0003	E  	D	   	J0717.5+3745	Simbad
     836	J071754.94+374001.2	109.478920	+37.667000	 0.4606	 0.0003	E  	D	   	J0717.5+3745	Simbad
     837	J071755.05+374641.8	109.479378	+37.778278	 0.3497	 0.0003	A  	D	   	J0717.5+3745	Simbad
     838	J071755.06+374226.9	109.479416	+37.707470	 0.5321	 0.0003	A  	D	   	J0717.5+3745	Simbad
     839	J071755.07+374226.9	109.479462	+37.707470	 0.4021	 0.0003	E  	D	   	J0717.5+3745	Simbad
     840	J071755.08+374502.7	109.479500	+37.750751	 0.7201	 0.0003	E  	D	   	J0717.5+3745	Simbad
     841	J071755.14+374937.4	109.479752	+37.827061	 0.5646	 0.0003	E  	D	   	J0717.5+3745	Simbad
     842	J071755.17+373352.7	109.479881	+37.564640	 0.5537	 0.0003	A  	D	   	J0717.5+3745	Simbad
     843	J071755.51+374325.3	109.481277	+37.723701	 0.4025	 0.0003	E  	D	   	J0717.5+3745	Simbad
     844	J071755.53+374432.4	109.481377	+37.742329	 0.5637	 0.0003	A  	D	   	J0717.5+3745	Simbad
     845	J071755.56+374011.7	109.481499	+37.669922	 0.8553	 0.0010	A  	D	   	J0717.5+3745	Simbad
     846	J071755.60+374135.1	109.481667	+37.693081	 0.5428	 0.0003	A  	D	   	J0717.5+3745	Simbad
     847	J071755.66+374313.1	109.481918	+37.720310	 0.4027	 0.0003	E  	D	   	J0717.5+3745	Simbad
     848	J071755.68+373712.1	109.482002	+37.620029	 0.5434	 0.0005	E  	D	   	J0717.5+3745	Simbad
     849	J071755.70+374203.8	109.482086	+37.701061	 0.5485	 0.0005	A  	D	   	J0717.5+3745	Simbad
     850	J071755.70+374158.1	109.482094	+37.699478	 0.4120	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     851	J071755.72+374008.1	109.482170	+37.668911	 0.4630	 0.0003	E  	D	   	J0717.5+3745	Simbad
     852	J071755.73+374140.0	109.482208	+37.694439	 0.4958	 0.0003	E  	D	   	J0717.5+3745	Simbad
     853	J071755.85+373348.0	109.482727	+37.563320	 0.5498	 0.0005	A  	D	   	J0717.5+3745	Simbad
     854	J071755.90+374259.0	109.482918	+37.716389	 0.4011	 0.0005	E  	D	   	J0717.5+3745	Simbad
     855	J071755.92+374444.6	109.483002	+37.745720	 0.5592	 0.0005	A  	D	   	J0717.5+3745	Simbad
     856	J071755.97+374139.7	109.483208	+37.694359	 0.3848	 0.0003	A  	D	   	J0717.5+3745	Simbad
     857	J071755.99+373713.4	109.483292	+37.620392	 0.2243	 0.0003	A  	D	   	J0717.5+3745	Simbad
     858	J071756.08+373838.1	109.483665	+37.643921	 0.4615	 0.0010	E  	D	   	J0717.5+3745	Simbad
     859	J071756.12+374204.1	109.483833	+37.701141	 0.5513	 0.0003	A  	D	   	J0717.5+3745	Simbad
     860	J071756.26+374024.6	109.484413	+37.673500	 0.5436	 0.0005	E  	D	   	J0717.5+3745	Simbad
     861	J071756.38+374201.1	109.484917	+37.700310	 0.5510	 0.0003	E  	D	   	J0717.5+3745	Simbad
     862	J071756.43+373558.7	109.485123	+37.599640	 0.7182	 0.0003	E  	D	   	J0717.5+3745	Simbad
     863	J071756.50+374201.8	109.485420	+37.700500	 0.5508	 0.0003	A  	D	   	J0717.5+3745	Simbad
     864	J071756.62+373350.6	109.485909	+37.564049	 0.5553	 0.0003	A  	D	   	J0717.5+3745	Simbad
     865	J071756.67+374239.2	109.486122	+37.710892	 0.5496	 0.0003	A  	D	   	J0717.5+3745	Simbad
     866	J071756.67+375018.2	109.486122	+37.838390	 0.3645	 0.0003	E  	D	   	J0717.5+3745	Simbad
     867	J071756.68+375145.4	109.486168	+37.862610	 0.4591	 0.0003	E  	D	   	J0717.5+3745	Simbad
     868	J071756.74+373717.1	109.486404	+37.621429	 0.5495	 0.0005	A  	D	   	J0717.5+3745	Simbad
     869	J071756.82+374306.4	109.486748	+37.718441	 0.3797	 0.0003	E  	D	   	J0717.5+3745	Simbad
     870	J071756.83+374116.6	109.486801	+37.687931	 0.5508	 0.0010	A  	D	   	J0717.5+3745	Simbad
     871	J071756.89+373602.1	109.487045	+37.600578	 0.5482	 0.0003	E  	D	   	J0717.5+3745	Simbad
     872	J071756.91+374118.2	109.487122	+37.688389	 0.5501	 0.0003	A  	D	   	J0717.5+3745	Simbad
     873	J071756.97+373836.8	109.487373	+37.643551	 0.6904	 0.0003	E  	D	   	J0717.5+3745	Simbad
     874	J071757.03+373321.8	109.487625	+37.556061	 0.6629	 0.0005	E  	D	   	J0717.5+3745	Simbad
     875	J071757.09+374000.9	109.487877	+37.666920	 0.5513	 0.0005	E  	D	   	J0717.5+3745	Simbad
     876	J071757.13+374333.6	109.488045	+37.726002	 0.5362	 0.0005	E  	D	   	J0717.5+3745	Simbad
     877	J071757.28+373828.2	109.488670	+37.641171	 0.5406	 0.0003	E  	D	   	J0717.5+3745	Simbad
     878	J071757.29+373216.1	109.488693	+37.537819	 0.5414	 0.0003	A  	D	   	J0717.5+3745	Simbad
     879	J071757.29+373305.4	109.488708	+37.551498	 0.5293	 0.0005	E  	D	   	J0717.5+3745	Simbad
     880	J071757.36+373955.2	109.488998	+37.665329	 0.4606	 0.0003	A  	D	   	J0717.5+3745	Simbad
     881	J071757.51+373633.9	109.489624	+37.609421	 0.5503	 0.0003	A  	D	   	J0717.5+3745	Simbad
     882	J071757.54+374321.7	109.489761	+37.722691	 2.2170	 0.0010	E  	D	   	J0717.5+3745	Simbad
     883	J071757.66+374041.6	109.490265	+37.678219	 0.5556	 0.0003	A  	D	   	J0717.5+3745	Simbad
     884	J071757.76+373351.8	109.490669	+37.564388	 0.5513	 0.0003	A  	D	   	J0717.5+3745	Simbad
     885	J071757.78+373220.1	109.490753	+37.538921	 0.5432	 0.0003	A  	D	   	J0717.5+3745	Simbad
     886	J071757.82+373536.4	109.490906	+37.593441	 0.5479	 0.0005	A  	D	   	J0717.5+3745	Simbad
     887	J071757.91+374112.3	109.491295	+37.686749	 0.5434	 0.0005	E  	D	   	J0717.5+3745	Simbad
     888	J071758.05+373608.4	109.491875	+37.602329	 0.5471	 0.0003	E  	D	   	J0717.5+3745	Simbad
     889	J071758.12+374329.3	109.492165	+37.724800	 1.1199	 0.0003	E  	D	   	J0717.5+3745	Simbad
     890	J071758.21+373708.7	109.492561	+37.619080	 0.5522	 0.0005	A  	D	   	J0717.5+3745	Simbad
     891	J071758.26+374837.3	109.492752	+37.810360	 0.3648	 0.0003	A  	D	   	J0717.5+3745	Simbad
     892	J071758.38+374742.5	109.493248	+37.795139	 0.2384	 0.0003	A  	D	   	J0717.5+3745	Simbad
     893	J071758.42+374104.2	109.493423	+37.684509	 0.5588	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     894	J071758.53+374043.6	109.493874	+37.678780	 0.5491	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     895	J071758.56+373345.9	109.494019	+37.562740	 0.5534	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     896	J071758.57+373826.3	109.494041	+37.640640	 0.5461	 0.0005	E  	D	   	J0717.5+3745	Simbad
     897	J071758.58+373558.1	109.494080	+37.599468	 0.5464	 0.0003	E  	D	   	J0717.5+3745	Simbad
     898	J071758.68+373615.2	109.494507	+37.604229	 0.3888	 0.0003	E  	D	   	J0717.5+3745	Simbad
     899	J071758.77+374909.9	109.494873	+37.819420	 0.6414	 0.0003	E  	D	   	J0717.5+3745	Simbad
     900	J071758.80+373916.9	109.495003	+37.654690	 0.4964	 0.0003	E  	D	   	J0717.5+3745	Simbad
