#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/489/99/j2248pr&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74890099
#Name: J/MNRAS/489/99
#Title: ASTRODEEP Frontier Fields Catalogues (Bradac+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	creator=Bradac M.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.489...99B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/489/99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74890099	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-05-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_489_99_j2248pr:
#Name: J/MNRAS/489/99/j2248pr
#Title: RXC J2248.7-4431 properties catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Catalogue identification number, rxj2248-NNNNNN in j2248ph.dat file (IDcat)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (alpha_j2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000) (delta_j2000)	[ucd=pos.eq.dec;meta.main]
#Column	zbest	(F7.4)	Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift;pos.heliocentric]
#Column	zphEAZY	(F5.2)	EAZY photometric redshift (ZPHOT_EAZY)	[ucd=src.redshift.phot]
#Column	e_zphEAZY	(F6.3)	? EAZY photometric redshift lower error (ZPHOT_EAZY_L95)	[ucd=stat.error]
#Column	E_zphEAZY	(F6.3)	? EAZY photometric redshift upper error (ZPHOT_EAZY_U95)	[ucd=stat.error;stat.max]
#Column	zphOAR	(F7.4)	OAR photometric redshift (ZPHOT_OAR)	[ucd=src.redshift.phot]
#Column	zsp	(F7.4)	? Spectroscopic redshift (ZSPEC)	[ucd=src.redshift]
#Column	Magnif	(F10.6)	Median magnification from all the models with version 4 data (MAGNIF)	[ucd=meta.version]
#Column	chi2Neb	(D12.5)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(F9.3)	Stellar mass estimated from stellar plus nebular fits (MASS_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(F7.4)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	[] Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(F8.1)	Star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(I7)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(F7.3)	[] Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
recno	ID	RAJ2000	DEJ2000	zbest	zphEAZY	e_zphEAZY	E_zphEAZY	zphOAR	zsp	Magnif	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb
     796	   884	342.207765	-44.538982	 3.0600	 3.06	 1.962	 4.313	 3.1500	       	  1.464916	 7.76760e-01	    2.175	 3.0600	 7.76760e-01	     1.1	7111865	 -3.043
     797	   886	342.187932	-44.539577	 0.7400	 0.74	 0.684	 0.804	 3.2000	       	  1.411506	 4.66100e+00	    0.228	 0.7400	 9.99990e-01	     0.2	6903955	 -3.990
     798	   887	342.213031	-44.539194	 0.3700	 0.37	 0.077	 0.538	 0.3800	       	  1.019560	 1.50980e+00	    0.009	 0.3700	 9.99980e-01	     0.8	2517967	 -2.940
     799	   888	342.194039	-44.539300	 0.5800	 0.58	 0.310	 0.684	 0.4400	       	  1.184528	 2.58530e+00	    0.067	 0.5800	 1.00000e+00	     0.1	 407652	 -6.232
     800	   889	342.187641	-44.538999	 3.1300	 3.13	 2.953	 3.286	 3.1700	       	  2.415520	 1.13190e+00	    0.011	 3.1300	 9.99980e-01	     1.1	2634023	 -1.929
     801	   890	342.199156	-44.539799	 0.8400	 0.84	 0.803	 1.048	 1.1000	       	  1.307946	 1.92430e+00	    0.420	 0.8400	 9.99980e-01	     0.1	7227761	 -5.204
     802	   891	342.176049	-44.539383	 0.4800	 0.48	 0.245	 0.631	 0.4800	       	  1.433904	 2.25350e+00	    0.111	 0.4800	 9.99980e-01	     0.0	5033954	 -6.868
     803	   892	342.168727	-44.539168	 1.3800	 1.38	 0.990	 1.764	 1.4400	       	  7.343342	 7.76760e-01	    0.143	 1.3800	 7.76760e-01	     0.1	 240508	 -6.132
     804	   893	342.187569	-44.540222	 0.5600	 0.56	 0.425	 0.634	 3.1100	       	  1.197572	 6.45140e+00	    0.213	 0.5600	 1.00000e+00	     0.2	6908319	 -3.611
     805	   894	342.187117	-44.539185	 1.9600	 1.96	 1.579	 2.083	 1.9400	       	  2.151630	 1.84790e+00	    0.407	 1.9600	 9.99990e-01	     0.6	3967060	 -5.148
     806	   895	342.186590	-44.538932	 3.3800	 3.38	 2.911	 4.527	 3.7200	       	  2.690426	 1.13150e+00	    3.012	 3.3800	 9.99990e-01	     1.0	6991788	 -3.245
     807	   896	342.187458	-44.538900	 0.4200	 0.42	 0.410	 3.366	 3.1400	       	  1.083208	 2.54790e+00	    0.004	 0.4200	 9.99990e-01	     0.0	5474648	 -7.014
     808	   897	342.212998	-44.539026	 0.0700	 0.07	 0.030	 0.104	 0.5000	       	  1.000000	 4.61450e+00	    0.022	 0.0700	 1.00000e+00	     0.0	5251301	 -9.509
     809	   899	342.162374	-44.539544	 0.0800	 0.08	 0.042	 0.111	 1.9800	       	  1.000000	 1.28050e+01	    0.001	 0.0800	 1.00000e+00	     0.0	 234242	 -8.932
     810	   900	342.193694	-44.539052	 0.6700	 0.67	 0.432	 0.751	 0.6200	       	  1.246676	 1.41800e+00	    0.045	 0.6700	 9.99980e-01	     0.1	 443253	 -5.225
     811	   901	342.190088	-44.538764	 3.3000	 3.30	 1.349	 5.420	 3.1600	       	  1.904268	 4.21460e-01	    0.229	 3.3000	 4.21460e-01	     0.1	4131328	 -6.335
     812	   902	342.172721	-44.539039	 0.6900	 0.69	 0.424	 0.900	 0.6300	       	  2.650929	 1.79940e+00	    0.046	 0.6900	 9.99990e-01	     0.1	 446280	 -6.846
     813	   903	342.159900	-44.539599	 2.9400	 2.94	 2.762	 2.959	 2.8900	       	  4.468246	 1.01040e+00	    1.729	 2.9400	 9.99980e-01	     4.7	 642779	 -2.333
     814	   904	342.178934	-44.538851	 0.4100	 0.41	 0.395	 0.425	 3.2100	       	  1.153116	 2.08390e+00	    0.003	 0.4100	 9.99990e-01	     0.0	5675192	 -6.474
     815	   905	342.187156	-44.539046	 0.4100	 0.41	 0.194	 2.977	 3.0400	       	  1.072532	 3.87230e+00	    0.011	 0.4100	 1.00000e+00	     0.0	 795368	 -6.101
     816	   906	342.207499	-44.538679	 1.5600	 1.56	 0.982	 2.594	 1.7100	       	  1.388461	 1.53410e-01	    0.112	 1.5600	 1.53410e-01	     0.0	4737727	 -6.979
     817	   907	342.201288	-44.538730	 3.1500	 3.15	 1.773	 4.119	 2.7000	       	  1.557176	 3.36300e-01	    0.580	 3.1500	 3.36300e-01	     0.1	4843167	 -5.210
     818	   908	342.180821	-44.538875	 0.8200	 0.82	 0.607	 5.783	 0.9600	       	  2.204425	 5.86950e-01	    0.011	 0.8200	 5.86950e-01	     1.0	2458776	 -4.309
     819	   909	342.187473	-44.539271	 0.4200	 0.42	 0.257	 0.453	 0.3400	       	  1.085145	 1.78460e+00	    0.246	 0.4200	 1.00000e+00	     0.0	5090312	 -6.243
     820	   910	342.167871	-44.538607	 4.2700	 4.27	 3.115	 5.470	 4.1700	       	 15.810782	 3.81680e-01	    9.756	 4.2700	 3.81680e-01	     1.0	6877908	 -2.216
     821	   912	342.180363	-44.538699	 1.0800	 1.08	 0.853	 1.619	 1.1000	       	  3.316674	 6.87480e-01	    0.029	 1.0800	 6.87480e-01	     0.1	5474662	 -4.633
     822	   913	342.178945	-44.538601	 4.0800	 4.08	 3.270	 4.431	 3.8800	       	  8.314744	 1.11910e+00	    0.007	 4.0800	 9.99980e-01	     0.8	6817666	 -2.344
     823	   914	342.162683	-44.538708	 1.1700	 1.17	 0.466	 1.521	 0.0100	       	  3.059956	 4.53680e-01	    0.146	 1.1700	 4.53680e-01	     0.2	3902343	 -6.355
     824	   915	342.190783	-44.538671	 3.3100	 3.31	 0.683	 3.976	 0.4000	       	  1.806731	 1.53710e+00	    0.605	 3.3100	 1.00000e+00	     0.7	6905917	 -2.445
     825	   916	342.175655	-44.538541	 5.2500	 5.25	 1.008	 6.615	 5.5600	       	  2.900934	 9.65010e-02	    0.111	 5.2500	 9.65010e-02	     2.5	3580265	 -6.077
     826	   917	342.179826	-44.538749	 1.1700	 1.17	 0.464	 5.492	 0.5800	       	  3.996971	 6.26740e-01	    0.040	 1.1700	 6.26740e-01	     0.3	1113983	 -5.373
     827	   918	342.168072	-44.538855	 0.4000	 0.40	 0.199	 0.801	 0.2500	       	  1.161290	 8.93670e-01	    0.010	 0.4000	 8.93670e-01	     0.0	 883968	 -5.956
     828	   919	342.175287	-44.538747	 2.7500	 2.75	 0.149	 2.943	 2.9000	       	  4.887214	 1.01230e+00	    0.046	 2.7500	 9.99950e-01	     0.8	3541015	 -5.742
     829	   921	342.202296	-44.538602	 3.3500	 3.35	 2.557	 4.732	 3.7400	       	  1.468353	 8.70410e-01	    4.538	 3.3500	 8.70410e-01	     0.6	7018362	 -2.979
     830	   922	342.185191	-44.538945	 4.0900	 4.09	 3.737	 4.432	 3.8800	       	  3.549202	 1.62220e+00	    4.499	 4.0900	 9.99990e-01	     2.2	5261362	 -2.845
     831	   923	342.199873	-44.538474	 3.8100	 3.81	 0.847	 6.104	 0.0100	       	  1.645510	 3.18990e-01	    0.518	 3.8100	 3.18990e-01	     0.6	6906200	 -2.611
     832	   924	342.179166	-44.538687	 4.1130	 4.29	 3.806	 4.509	 4.0600	 4.1130	 10.380954	 6.78880e-01	    1.486	 4.1130	 6.78880e-01	     1.1	5266162	 -3.802
     833	   925	342.184387	-44.539579	 0.6518	 0.59	 0.487	 0.648	 0.6000	 0.6518	  1.426650	 1.15580e+00	    0.653	 0.6518	 1.00000e+00	     0.9	 462917	 -3.651
     834	   926	342.172620	-44.538431	 3.8300	 3.83	 1.480	 4.756	 3.3000	       	  3.944630	 6.77460e-01	    1.677	 3.8300	 6.77460e-01	     0.8	6924653	 -3.784
     835	   927	342.161544	-44.538744	 2.2400	 2.24	 1.874	 2.913	 2.5200	       	  4.941316	 1.78000e+00	    1.814	 2.2400	 9.99980e-01	     0.1	7152813	 -3.981
     836	   928	342.168437	-44.538408	 5.2400	 5.24	 4.469	 5.837	 0.4800	       	  9.388964	 8.26420e-01	    0.095	 5.2400	 8.26420e-01	     3.6	2663665	 -5.843
     837	   929	342.190854	-44.539049	 0.6800	 0.68	 0.477	 0.818	 0.7100	       	  1.228802	 4.22000e-01	    0.234	 0.6800	 4.22000e-01	     0.1	4749106	 -5.919
     838	   930	342.159072	-44.538970	 0.2600	 0.26	 0.206	 0.397	 2.4300	       	  1.000000	 1.23410e+01	    0.215	 0.2600	 9.99970e-01	     0.2	6908495	 -3.653
     839	   931	342.188443	-44.540012	 1.4290	 0.03	 0.011	 0.110	 1.3200	 1.4290	  1.943004	 8.85850e-01	   14.790	 1.4290	 8.85850e-01	    40.4	 643461	  0.026
     840	   932	342.180658	-44.538755	 1.0350	 1.01	 0.890	 1.088	 0.9700	 1.0350	  3.000608	 1.09560e+00	    0.110	 1.0350	 9.99970e-01	     1.2	5848605	 -4.674
     841	   933	342.172260	-44.538621	 0.5600	 0.56	 0.425	 4.356	 0.5500	       	  1.899883	 9.92010e-01	    0.008	 0.5600	 9.92010e-01	     0.1	1440771	 -5.435
     842	   934	342.167603	-44.538546	 1.1400	 1.14	 0.390	 3.342	 0.4600	       	  4.922344	 1.00180e+00	    0.071	 1.1400	 9.99990e-01	     0.2	4191515	 -6.341
     843	   935	342.204375	-44.538880	 3.2800	 3.28	 3.137	 3.506	 3.3700	       	  1.443992	 1.86810e+00	    5.440	 3.2800	 1.00000e+00	     1.6	7019634	 -2.622
     844	   936	342.198546	-44.538346	 2.6200	 2.62	 1.173	 3.189	 2.2000	       	  1.602008	 5.47110e-01	    0.153	 2.6200	 5.47110e-01	     0.1	5263832	 -6.541
     845	   938	342.195986	-44.538470	 3.1200	 3.12	 0.363	 3.290	 3.1800	       	  1.692317	 5.56680e-01	    0.028	 3.1200	 5.56680e-01	     2.8	6823046	 -0.949
     846	   939	342.209420	-44.539027	 0.2200	 0.22	 0.148	 0.425	 0.2000	       	  1.000000	 2.01050e+00	    0.488	 0.2200	 9.99980e-01	     0.0	5192212	 -5.618
     847	   940	342.187426	-44.538692	 3.1166	 0.41	 0.397	 3.184	 3.2900	 3.1166	  2.448016	 4.69480e+00	    0.126	 3.1166	 1.00000e+00	    11.8	2494822	 -0.586
     848	   941	342.213263	-44.539029	 0.2100	 0.21	 0.078	 0.333	 0.1000	       	  1.000000	 4.92170e+00	    0.384	 0.2100	 1.00000e+00	     0.0	5184148	 -5.755
     849	   942	342.210777	-44.538490	 1.9700	 1.97	 1.828	 2.861	 2.3600	       	  1.389492	 7.52680e-01	    2.096	 1.9700	 7.52680e-01	     0.9	7297719	 -1.970
     850	   943	342.180937	-44.538738	 1.0200	 1.02	 0.929	 1.073	 0.9700	       	  2.866868	 5.39580e-01	    0.048	 1.0200	 5.39580e-01	     1.6	1746180	 -2.131
     851	   944	342.162261	-44.538708	 0.5600	 0.56	 0.383	 0.741	 0.5200	       	  1.545637	 9.72970e-01	    0.065	 0.5600	 9.72970e-01	     0.0	4997483	 -7.570
     852	   945	342.210019	-44.538936	 0.3900	 0.39	 0.229	 0.431	 0.3900	       	  1.036555	 1.43090e+00	    1.325	 0.3900	 1.00000e+00	     0.0	5130728	 -4.241
     853	   946	342.200490	-44.538841	 0.6900	 0.69	 0.412	 1.038	 0.7400	       	  1.250955	 2.22760e+00	    0.244	 0.6900	 9.99990e-01	     0.1	 131634	 -4.246
     854	   947	342.160407	-44.538244	 2.9300	 2.93	 1.221	 3.922	 2.6100	       	  4.499913	 1.81980e-01	    0.257	 2.9300	 1.81980e-01	     0.1	3695483	 -6.118
     855	   948	342.193255	-44.538899	 0.4500	 0.45	 0.408	 0.553	 0.5500	       	  1.088479	 2.84010e+00	    0.101	 0.4500	 1.00000e+00	     0.6	1003769	 -2.628
     856	   949	342.213667	-44.538350	 1.5200	 1.52	 1.224	 2.113	 1.5700	       	  1.358611	 1.25240e+00	    0.780	 1.5200	 1.00000e+00	     0.3	6879764	 -4.840
     857	   950	342.171601	-44.539512	 0.3370	 0.43	 0.336	 0.489	 0.3800	 0.3370	  1.000000	 1.25580e+00	    4.015	 0.3370	 9.99970e-01	     0.1	5113847	 -3.002
     858	   951	342.178105	-44.538265	 5.5100	 5.51	 4.854	 6.040	 0.4900	       	  3.769367	 9.94550e-01	    0.110	 5.5100	 9.94550e-01	     4.8	2740070	 -5.563
     859	   953	342.198803	-44.538246	 3.5700	 3.57	 2.401	 4.497	 3.5700	       	  1.652835	 4.12060e+00	    0.900	 3.5700	 1.00000e+00	     2.7	3355231	 -4.698
     860	   954	342.196759	-44.538577	 0.5200	 0.52	 0.426	 0.728	 0.5800	       	  1.141460	 1.05960e+00	    0.142	 0.5200	 1.00000e+00	     0.0	5090314	 -6.815
     861	   955	342.207386	-44.538409	 3.3200	 3.32	 2.915	 4.038	 3.1600	       	  1.486383	 1.05720e+00	    0.131	 3.3200	 1.00000e+00	    13.5	2644826	  0.749
     862	   956	342.194418	-44.538550	 3.8100	 3.81	 0.577	 4.300	 3.7400	       	  1.818755	 6.99140e-01	    4.233	 3.8100	 6.99140e-01	     1.3	5291256	 -3.072
     863	   957	342.187800	-44.538243	 0.4200	 0.42	 0.179	 0.517	 2.9800	       	  1.073722	 2.47330e+00	    0.003	 0.4200	 1.00000e+00	     0.0	1169768	 -6.624
     864	   958	342.213056	-44.538225	 4.3400	 4.34	 0.573	 4.751	 3.9900	       	  1.461440	 7.07460e-01	    4.203	 4.3400	 7.07460e-01	     1.3	5291149	 -3.067
     865	   959	342.161385	-44.538539	 2.8900	 2.89	 2.768	 2.954	 2.5900	       	  5.834041	 1.53870e+00	    3.252	 2.8900	 9.99970e-01	     0.9	4849306	 -3.198
     866	   960	342.196865	-44.538138	 3.9600	 3.96	 3.066	 5.044	 3.7900	       	  1.708747	 6.41190e-01	    0.929	 3.9600	 6.41190e-01	     0.1	5370860	 -4.801
     867	   961	342.195033	-44.538525	 0.5300	 0.53	 0.193	 0.565	 0.5400	       	  1.157634	 4.60770e+00	    0.977	 0.5300	 1.00000e+00	     0.0	5113067	 -4.538
     868	   962	342.185826	-44.538853	 3.5600	 3.81	 3.711	 3.905	 3.7600	 3.5600	  3.148627	 2.97790e+00	    5.085	 3.5600	 9.99990e-01	    23.1	5752455	 -2.711
     869	   963	342.201636	-44.538991	 0.6900	 0.69	 0.249	 0.755	 0.6700	       	  1.219701	 6.73040e+00	    0.093	 0.6900	 1.00000e+00	     7.0	2319574	 -1.099
     870	   964	342.202872	-44.538165	 2.9700	 2.97	 0.732	 3.443	 2.8700	       	  1.457615	 9.05590e-01	    0.089	 2.9700	 9.05590e-01	     2.3	3594819	 -5.291
     871	   965	342.171226	-44.538050	 5.2300	 5.23	 4.427	 5.778	 0.6800	       	  4.016614	 6.75030e-01	    2.998	 5.2300	 6.75030e-01	     0.7	3700761	 -3.467
     872	   966	342.173768	-44.538049	 4.6600	 4.66	 4.035	 5.490	 0.5000	       	  2.746603	 1.05750e+00	    3.316	 4.6600	 1.00000e+00	     0.5	5259173	 -3.358
     873	   967	342.193044	-44.537977	 0.4600	 0.46	 0.356	 0.495	 0.4500	       	  1.269517	 1.28190e+00	    4.452	 0.4600	 9.99990e-01	     0.0	5120964	 -3.043
     874	   968	342.159838	-44.538609	 2.2000	 2.20	 1.378	 2.237	 2.5500	       	  3.684372	 1.94980e+00	    0.078	 2.2000	 1.00000e+00	     8.0	2616404	 -0.357
     875	   969	342.184914	-44.538671	 0.3200	 0.32	 0.195	 0.454	 0.3200	       	  1.000000	 2.53250e+00	    0.666	 0.3200	 1.00000e+00	     0.0	5166279	 -5.202
     876	   970	342.170487	-44.537888	 5.2300	 5.23	 3.383	 6.184	 0.6200	       	  4.507355	 3.03000e-01	    0.290	 5.2300	 3.03000e-01	    10.9	2664265	 -4.621
     877	   971	342.199774	-44.537937	 3.0900	 3.09	 0.536	 5.042	 0.7200	       	  1.627040	 8.81130e-01	    0.005	 3.0900	 8.81130e-01	     0.6	2619822	 -3.229
     878	   972	342.207113	-44.539389	 1.4444	 1.39	 1.352	 1.405	 1.4500	 1.4444	  1.368346	 1.59090e+00	    5.973	 1.4444	 1.00000e+00	     3.7	 203763	 -0.488
     879	   973	342.187562	-44.538040	 3.8700	 3.87	 0.595	 4.496	 3.8200	       	  2.597514	 8.51330e-01	    3.508	 3.8700	 8.51330e-01	     3.3	6895281	 -2.127
     880	   974	342.187814	-44.538347	 0.4200	 0.42	 0.413	 3.303	 0.5100	       	  1.075030	 3.91780e+00	    0.023	 0.4200	 9.99990e-01	     0.0	 375128	 -7.217
     881	   975	342.174457	-44.539339	 0.1400	 0.14	 0.101	 0.278	 0.5300	       	  1.000000	 1.09880e+00	    0.061	 0.1400	 1.00000e+00	     0.1	 310677	 -4.999
     882	   976	342.194503	-44.537976	 0.7400	 0.74	 0.410	 3.408	 3.1400	       	  1.292806	 1.67010e+00	    0.069	 0.7400	 1.00000e+00	     0.1	6944667	 -4.868
     883	   977	342.202179	-44.538092	 0.6800	 0.68	 0.277	 0.941	 0.0100	       	  1.202725	 7.59260e-01	    0.099	 0.6800	 7.59260e-01	     0.0	4981312	 -7.010
     884	   978	342.187890	-44.538031	 2.9500	 2.95	 2.760	 3.222	 3.0500	       	  2.329435	 1.47420e+00	    0.565	 2.9500	 9.99970e-01	     0.8	4434971	 -5.292
     885	   979	342.203844	-44.537855	 3.3100	 3.31	 2.578	 4.041	 3.1700	       	  1.460089	 3.76610e-01	    2.182	 3.3100	 3.76610e-01	     0.3	7016418	 -3.782
     886	   980	342.179220	-44.537666	 4.7400	 4.74	 3.802	 5.568	 0.5700	       	  3.528461	 4.72390e-01	    1.484	 4.7400	 4.72390e-01	     0.2	5256575	 -4.221
     887	   981	342.193913	-44.537777	 2.9400	 2.94	 2.600	 3.274	 2.9100	       	  1.748339	 2.23010e+00	    2.564	 2.9400	 1.00000e+00	     0.5	7130363	 -3.496
     888	   982	342.186364	-44.538454	 0.4200	 0.42	 0.404	 0.435	 0.4700	       	  1.084675	 4.76570e+00	    0.124	 0.4200	 1.00000e+00	     0.1	 373454	 -5.383
     889	   983	342.207015	-44.537875	 2.0800	 2.08	 1.844	 2.727	 2.0900	       	  1.452291	 1.67710e+00	    0.168	 2.0800	 1.00000e+00	     0.4	 605082	 -4.151
     890	   984	342.172263	-44.537715	 1.5000	 1.50	 1.024	 1.921	 1.6700	       	 13.658965	 7.58940e-01	    0.052	 1.5000	 7.58940e-01	     0.3	5704614	 -6.463
     891	   985	342.206481	-44.539087	 0.2100	 0.21	 0.176	 0.288	 0.2100	       	  1.000000	 2.35750e+00	    0.848	 0.2100	 9.99990e-01	     0.0	5233204	 -4.894
     892	   986	342.195671	-44.538555	 0.4100	 0.41	 0.258	 0.426	 0.3200	       	  1.058423	 2.63290e+00	    0.481	 0.4100	 1.00000e+00	     0.0	5102870	 -5.458
     893	   987	342.161110	-44.538236	 2.7600	 2.76	 2.745	 2.775	 2.3800	       	  5.184152	 2.21640e+00	    2.415	 2.7600	 1.00000e+00	     9.0	 805015	  0.339
     894	   988	342.195398	-44.537681	 1.3000	 1.30	 0.726	 1.706	 1.2200	       	  1.497840	 3.99190e-01	    0.025	 1.3000	 3.99190e-01	     0.7	3614586	 -5.941
     895	   989	342.159777	-44.537684	 3.3100	 3.31	 2.442	 3.528	 3.1300	       	  4.149737	 7.17790e-01	    0.082	 3.3100	 7.17790e-01	     8.4	2634826	  0.246
     896	   990	342.160445	-44.538935	 0.3553	 0.33	 0.276	 0.391	 0.3300	 0.3553	  1.020221	 1.51250e+00	    3.554	 0.3553	 1.00000e+00	     0.1	5102119	 -3.265
     897	   991	342.172179	-44.537656	 2.7200	 2.72	 2.398	 2.756	 1.6800	       	  4.199157	 4.18980e+00	    0.017	 2.7200	 1.00000e+00	     1.7	2634214	 -1.488
     898	   992	342.174723	-44.538542	 2.8800	 2.88	 2.767	 2.929	 2.7100	       	  4.127005	 2.09620e+00	    3.538	 2.8800	 9.99980e-01	     3.7	5550442	 -3.295
     899	   993	342.198198	-44.537473	 3.3100	 3.31	 1.432	 5.278	 3.2200	       	  1.695317	 4.17810e-01	    0.010	 3.3100	 4.17810e-01	     0.9	3186626	 -7.506
     900	   994	342.185518	-44.537769	 0.4900	 0.49	 0.331	 0.701	 0.5100	       	  1.193449	 1.17970e+00	    0.035	 0.4900	 1.00000e+00	     0.0	 362203	 -7.067
     901	   995	342.179939	-44.537705	 0.3900	 0.39	 0.256	 4.353	 0.3000	       	  1.098343	 7.73360e-01	    0.019	 0.3900	 7.73360e-01	     0.0	 617922	 -5.884
     902	   997	342.183012	-44.537653	 1.2000	 1.20	 1.125	 1.384	 1.2800	       	  3.318057	 1.43010e+00	    0.172	 1.2000	 1.00000e+00	     0.2	 426464	 -4.216
     903	   998	342.214016	-44.537514	 2.9900	 2.99	 0.308	 3.181	 2.7100	       	  1.458495	 8.47240e-01	    1.795	 2.9900	 8.47240e-01	     0.9	4195172	 -4.075
     904	   999	342.197441	-44.538072	 0.4300	 0.43	 0.267	 0.501	 0.3600	       	  1.074870	 4.84180e+00	    0.336	 0.4300	 1.00000e+00	     0.0	5141961	 -5.676
     905	  1000	342.195695	-44.537432	 3.7400	 3.74	 3.382	 4.232	 3.6800	       	  1.783293	 2.08550e+00	    0.014	 3.7400	 9.99990e-01	     1.4	6822659	 -1.699
     906	  1001	342.200000	-44.537519	 2.8200	 2.82	 2.334	 3.109	 2.8000	       	  1.621887	 1.45530e+00	    0.130	 2.8200	 9.99970e-01	     0.4	4377368	 -6.429
     907	  1002	342.194761	-44.538040	 0.5000	 0.50	 0.442	 0.625	 0.5700	       	  1.133600	 4.55130e+00	    0.030	 0.5000	 1.00000e+00	     0.5	1479370	 -2.769
     908	  1003	342.198987	-44.538119	 0.4000	 0.40	 0.188	 0.504	 0.2500	       	  1.050148	 1.06000e+01	    0.052	 0.4000	 1.00000e+00	     0.0	 328923	 -6.308
     909	  1004	342.180035	-44.538415	 1.0200	 0.90	 0.879	 1.035	 1.0300	 1.0200	  3.411473	 1.61640e+00	    6.617	 1.0200	 1.00000e+00	     1.5	4875908	 -2.513
     910	  1005	342.203976	-44.537397	 0.4100	 0.41	 0.178	 0.751	 0.2700	       	  1.041628	 4.55090e-01	    0.039	 0.4100	 4.55090e-01	     0.0	  63248	 -8.053
     911	  1006	342.208379	-44.537520	 7.5700	 7.57	 6.881	 8.286	 7.5401	       	  1.555491	 2.72940e-01	   15.600	 7.5700	 2.72940e-01	     8.1	4204663	 -1.748
     912	  1007	342.197447	-44.537320	 3.3500	 3.35	 2.161	 4.471	 2.9400	       	  1.726285	 7.68460e-01	    0.955	 3.3500	 7.68460e-01	     0.1	4797182	 -4.675
     913	  1008	342.191221	-44.537815	 1.1300	 1.13	 0.375	 1.229	 0.1100	       	  1.491012	 1.73960e+00	    0.229	 1.1300	 1.00000e+00	     0.2	3749967	 -5.962
     914	  1009	342.183690	-44.537550	 0.6900	 0.69	 0.356	 4.133	 0.5700	       	  1.682448	 6.08390e-01	    0.004	 0.6900	 6.08390e-01	     0.3	2237174	 -3.953
     915	  1010	342.194758	-44.537429	 3.9100	 3.91	 3.241	 4.607	 3.7600	       	  1.802767	 9.31460e-01	    1.200	 3.9100	 9.31460e-01	     0.3	4053856	 -4.536
     916	  1011	342.159300	-44.537550	 0.0800	 0.08	 0.017	 0.503	 0.0100	       	  1.000000	 1.93970e+00	    0.010	 0.0800	 9.99990e-01	     0.0	   5226	 -9.126
     917	  1012	342.184500	-44.537218	 4.7400	 4.74	 4.236	 5.249	 0.5500	       	 26.608437	 1.60420e+00	    1.585	 4.7400	 9.99970e-01	     0.2	5259075	 -4.149
     918	  1013	342.207441	-44.537257	 2.7400	 2.74	 0.590	 3.548	 3.1400	       	  1.505252	 7.20070e-01	    0.490	 2.7400	 7.20070e-01	     0.2	7185230	 -4.746
