#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/871/129/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18710129
#Name: J/ApJ/871/129
#Title: A redshift catalog of the galaxy cluster A2029 (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...871..129S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/871/129	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18710129	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-07-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_871_129_table1:
#Name: J/ApJ/871/129/table1
#Title: The redshift galaxy catalog of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I19)	Object identifier from SDSS (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[227/229] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[5.1/6.5] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F5.2)	[13.5/22.5] Composite model r band magnitude (G1)	[ucd=phot.mag;em.opt.R]
#Column	z	(F8.5)	[0.004/6.4] Redshift	[ucd=src.redshift]
#Column	e_z	(F8.5)	[1e-05/1]? Error in z	[ucd=stat.error;src.redshift]
#Column	r_z	(A3)	Reference code(s) for z (2)	[ucd=meta.ref;pos.frame]
#Column	Mm	(A1)	[N/Y] Membership determined based on the caustics (Y)es (1054 occurrences); or (N)o	[ucd=meta.code.member]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 if any	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR12 or DR7 data for this object	[ucd=meta.ref.url]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
recno	objID	RAJ2000	DEJ2000	rmag	z	e_z	r_z	Mm	T13	Sloan	SimbadName
     759	1237655744019956500	227.534498	+05.611566	19.77	 0.22310	 0.00007	2  	N	  0	Sloan	SDSS J151008.27+053641.6
     760	1237655744019956506	227.531002	+05.564939	20.39	 0.28926	 0.00004	1  	N	  0	Sloan	SDSS J151007.44+053353.7
     761	1237655744019956508	227.534395	+05.586959	19.77	 0.54716	 0.00011	2,3	N	  0	Sloan	SDSS J151008.25+053513.0
     762	1237655744019956512	227.542915	+05.664413	19.21	 0.07891	 0.00013	2  	Y	  1	Sloan	SDSS J151010.29+053951.8
     763	1237655744019956519	227.549738	+05.684803	19.62	 0.36528	 0.00008	2  	N	  0	Sloan	SDSS J151011.93+054105.2
     764	1237655744019956520	227.547679	+05.684099	20.37	 0.37125	 0.00011	1  	N	  0	Sloan	SDSS J151011.44+054102.7
     765	1237655744019956521	227.544122	+05.619049	20.64	 0.40108	 0.00022	1  	N	  0	Sloan	SDSS J151010.58+053708.5
     766	1237655744019956524	227.546944	+05.674180	20.78	 0.36323	 0.00013	1  	N	  0	Sloan	SDSS J151011.26+054027.0
     767	1237655744019956527	227.547944	+05.656089	21.02	 0.39349	 0.00019	1  	N	  0	Sloan	SDSS J151011.50+053921.9
     768	1237655744019956530	227.550798	+05.677515	19.17	 0.17120	 0.00007	2  	N	  0	Sloan	SDSS J151012.19+054039.0
     769	1237655744019956546	227.546968	+05.580914	20.92	 0.07495	 0.00024	1  	Y	  0	Sloan	SDSS J151011.27+053451.2
     770	1237655744019956547	227.545088	+05.554102	19.73	 0.29192	 0.00006	2  	N	  0	Sloan	SDSS J151010.82+053314.7
     771	1237655744019956567	227.559445	+05.634384	20.79	 0.36946	 0.00011	1  	N	  0	Sloan	SDSS J151014.26+053803.7
     772	1237655744019956572	227.554902	+05.563902	18.81	 0.07646	 0.00013	2  	Y	  1	Sloan	SDSS J151013.17+053350.0
     773	1237655744019956581	227.560866	+05.602495	20.24	 0.36901	 0.00013	1  	N	  0	Sloan	SDSS J151014.60+053608.9
     774	1237655744019956585	227.562621	+05.605335	19.35	 0.07769	 0.00008	2  	Y	  1	Sloan	SDSS J151015.02+053619.2
     775	1237655744019956610	227.565725	+05.557714	20.03	 0.20227	 0.00018	1  	N	  0	Sloan	SDSS J151015.77+053327.7
     776	1237655744019956617	227.566765	+05.539390	21.59	 0.45281	        	4  	N	  0	Sloan	SDSS J151016.02+053221.8
     777	1237655744019956627	227.574367	+05.596970	19.58	 0.21855	 0.00018	2,3	N	  0	Sloan	SDSS J151017.84+053549.0
     778	1237655744019956628	227.572158	+05.595495	20.17	 0.08219	 0.00021	1  	Y	  0	Sloan	SDSS J151017.31+053543.7
     779	1237655744019956643	227.582514	+05.623401	18.89	 0.29163	 0.00008	2  	N	  0	Sloan	SDSS J151019.80+053724.2
     780	1237655744019956795	227.529966	+05.673533	20.55	 0.36685	 0.00019	1  	N	  0	Sloan	SDSS J151007.19+054024.7
     781	1237655744020021272	227.606759	+05.579057	17.89	 0.08025	 0.00007	2  	Y	  1	Sloan	SDSS J151025.62+053444.6
     782	1237655744020021454	227.595463	+05.609126	18.25	 0.07942	 0.00007	2  	Y	  1	Sloan	SDSS J151022.91+053632.8
     783	1237655744020021462	227.595032	+05.550429	16.85	 0.09615	 0.00009	2,3	N	  0	Sloan	SDSS J151022.80+053301.5
     784	1237655744020021510	227.623117	+05.564746	17.42	 0.08294	 0.00006	2,3	Y	  1	Sloan	SDSS J151029.54+053353.0
     785	1237655744020021511	227.625674	+05.566702	18.75	 0.32350	 0.00008	2  	N	  0	Sloan	SDSS J151030.16+053400.1
     786	1237655744020021512	227.625988	+05.568562	20.02	 0.38861	 0.00012	1  	N	  0	Sloan	SDSS J151030.23+053406.8
     787	1237655744020021561	227.639240	+05.537850	17.71	 0.24116	 0.00007	2  	N	  0	Sloan	SDSS J151033.41+053216.2
     788	1237655744020021804	227.589692	+05.539750	20.71	 0.23973	 0.00002	1  	N	  0	Sloan	SDSS J151021.52+053223.1
     789	1237655744020021828	227.642635	+05.541869	20.39	 0.39021	 0.00003	1  	N	  0	Sloan	SDSS J151034.23+053230.7
     790	1237655744020021889	227.583549	+05.592143	20.16	 0.38074	 0.00015	1  	N	  0	Sloan	SDSS J151020.05+053531.7
     791	1237655744020021890	227.583963	+05.590213	20.37	 0.38255	 0.00010	1  	N	  0	Sloan	SDSS J151020.15+053524.7
     792	1237655744020021903	227.588880	+05.607473	20.19	 0.40055	 0.00013	1  	N	  0	Sloan	SDSS J151021.33+053626.9
     793	1237655744020021911	227.586378	+05.555008	19.94	 0.32228	 0.00010	1  	N	  0	Sloan	SDSS J151020.73+053318.0
     794	1237655744020021912	227.585766	+05.557033	20.63	 0.17105	 0.00003	1  	N	  0	Sloan	SDSS J151020.58+053325.3
     795	1237655744020021916	227.588178	+05.568885	20.49	 0.22354	 0.00020	1  	N	  0	Sloan	SDSS J151021.16+053407.9
     796	1237655744020021922	227.593243	+05.605966	19.79	 0.27284	 0.00010	2  	N	  0	Sloan	SDSS J151022.37+053621.4
     797	1237655744020021928	227.590812	+05.554539	20.12	 0.40011	 0.00014	1  	N	  0	Sloan	SDSS J151021.79+053316.3
     798	1237655744020021941	227.596613	+05.576127	19.98	 0.51414	 0.00012	3  	N	  0	Sloan	SDSS J151023.18+053434.0
     799	1237655744020021954	227.597073	+05.566596	18.99	 0.28874	 0.00011	2  	N	  0	Sloan	SDSS J151023.29+053359.7
     800	1237655744020021969	227.599749	+05.548409	21.66	 0.13753	        	4  	N	  0	Sloan	SDSS J151023.93+053254.2
     801	1237655744020021976	227.600708	+05.564762	19.05	 0.51101	 0.00007	3  	N	  0	Sloan	SDSS J151024.16+053353.1
     802	1237655744020021989	227.602086	+05.539956	20.30	 0.45251	 0.00010	1  	N	  0	Sloan	SDSS J151024.50+053223.8
     803	1237655744020021998	227.608331	+05.595905	20.22	 0.52999	 0.00007	1  	N	  0	Sloan	SDSS J151025.99+053545.2
     804	1237655744020022000	227.609828	+05.591989	20.21	 0.51243	 0.00016	1  	N	  0	Sloan	SDSS J151026.35+053531.1
     805	1237655744020022002	227.610065	+05.586578	20.24	 0.08259	 0.00020	1  	Y	  0	Sloan	SDSS J151026.41+053511.6
     806	1237655744020022073	227.631625	+05.574400	19.08	 0.32377	 0.00014	1  	N	  0	Sloan	SDSS J151031.58+053427.8
     807	1237655744020022127	227.647445	+05.569203	19.96	 0.17299	 0.00005	1  	N	  0	Sloan	SDSS J151035.38+053409.1
     808	1237655744020022169	227.657986	+05.537631	20.88	 0.36561	 0.00018	1  	N	  0	Sloan	SDSS J151037.91+053215.4
     809	1237655744020022211	227.668916	+05.530717	19.88	 0.27607	 0.00013	1  	N	  0	Sloan	SDSS J151040.53+053150.5
     810	1237655744020022235	227.676742	+05.542341	20.08	 0.25190	 0.00019	1  	N	  0	Sloan	SDSS J151042.41+053232.4
     811	1237655744020022237	227.679875	+05.558521	19.48	 0.07464	 0.00002	2  	Y	  1	Sloan	SDSS J151043.17+053330.6
     812	1237655744020022246	227.680960	+05.551805	20.70	 0.08414	 0.00013	1  	Y	  0	Sloan	SDSS J151043.43+053306.4
     813	1237655744020022276	227.692305	+05.559853	19.31	 0.08201	 0.00016	1  	Y	  0	Sloan	SDSS J151046.15+053335.4
     814	1237655744020022314	227.699125	+05.528841	20.98	 0.53218	 0.00011	1  	N	  0	Sloan	SDSS J151047.78+053143.8
     815	1237655744020022361	227.714937	+05.534447	20.11	 0.32400	 0.00019	1  	N	  0	Sloan	SDSS J151051.58+053204.0
     816	1237655744020022362	227.713741	+05.532840	20.81	 0.53186	 0.00019	1  	N	  0	Sloan	SDSS J151051.29+053158.2
     817	1237655744020022375	227.718346	+05.551590	19.77	 0.23969	 0.00010	1  	N	  0	Sloan	SDSS J151052.40+053305.7
     818	1237655744020022378	227.716074	+05.526727	20.71	 0.32238	 0.00029	1  	N	  0	Sloan	SDSS J151051.85+053136.2
     819	1237655744020022381	227.717899	+05.541052	19.41	 0.25119	 0.00011	1  	N	  0	Sloan	SDSS J151052.29+053227.7
     820	1237655744020022395	227.721365	+05.529971	18.88	 0.08369	 0.00013	2  	Y	  1	Sloan	SDSS J151053.12+053147.8
     821	1237655744020087049	227.781084	+05.549908	15.83	 0.08505	 0.00009	2,3	N	  1	Sloan	SDSS J151107.46+053259.6
     822	1237655744020087050	227.778112	+05.554517	19.12	 0.07923	 0.00011	1  	Y	  0	Sloan	SDSS J151106.74+053316.2
     823	1237655744020087081	227.788469	+05.519667	16.98	 0.08339	 0.00012	2,3	Y	  1	Sloan	SDSS J151109.23+053110.8
     824	1237655744020087082	227.790452	+05.519958	19.35	 0.26565	 0.00010	2  	N	  0	Sloan	SDSS J151109.70+053111.8
     825	1237655744020087123	227.813543	+05.551786	19.02	 0.09952	 0.00009	2  	N	  0	Sloan	SDSS J151115.25+053306.4
     826	1237655744020087195	227.845552	+05.518841	16.98	 0.07496	 0.00009	2,3	Y	  1	Sloan	SDSS J151122.93+053107.8
     827	1237655744020087229	227.861644	+05.552669	20.30	 0.36646	 0.00012	1  	N	  0	Sloan	SDSS J151126.79+053309.6
     828	1237655744020087234	227.860980	+05.517902	16.98	 0.09515	 0.00010	2,3	N	  0	Sloan	SDSS J151126.63+053104.4
     829	1237655744020087276	227.802641	+05.551434	20.23	 0.39190	 0.00010	1  	N	  0	Sloan	SDSS J151112.63+053305.1
     830	1237655744020087368	227.835919	+05.538551	20.05	 0.09477	 0.00003	1  	N	  0	Sloan	SDSS J151120.62+053218.7
     831	1237655744020087376	227.850998	+05.569547	19.86	 0.08344	 0.00002	2  	Y	  1	Sloan	SDSS J151124.23+053410.3
     832	1237655744020087426	227.729572	+05.540112	20.56	 0.36691	 0.00021	1  	N	  0	Sloan	SDSS J151055.09+053224.4
     833	1237655744020087592	227.774912	+05.543193	20.36	 0.55258	 0.00020	1  	N	  0	Sloan	SDSS J151105.97+053235.4
     834	1237655744020087635	227.793676	+05.552904	19.20	 0.07843	 0.00011	2  	Y	  1	Sloan	SDSS J151110.48+053310.4
     835	1237655744020087662	227.800154	+05.558175	19.05	 0.08009	 0.00012	2  	Y	  1	Sloan	SDSS J151112.03+053329.4
     836	1237655744020087672	227.804253	+05.560975	20.93	 0.71466	 0.00010	1  	N	  0	Sloan	SDSS J151113.02+053339.5
     837	1237655744020087680	227.808103	+05.561003	19.71	 0.09468	 0.00002	2  	N	  0	Sloan	SDSS J151113.94+053339.6
     838	1237655744020087721	227.817536	+05.521602	20.29	 0.43440	 0.00012	1  	N	  0	Sloan	SDSS J151116.20+053117.7
     839	1237655744020087739	227.822562	+05.522660	20.78	 0.43446	 0.00017	1  	N	  0	Sloan	SDSS J151117.41+053121.5
     840	1237655744020087754	227.827927	+05.531485	20.84	 0.54776	 0.00024	1  	N	  0	Sloan	SDSS J151118.70+053153.3
     841	1237655744020087776	227.836584	+05.547064	19.61	 0.07494	 0.00028	2  	Y	  1	Sloan	SDSS J151120.78+053249.4
     842	1237655744020087795	227.847720	+05.554035	20.71	 0.36568	 0.00022	1  	N	  0	Sloan	SDSS J151123.45+053314.5
     843	1237655744020087798	227.849630	+05.563572	20.52	 0.29977	 0.00008	1  	N	  0	Sloan	SDSS J151123.91+053348.8
     844	1237655744020087805	227.852822	+05.578080	20.60	 0.22871	 0.00020	1  	N	  0	Sloan	SDSS J151124.67+053441.0
     845	1237655744020087822	227.853563	+05.525721	20.04	 0.07777	 0.00021	1  	Y	  0	Sloan	SDSS J151124.85+053132.5
     846	1237655744020087841	227.862561	+05.549890	20.56	 0.22145	 0.00033	1  	N	  0	Sloan	SDSS J151127.01+053259.6
     847	1237655744020087846	227.860865	+05.543580	19.77	 0.12032	 0.00005	2  	N	  0	Sloan	SDSS J151126.60+053236.8
     848	1237655744020087861	227.866205	+05.528973	21.04	 0.49136	        	4  	N	  0	Sloan	SDSS J151127.88+053144.3
     849	1237655744020087864	227.871252	+05.575976	20.29	 0.11964	 0.00004	1  	N	  0	Sloan	SDSS J151129.10+053433.5
     850	1237655744020087866	227.870329	+05.542404	19.08	 0.29821	 0.00008	2  	N	  0	Sloan	SDSS J151128.87+053232.6
     851	1237655744020087874	227.875346	+05.598154	20.36	 0.22629	 0.00014	1  	N	  0	Sloan	SDSS J151130.08+053553.3
     852	1237655744020087887	227.875062	+05.540660	19.88	 0.22182	 0.00006	2  	N	  0	Sloan	SDSS J151130.01+053226.3
     853	1237655744020087889	227.879564	+05.593409	19.81	 0.22769	 0.00008	2  	N	  0	Sloan	SDSS J151131.09+053536.2
     854	1237655744020087897	227.880017	+05.569758	18.94	 0.29901	 0.00011	2  	N	  0	Sloan	SDSS J151131.20+053411.1
     855	1237655744020152369	227.921989	+05.555551	19.82	 0.16996	 0.00003	1  	N	  0	Sloan	SDSS J151141.27+053319.9
     856	1237655744020152427	227.886123	+05.603220	17.57	 0.22407	 0.00008	2,3	N	  0	Sloan	SDSS J151132.66+053611.5
     857	1237655744020152431	227.887877	+05.563713	15.57	 0.07354	 0.00005	2,3	Y	  1	Sloan	SDSS J151133.09+053349.3
     858	1237655744020152461	227.899724	+05.564534	16.55	 0.08309	 0.00002	3  	Y	  0	Sloan	SDSS J151135.93+053352.3
     859	1237655744020152471	227.918271	+05.615252	17.76	 0.16994	 0.00008	2  	N	  0	Sloan	SDSS J151140.38+053654.9
     860	1237655744020152475	227.920282	+05.635632	17.83	 0.09096	 0.00013	2  	N	  0	Sloan	SDSS J151140.86+053808.2
     861	1237655744020152501	227.930822	+05.602578	18.28	 0.07992	 0.00002	1  	Y	  0	Sloan	SDSS J151143.39+053609.2
     862	1237655744020152502	227.930176	+05.605686	19.02	 0.14642	 0.00010	1  	N	  0	Sloan	SDSS J151143.24+053620.4
     863	1237655744020152503	227.929242	+05.601151	19.03	 0.22229	 0.00011	1  	N	  0	Sloan	SDSS J151143.01+053604.1
     864	1237655744020152507	227.937383	+05.657770	18.01	 0.07806	 0.00012	2  	Y	  1	Sloan	SDSS J151144.97+053927.9
     865	1237655744020152521	227.938133	+05.586223	18.29	 0.08437	 0.00008	2  	Y	  1	Sloan	SDSS J151145.15+053510.4
     866	1237655744020152522	227.938216	+05.584596	19.39	 0.22519	 0.00008	1  	N	  0	Sloan	SDSS J151145.17+053504.5
     867	1237655744020152526	227.943856	+05.604311	17.34	 0.07229	 0.00011	2,3	N	  1	Sloan	SDSS J151146.52+053615.5
     868	1237655744020152528	227.946497	+05.605634	18.39	 0.07409	 0.00010	1  	Y	  0	Sloan	SDSS J151147.15+053620.2
     869	1237655744020152534	227.960903	+05.687273	20.60	 0.67820	 0.00008	1  	N	  0	Sloan	SDSS J151150.61+054114.1
     870	1237655744020152537	227.954688	+05.640496	17.57	 0.07772	 0.00007	2,3	Y	  1	Sloan	SDSS J151149.12+053825.7
     871	1237655744020152541	227.954578	+05.592818	16.48	 0.05253	 0.00001	3  	N	  0	Sloan	SDSS J151149.09+053534.1
     872	1237655744020152546	227.963605	+05.675673	18.64	 0.07529	 0.00007	1  	Y	  0	Sloan	SDSS J151151.26+054032.4
     873	1237655744020152573	227.979003	+05.663474	19.59	 0.29821	 0.00019	1  	N	  0	Sloan	SDSS J151154.96+053948.5
     874	1237655744020152579	227.980017	+05.638158	15.00	 0.05148	 0.00009	2,3	N	  0	Sloan	SDSS J151155.20+053817.3
     875	1237655744020152580	227.993311	+05.638588	19.48	 0.22398	 0.00017	1  	N	  0	Sloan	SDSS J151158.39+053818.9
     876	1237655744020152677	228.006872	+05.692362	16.44	 0.07104	 0.00009	2,3	N	  1	Sloan	SDSS J151201.64+054132.5
     877	1237655744020152678	228.005323	+05.691422	20.87	 0.13956	 0.00002	1,2	N	  0	Sloan	SDSS J151201.27+054129.1
     878	1237655744020152692	228.013479	+05.673588	19.18	 0.26307	 0.00013	1  	N	  0	Sloan	SDSS J151203.23+054024.9
     879	1237655744020152738	227.885071	+05.576665	17.86	 0.29779	 0.00009	2,3	N	  0	Sloan	SDSS J151132.41+053435.9
     880	1237655744020152746	227.904446	+05.617071	18.39	 0.22262	 0.00011	2  	N	  0	Sloan	SDSS J151137.06+053701.4
     881	1237655744020152749	227.902867	+05.596698	18.23	 0.22155	 0.00012	2  	N	  0	Sloan	SDSS J151136.68+053548.1
     882	1237655744020152756	227.906664	+05.573879	18.44	 0.22415	 0.00011	1  	N	  0	Sloan	SDSS J151137.59+053425.9
     883	1237655744020152757	227.908088	+05.573392	20.89	 0.36698	 0.00013	1  	N	  0	Sloan	SDSS J151137.94+053424.2
     884	1237655744020152768	227.965700	+05.616707	18.65	 0.26912	 0.00007	1  	N	  0	Sloan	SDSS J151151.76+053700.1
     885	1237655744020152769	227.963249	+05.614685	20.55	 0.08180	 0.00008	1  	Y	  0	Sloan	SDSS J151151.17+053652.8
     886	1237655744020152770	227.975749	+05.647346	18.54	 0.29846	 0.00005	3  	N	  0	Sloan	SDSS J151154.17+053850.4
     887	1237655744020152772	227.979817	+05.603380	18.59	 0.22205	 0.00008	1  	N	  0	Sloan	SDSS J151155.15+053612.1
     888	1237655744020152775	228.005021	+05.663445	18.15	 0.17114	 0.00009	2  	N	  0	Sloan	SDSS J151201.20+053948.4
     889	1237655744020152824	227.919559	+05.602822	18.73	 0.22297	 0.00015	1  	N	  0	Sloan	SDSS J151140.69+053610.1
     890	1237655744020152827	227.923706	+05.618326	19.14	 0.22149	 0.00012	1  	N	  0	Sloan	SDSS J151141.68+053705.9
     891	1237655744020152835	227.955733	+05.656016	18.80	 0.26949	 0.00006	1,2	N	  0	Sloan	SDSS J151149.37+053921.6
     892	1237655744020152838	227.961954	+05.711085	19.54	 0.04032	 0.00002	2  	N	  0	Sloan	SDSS J151150.86+054239.9
     893	1237655744020152842	227.972210	+05.612747	19.33	 0.22197	 0.00003	1  	N	  0	Sloan	SDSS J151153.33+053645.8
     894	1237655744020152852	227.993556	+05.676312	19.81	 0.07578	 0.00002	1  	Y	  0	Sloan	SDSS J151158.45+054034.7
     895	1237655744020152895	227.882359	+05.578681	21.37	 0.70030	        	4  	N	  0	Sloan	SDSS J151131.76+053443.2
     896	1237655744020152914	227.890116	+05.592140	19.47	 0.29801	 0.00009	2  	N	  0	Sloan	SDSS J151133.62+053531.7
     897	1237655744020152915	227.890912	+05.590889	20.73	 0.47663	 0.00012	1  	N	  0	Sloan	SDSS J151133.81+053527.2
     898	1237655744020152923	227.895948	+05.615588	20.01	 0.23035	 0.00017	1  	N	  0	Sloan	SDSS J151135.02+053656.1
     899	1237655744020152926	227.900581	+05.622435	19.06	 0.22493	 0.00009	2  	N	  0	Sloan	SDSS J151136.13+053720.7
     900	1237655744020152933	227.892470	+05.543680	20.08	 0.27202	 0.00012	1  	N	  0	Sloan	SDSS J151134.19+053237.2
     901	1237655744020152934	227.895410	+05.569229	19.86	 0.25337	 0.00015	2  	N	  0	Sloan	SDSS J151134.89+053409.2
     902	1237655744020152954	227.908101	+05.628192	18.99	 0.22878	 0.00010	1  	N	  0	Sloan	SDSS J151137.94+053741.4
     903	1237655744020152989	227.914286	+05.571750	20.21	 0.36682	 0.00024	1  	N	  0	Sloan	SDSS J151139.42+053418.3
     904	1237655744020153003	227.921831	+05.622166	20.63	 0.22956	 0.00014	1  	N	  0	Sloan	SDSS J151141.23+053719.7
     905	1237655744020153017	227.929424	+05.658072	19.56	 0.36350	 0.00009	2  	N	  0	Sloan	SDSS J151143.06+053929.0
     906	1237655744020153018	227.924942	+05.601274	19.38	 0.22874	 0.00013	1  	N	  0	Sloan	SDSS J151141.98+053604.5
     907	1237655744020153025	227.928432	+05.618182	20.38	 0.07610	 0.00019	1  	Y	  0	Sloan	SDSS J151142.82+053705.4
     908	1237655744020153026	227.929152	+05.621541	19.01	 0.22250	 0.00010	1  	N	  0	Sloan	SDSS J151142.99+053717.5
     909	1237655744020153027	227.925212	+05.578802	19.97	 0.29204	 0.00013	1  	N	  0	Sloan	SDSS J151142.05+053443.6
     910	1237655744020153028	227.932801	+05.663579	20.53	 0.41185	 0.00009	1  	N	  0	Sloan	SDSS J151143.87+053948.8
     911	1237655744020153030	227.933702	+05.670826	20.75	 0.09050	 0.00003	1  	N	  0	Sloan	SDSS J151144.08+054014.9
     912	1237655744020153036	227.927919	+05.581437	19.94	 0.22244	 0.00005	1  	N	  0	Sloan	SDSS J151142.70+053453.1
     913	1237655744020153042	227.932417	+05.626964	20.77	 0.55298	 0.00017	1  	N	  0	Sloan	SDSS J151143.78+053737.0
     914	1237655744020153052	227.931092	+05.562205	19.92	 0.47626	 0.00012	3  	N	  0	Sloan	SDSS J151143.46+053343.9
     915	1237655744020153060	227.936469	+05.616190	19.17	 0.07363	 0.00008	1  	Y	  0	Sloan	SDSS J151144.75+053658.2
     916	1237655744020153072	227.944905	+05.692307	20.65	 0.41163	 0.00021	1  	N	  0	Sloan	SDSS J151146.77+054132.3
     917	1237655744020153089	227.946643	+05.638779	21.42	 0.55304	        	4  	N	  0	Sloan	SDSS J151147.19+053819.6
     918	1237655744020153098	227.952166	+05.681111	20.13	 0.22786	 0.00024	1  	N	  0	Sloan	SDSS J151148.51+054051.9
     919	1237655744020153111	227.945273	+05.576086	20.80	 0.29747	 0.00014	1  	N	  0	Sloan	SDSS J151146.86+053433.9
     920	1237655744020153113	227.957245	+05.701235	20.33	 0.39530	 0.00010	1  	N	  0	Sloan	SDSS J151149.73+054204.4
     921	1237655744020153115	227.950781	+05.622615	20.43	 0.51562	 0.00008	1  	N	  0	Sloan	SDSS J151148.18+053721.4
     922	1237655744020153126	227.956401	+05.615387	20.53	 0.51458	 0.00027	1  	N	  0	Sloan	SDSS J151149.53+053655.3
     923	1237655744020153144	227.961424	+05.601981	20.26	 0.22184	 0.00008	1  	N	  0	Sloan	SDSS J151150.74+053607.1
     924	1237655744020153145	227.961732	+05.592484	19.89	 0.44455	 0.00013	1  	N	  0	Sloan	SDSS J151150.81+053532.9
     925	1237655744020153153	227.966216	+05.606605	19.58	 0.20470	 0.00003	1  	N	  0	Sloan	SDSS J151151.89+053623.7
     926	1237655744020153162	227.972509	+05.681697	20.83	 0.46317	 0.00014	1  	N	  0	Sloan	SDSS J151153.40+054054.1
     927	1237655744020153176	227.966458	+05.581006	20.44	 0.36275	 0.00011	1  	N	  0	Sloan	SDSS J151151.94+053451.6
     928	1237655744020153218	227.990775	+05.660157	19.64	 0.14306	 0.00002	1  	N	  0	Sloan	SDSS J151157.78+053936.5
     929	1237655744020153223	227.993460	+05.663726	20.54	 0.14291	 0.00003	1  	N	  0	Sloan	SDSS J151158.43+053949.4
     930	1237655744020153234	227.999947	+05.687802	20.14	 0.13987	 0.00013	1  	N	  0	Sloan	SDSS J151159.98+054116.0
     931	1237655744020153255	228.008458	+05.700501	21.32	 0.95879	        	4  	N	  0	Sloan	SDSS J151202.02+054201.8
     932	1237655744020153297	228.021048	+05.698227	19.76	 0.52189	 0.00011	3  	N	  0	Sloan	SDSS J151205.05+054153.6
     933	1237655744020153320	228.027657	+05.704883	19.80	 0.38973	 0.00014	1  	N	  0	Sloan	SDSS J151206.63+054217.5
     934	1237655744556826939	227.577113	+05.974726	16.93	 0.07565	 0.00011	2,3	Y	  1	Sloan	SDSS J151018.50+055829.0
     935	1237655744556826962	227.593355	+05.967019	18.36	 0.18836	 0.00002	2,3	N	  0	Sloan	SDSS J151022.40+055801.2
     936	1237655744556826966	227.604309	+06.000893	17.37	 0.08061	 0.00008	2  	Y	  1	Sloan	SDSS J151025.03+060003.2
     937	1237655744556826980	227.610607	+06.006674	15.83	 0.07710	 0.00006	2,3	Y	  1	Sloan	SDSS J151026.54+060024.0
     938	1237655744556827072	227.574226	+05.962016	18.28	 0.21001	 0.00009	2  	N	  0	Sloan	SDSS J151017.81+055743.2
     939	1237655744556827156	227.589136	+05.961782	20.78	 0.19237	 0.00004	1  	N	  0	Sloan	SDSS J151021.39+055742.4
     940	1237655744556827475	227.561364	+05.967647	18.99	 0.29828	 0.00012	2  	N	  0	Sloan	SDSS J151014.72+055803.5
     941	1237655744556827476	227.559737	+05.969935	19.97	 0.07449	 0.00003	1  	Y	  0	Sloan	SDSS J151014.33+055811.7
     942	1237655744556827480	227.566431	+05.989504	20.86	 0.35893	 0.00018	1  	N	  0	Sloan	SDSS J151015.94+055922.2
     943	1237655744556827505	227.573666	+05.964900	20.75	 0.31449	 0.00004	1  	N	  0	Sloan	SDSS J151017.67+055753.6
     944	1237655744556827537	227.586545	+05.993774	19.32	 0.07794	 0.00023	2  	Y	  0	Sloan	SDSS J151020.77+055937.5
     945	1237655744556827538	227.584484	+05.993483	20.63	 0.05166	 0.00002	1  	N	  0	Sloan	SDSS J151020.27+055936.5
     946	1237655744556827606	227.604072	+05.965930	19.51	 0.18830	 0.00013	2  	N	  0	Sloan	SDSS J151024.97+055757.3
     947	1237655744556827608	227.608746	+06.016682	20.62	 0.39267	 0.00007	1  	N	  0	Sloan	SDSS J151026.09+060100.0
