#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:25:46 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:25:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/224/33/table2&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22240033
#Name: J/ApJS/224/33
#Title: CLASH-VLT: the FF cluster MACS J0416.1-2403 (Balestra+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	creator=Balestra I.	    First author or institution
#INFO	cites=bibcode:2016ApJS..224...33B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/224/33	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22240033	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_224_33_table2:
#Name: J/ApJS/224/33/table2
#Title: CLASH-VLT spectroscopic redshift catalog of MACS J0416.1-2403
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A16)	CLASHVLT identifier (JHHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[63.8/64.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-24.3/-23.8] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0/4.2] Spectroscopic redshift	[ucd=src.redshift]
#Column	q_z	(I1)	[2/9] Quality flag on z (1)	[ucd=meta.code.qual;src.redshift]
#Column	r_z	(I1)	[1/5] Reference code for z (2)	[ucd=meta.ref;pos.frame]
#Column	Rmag	(F5.2)	[15.2/25.7]? Subaru/Suprime Cam Kron R-band AB magnitude	[ucd=phot.mag;em.opt.R]
#Column	f_ID	(A3)	Flag(s) on ID (3)	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	z	q_z	r_z	Rmag	f_ID	Simbad
    1089	J041615.1-241010	064.062834	-24.169529	 0.4348	3	1	22.81	   	Simbad
    1090	J041704.2-240805	064.267541	-24.134956	 0.1402	3	1	16.95	   	Simbad
    1091	J041625.8-241013	064.107605	-24.170302	 0.2328	3	1	24.12	   	Simbad
    1092	J041534.0-241006	063.891847	-24.168340	 0.5695	3	1	22.68	   	Simbad
    1093	J041625.8-241011	064.107624	-24.169956	 0.2328	2	1	23.89	   	Simbad
    1094	J041615.5-240941	064.064643	-24.161559	 0.0801	3	1	20.71	   	Simbad
    1095	J041610.7-240951	064.044378	-24.164194	 0.3456	3	1	19.71	R  	Simbad
    1096	J041546.1-241003	063.941987	-24.167651	 0.3816	3	1	20.70	   	Simbad
    1097	J041613.5-240959	064.056348	-24.166478	 0.4337	3	3	22.49	   	Simbad
    1098	J041641.2-241008	064.171465	-24.169070	 0.6248	3	2	23.52	   	Simbad
    1099	J041532.7-241001	063.886105	-24.167159	 0.4199	3	1	21.67	   	Simbad
    1100	J041620.1-241007	064.083577	-24.168858	 1.3647	3	1	23.16	1,R	Simbad
    1101	J041646.9-241003	064.195293	-24.167529	 0.3050	3	1	22.21	   	Simbad
    1102	J041515.4-240958	063.814340	-24.166230	 0.5852	3	2	20.82	   	Simbad
    1103	J041611.0-240953	064.045700	-24.164915	 0.3462	3	1	21.25	   	Simbad
    1104	J041605.0-240959	064.020637	-24.166633	 0.2998	3	1	21.64	   	Simbad
    1105	J041531.2-241004	063.880091	-24.167914	 0.5688	3	1	23.52	   	Simbad
    1106	J041519.9-240953	063.832889	-24.164984	 0.3970	3	1	20.96	   	Simbad
    1107	J041519.0-240938	063.829138	-24.160593	 0.5378	3	3	20.10	   	Simbad
    1108	J041658.9-241001	064.245430	-24.167154	 1.1940	2	1	23.21	   	Simbad
    1109	J041513.3-241005	063.805410	-24.168157	 0.5489	9	1	24.07	   	Simbad
    1110	J041519.4-241001	063.830773	-24.166976	 0.3034	3	1	22.43	   	Simbad
    1111	J041542.5-240953	063.927177	-24.164782	 0.1287	3	1	20.40	   	Simbad
    1112	J041604.1-240953	064.016994	-24.164962	 0.3051	3	1	21.85	   	Simbad
    1113	J041621.6-240959	064.090169	-24.166424	 0.6406	3	2	23.66	   	Simbad
    1114	J041606.5-240953	064.027083	-24.164941	 0.5506	3	1	21.43	   	Simbad
    1115	J041619.3-241001	064.080416	-24.167153	 0.3897	3	1	22.61	   	Simbad
    1116	J041546.9-240940	063.945545	-24.161317	 0.1668	3	1	18.60	R  	Simbad
    1117	J041635.9-240956	064.149419	-24.165788	 0.3413	3	1	21.43	   	Simbad
    1118	J041556.1-241001	063.983887	-24.167164	 0.2711	2	1	23.29	   	Simbad
    1119	J041525.4-240944	063.855847	-24.162375	 0.2339	2	1	22.30	R  	Simbad
    1120	J041528.1-240939	063.866946	-24.160924	 0.4213	3	1	20.23	   	Simbad
    1121	J041521.2-240956	063.838145	-24.165597	 0.2977	3	1	21.89	   	Simbad
    1122	J041626.8-240958	064.111738	-24.166307	 0.7030	3	1	22.49	   	Simbad
    1123	J041551.2-240957	063.963448	-24.165885	 0.5691	2	1	22.01	1  	Simbad
    1124	J041614.1-241001	064.058599	-24.167152	 0.5501	3	1	23.43	   	Simbad
    1125	J041633.0-240945	064.137570	-24.162757	 0.4858	3	1	20.33	   	Simbad
    1126	J041605.9-240953	064.024575	-24.164743	 0.1370	3	1	21.85	   	Simbad
    1127	J041623.3-240943	064.097235	-24.162159	 0.4208	3	1	20.91	   	Simbad
    1128	J041541.0-240953	063.920851	-24.164754	 0.5729	3	1	20.87	   	Simbad
    1129	J041622.8-240956	064.094904	-24.165580	 0.4468	2	1	22.56	   	Simbad
    1130	J041652.8-240947	064.219801	-24.163287	 0.1406	3	1	21.09	   	Simbad
    1131	J041602.7-240956	064.011156	-24.165628	 0.3547	3	1	22.36	   	Simbad
    1132	J041551.0-240952	063.962489	-24.164580	 0.7625	9	1	23.15	   	Simbad
    1133	J041519.0-240947	063.829170	-24.163269	 0.3989	3	1	21.01	   	Simbad
    1134	J041547.2-240943	063.946746	-24.162083	 0.1653	3	1	21.70	   	Simbad
    1135	J041637.8-240942	064.157407	-24.161790	 0.5504	2	1	20.80	   	Simbad
    1136	J041517.1-240951	063.821070	-24.164182	 0.1675	3	2	21.14	   	Simbad
    1137	J041626.4-240951	064.110086	-24.164389	 0.7037	3	2	22.48	   	Simbad
    1138	J041603.3-240954	064.013706	-24.165077	 0.5930	2	2	23.96	   	Simbad
    1139	J041626.8-240950	064.111863	-24.164161	 0.4243	2	1	23.12	   	Simbad
    1140	J041657.4-240950	064.239244	-24.164043	 0.2701	2	1	23.21	   	Simbad
    1141	J041637.9-240952	064.157914	-24.164516	 0.4955	3	1	22.68	   	Simbad
    1142	J041638.3-240942	064.159493	-24.161859	 0.4859	3	2	21.62	   	Simbad
    1143	J041611.8-240952	064.049295	-24.164713	 0.5498	3	2	23.85	   	Simbad
    1144	J041547.7-240935	063.948734	-24.159857	 0.4213	3	1	20.05	   	Simbad
    1145	J041549.7-240948	063.957066	-24.163459	 0.5814	3	2	22.15	   	Simbad
    1146	J041522.7-240939	063.844390	-24.160973	 0.3019	3	1	22.08	   	Simbad
    1147	J041659.6-240941	064.248505	-24.161659	 0.0985	2	1	22.40	   	Simbad
    1148	J041639.9-240951	064.166423	-24.164286	 0.5514	3	2	22.90	   	Simbad
    1149	J041702.3-240949	064.259473	-24.163745	 0.7337	3	1	23.37	   	Simbad
    1150	J041513.3-240939	063.805357	-24.160896	 0.0000	3	1	18.43	   	Simbad
    1151	J041608.7-240947	064.036431	-24.163271	 0.6149	3	1	22.91	   	Simbad
    1152	J041609.6-240937	064.040136	-24.160554	 0.2993	3	1	20.80	   	Simbad
    1153	J041613.3-240944	064.055379	-24.162471	 0.4328	2	1	22.33	   	Simbad
    1154	J041604.3-240949	064.018090	-24.163634	 0.3013	3	1	23.59	   	Simbad
    1155	J041610.9-240948	064.045252	-24.163531	 0.4607	3	2	22.70	   	Simbad
    1156	J041621.8-240949	064.090907	-24.163668	 0.4502	3	1	23.48	   	Simbad
    1157	J041640.2-240932	064.167328	-24.159065	 0.3782	3	1	21.22	   	Simbad
    1158	J041702.2-240950	064.259318	-24.164042	 0.7311	3	1	24.27	   	Simbad
    1159	J041702.8-240930	064.261605	-24.158454	 0.0640	3	1	19.38	   	Simbad
    1160	J041628.4-240938	064.118213	-24.160651	 0.3977	3	1	20.89	   	Simbad
    1161	J041520.7-240949	063.836212	-24.163688	 0.4546	3	1	24.30	   	Simbad
    1162	J041633.9-240945	064.141215	-24.162653	 0.5516	3	1	23.26	   	Simbad
    1163	J041517.5-240938	063.823024	-24.160581	 0.3026	3	1	21.16	   	Simbad
    1164	J041608.7-240942	064.036053	-24.161818	 0.0000	3	1	21.50	   	Simbad
    1165	J041619.5-240939	064.081047	-24.160853	 0.3898	3	3	21.08	   	Simbad
    1166	J041620.7-240946	064.086347	-24.163028	 0.3861	3	1	23.06	   	Simbad
    1167	J041644.1-240942	064.183579	-24.161698	 0.3120	3	1	22.84	   	Simbad
    1168	J041545.6-240946	063.939903	-24.162943	 0.2666	3	1	23.11	   	Simbad
    1169	J041518.1-240943	063.825591	-24.162196	 0.3042	3	3	23.11	   	Simbad
    1170	J041557.9-240947	063.991395	-24.163071	 0.4402	3	1	24.06	   	Simbad
    1171	J041629.3-240943	064.122232	-24.162037	 0.5887	3	1	23.74	   	Simbad
    1172	J041629.3-240944	064.121897	-24.162473	 0.6866	3	2	24.21	   	Simbad
    1173	J041548.7-240943	063.953086	-24.162116	 0.3959	2	1	22.82	   	Simbad
    1174	J041535.2-240943	063.896747	-24.162199	 0.5012	2	1	23.93	   	Simbad
    1175	J041536.2-240923	063.900909	-24.156423	 0.3978	3	3	20.88	   	Simbad
    1176	J041528.0-240940	063.866503	-24.161343	 0.4210	3	1	21.78	   	Simbad
    1177	J041637.9-240939	064.157992	-24.161040	 0.5498	3	1	21.92	   	Simbad
    1178	J041546.0-240934	063.941800	-24.159636	 0.4471	3	1	20.98	   	Simbad
    1179	J041613.0-240929	064.054068	-24.158121	 0.2469	3	1	21.08	   	Simbad
    1180	J041636.2-240925	064.150899	-24.157172	 0.2682	3	1	19.33	R  	Simbad
    1181	J041544.2-240933	063.934070	-24.159424	 0.4467	3	1	21.72	   	Simbad
    1182	J041602.1-240914	064.008920	-24.154083	 0.5107	3	1	19.84	   	Simbad
    1183	J041630.5-240941	064.127064	-24.161405	 0.7046	3	1	23.43	   	Simbad
    1184	J041630.1-240932	064.125419	-24.159121	 0.5640	3	2	22.41	   	Simbad
    1185	J041607.2-240922	064.030070	-24.156288	 0.3040	3	1	20.59	   	Simbad
    1186	J041649.6-240939	064.206856	-24.161021	 0.5144	9	1	23.79	   	Simbad
    1187	J041533.5-240933	063.889405	-24.159372	 0.6652	3	1	22.21	   	Simbad
    1188	J041515.3-240933	063.813882	-24.159266	 0.3258	3	1	20.72	   	Simbad
    1189	J041524.3-240926	063.851342	-24.157361	 0.6324	3	1	20.97	   	Simbad
    1190	J041537.9-240939	063.907945	-24.160911	 0.5119	9	1	23.40	   	Simbad
    1191	J041555.0-240934	063.979083	-24.159585	 0.4331	3	2	22.72	   	Simbad
    1192	J041515.2-240932	063.813404	-24.158977	 0.3257	3	3	21.35	   	Simbad
    1193	J041536.4-240936	063.901627	-24.160175	 0.6427	3	1	23.05	   	Simbad
    1194	J041625.7-240937	064.107158	-24.160417	 0.5653	3	1	23.53	   	Simbad
    1195	J041636.6-240936	064.152697	-24.160025	 0.3061	3	1	23.47	   	Simbad
    1196	J041653.9-240926	064.224769	-24.157333	 0.6846	3	1	22.76	   	Simbad
    1197	J041703.9-240933	064.266167	-24.159359	 0.3252	2	1	23.71	   	Simbad
    1198	J041530.4-240930	063.876829	-24.158544	 0.5954	3	1	21.81	   	Simbad
    1199	J041528.3-240904	063.867718	-24.151222	 0.4216	3	1	19.67	   	Simbad
    1200	J041601.4-240926	064.005730	-24.157445	 0.3035	3	1	22.19	   	Simbad
    1201	J041655.3-240929	064.230512	-24.158237	 0.6838	3	1	22.51	   	Simbad
    1202	J041522.3-240920	063.843077	-24.155822	 0.3815	3	1	20.38	   	Simbad
    1203	J041535.7-240923	063.898792	-24.156584	 0.3457	3	1	21.11	   	Simbad
    1204	J041545.9-240926	063.941380	-24.157280	 0.4627	3	1	21.81	   	Simbad
    1205	J041634.8-240918	064.144853	-24.155273	 0.4211	3	1	20.48	   	Simbad
    1206	J041643.9-240900	064.182816	-24.150015	 0.3442	3	1	21.62	   	Simbad
    1207	J041613.0-240921	064.054052	-24.156074	 0.0000	2	1	22.33	   	Simbad
    1208	J041554.3-240925	063.976075	-24.156969	 0.5685	3	2	22.18	   	Simbad
    1209	J041625.6-240927	064.106786	-24.157554	 0.4370	9	2	23.64	   	Simbad
    1210	J041518.3-240922	063.826354	-24.156121	 0.4003	3	1	21.32	   	Simbad
    1211	J041610.5-240921	064.043672	-24.156007	 0.3321	3	1	22.95	   	Simbad
    1212	J041608.8-240925	064.036819	-24.157175	 2.1915	3	3	23.87	1  	Simbad
    1213	J041607.9-240924	064.032995	-24.156889	 0.6122	9	1	22.80	   	Simbad
    1214	J041524.4-240909	063.851815	-24.152641	 0.3139	3	1	19.73	   	Simbad
    1215	J041643.1-240921	064.179773	-24.155911	 0.3320	3	1	23.30	   	Simbad
    1216	J041556.0-240919	063.983435	-24.155437	 0.5620	3	1	21.45	   	Simbad
    1217	J041512.6-240924	063.802703	-24.156778	 0.4043	3	1	22.71	   	Simbad
    1218	J041643.5-240924	064.181227	-24.156791	 0.5906	3	1	23.30	   	Simbad
    1219	J041643.4-240920	064.180708	-24.155621	 0.3349	3	1	21.66	   	Simbad
    1220	J041545.7-240921	063.940238	-24.155963	 0.3827	3	1	22.97	   	Simbad
    1221	J041525.0-240924	063.854260	-24.156837	 0.6099	9	1	24.09	   	Simbad
    1222	J041558.9-240922	063.995456	-24.156263	 0.3966	3	1	22.40	   	Simbad
    1223	J041654.3-240922	064.226305	-24.156258	 0.6812	3	1	23.29	   	Simbad
    1224	J041608.0-240920	064.033244	-24.155826	 2.1311	3	1	21.87	1  	Simbad
    1225	J041526.0-240922	063.858131	-24.156236	 0.5697	3	1	23.48	   	Simbad
    1226	J041623.9-240916	064.099718	-24.154644	 0.2338	3	2	20.88	   	Simbad
    1227	J041605.4-240906	064.022308	-24.151692	 0.3543	3	1	21.26	   	Simbad
    1228	J041605.7-240903	064.023621	-24.150888	 0.3532	3	1	20.43	   	Simbad
    1229	J041522.7-240919	063.844476	-24.155314	 0.3022	2	2	22.62	   	Simbad
    1230	J041539.6-240922	063.915001	-24.156140	 0.4006	2	1	23.75	   	Simbad
    1231	J041518.8-240920	063.828280	-24.155616	 0.5693	3	2	22.55	   	Simbad
    1232	J041624.1-240915	064.100556	-24.154200	 0.5001	3	1	21.30	   	Simbad
    1233	J041519.7-240914	063.831967	-24.154041	 0.3566	2	1	23.30	   	Simbad
    1234	J041628.0-240922	064.116767	-24.156305	 0.3345	2	1	24.45	   	Simbad
    1235	J041543.9-240906	063.933113	-24.151930	 0.3964	3	1	20.28	   	Simbad
    1236	J041540.6-240913	063.919331	-24.153662	 0.5359	3	1	21.49	   	Simbad
    1237	J041520.7-240913	063.836439	-24.153849	 0.4577	2	1	22.13	   	Simbad
    1238	J041544.5-240914	063.935229	-24.154030	 0.3817	3	1	21.55	   	Simbad
    1239	J041610.1-240859	064.042100	-24.149821	 0.3326	3	1	21.93	   	Simbad
    1240	J041627.1-240909	064.112841	-24.152755	 0.1677	3	1	19.36	   	Simbad
    1241	J041526.1-240916	063.858775	-24.154559	 0.4213	2	1	22.39	   	Simbad
    1242	J041600.4-240911	064.001534	-24.153182	 0.4002	3	1	20.98	R  	Simbad
    1243	J041540.8-240919	063.919967	-24.155358	 0.6891	3	1	22.86	   	Simbad
    1244	J041557.4-240915	063.989269	-24.154327	 0.3970	3	3	23.02	   	Simbad
    1245	J041554.9-240855	063.978858	-24.148785	 0.5607	3	1	20.68	   	Simbad
    1246	J041646.4-240901	064.193216	-24.150285	 0.1671	3	1	19.79	   	Simbad
    1247	J041540.8-240917	063.919998	-24.154860	 0.4082	9	1	23.96	   	Simbad
    1248	J041613.3-240856	064.055518	-24.149049	 0.4354	3	1	19.80	   	Simbad
    1249	J041616.7-240904	064.069782	-24.151209	 0.3387	3	3	20.37	R  	Simbad
    1250	J041600.5-240911	064.002169	-24.153333	 0.3966	3	1	22.04	   	Simbad
    1251	J041606.3-240907	064.026272	-24.152092	 0.3949	2	1	21.65	   	Simbad
    1252	J041524.7-240909	063.852873	-24.152546	 0.4365	3	1	22.88	   	Simbad
    1253	J041617.4-240908	064.072391	-24.152311	 0.2710	3	1	22.20	   	Simbad
    1254	J041654.2-240915	064.225999	-24.154335	 0.2986	3	2	23.77	   	Simbad
    1255	J041637.8-240859	064.157602	-24.149779	 0.6997	2	1	23.70	   	Simbad
    1256	J041539.4-240857	063.914232	-24.149356	 0.4018	3	1	20.55	   	Simbad
    1257	J041525.9-240907	063.857820	-24.152011	 0.5305	9	2	21.08	   	Simbad
    1258	J041648.7-240914	064.203000	-24.153929	 0.6844	2	1	24.33	   	Simbad
    1259	J041555.5-240857	063.981192	-24.149311	 0.3905	3	1	20.06	   	Simbad
    1260	J041639.4-240912	064.164333	-24.153536	 0.4221	3	1	23.60	   	Simbad
    1261	J041534.2-240902	063.892488	-24.150744	 0.5732	3	1	21.95	   	Simbad
    1262	J041625.5-240910	064.106325	-24.153055	 0.5677	9	2	24.43	   	Simbad
    1263	J041539.9-240855	063.916276	-24.148772	 0.1544	2	1	21.28	   	Simbad
    1264	J041650.4-240908	064.209806	-24.152482	 2.7800	3	1	23.59	   	Simbad
    1265	J041526.0-240859	063.858469	-24.149774	 0.3928	3	2	21.18	   	Simbad
    1266	J041559.2-240848	063.996544	-24.146872	 0.3452	3	1	21.59	   	Simbad
    1267	J041542.7-240857	063.927767	-24.149288	 0.3814	3	1	20.75	   	Simbad
    1268	J041604.5-240841	064.018846	-24.144748	 0.4355	3	3	19.50	R  	Simbad
    1269	J041554.3-240901	063.976333	-24.150521	 0.3931	3	3	23.09	   	Simbad
    1270	J041522.6-240858	063.844293	-24.149534	 0.5613	2	1	22.40	   	Simbad
    1271	J041631.9-240842	064.132716	-24.145082	 0.4182	3	1	19.70	   	Simbad
    1272	J041533.7-240905	063.890300	-24.151417	 0.6142	3	1	22.43	   	Simbad
    1273	J041545.5-240858	063.939618	-24.149598	 0.5929	3	1	22.21	   	Simbad
    1274	J041530.9-240905	063.878562	-24.151494	 0.6748	3	2	22.86	   	Simbad
    1275	J041626.5-240907	064.110360	-24.151990	 0.7114	3	1	24.30	   	Simbad
    1276	J041541.8-240850	063.924331	-24.147476	 0.3371	2	1	22.15	   	Simbad
    1277	J041652.5-240856	064.218834	-24.149124	 0.2750	3	2	21.85	   	Simbad
    1278	J041608.0-240900	064.033479	-24.150164	 0.3943	3	1	20.99	   	Simbad
    1279	J041519.7-240903	063.831981	-24.151071	 0.5666	3	1	24.18	   	Simbad
    1280	J041653.6-240901	064.223243	-24.150485	 0.4610	3	1	23.34	   	Simbad
    1281	J041541.0-240903	063.920794	-24.150938	 0.3163	3	1	23.71	   	Simbad
    1282	J041546.3-240904	063.942729	-24.151120	 2.9980	9	1	24.50	   	Simbad
    1283	J041627.2-240854	064.113505	-24.148384	 0.4661	3	1	20.30	1  	Simbad
    1284	J041533.8-240854	063.890858	-24.148446	 0.5851	3	2	21.73	   	Simbad
    1285	J041529.6-240902	063.873269	-24.150811	 0.6385	3	1	23.07	   	Simbad
    1286	J041621.9-240854	064.091281	-24.148352	 0.2630	3	1	21.84	   	Simbad
    1287	J041605.6-240858	064.023160	-24.149629	 0.0000	3	1	22.59	   	Simbad
    1288	J041626.4-240901	064.109858	-24.150454	 2.7916	2	1	24.28	   	Simbad
    1289	J041546.7-240848	063.944511	-24.146822	 0.4047	2	1	21.66	   	Simbad
    1290	J041627.6-240845	064.115194	-24.145933	 0.2083	3	1	20.42	   	Simbad
    1291	J041607.6-240853	064.031516	-24.148163	 0.4585	2	1	21.84	   	Simbad
    1292	J041555.4-240856	063.980692	-24.148940	 0.4009	3	2	20.84	   	Simbad
    1293	J041605.2-240836	064.021744	-24.143340	 0.3933	3	3	20.89	   	Simbad
    1294	J041531.6-240852	063.881591	-24.147826	 0.4024	3	1	22.33	   	Simbad
    1295	J041552.6-240844	063.969084	-24.145702	 0.3037	3	1	20.14	   	Simbad
    1296	J041634.4-240854	064.143515	-24.148345	 0.5503	3	1	21.85	   	Simbad
    1297	J041651.7-240852	064.215404	-24.148018	 0.3319	3	1	21.44	   	Simbad
    1298	J041557.1-240855	063.987831	-24.148617	 0.3035	3	3	22.67	   	Simbad
    1299	J041534.7-240857	063.894791	-24.149224	 0.4017	9	1	22.96	   	Simbad
    1300	J041550.7-240859	063.961404	-24.149816	 0.6965	2	1	24.49	   	Simbad
    1301	J041623.9-240844	064.099569	-24.145768	 0.4376	3	1	22.50	   	Simbad
    1302	J041522.5-240854	063.843590	-24.148418	 0.5621	2	1	22.45	   	Simbad
    1303	J041525.8-240857	063.857568	-24.149387	 0.5951	9	1	24.20	   	Simbad
    1304	J041627.0-240852	064.112649	-24.147897	 0.6413	3	1	22.47	   	Simbad
    1305	J041624.3-240845	064.101395	-24.145976	 0.2677	3	3	20.33	1,R	Simbad
    1306	J041605.5-240848	064.022895	-24.146708	 0.1626	3	1	20.54	   	Simbad
    1307	J041515.6-240850	063.814982	-24.147427	 0.4665	3	1	21.12	   	Simbad
    1308	J041616.2-240852	064.067374	-24.147901	 0.6945	3	1	22.84	   	Simbad
    1309	J041530.6-240848	063.877523	-24.146709	 0.4228	3	1	21.24	   	Simbad
    1310	J041557.0-240853	063.987368	-24.148141	 0.3912	9	1	22.91	   	Simbad
    1311	J041612.9-240848	064.053627	-24.146900	 0.4337	3	1	22.20	   	Simbad
    1312	J041556.8-240853	063.986481	-24.148213	 0.3920	3	1	22.91	   	Simbad
    1313	J041610.6-240848	064.044232	-24.146932	 0.3960	3	1	22.15	   	Simbad
    1314	J041634.0-240853	064.141695	-24.148151	 0.5663	9	1	24.32	   	Simbad
    1315	J041522.3-240854	063.843115	-24.148469	 0.5609	3	1	24.08	   	Simbad
    1316	J041649.2-240851	064.204882	-24.147775	 0.6284	3	1	23.88	   	Simbad
    1317	J041557.0-240851	063.987580	-24.147550	 0.3933	3	3	22.77	   	Simbad
    1318	J041602.8-240832	064.011681	-24.142346	 0.5692	3	1	21.87	   	Simbad
    1319	J041554.2-240841	063.975738	-24.144850	 0.4345	2	1	21.52	   	Simbad
    1320	J041623.1-240842	064.096320	-24.145269	 0.4359	3	1	21.21	   	Simbad
    1321	J041524.0-240844	063.849822	-24.145786	 0.5614	9	3	22.47	   	Simbad
    1322	J041629.1-240853	064.121158	-24.148090	 0.2973	3	1	24.37	   	Simbad
    1323	J041602.8-240845	064.011576	-24.146111	 0.2984	3	1	21.88	   	Simbad
    1324	J041542.9-240840	063.928692	-24.144717	 0.5377	2	1	23.05	   	Simbad
    1325	J041620.1-240843	064.083701	-24.145341	 0.5272	3	1	21.68	   	Simbad
    1326	J041607.8-240844	064.032349	-24.145627	 0.0984	2	1	22.55	   	Simbad
    1327	J041539.2-240824	063.913461	-24.140045	 0.0000	3	1	17.39	   	Simbad
    1328	J041604.4-240848	064.018146	-24.146897	 0.5643	2	2	23.43	   	Simbad
    1329	J041606.6-240842	064.027309	-24.145245	 0.3939	3	1	22.08	   	Simbad
    1330	J041529.8-240842	063.874161	-24.145137	 0.5697	3	1	22.22	   	Simbad
    1331	J041638.6-240830	064.161008	-24.141832	 0.3336	3	1	21.06	   	Simbad
    1332	J041612.0-240842	064.049972	-24.145027	 0.3055	3	3	22.82	   	Simbad
    1333	J041606.8-240842	064.028361	-24.145275	 0.6140	3	1	22.72	   	Simbad
    1334	J041608.5-240838	064.035302	-24.143910	 0.2679	3	1	21.97	   	Simbad
    1335	J041556.8-240833	063.986812	-24.142593	 0.3039	3	2	21.68	   	Simbad
    1336	J041553.3-240824	063.971912	-24.140057	 0.3043	2	1	19.71	   	Simbad
    1337	J041553.1-240831	063.971103	-24.141966	 0.3025	2	1	20.16	   	Simbad
    1338	J041555.2-240840	063.979900	-24.144489	 0.4644	3	1	21.99	   	Simbad
    1339	J041518.3-240844	063.826176	-24.145678	 0.4654	9	1	24.20	   	Simbad
    1340	J041544.9-240837	063.937017	-24.143838	 0.5347	2	1	21.87	   	Simbad
    1341	J041619.3-240830	064.080471	-24.141686	 0.3127	3	1	20.29	   	Simbad
    1342	J041559.5-240839	063.997799	-24.144375	 0.3959	9	1	23.78	   	Simbad
    1343	J041648.9-240839	064.203915	-24.144379	 0.2343	3	1	22.54	   	Simbad
    1344	J041700.9-240836	064.253881	-24.143558	 0.0000	3	1	21.82	   	Simbad
    1345	J041519.3-240832	063.830237	-24.142326	 0.3028	3	1	21.53	   	Simbad
    1346	J041545.8-240835	063.940793	-24.143240	 0.4037	3	1	23.37	   	Simbad
    1347	J041616.5-240840	064.068601	-24.144552	 0.6340	9	1	24.28	   	Simbad
    1348	J041523.7-240835	063.848800	-24.143169	 0.5711	3	2	22.88	   	Simbad
    1349	J041644.3-240837	064.184733	-24.143634	 0.2930	3	1	22.89	   	Simbad
    1350	J041543.1-240814	063.929588	-24.137374	 0.3131	3	1	20.05	   	Simbad
    1351	J041558.8-240835	063.994933	-24.143094	 0.5674	3	1	22.96	   	Simbad
    1352	J041532.0-240657	063.883243	-24.116053	 0.5632	3	2	21.12	   	Simbad
    1353	J041643.2-240828	064.180133	-24.141207	 0.7013	3	2	21.77	   	Simbad
    1354	J041518.9-240834	063.828701	-24.142940	 0.4204	3	1	23.70	   	Simbad
    1355	J041612.0-240837	064.050172	-24.143803	 0.2732	3	3	23.36	   	Simbad
    1356	J041612.1-240833	064.050248	-24.142567	 0.3431	3	3	22.20	   	Simbad
    1357	J041539.1-240834	063.913014	-24.142783	 0.4005	2	1	23.53	   	Simbad
    1358	J041650.6-240832	064.210856	-24.142267	 0.2080	3	1	22.03	   	Simbad
    1359	J041522.4-240835	063.843261	-24.143069	 0.3335	9	1	23.51	   	Simbad
    1360	J041542.9-240832	063.928727	-24.142243	 0.6691	3	1	22.82	   	Simbad
    1361	J041642.6-240834	064.177503	-24.142864	 0.4866	3	3	23.90	   	Simbad
    1362	J041540.0-240831	063.916543	-24.142014	 0.4043	3	1	22.91	   	Simbad
    1363	J041632.8-240816	064.136776	-24.137839	 0.4366	3	1	21.27	   	Simbad
    1364	J041622.6-240831	064.094052	-24.142056	 0.4372	2	1	24.23	   	Simbad
    1365	J041601.8-240808	064.007359	-24.135646	 0.3933	3	1	19.65	   	Simbad
    1366	J041606.1-240829	064.025541	-24.141471	 0.3927	3	1	22.28	   	Simbad
    1367	J041537.2-240829	063.905056	-24.141406	 0.5372	3	1	22.22	   	Simbad
