#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/872/192/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18720192
#Name: J/ApJ/872/192
#Title: A spectroscopic census of A2029 members (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/872/192	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/872/192	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...872..192S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/872/192	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18720192	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-10-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_872_192_table1:
#Name: J/ApJ/872/192/table1
#Title: Physical properties of the spectroscopic members of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	SDSS	(A19)	SDSS name (JHHMMSS.ss+DDMMSS.s)	[ucd=meta.id;meta.main]
#Column	objID	(I19)	SDSS object identifier	[ucd=meta.id]
#Column	RAJ2000	(F10.6)	[226.15/229.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[4.1/7.4] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0.069/0.09] Spectroscopic redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	[0/0.001]? Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	logM*	(F6.2)	[7/11.9]? log stellar mass	[ucd=phys.mass]
#Column	e_logM*	(F5.2)	[0/0.6] Uncertainty in logM*	[ucd=stat.error]
#Column	Dn4000	(F5.2)	[0.1/4.9]? The D_n_4000 spectroscopic index	[ucd=spect.index]
#Column	e_Dn4000	(F5.2)	[0/3.8]? Uncertainty in Dn4000	[ucd=stat.error]
#Column	sigma	(I3)	[7/983]? Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I3)	[0/873]? Uncertainty in sigma	[ucd=stat.error]
#Column	Class	(A1)	Spectral type code (1)	[ucd=meta.code.class]
#Column	E+A?	(A1)	[NY] An E+A galaxy?	[ucd=meta.code]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 within 3"	[ucd=meta.ref.url]
#Column	S17	(I3)	Display data from Sohn+, 2017, J/ApJS/229/20 within 3"	[ucd=meta.ref.url]
#Column	PapI	(I3)	Display data from Sohn+, 2019, J/ApJ/871/129	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR14 or DR7 data for this object	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	SDSS	objID	RAJ2000	DEJ2000	z	e_z	logM*	e_logM*	Dn4000	e_Dn4000	sigma	e_sigma	Class	E+A?	T13	S17	PapI	Sloan	Simbad
     432	J150931.02+054103.7	1237655744019890885	227.379248	+05.684378	 0.0831	 0.0001	  9.14	 0.19	 1.19	 0.07	212	 49	S	N	  0	  1	  1	Sloan	Simbad
     433	J150931.19+053954.5	1237655744019890886	227.379963	+05.665157	 0.0796	 0.0001	  8.47	 0.08	 1.70	 0.13	303	 92	S	N	  0	  1	  1	Sloan	Simbad
     434	J150932.25+054150.8	1237655744019890892	227.384378	+05.697451	 0.0832	 0.0001	  8.99	 0.14	 1.19	 0.07	293	 91	S	N	  0	  1	  1	Sloan	Simbad
     435	J150936.10+054313.8	1237655744019890928	227.400441	+05.720519	 0.0831	 0.0002	  9.27	 0.16	 1.44	 0.09	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     436	J150947.33+053728.7	1237655744019956093	227.447245	+05.624657	 0.0783	 0.0001	  8.92	 0.10	 1.99	 0.15	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     437	J150946.80+053937.7	1237655744019956162	227.445000	+05.660495	 0.0835	 0.0001	 10.07	 0.09	 1.35	 0.09	152	 68	S	N	  1	  1	  1	Sloan	Simbad
     438	J150950.18+054134.0	1237655744019956267	227.459086	+05.692788	 0.0738	 0.0000	  8.83	 0.13	 1.19	 0.04	 93	 29	S	N	  0	  1	  1	Sloan	Simbad
     439	J151006.60+053310.4	1237655744019956493	227.527512	+05.552898	 0.0803	 0.0001	  9.01	 0.16	 1.34	 0.18	 49	 85	N	N	  0	  0	  1	Sloan	Simbad
     440	J151149.80+053218.1	1237655744020152561	227.957501	+05.538383	 0.0744	 0.0001	  9.03	 0.15	 2.18	 0.20	 87	 31	N	N	  0	  1	  1	Sloan	Simbad
     441	J151153.47+053018.4	1237655744020152608	227.972826	+05.505136	 0.0796	 0.0001	 10.00	 0.09	 1.90	 0.05	130	 11	N	N	  1	  1	  1	Sloan	Simbad
     442	J151155.27+053313.7	1237655744020152628	227.980302	+05.553819	 0.0748	 0.0001	  9.82	 0.08	 1.81	 0.06	 61	 16	N	N	  1	  1	  1	Sloan	Simbad
     443	J151203.99+053042.1	1237655744020152721	228.016630	+05.511696	 0.0813	 0.0000	  9.93	 0.08	 1.19	 0.02	 62	 17	S	N	  0	  1	  1	Sloan	Simbad
     444	J151145.57+053157.1	1237655744020152832	227.939890	+05.532551	 0.0807	 0.0000	  8.37	 0.22	 1.03	 0.03	980	  4	S	N	  0	  0	  1	Sloan	Simbad
     445	J151148.89+053108.9	1237655744020152840	227.953748	+05.519164	 0.0794	 0.0001	  9.62	 0.10	 1.62	 0.08	 74	 43	S	N	  0	  1	  1	Sloan	Simbad
     446	J151151.57+053339.1	1237655744020153173	227.964907	+05.560883	 0.0796	 0.0000	  8.79	 0.09	 1.37	 0.08	 22	   	S	N	  0	  1	  1	Sloan	Simbad
     447	J151204.41+053427.5	1237655744020153326	228.018408	+05.574328	 0.0771	 0.0002	  8.75	 0.16	 1.62	 0.15	 84	 56	N	N	  0	  0	  1	Sloan	Simbad
     448	J151209.39+053012.5	1237655744020217977	228.039140	+05.503498	 0.0767	 0.0000	 10.58	 0.15	 1.94	 0.03	156	  5	N	N	  0	  1	  1	Sloan	Simbad
     449	J151222.94+053357.5	1237655744020218038	228.095603	+05.565988	 0.0784	 0.0000	  9.55	 0.13	 1.35	 0.03	118	 19	S	N	  0	  1	  1	Sloan	Simbad
     450	J151232.97+053926.5	1237655744020218083	228.137387	+05.657364	 0.0786	 0.0001	  9.43	 0.07	 1.73	 0.09	 90	 33	N	N	  0	  0	  1	Sloan	Simbad
     451	J151210.58+053933.6	1237655744020218178	228.044109	+05.659355	 0.0829	       	  8.25	 0.10	     	     	   	   	N	N	  1	  0	  1	Sloan	Simbad
     452	J151224.74+053931.2	1237655744020218194	228.103117	+05.658669	 0.0751	 0.0001	  9.54	 0.05	 1.64	 0.12	 46	 40	N	N	  1	  1	  1	Sloan	Simbad
     453	J151213.86+053947.2	1237655744020218373	228.057753	+05.663118	 0.0777	 0.0001	  9.57	 0.15	 1.76	 0.09	 80	 24	N	N	  0	  1	  1	Sloan	Simbad
     454	J151215.32+053759.2	1237655744020218406	228.063849	+05.633133	 0.0770	 0.0002	  9.41	 0.14	 1.34	 0.10	108	 43	N	N	  0	  0	  1	Sloan	Simbad
     455	J151221.18+053437.4	1237655744020218496	228.088250	+05.577062	 0.0800	 0.0002	  8.81	 0.06	 1.51	 0.12	 46	 69	N	N	  0	  0	  1	Sloan	Simbad
     456	J150950.62+055942.2	1237655744556761556	227.460915	+05.995063	 0.0725	 0.0000	  7.84	 0.18	 0.98	 0.07	606	306	N	N	  0	  1	  1	Sloan	Simbad
     457	J150957.70+060030.8	1237655744556826644	227.490436	+06.008564	 0.0844	 0.0000	  9.78	 0.08	 1.79	 0.04	 91	  8	N	N	  0	  1	  1	Sloan	Simbad
     458	J151023.03+060447.0	1237655744556826738	227.595972	+06.079738	 0.0741	 0.0001	 10.41	 0.11	 2.00	 0.08	 76	 15	N	N	  1	  1	  1	Sloan	Simbad
     459	J150953.71+055811.8	1237655744556826814	227.473792	+05.969956	 0.0767	 0.0001	 10.26	 0.09	 1.99	 0.06	134	 10	N	N	  1	  1	  1	Sloan	Simbad
     460	J150956.31+060116.1	1237655744556826824	227.484660	+06.021158	 0.0795	 0.0000	 10.68	 0.09	 1.83	 0.03	160	  6	N	N	  0	  1	  1	Sloan	Simbad
     461	J150956.61+055825.1	1237655744556826836	227.485888	+05.973640	 0.0771	 0.0002	 10.05	 0.07	 1.67	 0.19	310	122	N	N	  0	  1	  1	Sloan	Simbad
     462	J151004.60+060227.7	1237655744556826853	227.519199	+06.041050	 0.0830	 0.0001	 10.68	 0.13	 2.00	 0.04	165	  4	N	N	  1	  1	  1	Sloan	Simbad
     463	J151012.16+060131.4	1237655744556826889	227.550686	+06.025392	 0.0764	 0.0000	 10.11	 0.08	 1.33	 0.02	 78	  8	S	N	  0	  1	  1	Sloan	Simbad
     464	J151020.19+060526.0	1237655744556826925	227.584146	+06.090579	 0.0763	 0.0001	  9.73	 0.06	 1.36	 0.04	 94	 24	S	N	  0	  1	  1	Sloan	Simbad
     465	J151023.19+060213.8	1237655744556826950	227.596658	+06.037167	 0.0773	 0.0001	 10.85	 0.06	 2.17	 0.07	168	  9	N	N	  1	  1	  1	Sloan	Simbad
     466	J151023.00+060128.2	1237655744556826955	227.595852	+06.024520	 0.0797	 0.0001	  9.57	 0.04	 1.73	 0.05	 68	 13	N	N	  1	  1	  1	Sloan	Simbad
     467	J151029.50+060648.6	1237655744556826997	227.622921	+06.113515	 0.0732	 0.0001	 10.77	 0.08	 1.98	 0.05	171	  8	N	N	  1	  1	  1	Sloan	Simbad
     468	J151028.99+060414.5	1237655744556827006	227.620830	+06.070695	 0.0813	 0.0001	  9.81	 0.08	 1.73	 0.09	 63	 38	N	N	  1	  1	  1	Sloan	Simbad
     469	J150956.07+060323.0	1237655744556827034	227.483639	+06.056393	 0.0829	 0.0001	  8.79	 0.12	 1.77	 0.17	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     470	J151027.18+060529.0	1237655744556827078	227.613255	+06.091411	 0.0823	 0.0001	  8.77	 0.19	 1.34	 0.05	129	 34	N	N	  0	  0	  1	Sloan	Simbad
     471	J151007.24+060539.3	1237655744556827126	227.530202	+06.094266	 0.0769	 0.0001	  8.90	 0.11	 1.25	 0.08	443	179	S	N	  0	  0	  1	Sloan	Simbad
     472	J150959.65+060325.0	1237655744556827248	227.498555	+06.056961	 0.0788	 0.0002	  8.23	 0.27	 1.48	 0.11	168	 60	N	N	  0	  0	  1	Sloan	Simbad
     473	J151009.38+060138.7	1237655744556827380	227.539089	+06.027442	 0.0768	 0.0001	  8.37	 0.15	 1.42	 0.15	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     474	J151013.05+060213.8	1237655744556827434	227.554412	+06.037180	 0.0792	 0.0001	  8.83	 0.16	 1.40	 0.10	 62	 65	N	N	  0	  0	  1	Sloan	Simbad
     475	J151018.93+060611.9	1237655744556827483	227.578912	+06.103325	 0.0765	 0.0001	  8.10	 0.12	 1.27	 0.12	977	  5	N	N	  0	  0	  1	Sloan	Simbad
     476	J151018.90+060119.7	1237655744556827506	227.578770	+06.022146	 0.0820	 0.0002	  9.03	 0.18	 1.26	 0.10	 75	 71	N	N	  0	  0	  1	Sloan	Simbad
     477	J151020.31+060234.7	1237655744556827519	227.584635	+06.042989	 0.0830	 0.0001	  8.95	 0.07	 1.61	 0.06	 28	 51	N	N	  0	  1	  1	Sloan	Simbad
     478	J151026.12+060445.1	1237655744556827589	227.608849	+06.079201	 0.0799	 0.0001	  8.93	 0.19	 1.43	 0.09	 22	  0	N	N	  0	  0	  1	Sloan	Simbad
     479	J151027.98+060550.1	1237655744556827609	227.616592	+06.097266	 0.0841	 0.0001	  9.51	 0.17	 1.79	 0.08	 38	 35	N	N	  0	  1	  1	Sloan	Simbad
     480	J151030.41+060203.4	1237655744556892171	227.626725	+06.034297	 0.0832	 0.0002	  9.27	 0.19	 1.71	 0.11	 24	   	N	N	  0	  1	  1	Sloan	Simbad
     481	J151038.40+060227.3	1237655744556892357	227.660011	+06.040917	 0.0816	 0.0001	  9.95	 0.16	 1.81	 0.10	 85	 23	N	N	  1	  1	  1	Sloan	Simbad
     482	J151047.62+060307.1	1237655744556892408	227.698438	+06.051985	 0.0804	 0.0001	  9.42	 0.06	 1.67	 0.08	 71	 28	N	N	  1	  1	  1	Sloan	Simbad
     483	J151029.03+060248.1	1237655744556892678	227.620972	+06.046704	 0.0824	 0.0001	  9.39	 0.13	 1.57	 0.09	 89	 39	N	N	  1	  1	  1	Sloan	Simbad
     484	J151044.79+060253.1	1237655744556892857	227.686649	+06.048105	 0.0764	 0.0002	  9.22	 0.16	 1.45	 0.11	230	 69	N	N	  1	  1	  1	Sloan	Simbad
     485	J151100.52+060555.9	1237655744556893032	227.752171	+06.098881	 0.0788	 0.0003	  8.89	 0.21	 1.25	 0.17	803	363	N	N	  0	  0	  1	Sloan	Simbad
     486	J151104.79+060528.9	1237655744556893077	227.769968	+06.091372	 0.0738	 0.0002	  9.24	 0.16	 1.77	 0.09	 22	140	N	N	  1	  1	  1	Sloan	Simbad
     487	J151107.18+060326.3	1237655744556957862	227.779949	+06.057322	 0.0796	 0.0001	  9.71	 0.09	 1.35	 0.03	 84	 17	N	N	  1	  1	  1	Sloan	Simbad
     488	J151110.65+060303.6	1237655744556957870	227.794386	+06.051024	 0.0784	 0.0001	  9.39	 0.08	 1.90	 0.08	 47	 28	N	N	  1	  1	  1	Sloan	Simbad
     489	J151120.37+060356.5	1237655744556957918	227.834897	+06.065707	 0.0776	 0.0001	 11.48	 0.04	 2.01	 0.04	300	  8	N	N	  1	  1	  1	Sloan	Simbad
     490	J151118.63+060349.8	1237655744556957922	227.827653	+06.063839	 0.0797	 0.0004	  8.85	 0.16	 1.18	 0.13	179	119	N	N	  0	  1	  1	Sloan	Simbad
     491	J151121.78+060206.5	1237655744556957967	227.840761	+06.035147	 0.0783	 0.0001	 10.37	 0.07	 1.91	 0.04	126	  5	N	N	  1	  1	  1	Sloan	Simbad
     492	J151123.87+060426.6	1237655744556957983	227.849491	+06.074067	 0.0767	 0.0000	 10.23	 0.06	 1.78	 0.04	132	  7	N	N	  0	  1	  1	Sloan	Simbad
     493	J151132.48+060523.4	1237655744556958023	227.885366	+06.089841	 0.0763	 0.0001	 10.42	 0.16	 1.87	 0.05	109	 11	N	N	  1	  1	  1	Sloan	Simbad
     494	J151112.82+060318.2	1237655744556958103	227.803419	+06.055056	 0.0777	 0.0001	  9.67	 0.10	 1.75	 0.05	 22	  0	N	N	  1	  1	  1	Sloan	Simbad
     495	J151120.56+060506.1	1237655744556958442	227.835691	+06.085030	 0.0736	 0.0002	  9.11	 0.16	 1.31	 0.11	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     496	J151121.13+060544.5	1237655744556958444	227.838052	+06.095718	 0.0843	 0.0001	  9.61	 0.13	 2.17	 0.16	 73	 23	N	N	  0	  1	  1	Sloan	Simbad
     497	J151126.94+060235.3	1237655744556958533	227.862249	+06.043159	 0.0829	 0.0001	  8.81	 0.18	 1.45	 0.10	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     498	J151128.52+060345.7	1237655744556958546	227.868862	+06.062696	 0.0776	 0.0001	  8.94	 0.19	 1.49	 0.14	 30	 65	N	N	  0	  0	  1	Sloan	Simbad
     499	J151143.52+060203.5	1237655744557023359	227.931335	+06.034331	 0.0776	 0.0001	  9.53	 0.10	 1.63	 0.08	 51	 32	N	N	  1	  1	  1	Sloan	Simbad
     500	J151143.77+055934.9	1237655744557023360	227.932394	+05.993038	 0.0819	 0.0001	  9.99	 0.08	 1.52	 0.09	 25	   	N	N	  1	  1	  1	Sloan	Simbad
     501	J151152.27+060147.4	1237655744557023407	227.967796	+06.029854	 0.0814	 0.0001	 10.90	 0.14	 2.03	 0.05	186	  7	N	N	  1	  1	  1	Sloan	Simbad
     502	J151200.46+060338.3	1237655744557023449	228.001920	+06.060653	 0.0762	 0.0001	 10.83	 0.14	 2.19	 0.06	198	  9	N	N	  1	  1	  1	Sloan	Simbad
     503	J151204.50+060248.9	1237655744557023476	228.018768	+06.046936	 0.0784	 0.0001	 10.58	 0.16	 2.02	 0.04	106	  4	N	N	  1	  1	  1	Sloan	Simbad
     504	J151209.95+060214.8	1237655744557023500	228.041486	+06.037456	 0.0821	 0.0001	  9.79	 0.12	 1.76	 0.06	 62	 19	N	N	  1	  1	  1	Sloan	Simbad
     505	J151210.97+055549.4	1237655744557023521	228.045741	+05.930411	 0.0828	 0.0001	 10.14	 0.09	 1.55	 0.07	 51	 34	N	N	  1	  1	  1	Sloan	Simbad
     506	J151143.46+060002.2	1237655744557023742	227.931097	+06.000624	 0.0781	 0.0003	  8.66	 0.08	 1.69	 0.16	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     507	J151145.88+060301.8	1237655744557023757	227.941166	+06.050502	 0.0797	 0.0002	  8.86	 0.16	 1.82	 0.16	109	 35	N	N	  0	  1	  1	Sloan	Simbad
     508	J151214.26+055948.2	1237655744557024142	228.059444	+05.996743	 0.0807	 0.0003	  8.85	 0.17	 1.50	 0.18	137	 69	N	N	  0	  1	  1	Sloan	Simbad
     509	J151032.18+060732.2	1237662262174876325	227.634087	+06.125634	 0.0735	 0.0002	  9.02	 0.07	 1.66	 0.07	 67	 29	N	N	  0	  1	  1	Sloan	Simbad
     510	J151031.64+060841.4	1237662262174876754	227.631860	+06.144844	 0.0807	 0.0003	  9.02	 0.18	 1.50	 0.17	136	 76	N	N	  0	  1	  1	Sloan	Simbad
     511	J151036.78+060730.0	1237662262174876833	227.653285	+06.125013	 0.0732	 0.0001	  9.16	 0.17	 1.54	 0.05	 59	 31	N	N	  1	  1	  1	Sloan	Simbad
     512	J151058.89+060641.7	1237662262174941413	227.745394	+06.111603	 0.0756	 0.0001	 10.11	 0.16	 1.95	 0.08	102	 17	N	N	  1	  1	  1	Sloan	Simbad
     513	J151116.64+060718.1	1237662262174941516	227.819369	+06.121696	 0.0771	 0.0001	 10.35	 0.10	 2.11	 0.09	118	 12	N	N	  1	  1	  1	Sloan	Simbad
     514	J151059.46+060631.7	1237662262174941573	227.747773	+06.108808	 0.0748	 0.0001	  9.62	 0.15	 1.64	 0.04	 39	 24	N	N	  1	  1	  1	Sloan	Simbad
     515	J151107.13+060854.0	1237662262174941582	227.779746	+06.148359	 0.0757	 0.0001	  9.88	 0.16	 1.76	 0.11	 99	 27	N	N	  1	  1	  1	Sloan	Simbad
     516	J151107.14+060807.5	1237662262174941583	227.779787	+06.135436	 0.0770	 0.0001	  9.60	 0.09	 1.86	 0.06	 88	 15	N	N	  1	  1	  1	Sloan	Simbad
     517	J151102.69+060820.6	1237662262174941692	227.761247	+06.139076	 0.0796	 0.0000	  9.03	 0.11	 1.17	 0.03	 22	  0	S	N	  1	  1	  1	Sloan	Simbad
     518	J151103.70+060846.2	1237662262174942012	227.765436	+06.146166	 0.0844	 0.0002	  9.56	 0.13	 1.95	 0.17	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     519	J151134.53+060745.3	1237662262175006802	227.893873	+06.129249	 0.0800	 0.0001	  9.82	 0.10	 1.84	 0.05	 87	 12	N	N	  1	  1	  1	Sloan	Simbad
     520	J151119.64+060701.8	1237662262175006884	227.831869	+06.117179	 0.0842	 0.0001	 10.50	 0.09	 1.90	 0.07	126	 14	N	N	  1	  1	  1	Sloan	Simbad
     521	J151151.66+060506.1	1237662262175007209	227.965285	+06.085034	 0.0726	 0.0000	  9.39	 0.11	 1.25	 0.04	975	  5	S	N	  1	  1	  1	Sloan	Simbad
     522	J151138.90+060617.0	1237662262175007294	227.912111	+06.104724	 0.0803	 0.0001	  9.57	 0.16	 1.76	 0.05	 22	   	N	N	  1	  1	  1	Sloan	Simbad
     523	J151140.44+060715.7	1237662262175007304	227.918528	+06.121051	 0.0769	 0.0001	 10.02	 0.10	 1.56	 0.09	117	 49	N	N	  1	  1	  1	Sloan	Simbad
     524	J151125.80+060807.3	1237662262175007618	227.857500	+06.135386	 0.0742	 0.0002	  9.73	 0.11	 1.84	 0.15	107	 41	N	N	  1	  0	  1	Sloan	Simbad
     525	J151137.18+060736.0	1237662262175007759	227.904915	+06.126684	 0.0796	 0.0002	  8.96	 0.15	 1.77	 0.15	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     526	J151149.38+060630.5	1237662262175007898	227.955759	+06.108475	 0.0789	 0.0003	  8.41	 0.21	 1.42	 0.11	256	103	N	N	  0	  0	  1	Sloan	Simbad
     527	J151157.50+060459.2	1237662262175073044	227.989621	+06.083126	 0.0801	 0.0001	  9.67	 0.10	 1.39	 0.05	 65	 29	N	N	  1	  1	  1	Sloan	Simbad
     528	J151001.67+053119.7	1237662267537031413	227.506987	+05.522151	 0.0728	 0.0001	  9.96	 0.18	 1.62	 0.05	 91	 17	N	N	  1	  1	  1	Sloan	Simbad
     529	J151011.51+052839.4	1237662267537031480	227.547992	+05.477620	 0.0782	 0.0001	 10.24	 0.06	 1.90	 0.05	157	  9	N	N	  1	  1	  1	Sloan	Simbad
     530	J151014.01+052502.7	1237662267537031509	227.558411	+05.417430	 0.0755	 0.0000	  9.11	 0.08	 1.24	 0.05	 28	114	S	N	  1	  1	  1	Sloan	Simbad
     531	J151016.02+052924.2	1237662267537031512	227.566772	+05.490080	 0.0823	 0.0001	  9.78	 0.12	 1.54	 0.05	 47	 22	N	N	  0	  1	  1	Sloan	Simbad
     532	J151016.46+052522.5	1237662267537031531	227.568609	+05.422931	 0.0772	 0.0001	  9.61	 0.19	 1.80	 0.07	 61	 20	N	N	  1	  1	  1	Sloan	Simbad
     533	J151016.49+052402.5	1237662267537031536	227.568722	+05.400702	 0.0775	 0.0001	  9.84	 0.07	 1.96	 0.06	154	 12	N	N	  1	  1	  1	Sloan	Simbad
     534	J151014.45+052756.5	1237662267537031703	227.560230	+05.465713	 0.0774	 0.0002	  8.77	 0.14	 1.68	 0.26	 81	 76	N	N	  0	  0	  1	Sloan	Simbad
     535	J151017.18+052800.1	1237662267537031708	227.571585	+05.466715	 0.0730	 0.0000	  8.40	 0.13	 1.11	 0.05	435	170	S	N	  1	  1	  1	Sloan	Simbad
     536	J150949.20+053231.1	1237662267537031845	227.455025	+05.541995	 0.0828	 0.0001	  8.32	 0.11	 1.44	 0.11	118	 85	S	N	  0	  1	  1	Sloan	Simbad
     537	J151016.67+052822.9	1237662267537032279	227.569472	+05.473041	 0.0798	 0.0002	  8.68	 0.17	 1.60	 0.11	 22	  0	N	N	  0	  0	  1	Sloan	Simbad
     538	J151038.68+052553.3	1237662267537096788	227.661205	+05.431473	 0.0827	 0.0001	 10.25	 0.14	 1.88	 0.05	130	 12	N	N	  1	  1	  1	Sloan	Simbad
     539	J151020.56+052417.4	1237662267537096857	227.585665	+05.404833	 0.0836	 0.0001	  9.79	 0.15	 1.75	 0.10	 22	  0	N	N	  1	  1	  1	Sloan	Simbad
     540	J151026.38+052512.4	1237662267537096887	227.609943	+05.420125	 0.0740	 0.0000	  7.65	 0.17	 1.16	 0.06	835	254	S	N	  0	  0	  1	Sloan	Simbad
     541	J151048.81+052422.9	1237662267537097002	227.703390	+05.406383	 0.0777	 0.0001	  9.82	 0.08	 1.52	 0.07	 23	   	N	N	  1	  1	  1	Sloan	Simbad
     542	J151053.50+052718.7	1237662267537097131	227.722950	+05.455221	 0.0840	 0.0001	 10.12	 0.08	 1.33	 0.08	195	 71	C	N	  1	  1	  1	Sloan	Simbad
     543	J151022.91+052903.7	1237662267537097335	227.595467	+05.484378	 0.0795	 0.0002	  7.88	 0.22	 1.71	 0.35	273	240	S	N	  0	  1	  1	Sloan	Simbad
     544	J151024.13+052714.1	1237662267537097362	227.600540	+05.453924	 0.0768	 0.0001	  9.37	 0.12	 1.63	 0.08	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     545	J151029.06+052401.3	1237662267537097481	227.621087	+05.400377	 0.0814	 0.0001	  9.60	 0.13	 1.75	 0.08	 44	 30	N	N	  1	  1	  1	Sloan	Simbad
     546	J151039.80+052507.6	1237662267537097646	227.665842	+05.418782	 0.0733	 0.0002	  9.09	 0.08	 1.50	 0.08	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     547	J151050.33+052754.4	1237662267537097827	227.709721	+05.465135	 0.0793	 0.0001	  9.00	 0.10	 1.22	 0.06	 50	 80	S	N	  1	  1	  1	Sloan	Simbad
     548	J151051.18+052825.1	1237662267537097830	227.713260	+05.473650	 0.0841	 0.0000	  7.13	 0.11	 1.03	 0.06	982	  4	S	N	  0	  0	  1	Sloan	Simbad
     549	J151052.17+052319.7	1237662267537097881	227.717378	+05.388805	 0.0832	 0.0002	  8.69	 0.15	 1.48	 0.10	 22	  0	N	N	  0	  0	  1	Sloan	Simbad
     550	J151058.36+052531.1	1237662267537162295	227.743191	+05.425318	 0.0820	 0.0001	  9.86	 0.13	 1.38	 0.05	 22	  0	C	N	  1	  1	  1	Sloan	Simbad
     551	J151052.64+052215.4	1237662267537162461	227.719336	+05.370946	 0.0822	 0.0001	  9.24	 0.12	 1.32	 0.04	290	 55	S	N	  1	  1	  1	Sloan	Simbad
     552	J151056.62+052659.5	1237662267537162479	227.735949	+05.449879	 0.0804	 0.0001	 10.42	 0.11	 1.99	 0.03	129	  4	N	N	  1	  1	  1	Sloan	Simbad
     553	J151059.32+052417.5	1237662267537162499	227.747201	+05.404880	 0.0779	 0.0001	  9.59	 0.09	 1.78	 0.07	 98	 20	N	N	  0	  1	  1	Sloan	Simbad
     554	J151100.27+052450.7	1237662267537162503	227.751148	+05.414094	 0.0823	 0.0001	 10.19	 0.08	 1.81	 0.05	 52	 14	N	N	  1	  1	  1	Sloan	Simbad
     555	J151101.13+052657.6	1237662267537162511	227.754713	+05.449347	 0.0760	 0.0001	 10.12	 0.09	 2.11	 0.06	151	  8	N	N	  1	  1	  1	Sloan	Simbad
     556	J151105.11+052138.0	1237662267537162583	227.771327	+05.360574	 0.0823	 0.0001	 10.60	 0.10	 1.51	 0.07	110	 32	S	N	  1	  1	  1	Sloan	Simbad
     557	J151108.47+052328.6	1237662267537162661	227.785297	+05.391298	 0.0790	 0.0001	  9.93	 0.07	 1.34	 0.07	134	 33	N	N	  1	  1	  1	Sloan	Simbad
     558	J151110.33+052517.6	1237662267537162678	227.793049	+05.421576	 0.0762	 0.0001	  9.55	 0.05	 1.71	 0.05	 38	 20	N	N	  1	  1	  1	Sloan	Simbad
     559	J151112.53+052511.4	1237662267537162685	227.802210	+05.419858	 0.0790	 0.0001	  9.57	 0.15	 1.40	 0.04	 47	 37	S	N	  1	  1	  1	Sloan	Simbad
     560	J151056.99+052541.3	1237662267537162812	227.737483	+05.428155	 0.0820	 0.0001	  9.81	 0.15	 1.93	 0.12	 58	 34	N	N	  0	  1	  1	Sloan	Simbad
     561	J151109.48+052150.6	1237662267537162931	227.789534	+05.364062	 0.0790	 0.0000	  8.07	 0.17	 1.12	 0.07	979	  4	S	N	  0	  1	  1	Sloan	Simbad
