#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:38:32 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:38:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/196/11/table3&-out=**&-out.max=unlimited&-c=227.7337%20%2B5.7444&-c.rm=110	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=227.733700+05.744400,rm=110.	
#Constraint -c.rm=110

#RESOURCE=yCat_21960011
#Name: J/ApJS/196/11
#Title: Bulge+disk decompositions of SDSS galaxies (Simard+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	creator=Simard L.	    First author or institution
#INFO	cites=bibcode:2011ApJS..196...11S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/196/11	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21960011	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-04-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_196_11_table3:
#Name: J/ApJS/196/11/table3
#Title: SDSS structural parameters from pure Sersic decompositions
#Column	_r	(F8.4)	Distance from center (227.73370+05.74440)[FK5/J2000]	[ucd=pos.angDistance]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I18)	SDSS object identifier	[ucd=meta.id]
#Column	z	(F6.4)	? SDSS redshift (spectroscopic if available or photometric ("-1" in "Sp")	[ucd=src.redshift]
#Column	Sp	(I2)	[-2/6] SDSS SpecClass value (G1)	[ucd=meta.code.class]
#Column	Scale	(F7.3)	? Physical scale at redshift z	[ucd=instr.scale]
#Column	Vmax	(F10.3)	? Galaxy volume correction (Eq. 7)	[ucd=arith.factor]
#Column	gg2d	(F6.2)	? GIM2D pure Sersic model g-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_gg2d	(F6.2)	? Uncertainty in gg2d	[ucd=phot.mag;meta.modelled]
#Column	rg2d	(F6.2)	? GIM2D pure Sersic model r-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_rg2d	(F6.2)	? Uncertainty in rg2d	[ucd=phot.mag;meta.modelled]
#Column	gg2df	(F6.2)	? GIM2D pure Sersic model g-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	rg2df	(F6.2)	? GIM2D pure Sersic model r-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	dCol	(F6.2)	[-4.95,+5.73]? Delta fiber color (G2)	[ucd=phot.mag]
#Column	Rhlg	(F6.2)	? g-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rhlr	(F6.2)	? r-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rchl_g	(F7.2)	[-336,284] g-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	Rchl_r	(F7.2)	[-336,284] r-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	e	(F6.2)	? Galaxy ellipticiy (G3)	[ucd=src.ellipticity]
#Column	e_e	(F6.2)	? Uncertainty in e	[ucd=stat.error]
#Column	phi	(F7.2)	[-360,360] Galaxy position angle (G4)	[ucd=pos.posAng]
#Column	e_phi	(F6.2)	? Uncertainty in phi	[ucd=stat.error]
#Column	(dx)g	(F6.2)	[-42,32]? g-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)g	(F6.2)	? Uncertainty in (dx)g	[ucd=stat.error]
#Column	(dy)g	(F6.2)	[-38,30]? g-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)g	(F6.2)	? Uncertainty in (dy)g	[ucd=stat.error]
#Column	(dx)r	(F6.2)	[-31,30]? r-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)r	(F6.2)	? Uncertainty in (dx)r	[ucd=stat.error]
#Column	(dy)r	(F6.2)	[-38,30]? r-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)r	(F6.2)	? Uncertainty in (dy)r	[ucd=stat.error]
#Column	S2g	(F6.2)	[-89,98]? g-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	S2r	(F6.2)	[-75,99]? r-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	ggMag	(F6.2)	[-37,7]? Absolute, rest-frame g-band GIM2D galaxy magnitude (Eq. 3a)	[ucd=phys.magAbs]
#Column	e_ggMag	(F6.2)	? Uncertainty in ggMag	[ucd=stat.error;phot.mag]
#Column	rgMag	(F6.2)	[-36,6]? Absolute, rest-frame r-band GIM2D galaxy magnitude (Eq. 3b)	[ucd=phys.magAbs]
#Column	e_rgMag	(F6.2)	? Uncertainty in rgMag	[ucd=stat.error;phot.mag]
#Column	ng	(F6.2)	[0,8]? Galaxy Sersic index	[ucd=stat.fit.param]
#Column	e_ng	(F6.2)	? Uncertainty in ng	[ucd=stat.error]
#Column	All	(A3)	Display all results from the 3 models	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this object	[ucd=meta.ref.url]
#Column	DR7	(A3)	Details from the SDSS-DR7 catalog (II/294)	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (declination part)	[ucd=pos.eq.dec;meta.main]
_r	recno	objID	z	Sp	Scale	Vmax	gg2d	e_gg2d	rg2d	e_rg2d	gg2df	rg2df	dCol	Rhlg	Rhlr	Rchl_g	Rchl_r	e	e_e	phi	e_phi	(dx)g	e_(dx)g	(dy)g	e_(dy)g	(dx)r	e_(dx)r	(dy)r	e_(dy)r	S2g	S2r	ggMag	e_ggMag	rgMag	e_rgMag	ng	e_ng	All	Sloan	DR7	_RA	_DE
104.0299	  188031	587729160055029985	0.0949	-1	  1.760	    53.111	 18.74	  0.04	 17.76	  0.03	 19.54	 18.51	      	  2.40	  2.40	   1.67	   1.67	  0.65	  0.02	 105.65	  1.39	  0.51	  0.02	  0.49	  0.02	  0.48	  0.02	  0.26	  0.01	  0.02	  0.01	-19.92	  0.04	-20.67	  0.03	  3.36	  0.45	All	Sloan	DR7	228.78106	+04.35957
102.9527	  188032	587729160055029994	0.0478	 2	  0.937	    67.633	 16.46	  0.00	 16.06	  0.00	 18.43	 17.99	 -0.01	  3.46	  3.46	   3.00	   3.00	  0.27	  0.00	 156.48	  0.23	  0.34	  0.00	  0.13	  0.00	  0.58	  0.02	  0.37	  0.02	  0.20	  0.18	-20.40	  0.00	-20.75	  0.00	  1.08	  0.02	All	Sloan	DR7	228.78592	+04.38582
102.6424	  188033	587729160055030001	0.0959	-1	  1.777	    92.930	 18.12	  0.03	 17.16	  0.02	 19.54	 18.53	      	  6.31	  6.31	   4.44	   4.44	  0.59	  0.01	 130.85	  0.90	  0.57	  0.04	  0.46	  0.04	  0.48	  0.02	  0.25	  0.02	  0.05	  0.05	-20.55	  0.03	-21.29	  0.02	  3.21	  0.14	All	Sloan	DR7	228.78697	+04.39316
104.8447	  188034	587729160055030009	0.0946	 2	  1.755	   240.886	 17.39	  0.02	 16.41	  0.02	 18.67	 17.65	  0.04	  3.87	  3.87	   3.91	   3.91	  0.00	  0.00	 113.58	 10.03	  0.32	  0.02	  0.51	  0.01	  0.31	  0.01	  0.28	  0.01	  0.03	  0.02	-21.26	  0.02	-22.01	  0.02	  4.65	  0.16	All	Sloan	DR7	228.79041	+04.34958
106.5502	  188035	587729160055030018	0.1213	-1	  2.183	    87.402	 18.69	  0.03	 18.02	  0.02	 19.46	 18.75	      	  3.07	  3.07	   2.37	   2.37	  0.49	  0.02	  82.70	  1.26	  0.38	  0.02	  0.29	  0.02	  0.44	  0.03	  0.45	  0.02	  0.02	  0.01	-20.45	  0.03	-20.94	  0.02	  1.45	  0.15	All	Sloan	DR7	228.79121	+04.31474
104.0314	  188036	587729160055030026	0.1008	 2	  1.858	   229.043	 17.21	  0.01	 16.21	  0.01	 18.60	 17.56	  0.05	  6.33	  6.33	   5.13	   5.13	  0.39	  0.01	  96.44	  0.68	  0.33	  0.01	  0.29	  0.01	  0.31	  0.01	  0.47	  0.01	  0.06	  0.07	-21.61	  0.01	-22.38	  0.01	  5.20	  0.12	All	Sloan	DR7	228.80290	+04.37619
104.1029	  188037	587729160055030027	0.1368	-1	  2.419	   789.438	 17.00	  0.01	 16.02	  0.01	 18.68	 17.65	      	  9.73	  9.73	   8.79	   8.79	  0.20	  0.01	 108.71	  1.54	  0.35	  0.01	  0.48	  0.01	  0.39	  0.01	  0.23	  0.01	  0.06	  0.06	-22.65	  0.01	-23.31	  0.01	  3.85	  0.08	All	Sloan	DR7	228.80311	+04.37484
104.8190	  188038	587729160055030031	0.0925	 2	  1.721	    69.327	 18.17	  0.04	 17.40	  0.03	 19.35	 18.50	  0.01	  3.18	  3.18	   3.07	   3.07	  0.08	  0.03	  43.59	 12.16	  0.47	  0.02	  0.22	  0.02	  0.44	  0.02	  0.39	  0.01	  0.06	  0.03	-20.32	  0.04	-20.94	  0.03	  2.76	  0.21	All	Sloan	DR7	228.80299	+04.35967
101.9081	  188039	587729160055030037	0.0704	-1	  1.343	    19.895	 18.57	  0.03	 17.80	  0.03	 19.75	 18.93	      	  3.11	  3.11	   2.40	   2.40	  0.47	  0.03	  55.75	  2.33	  0.26	  0.04	  0.24	  0.04	  0.52	  0.03	  0.36	  0.02	  0.04	  0.05	-19.23	  0.03	-19.88	  0.03	  2.25	  0.17	All	Sloan	DR7	228.81008	+04.42707
106.1642	  188040	587729160055030039	0.1025	 2	  1.886	    65.574	 18.75	  0.04	 17.80	  0.03	 19.51	 18.50	  0.06	  1.94	  1.94	   1.79	   1.79	  0.19	  0.04	  14.62	  5.25	  0.40	  0.03	  0.24	  0.02	  0.45	  0.02	  0.40	  0.02	  0.04	  0.02	-20.08	  0.04	-20.80	  0.03	  3.01	  0.34	All	Sloan	DR7	228.80455	+04.33268
103.7746	  188041	587729160055030043	0.1020	-1	  1.877	  1374.620	 16.03	  0.00	 15.04	  0.00	 18.11	 17.07	      	 12.94	 12.94	  12.10	  12.10	  0.14	  0.00	  12.74	  0.40	  0.49	  0.00	  0.21	  0.00	  0.46	  0.01	  0.36	  0.01	  0.06	  0.06	-22.82	  0.00	-23.56	  0.00	  4.74	  0.04	All	Sloan	DR7	228.80879	+04.38621
102.4211	  188042	587729160055030067	0.1010	-1	  1.860	    55.385	 18.77	  0.03	 17.82	  0.04	 19.61	 18.62	      	  2.28	  2.28	   2.02	   2.02	  0.29	  0.03	  27.14	  4.05	  0.52	  0.02	  0.46	  0.04	  0.38	  0.02	  0.58	  0.02	  0.03	  0.02	-20.05	  0.03	-20.76	  0.04	  3.59	  0.49	All	Sloan	DR7	228.81862	+04.42297
103.5101	  188043	587729160055030073	0.0942	-1	  1.749	   485.944	 16.58	  0.00	 15.61	  0.00	 18.54	 17.52	      	 11.46	 11.46	  10.22	  10.22	  0.22	  0.01	 108.91	  0.52	  0.52	  0.00	  0.46	  0.00	  0.40	  0.01	  0.57	  0.01	  0.08	  0.07	-22.06	  0.00	-22.80	  0.00	  5.07	  0.05	All	Sloan	DR7	228.81745	+04.39870
103.7961	  188044	587729160055030074	0.0981	 2	  1.813	   858.555	 16.38	  0.00	 15.38	  0.00	 18.60	 17.56	  0.05	 12.83	 12.83	  10.67	  10.67	  0.34	  0.01	  14.67	  0.45	  0.26	  0.00	  0.16	  0.00	  0.55	  0.01	  0.29	  0.02	  0.03	  0.03	-22.37	  0.00	-23.13	  0.00	  3.22	  0.03	All	Sloan	DR7	228.82292	+04.39696
104.6769	  188045	587729160055030077	0.1054	-1	  1.932	   789.551	 16.59	  0.02	 15.58	  0.01	 18.29	 17.26	      	  8.28	  8.28	   7.83	   7.83	  0.12	  0.01	 107.14	  2.22	  0.28	  0.02	  0.40	  0.02	  0.62	  0.01	  0.52	  0.01	  0.03	  0.03	-22.35	  0.02	-23.11	  0.01	  4.61	  0.06	All	Sloan	DR7	228.81609	+04.37281
104.4593	  188046	587729160055030078	0.0949	-1	  1.761	    51.827	 18.55	  0.03	 17.61	  0.03	 19.58	 18.61	      	  3.04	  3.04	   2.59	   2.59	  0.34	  0.04	 104.21	  3.96	  0.22	  0.03	  0.45	  0.03	  0.59	  0.01	  0.58	  0.02	  0.03	  0.02	-20.09	  0.03	-20.82	  0.03	  5.07	  0.42	All	Sloan	DR7	228.81884	+04.37958
104.6475	  188047	587729160055030079	0.1338	-1	  2.375	   127.657	 18.32	  0.05	 17.39	  0.04	 19.88	 18.90	      	 11.36	 11.36	   7.87	   7.87	  0.62	  0.02	 170.20	  1.42	  0.50	  0.03	  0.29	  0.06	  0.47	  0.02	  0.48	  0.03	  0.06	  0.04	-21.27	  0.05	-21.88	  0.04	  4.28	  0.32	All	Sloan	DR7	228.81754	+04.37456
105.0854	  188048	587729160055030103	0.0829	-1	  1.560	    44.337	 18.42	  0.04	 17.53	  0.03	 19.37	 18.41	      	  2.42	  2.42	   1.96	   1.96	  0.40	  0.02	 135.33	  2.53	  0.56	  0.02	  0.28	  0.02	  0.49	  0.02	  0.46	  0.02	  0.09	  0.08	-19.84	  0.04	-20.56	  0.03	  3.02	  0.29	All	Sloan	DR7	228.82668	+04.37246
107.9968	  188049	587729160055030112	0.0979	 2	  1.809	   486.466	 16.84	  0.02	 15.82	  0.02	 18.53	 17.49	  0.05	  9.55	  9.55	   7.77	   7.77	  0.38	  0.01	  40.31	  0.97	  0.25	  0.02	  0.42	  0.01	  0.30	  0.01	  0.56	  0.01	  0.05	  0.06	-21.89	  0.02	-22.67	  0.02	  5.27	  0.18	All	Sloan	DR7	228.82568	+04.31031
108.8964	  188050	587729160055030121	0.0984	 2	  1.818	   134.750	 17.65	  0.03	 16.67	  0.03	 19.13	 18.10	  0.05	  6.66	  6.66	   6.60	   6.60	  0.07	  0.02	 -31.00	 13.03	  0.46	  0.02	  0.26	  0.02	  0.55	  0.01	  0.41	  0.01	  0.04	  0.01	-21.07	  0.03	-21.84	  0.03	  7.93	  0.17	All	Sloan	DR7	228.82988	+04.29469
105.8862	  188051	587729160055030136	0.0998	 2	  1.841	   572.951	 16.77	  0.00	 15.79	  0.00	 18.42	 17.37	  0.05	  8.33	  8.33	   6.95	   6.95	  0.34	  0.01	  10.45	  0.73	  0.58	  0.01	  0.24	  0.00	  0.57	  0.01	  0.39	  0.01	  0.03	  0.03	-22.02	  0.00	-22.76	  0.00	  4.95	  0.08	All	Sloan	DR7	228.83740	+04.36390
104.3627	  188052	587729160055030145	0.1066	-1	  1.951	   122.594	 18.20	  0.04	 17.23	  0.04	 19.46	 18.47	      	  5.75	  5.75	   4.03	   4.03	  0.60	  0.01	 178.45	  1.03	  0.26	  0.02	  0.50	  0.03	  0.59	  0.01	  0.26	  0.02	  0.07	  0.07	-20.76	  0.04	-21.47	  0.04	  3.40	  0.25	All	Sloan	DR7	228.84399	+04.40187
103.8723	  188053	587729160055030147	0.0975	 2	  1.803	   173.320	 17.62	  0.03	 16.66	  0.04	 19.36	 18.35	  0.00	  6.93	  6.93	   6.71	   6.71	  0.07	  0.02	  97.56	  7.46	  0.27	  0.02	  0.25	  0.02	  0.55	  0.02	  0.40	  0.02	  0.06	  0.04	-21.09	  0.03	-21.83	  0.04	  3.44	  0.13	All	Sloan	DR7	228.84657	+04.41461
108.7479	  188054	587729160055030155	0.1000	 2	  1.844	   102.247	 18.27	  0.03	 17.29	  0.02	 19.24	 18.22	  0.05	  3.30	  3.30	   2.44	   2.44	  0.55	  0.02	 121.64	  1.11	  0.60	  0.02	  0.35	  0.01	  0.25	  0.01	  0.51	  0.01	  0.04	  0.04	-20.49	  0.03	-21.25	  0.02	  3.52	  0.23	All	Sloan	DR7	228.84215	+04.30709
102.5260	  188055	587729160055030157	0.1007	 2	  1.856	   102.866	 18.31	  0.03	 17.35	  0.02	 19.42	 18.42	  0.05	  3.88	  3.88	   3.04	   3.04	  0.44	  0.01	   8.19	  1.49	  0.57	  0.02	  0.49	  0.04	  0.34	  0.02	  0.59	  0.02	  0.05	  0.05	-20.47	  0.03	-21.22	  0.02	  2.27	  0.15	All	Sloan	DR7	228.85353	+04.44987
104.9432	  188056	587729160055030158	0.1012	 2	  1.864	   168.498	 17.64	  0.03	 16.68	  0.03	 19.10	 18.12	  0.04	  7.45	  7.45	   6.66	   6.66	  0.26	  0.02	 119.58	  3.48	  0.34	  0.02	  0.51	  0.02	  0.24	  0.01	  0.24	  0.01	  0.08	  0.06	-21.17	  0.03	-21.90	  0.03	  7.98	  0.13	All	Sloan	DR7	228.85272	+04.39651
106.5800	  188057	587729160055030159	0.0951	 2	  1.763	   193.720	 17.16	  0.01	 16.76	  0.01	 18.58	 18.11	  0.01	  5.11	  5.11	   3.97	   3.97	  0.45	  0.01	  32.39	  0.79	  0.12	  0.01	  0.14	  0.02	  0.52	  0.01	  0.38	  0.02	  0.20	  0.18	-21.29	  0.01	-21.60	  0.01	  1.88	  0.05	All	Sloan	DR7	228.85439	+04.36266
108.4962	  188059	587729160055030178	0.0372	 2	  0.739	    19.125	 17.10	  0.01	 16.28	  0.02	 19.03	 18.18	  0.04	  3.82	  3.82	   3.48	   3.48	  0.18	  0.02	 135.57	  2.95	  0.30	  0.02	  0.39	  0.02	  0.31	  0.02	  0.51	  0.02	  0.04	  0.07	-19.24	  0.01	-19.96	  0.02	  3.57	  0.08	All	Sloan	DR7	228.86408	+04.32948
107.3543	  188060	587729160055030192	0.0934	 2	  1.735	    88.966	 18.11	  0.02	 17.37	  0.02	 19.36	 18.59	  0.01	  3.89	  3.89	   3.26	   3.26	  0.33	  0.02	  35.52	  1.93	  0.30	  0.03	  0.34	  0.04	  0.63	  0.02	  0.45	  0.02	  0.05	  0.04	-20.41	  0.02	-20.98	  0.02	  1.45	  0.08	All	Sloan	DR7	228.87887	+04.36592
107.0598	  188062	587729160055030285	0.1374	-1	  2.429	   115.809	 18.79	  0.05	 18.02	  0.04	 20.37	 19.56	      	  7.04	  7.04	   6.03	   6.03	  0.29	  0.03	  52.20	  3.98	  0.50	  0.05	  0.32	  0.07	  0.37	  0.04	  0.49	  0.04	  0.15	  0.10	-20.70	  0.05	-21.25	  0.04	  1.27	  0.12	All	Sloan	DR7	228.86781	+04.36321
106.7180	  188063	587729160055095322	0.0978	 2	  1.809	   101.882	 18.17	  0.03	 17.18	  0.03	 19.31	 18.28	  0.05	  3.68	  3.68	   3.34	   3.34	  0.21	  0.03	 109.11	  4.52	  0.23	  0.02	  0.39	  0.03	  0.48	  0.01	  0.46	  0.02	  0.04	  0.02	-20.56	  0.03	-21.32	  0.03	  5.30	  0.28	All	Sloan	DR7	228.90063	+04.39811
108.1442	  188068	587729160055095489	0.1032	 2	  1.896	    82.615	 18.53	  0.05	 17.54	  0.05	 19.47	 18.43	  0.07	  2.30	  2.30	   2.33	   2.33	  0.02	  0.02	 158.23	  8.89	  0.19	  0.02	  0.20	  0.02	  0.53	  0.01	  0.29	  0.01	  0.02	  0.05	-20.34	  0.05	-21.10	  0.05	  4.16	  0.55	All	Sloan	DR7	228.89404	+04.36137
106.3624	  188069	587729160055095502	0.0995	 2	  1.837	   153.353	 17.84	  0.03	 16.83	  0.03	 19.05	 18.02	  0.03	  4.15	  4.15	   3.92	   3.92	  0.14	  0.02	  11.88	  4.48	  0.37	  0.02	  0.45	  0.02	  0.56	  0.01	  0.49	  0.01	  0.04	  0.05	-20.94	  0.03	-21.74	  0.03	  5.65	  0.26	All	Sloan	DR7	228.90185	+04.40699
107.9819	  188070	587729160055095504	0.0987	 2	  1.823	   100.732	 18.32	  0.02	 17.33	  0.02	 19.68	 18.62	  0.03	  6.58	  6.58	   4.02	   4.02	  0.78	  0.01	  54.08	  0.50	  0.49	  0.03	  0.30	  0.03	  0.40	  0.03	  0.43	  0.02	  0.05	  0.06	-20.45	  0.02	-21.20	  0.02	  1.84	  0.10	All	Sloan	DR7	228.90478	+04.37392
109.7191	  188071	587729160055095519	0.0943	 2	  1.750	   406.732	 16.86	  0.01	 15.85	  0.01	 18.15	 17.10	  0.03	  4.28	  4.28	   4.28	   4.28	  0.03	  0.01	   1.68	  1.74	  0.36	  0.01	  0.20	  0.01	  0.31	  0.01	  0.31	  0.01	  0.04	  0.04	-21.79	  0.01	-22.56	  0.01	  6.08	  0.10	All	Sloan	DR7	228.90919	+04.33979
109.7782	  188077	587729160055095673	0.2052	-1	  3.367	   458.232	 18.82	  0.08	 17.46	  0.08	 20.75	 19.33	      	 24.49	 24.49	  20.92	  20.92	  0.30	  0.04	 180.52	  6.05	  0.17	  0.06	  0.20	  0.06	  0.46	  0.03	  0.30	  0.03	 -0.02	  0.07	-22.10	  0.08	-22.92	  0.08	  6.10	  0.69	All	Sloan	DR7	228.92961	+04.35568
106.7336	  226455	587730021720719603	0.1259	 2	  2.255	   182.216	 18.26	  0.03	 17.47	  0.03	 19.45	 18.73	 -0.06	  5.38	  5.38	   4.03	   4.03	  0.51	  0.02	 110.85	  1.41	  0.51	  0.05	  0.51	  0.02	  0.48	  0.03	  0.15	  0.02	  0.12	  0.13	-21.02	  0.03	-21.59	  0.03	  1.69	  0.13	All	Sloan	DR7	226.10486	+05.01317
109.6289	  226457	587730021720719644	0.1222	 2	  2.197	   153.710	 18.38	  0.03	 17.55	  0.02	 19.36	 18.61	 -0.07	  3.97	  3.97	   3.11	   3.11	  0.45	  0.02	 169.32	  1.49	  0.29	  0.03	  0.46	  0.03	  0.52	  0.02	  0.64	  0.03	  0.03	  0.03	-20.82	  0.03	-21.52	  0.02	  1.20	  0.07	All	Sloan	DR7	226.12535	+04.86472
104.5052	  226458	587730021720719656	0.1745	-1	  2.960	   298.810	 18.74	  0.06	 17.59	  0.05	 19.89	 18.79	      	  6.10	  6.10	   5.62	   5.62	  0.19	  0.04	 109.03	  7.11	  0.34	  0.03	  0.25	  0.04	  0.39	  0.03	  0.25	  0.02	  0.04	  0.02	-21.58	  0.06	-22.34	  0.05	  5.76	  0.44	All	Sloan	DR7	226.15008	+05.00421
105.4980	  226459	587730021720785045	0.1229	 2	  2.208	   184.664	 17.90	  0.04	 17.39	  0.03	 19.29	 18.78	 -0.03	  6.35	  6.35	   4.90	   4.90	  0.46	  0.02	 166.13	  1.57	  0.53	  0.03	  0.32	  0.04	  0.31	  0.02	  0.37	  0.03	  0.18	  0.13	-21.20	  0.04	-21.60	  0.03	  2.08	  0.16	All	Sloan	DR7	226.16739	+04.93227
104.3311	  226460	587730021720785051	0.0353	 2	  0.703	    55.432	 15.87	  0.00	 15.45	  0.00	 18.83	 18.41	 -0.09	  5.81	  5.81	   4.25	   4.25	  0.53	  0.00	  52.54	  0.11	  0.75	  0.00	  0.52	  0.00	  0.47	  0.03	  0.27	  0.02	  0.21	  0.14	-20.28	  0.00	-20.65	  0.00	  1.06	  0.01	All	Sloan	DR7	226.17661	+04.95687
102.7335	  226461	587730021720785080	0.0908	 2	  1.692	    75.634	 18.29	  0.03	 17.35	  0.02	 19.07	 18.12	  0.01	  1.91	  1.91	   1.43	   1.43	  0.56	  0.03	 114.14	  1.24	  0.28	  0.02	  0.49	  0.02	  0.36	  0.02	  0.49	  0.02	  0.02	  0.01	-20.23	  0.03	-20.96	  0.02	  4.40	  0.27	All	Sloan	DR7	226.20753	+04.95521
101.7856	  226462	587730021720785106	0.2257	 2	  3.622	   787.236	 18.64	  0.03	 17.24	  0.04	 20.20	 18.81	 -0.02	 15.35	 15.35	  13.31	  13.31	  0.28	  0.04	  76.18	  4.70	  0.45	  0.05	  0.34	  0.04	  0.51	  0.03	  0.35	  0.02	  0.09	  0.02	-22.67	  0.03	-23.41	  0.04	  5.93	  0.33	All	Sloan	DR7	226.22516	+04.95573
102.5210	  226463	587730021720785111	0.0906	 2	  1.689	   300.263	 17.25	  0.01	 16.25	  0.01	 18.36	 17.35	  0.00	  3.79	  3.79	   2.69	   2.69	  0.59	  0.01	  86.39	  0.54	  0.30	  0.01	  0.50	  0.01	  0.48	  0.01	  0.49	  0.00	  0.05	  0.04	-21.29	  0.01	-22.07	  0.01	  3.04	  0.05	All	Sloan	DR7	226.22439	+04.93116
102.3984	  226464	587730021720785123	0.0910	 2	  1.695	   171.923	 17.52	  0.03	 16.57	  0.03	 18.66	 17.71	  0.00	  3.38	  3.38	   3.02	   3.02	  0.25	  0.02	 107.54	  2.47	  0.48	  0.01	  0.44	  0.01	  0.25	  0.01	  0.45	  0.01	  0.03	  0.04	-21.00	  0.03	-21.74	  0.03	  5.72	  0.27	All	Sloan	DR7	226.23533	+04.91559
101.8764	  226465	587730021720785132	0.1622	-1	  2.789	   203.065	 18.89	  0.06	 17.68	  0.06	 20.10	 18.90	      	  5.75	  5.75	   5.72	   5.72	  0.10	  0.07	  46.74	 14.41	  0.46	  0.05	  0.26	  0.04	  0.19	  0.02	  0.25	  0.02	 -0.01	  0.02	-21.31	  0.06	-22.11	  0.06	  7.47	  0.46	All	Sloan	DR7	226.23912	+04.92673
 99.4343	  226466	587730021720785155	0.0797	 2	  1.505	    78.720	 17.84	  0.02	 17.11	  0.02	 19.61	 18.88	 -0.05	  6.50	  6.50	   4.09	   4.09	  0.72	  0.01	  28.65	  0.36	  0.26	  0.02	  0.51	  0.03	  0.18	  0.02	  0.30	  0.04	  0.08	  0.08	-20.26	  0.02	-20.91	  0.02	  0.65	  0.04	All	Sloan	DR7	226.25864	+04.97650
 96.9710	  226467	587730021720785221	0.0800	 2	  1.510	   417.618	 16.43	  0.00	 15.48	  0.00	 18.18	 17.20	  0.03	  8.18	  8.18	   7.06	   7.06	  0.28	  0.01	 119.86	  0.33	  0.34	  0.00	  0.25	  0.00	  0.31	  0.01	  0.49	  0.01	  0.03	  0.03	-21.78	  0.00	-22.54	  0.00	  5.89	  0.08	All	Sloan	DR7	226.29343	+04.99883
106.3705	  226468	587730021720785347	0.0151	-1	  0.307	     0.000	 17.82	  0.02	 17.44	  0.03	 21.00	 20.61	      	  3.21	  3.21	   2.58	   2.58	  0.40	  0.04	  -4.47	  4.81	  0.15	  0.12	  0.63	  0.16	  0.42	  0.13	  0.67	  0.09	  0.06	  0.04	-16.46	  0.02	-16.77	  0.03	  1.68	  0.11	All	Sloan	DR7	226.18690	+04.86640
102.0458	  226469	587730021720785384	0.0450	-1	  0.885	     4.582	 18.40	  0.03	 17.98	  0.04	 20.31	 19.85	      	  3.09	  3.09	   2.49	   2.49	  0.38	  0.03	  55.38	  2.54	  0.78	  0.06	  0.78	  0.06	  0.38	  0.08	  0.70	  0.07	  0.06	  0.03	-18.29	  0.03	-18.69	  0.04	  0.78	  0.06	All	Sloan	DR7	226.28903	+04.83704
