#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/514/497/tablea1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75140497
#Name: J/MNRAS/514/497
#Title: HST/MUSE study of galaxies in Abell 370 (Lagattuta+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	creator=Lagattuta D.J.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.514..497L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/514/497	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-g2-fh	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_514_497_tablea1:
#Name: J/MNRAS/514/497/tablea1
#Title: The Abell 370 Pilot-WINGS master data catalogue containing spectroscopic/photometric and spatial informations
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I5)	Numerical identifier from SExtractor for each galaxy (iden) (1)	[ucd=meta.id;meta.main]
#Column	IDfrom	(A7)	An indication of how the object was detected (idfrom) (2)	[ucd=src.class]
#Column	Field	(A4)	The data set containing the galaxy (Field) (3)	[ucd=src.class.starGalaxy]
#Column	RAJ2000	(F11.8)	Right Ascension aligned to Gaia DR2 world coordinate system (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.8)	Declination aligned to Gaia DR2 world coordinate system (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.5)	The measured redshift of each galaxy (z)	[ucd=src.redshift]
#Column	q_z	(I1)	An assessment of the reliability of the redshift measurement from low q_z = 1 to high q_z = 3 (zconf) (4)	[ucd=meta.code.qual;src.redshift]
#Column	F435Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F435W-band (F435W) (5)	[ucd=phot.mag;em.opt.B]
#Column	e_F435Wmag	(D16.9)	[]? The measured uncertainty of F435Wmag (F435W_err)	[ucd=stat.error]
#Column	F606Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F606W-band (F606W) (5)	[ucd=phot.mag;em.opt.R]
#Column	e_F606Wmag	(D16.9)	[]? The measured uncertainty of F606Wmag (F606W_err)	[ucd=stat.error]
#Column	F814Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F814W-band (F814W) (5)	[ucd=phot.mag;em.opt.I]
#Column	e_F814Wmag	(D16.9)	[]? The measured uncertainty of F814Wmag (F814W_err)	[ucd=stat.error]
#Column	F105Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F105W-band (F105W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F105Wmag	(D16.9)	[]? The measured uncertainty of F105Wmag (F105W_err)	[ucd=stat.error]
#Column	F125Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F125W-band (F125W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F125Wmag	(D16.9)	[]? The measured uncertainty of F125Wmag (F125W_err)	[ucd=stat.error]
#Column	F140Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F140W-band (F140W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F140Wmag	(D16.9)	[]? The measured uncertainty of F140Wmag (F140W_err)	[ucd=stat.error]
#Column	F160Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F60W-band (F160W) (5)	[ucd=phot.mag;em.IR.H]
#Column	e_F160Wmag	(D16.9)	[]? The measured uncertainty of F160Wmag (F160W_err)	[ucd=stat.error]
#Column	MULID	(a9)	If the object is part of a multiply-imaged system it gives a unique identifier for each image (MUL) (6)	[ucd=meta.id.assoc]
recno	ID	IDfrom	Field	RAJ2000	DEJ2000	z	q_z	F435Wmag	e_F435Wmag	F606Wmag	e_F606Wmag	F814Wmag	e_F814Wmag	F105Wmag	e_F105Wmag	F125Wmag	e_F125Wmag	F140Wmag	e_F140Wmag	F160Wmag	e_F160Wmag	MULID
     287	  441	PRIOR  	P03 	39.98203820	-1.55566160	0.41673	1	 25.457155	 1.025278000e-01	 23.585297	 3.875227600e-02	 22.681080	 2.462075000e-02	 22.357388	 2.835473400e-01	 22.183813	 9.866956600e-02	 22.064457	 2.096982900e-01	 22.010454	 2.911740000e-01	
     288	  443	PRIOR  	P02 	39.98135400	-1.56348910	0.32675	3	 23.497442	 4.482615000e-02	 22.472370	 3.274206400e-02	 22.018982	 2.737940800e-02	 21.895557	 5.075697000e-02	 21.741758	 2.755930600e-02	 21.706789	 1.016935200e-01	 21.681217	 6.445068000e-02	
     289	  444	PRIOR  	P09 	39.97663580	-1.60424160	2.29500	1	 24.118044	 4.170021000e-02	 23.938630	 5.079238500e-02	 23.607603	 4.968114000e-02	 23.421309	 6.658833000e-01	 23.124172	 2.475479800e-01	 38.628770	 2.057744740e+15	 22.944160	 1.544561400e-01	
     290	  445	MUSELET	CORE	39.97219280	-1.58015240	3.12805	3	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	14.2
     291	  448	PRIOR  	P05 	40.00254110	-1.57894370	1.03400	3	 39.745777	 8.488764000e+15	 25.926386	 5.561568000e-01	 24.061152	 3.014914700e-01	 22.872366	 2.824572600e-01	 22.536274	 9.726054000e-02	          	 1.085700000e+00	 22.121422	 1.941693600e-01	
     292	  450	PRIOR  	P02 	39.99075350	-1.56337170	0.36917	1	 25.461070	 1.352917900e-01	 23.747639	 5.688989000e-02	 22.948270	 4.249128000e-02	 22.585487	 5.240882000e-01	 22.383427	 1.925557400e-01	 22.358027	 3.291665000e-01	 22.255228	 2.845062600e-01	
     293	  450	PRIOR  	P07 	39.98517870	-1.58970780	0.36641	3	 23.647510	 5.286823200e-02	 21.809307	 2.188249900e-02	 20.875595	 1.287849100e-02	 20.452350	 1.224822000e-01	 20.206116	 4.186021500e-02	 20.069140	 2.621977300e-01	 19.949753	 6.210474300e-02	
     294	  451	MUSELET	CORE	39.96214090	-1.56449240	0.43450	3	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	
     295	  453	PRIOR  	P06 	39.95819820	-1.56105530	0.22471	3	 26.317833	 1.152649300e-01	 25.229568	 6.450301400e-02	 24.792198	 5.884981000e-02	 24.933760	 9.450331000e-01	 24.721678	 5.710961000e-01	 24.735907	 4.817615000e-01	 24.708893	 4.049695400e-01	
     296	  454	PRIOR  	P04 	39.96454240	-1.54507070	0.37274	3	          	 1.085700000e+00	 22.594315	 6.453220000e-02	 21.663418	 5.944337700e-02	 21.302286	 1.324333400e-01	 21.106228	 4.148572300e-02	 23.061874	 2.540868810e+10	 20.888788	 1.623879100e-01	
     297	  455	PRIOR  	P02 	39.99261870	-1.56428290	3.12932	1	 27.445713	 1.466300200e-01	 26.914610	 1.253206000e-01	 26.857374	 1.765476500e-01	          	 1.085700000e+00	 27.533804	 4.114745600e+00	 27.113682	 1.351077200e+00	 28.074253	 2.245341500e+00	
     298	  455	PRIOR  	P10 	39.95926860	-1.59606120	0.37669	3	 24.377516	 6.645004000e-02	 22.485981	 2.540865700e-02	 21.544422	 1.524967600e-02	 21.118280	 1.670647700e-01	 20.896683	 5.129099000e-02	          	 1.085700000e+00	 20.662685	 7.032950000e-02	
     299	  456	PRIOR  	P06 	39.95952130	-1.55818650	0.00000	3	 22.522823	 3.037587200e-02	 20.584090	 1.128045200e-02	 18.969728	 3.862058700e-03	 18.417452	 3.064508200e-02	 18.188118	 8.252389000e-03	 18.181654	 6.295388000e-02	 18.301853	 6.267535000e-02	
     300	  459	PRIOR  	P02 	39.99314480	-1.56285520	0.37243	3	 22.778805	 3.855964500e-02	 21.870186	 3.032478500e-02	 21.548483	 3.028505300e-02	 21.572186	 3.595929400e-01	 21.466170	 1.239106360e-01	 21.328873	 2.724457400e-01	 21.323917	 4.407918000e-01	
     301	  465	PRIOR  	P10 	39.95653020	-1.59655670	0.45100	1	 26.059181	 1.394717100e-01	 24.499950	 6.289463500e-02	 23.665848	 4.306483600e-02	 23.326204	 5.845690000e-01	 23.159464	 2.430744200e-01	 38.899690	 2.441871980e+15	 23.052265	 1.517584500e-01	
     302	  467	PRIOR  	P03 	39.97598210	-1.55575530	0.81591	1	 25.837023	 1.528275000e-01	 24.787300	 9.685915000e-02	 23.484638	 4.812835000e-02	 22.193151	 3.584176000e-01	 21.645372	 9.413813000e-02	 21.349876	 1.469588900e-01	 21.023582	 2.310829900e-01	
     303	  468	PRIOR  	P08 	39.94606810	-1.56275430	0.36644	3	 24.555456	 7.651050400e-02	 22.794733	 2.925546300e-02	 21.855478	 1.745150600e-02	 21.501078	 2.008718400e-01	 21.278746	 6.648525000e-02	 38.620586	 2.628558910e+15	 21.067987	 2.338556000e-01	
     304	  470	PRIOR  	P05 	40.00637190	-1.57947040	0.57043	3	          	 1.085700000e+00	 24.103437	 1.797680300e-01	 23.667610	 2.440807400e-01	 23.613197	 6.232815000e-01	 23.561855	 2.662388700e-01	          	 1.085700000e+00	 23.576162	 5.869548300e-01	
     305	  472	PRIOR  	P09 	39.97093430	-1.60520280	0.89539	3	 25.114862	 8.939613400e-02	 24.071690	 6.044266400e-02	 22.722944	 2.852419000e-02	 22.139885	 3.089141200e-01	 21.799065	 9.312527000e-02	 38.063320	 1.415250910e+15	 21.557695	 1.044245800e-01	
     306	  474	PRIOR  	P09 	39.98006390	-1.60535050	0.37770	3	 36.290314	 5.669519200e+14	 22.964798	 1.577318600e-01	 22.045345	 1.474268100e-01	 21.682200	 1.975855500e-01	 21.502012	 6.648707400e-02	 40.713352	 1.452993020e+16	 21.305264	 7.391408000e-02	
     307	  475	PRIOR  	P09 	39.97983570	-1.60557780	0.37322	1	          	 1.085700000e+00	 23.752450	 3.650876000e-01	 22.753124	 3.261217500e-01	 22.488985	 4.315195400e-01	 22.303576	 1.647065600e-01	 41.659214	 4.470973800e+16	 22.134504	 1.258291800e-01	
     308	  476	PRIOR  	P09 	39.96869720	-1.60526280	0.85965	1	 26.820015	 1.645427800e-01	 25.468359	 8.462094500e-02	 24.768013	 6.475106600e-02	 24.329523	 9.461933000e-01	 24.423443	 5.219527500e-01	 41.738743	 2.289700320e+16	 24.251950	 2.197272600e-01	
     309	  477	PRIOR  	P01 	40.00536920	-1.55780680	0.59392	3	 52.484800	 6.528856400e+20	 25.711443	 2.925133000e-01	 25.294657	 4.444356600e-01	 25.309858	 1.033531700e+00	 25.357788	 6.906525500e-01	          	 1.085700000e+00	 25.187107	 5.266596700e-01	
     310	  478	PRIOR  	P03 	39.98153740	-1.55600790	2.91300	1	 26.921300	 1.186092000e-01	 26.799717	 1.339872000e-01	 26.857395	 1.859311000e-01	 27.340557	 4.426570000e+00	 27.392511	 3.462938800e+00	 27.155144	 1.526259300e+00	 27.094145	 1.380016400e+00	
     311	  479	PRIOR  	P09 	39.97340450	-1.60542870	0.73390	2	 27.062998	 1.551829100e-01	 26.867770	 1.688457100e-01	 25.857876	 1.115303300e-01	 25.906150	 1.978289700e+00	 25.800402	 1.149480800e+00	 41.526100	 1.425590700e+16	 25.971704	 4.032309000e-01	
     312	  480	PRIOR  	P09 	39.97781550	-1.60580070	0.47310	3	          	 1.085700000e+00	 22.489532	 1.278788600e-01	 22.007015	 1.498361700e-01	 21.894953	 2.332487400e-01	 21.874777	 9.226911000e-02	          	 1.085700000e+00	 21.743944	 9.447220000e-02	
     313	  484	PRIOR  	P03 	39.96997190	-1.55580740	4.26000	2	 24.542292	 1.897037000e-01	 22.769072	 7.627038000e-02	 21.762012	 4.334172600e-02	 21.468931	 7.987602000e-02	 21.519993	 5.160767600e-02	 21.517933	 1.853759700e-01	 21.627666	 1.255863600e-01	
     314	  484	PRIOR  	P10 	39.96679980	-1.59720110	0.37214	3	 22.744984	 2.867515200e-02	 21.287886	 1.592517500e-02	 20.355917	 9.124157000e-03	 19.885612	 5.963477500e-02	 19.608465	 1.597804400e-02	 19.460627	 6.523569300e+08	 19.337076	 3.939631600e-02	
     315	  485	PRIOR  	P05 	39.99755600	-1.57975140	0.46500	3	 25.925217	 1.623861500e-01	 25.257818	 1.276687800e-01	 24.652822	 1.190130300e-01	 24.657724	 1.413218100e+00	 24.555254	 7.609255300e-01	 44.423363	 4.005525330e+17	 24.529377	 5.437751400e-01	
     316	  485	PRIOR  	P07 	39.99355600	-1.59036860	1.10167	3	 24.674591	 5.658932400e-02	 24.492325	 6.801370500e-02	 23.873962	 5.514472000e-02	 23.449667	 6.345009000e-01	 23.389132	 2.988844800e-01	 39.376880	 4.133968300e+15	 23.210442	 2.364622700e-01	
     317	  487	PRIOR  	P05 	39.98922060	-1.57991940	0.37381	2	 25.270819	 1.295112700e-01	 23.570269	 5.491223000e-02	 22.627785	 3.430628800e-02	 22.298420	 3.893323200e-01	 21.982115	 1.824830500e-01	 22.080248	 6.528663000e-01	 21.818798	 1.866723600e-01	
     318	  488	PRIOR  	P06 	39.94650690	-1.55919990	0.63703	3	 26.419895	 1.192463700e-01	 25.698446	 8.377310000e-02	 24.981730	 6.437400000e-02	 24.968409	 1.145511400e+00	 24.834870	 5.875384000e-01	          	 1.085700000e+00	 24.812561	 6.786039500e-01	
     319	  493	PRIOR  	P07 	39.99116420	-1.59080500	3.98495	2	 30.990265	 1.480930300e+00	 28.129948	 2.137400500e-01	 27.462067	 1.915017700e-01	 27.414022	 3.586311300e+00	 27.734354	 3.778816500e+00	          	 1.085700000e+00	 27.222645	 3.570799800e-01	
     320	  499	PRIOR  	P04 	39.96894310	-1.54587640	0.37009	3	          	 1.085700000e+00	 25.733347	 2.054141300e-01	 25.340475	 1.621258600e-01	 25.313236	 1.098672300e+00	 25.207386	 6.177154000e-01	 25.069023	 4.310753000e-01	 25.072058	 5.754490000e-01	
     321	  502	PRIOR  	P02 	39.98160730	-1.55980480	3.14107	2	 27.325296	 1.417044700e-01	 26.712760	 1.135455000e-01	 26.879066	 1.718488200e-01	 26.859127	 3.339656600e+00	 27.294361	 3.594440000e+00	 27.071142	 1.385547600e+00	 27.445784	 1.015274000e+00	
     322	  505	PRIOR  	P02 	39.98253770	-1.56003950	0.37029	2	 26.419613	 1.748595400e-01	 24.467705	 6.086355400e-02	 23.598303	 4.062228300e-02	 23.231895	 5.532933500e-01	 23.026646	 2.153618500e-01	 23.041845	 3.171452300e-01	 22.957413	 2.646301000e-01	
     323	  506	PRIOR  	P01 	40.00265080	-1.56029240	0.61359	2	          	 1.085700000e+00	 27.141394	 6.265979000e-01	 26.724401	 9.829132000e-01	 27.278717	 3.714989700e+00	 26.915995	 2.000572700e+00	 51.076763	 5.895849000e+19	 27.150543	 1.362837300e+00	
     324	  506	PRIOR  	P02 	39.98619460	-1.56004160	0.37103	2	 25.532969	 1.253274700e-01	 23.570860	 4.513240000e-02	 22.729145	 3.107180300e-02	 22.378363	 3.963914000e-01	 22.182663	 1.406574200e-01	 22.091390	 2.482330800e-01	 22.005201	 2.219207000e-01	
     325	  507	PRIOR  	P07 	39.98052660	-1.59160240	1.19590	3	 24.165562	 5.408049400e-02	 23.902970	 6.369304000e-02	 23.285728	 4.833243400e-02	 22.747265	 6.017835000e-02	 22.631132	 3.855569000e-02	 22.479640	 1.086178900e-01	 22.372217	 5.521921800e-02	
     326	  510	PRIOR  	P01 	40.00226130	-1.55986080	0.89569	3	          	 1.085700000e+00	 24.684162	 2.815419400e-01	 23.855085	 3.047949000e-01	 23.673140	 5.372554700e-01	 23.556206	 2.491871300e-01	 45.894928	 1.146517470e+18	 23.502045	 3.992912800e-01	
     327	  513	PRIOR  	P03 	39.97205490	-1.55286970	0.37188	3	 22.422700	 6.500000000e-03	 20.603900	 1.300000000e-03	 19.682900	 4.000000000e-04	 19.288200	 3.100000000e-03	 19.033700	 2.300000000e-03	 18.903900	 1.100000000e-03	 18.793200	 2.300000000e-03	
     328	  513	PRIOR  	P04 	39.95743280	-1.54586910	1.11086	3	 41.928505	 3.892024600e+16	 26.246468	 4.531933400e-01	 25.697748	 6.406100400e-01	 25.062786	 7.884068000e-01	 25.156757	 5.302527500e-01	          	 1.085700000e+00	 25.102010	 4.607535600e-01	
     329	  515	PRIOR  	P04 	39.95678192	-1.54559967	4.43127	2	          	                	-27.894955	 9.900000000e+01	 27.399141	 9.118831000e-02	 28.033459	 1.213313000e-01	 27.908937	 1.120997700e-01	          	                	-28.089455	 9.900000000e+01	
     330	  517	PRIOR  	P05 	39.98797340	-1.58041420	3.52100	2	 30.490213	 1.614342600e+00	 27.393631	 2.151821600e-01	 27.345968	 2.844371500e-01	 27.975893	 1.317258800e+00	 27.950195	 1.739968900e+00	 27.712856	 1.047429000e+00	 27.649704	 3.502067600e-01	
     331	  517	PRIOR  	P07 	39.98987450	-1.59181740	4.25972	2	          	 1.085700000e+00	 26.153852	 1.220330000e-01	 25.215565	 8.382551000e-02	 25.372103	 1.709592100e+00	 25.568874	 1.221652700e+00	 36.983730	 2.758358520e+14	 25.255960	 2.975464000e-01	
     332	  519	PRIOR  	P07 	39.98854780	-1.59180300	0.37348	3	 24.262796	 9.140289600e-02	 22.494677	 3.868657700e-02	 21.589401	 2.403424300e-02	 21.220493	 3.062597800e-01	 21.021885	 9.471293000e-02	 30.143095	 4.485817600e+12	 20.747684	 1.082511900e-01	
     333	  520	PRIOR  	P01 	40.00346230	-1.56052040	0.41008	1	          	 1.085700000e+00	 24.558456	 2.799659400e-01	 23.808815	 3.134634200e-01	 23.544350	 5.349254600e-01	 23.553830	 2.767323300e-01	          	 1.085700000e+00	 23.352667	 3.953644000e-01	
     334	  520	PRIOR  	P09 	39.97354640	-1.60673830	0.37721	3	 35.823370	 2.501036130e+14	 23.162788	 1.127767200e-01	 22.690168	 5.365887000e-02	 22.567590	 2.559100700e-01	 22.510887	 1.034909860e-01	 40.701890	 9.750523900e+15	 22.392700	 9.685029000e-02	
     335	  521	PRIOR  	P08 	39.94231880	-1.56798180	0.42400	3	 21.665718	 2.599909200e-02	 20.455770	 1.631477700e-02	 19.727903	 1.041231300e-02	 19.394474	 1.266510600e-01	 19.212255	 3.318127600e-02	          	 1.085700000e+00	 18.961504	 2.377882300e-01	
     336	  523	PRIOR  	P10 	39.96572720	-1.59787180	0.37100	2	 25.570032	 1.398665900e-01	 23.846940	 5.752460000e-02	 23.010605	 3.851619400e-02	 22.639553	 5.051823000e-01	 22.517712	 1.965330400e-01	          	 1.085700000e+00	 22.304834	 1.452208600e-01	
     337	  525	PRIOR  	P01 	40.01111640	-1.56187420	1.03431	3	 50.915573	 4.257710000e+20	 24.452755	 4.091492300e-01	 22.465052	 1.917546100e-01	 21.488607	 1.832419600e-01	 21.158098	 5.260761500e-02	          	 1.085700000e+00	 20.829914	 1.833699200e-01	
     338	  525	PRIOR  	P09 	39.98113940	-1.60682370	3.13730	3	          	 1.085700000e+00	 25.769127	 2.968020000e-01	 25.631178	 5.337632300e-01	 25.909933	 1.551936100e+00	 25.865652	 1.022951800e+00	          	 1.085700000e+00	 25.685055	 2.025041100e-01	
     339	  525	PRIOR  	P10 	39.96887870	-1.59760160	1.60709	2	 22.888964	 3.940242000e-02	 22.585756	 4.684514600e-02	 22.218338	 4.213143500e-02	 21.767332	 1.006989700e-01	 21.569279	 4.515001600e-02	 21.539219	 3.441373440e+09	 21.509903	 8.929149000e-02	
     340	  526	PRIOR  	P02 	39.99721700	-1.56052710	0.32653	3	          	 1.085700000e+00	 23.908240	 1.728344600e-01	 23.300798	 2.302630400e-01	 23.136787	 4.877381300e-01	 23.051798	 2.170204400e-01	 39.769463	 5.573989200e+15	 22.895405	 3.930249200e-01	
     341	  529	PRIOR  	P05 	39.99208870	-1.58094480	2.50658	3	 24.034733	 2.963838200e-02	 23.470465	 2.842334300e-02	 23.333294	 3.143877500e-02	 23.296810	 5.243710000e-01	 22.975866	 1.884842200e-01	 36.466446	 2.356614160e+14	 22.613250	 1.935247200e-01	
     342	  530	PRIOR  	P10 	39.95779340	-1.59769090	0.42026	3	 25.044706	 5.447732700e-02	 24.255627	 4.218153300e-02	 23.730902	 3.595914300e-02	 23.476680	 5.049180400e-01	 23.528215	 2.547399400e-01	 38.509860	 1.348298680e+15	 23.334293	 1.488792900e-01	
     343	  531	PRIOR  	P05 	39.98743210	-1.58092760	1.03345	3	 26.107323	 9.146421000e-02	 26.029203	 1.099799300e-01	 25.125696	 7.644655600e-02	 24.769665	 1.580118000e-01	 24.639788	 1.231655700e-01	 24.576418	 2.218404400e-01	 24.595829	 1.026292740e-01	
     344	  532	PRIOR  	P04 	39.96137370	-1.54567320	0.71700	3	 37.508274	 1.365195350e+15	 23.907742	 2.176597100e-01	 22.117773	 1.119145600e-01	 21.457338	 1.315571000e-01	 21.175392	 3.942162500e-02	          	 1.085700000e+00	 20.823860	 1.391743600e-01	
     345	  532	PRIOR  	P07 	39.99042250	-1.59236090	0.37506	3	 22.883660	 3.326404000e-02	 21.589691	 2.033518800e-02	 20.932562	 1.463027000e-02	 20.645039	 2.001331300e-01	 20.455631	 6.040033300e-02	          	 1.085700000e+00	 20.287956	 8.557025000e-02	
     346	  533	PRIOR  	P07 	39.99029340	-1.59212080	1.57035	1	 25.175266	 4.590982600e-02	 24.579124	 4.098446700e-02	 24.246569	 4.060173800e-02	 23.868607	 5.475191000e-01	 23.503874	 2.050552400e-01	 37.782350	 5.576006720e+14	 23.320673	 1.090843200e-01	
     347	  534	PRIOR  	P03 	39.98436470	-1.55310000	0.37179	3	 24.025720	 6.486753000e-02	 22.044174	 2.433114900e-02	 21.110584	 1.498975800e-02	 20.690750	 1.743774400e-01	 20.449642	 4.819328000e-02	 20.302494	 1.330122200e-01	 20.215893	 2.363412000e-01	
     348	  534	PRIOR  	P09 	39.97510610	-1.60713400	0.00000	3	          	 1.085700000e+00	 21.231403	 3.407531000e-02	 21.099165	 5.230685000e-02	 21.177591	 1.020492540e-01	 21.274263	 3.972066600e-02	 41.730720	 2.709496440e+16	 21.375147	 6.256425000e-02	
     349	  535	PRIOR  	P01 	40.00354010	-1.56191290	0.43221	3	          	 1.085700000e+00	 26.442919	 6.192407000e-01	 26.051922	 9.424455000e-01	 26.311356	 2.517246700e+00	 26.391504	 1.911446000e+00	          	 1.085700000e+00	 26.008976	 9.631322600e-01	
     350	  535	PRIOR  	P04 	39.96556770	-1.54542150	0.37089	3	 38.347770	 2.279253780e+15	 24.181356	 1.145340600e-01	 23.588040	 1.419963500e-01	 23.382996	 4.045404500e-01	 23.291270	 1.790601300e-01	 23.080310	 2.246883500e-01	 23.098001	 3.295110000e-01	
     351	  536	PRIOR  	P08 	39.95400560	-1.56787220	1.19521	3	 25.635975	 7.261763000e-02	 25.454590	 7.707835000e-02	 24.773039	 6.044655300e-02	 24.312180	 7.019049500e-01	 24.210890	 3.198518500e-01	 24.135708	 4.014955500e-01	 24.039536	 4.663648000e-01	
     352	  537	PRIOR  	P09 	39.97781860	-1.60711850	3.49403	2	 38.413074	 1.571265470e+15	 25.191769	 2.565794000e-01	 24.864100	 4.080526000e-01	 24.937664	 7.791466000e-01	 25.065163	 5.141573000e-01	 44.436497	 1.758407710e+17	 24.998575	 1.811235400e-01	
     353	  539	PRIOR  	P09 	39.98566530	-1.60737900	0.37798	3	          	 1.085700000e+00	 23.035904	 1.348961400e-01	 22.048618	 1.229418000e-01	 21.666533	 1.709720800e-01	 21.446056	 5.570623700e-02	          	 1.085700000e+00	 21.220600	 1.690645800e-01	
     354	  541	PRIOR  	P02 	39.99335830	-1.56107050	0.36490	3	 25.149761	 9.642943000e-02	 23.685734	 4.788094000e-02	 22.900093	 3.638606000e-02	 22.671196	 3.484479000e-01	 22.503958	 1.304505800e-01	 22.437847	 2.257798300e-01	 22.381311	 3.274832000e-01	
     355	  543	PRIOR  	P01 	40.00343760	-1.56320670	0.95083	1	 42.513380	 1.823178050e+17	 24.423433	 4.101236500e-01	 22.856768	 2.500793600e-01	 22.023111	 2.670671300e-01	 21.599766	 7.557189500e-02	          	 1.085700000e+00	 21.195599	 2.196544100e-01	
     356	  543	PRIOR  	P09 	39.98431280	-1.60772350	0.37592	3	 40.267757	 3.523795180e+16	 21.785276	 1.083763500e-01	 20.985310	 1.060874400e-01	 20.653290	 1.491735400e-01	 20.448658	 4.343852000e-02	 45.771470	 2.443405660e+18	 20.238620	 8.271431000e-02	
     357	  544	PRIOR  	P04 	39.96235450	-1.54509230	0.36596	1	          	 1.085700000e+00	 23.810047	 1.534412800e-01	 22.913235	 1.435379400e-01	 22.505836	 2.187714900e-01	 22.336570	 8.181241000e-02	 35.590470	 7.966728100e+13	 22.097912	 2.038997600e-01	
     358	  544	PRIOR  	P10 	39.96867850	-1.59807320	0.37251	3	 23.234135	 4.013522000e-02	 21.154047	 1.445992300e-02	 20.652767	 1.125421900e-02	 20.211279	 6.610520000e-02	 19.968287	 1.947989500e-02	 19.851946	 1.772070100e-01	 19.743225	 4.581001400e-02	
     359	  545	PRIOR  	P09 	39.96834250	-1.60752620	1.15541	2	 26.248741	 2.337375400e-01	 26.023620	 2.966962800e-01	 25.488260	 1.603471800e-01	 25.137249	 1.051408900e+00	 25.195375	 6.463398000e-01	          	 1.085700000e+00	 24.938726	 2.231896000e-01	
     360	  546	PRIOR  	P09 	39.97989090	-1.60786910	0.00000	3	          	 1.085700000e+00	 22.908031	 1.894597400e-01	 20.826578	 7.591278000e-02	 19.973734	 6.530455500e-02	 19.763079	 1.725950800e-02	          	 1.085700000e+00	 19.661890	 3.967346000e-02	
     361	  548	PRIOR  	P01 	40.00937090	-1.56224020	0.57399	3	 63.313503	 1.863712100e+25	 26.185130	 5.817558000e-01	 25.516266	 7.354250000e-01	 26.698364	 3.569034000e+00	 26.968536	 3.319149700e+00	          	 1.085700000e+00	 25.794510	 9.395268600e-01	
     362	  548	PRIOR  	P09 	39.97198850	-1.60778790	0.37543	3	          	 1.085700000e+00	 22.696198	 1.396990000e-01	 21.709976	 4.605774600e-02	 21.261927	 1.694215500e-01	 21.029076	 5.005457600e-02	          	 1.085700000e+00	 20.831564	 7.447854400e-02	
     363	  552	PRIOR  	P07 	39.99107282	-1.59238448	1.39138	1	          	                	 25.361645	 5.572363000e-03	 25.001509	 6.653110000e-03	 24.785223	 4.044059700e-03	 24.615646	 3.584491800e-03	          	                	 24.472086	 4.079421500e-03	
     364	  552	PRIOR  	P09 	39.97302830	-1.60772630	5.69270	2	-99.000000	 0.000000000e+00	 28.576800	 6.043000000e-01	 27.333900	 1.201000000e-01	 27.557100	 3.611000000e-01	 27.765600	 3.911000000e-01	-99.000000	 0.000000000e+00	 27.740200	 1.955000000e-01	
