#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_587_A160_tablea2:
#Name: J/A+A/587/A160/tablea2
#Title: Bar maximum gravitational torques and radii
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;meta.main]
#Column	Qb	(F6.3)	Bar maximum gravitational torque	[ucd=src.morph.param]
#Column	e_Qb1	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_Qb2	(F6.3)	? Uncertainty on the bar maximum gravitational torque associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	RQb	(F7.3)	Bar maximum gravitational torque radius	[ucd=phys.angSize;stat.max]
#Column	e_RQb1	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_RQb2	(F6.3)	[]? Uncertainty on the bar maximum gravitational torque radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Qbhcor	(F8.3)	? Bar maximum gravitational torque correcting for the dilution of the dark halo	[ucd=src.morph.param]
#Column	RQbhcor	(F8.3)	? Bar maximum gravitational torque radius correcting for the dilution of the dark halo	[ucd=phys.angSize;stat.max]
#Column	Qbbar	(F8.3)	? Bar-only maximum gravitational torque	[ucd=src.morph.param]
#Column	RQbbar	(F8.3)	? Bar-only maximum gravitational torque radius	[ucd=phys.angSize;stat.max]
#Column	Qbbarhcor	(F8.3)	? Bar-only maximum gravitational torque correcting also for the dilution of the dark halo	[ucd=src.morph.param]
#Column	RQbbarhcor	(F8.3)	? Bar-only maximum gravitational torque radius correcting also for the dilution of the dark halo	[ucd=phys.angSize;stat.max]
#Column	QbS08	(F8.3)	? Bar maximum gravitational torque using the relation from Speltincx et al. (2008MNRAS.383..317S) for the disk thickness estimation	[ucd=src.morph.param]
#Column	e_QbS081	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque associated with a thicker disk in the relation from Speltincx et al. (2008MNRAS.383..317S)	[ucd=stat.error]
#Column	e_QbS082	(F8.3)	? Uncertainty on the bar maximum gravitational torque associated with a thinner disk in the relation from Speltincx et al. (2008MNRAS.383..317S)	[ucd=stat.error]
#Column	QTrbar	(F8.3)	? Radial force profile evaluated at the end of the bar	[ucd=src.morph.param]
#Column	e_QTrbar1	(F8.3)	[]? Uncertainty on the evaluation of the radial force profile at the end of the bar associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_QTrbar2	(F8.3)	? Uncertainty on the evaluation of the radial force profile at the end of the bar associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	QThcorrbar	(F8.3)	? Halo-corrected radial force profile evaluated at the end of the bar	[ucd=src.morph.param]
recno	Galaxy	Qb	e_Qb1	e_Qb2	RQb	e_RQb1	e_RQb2	Qbhcor	RQbhcor	Qbbar	RQbbar	Qbbarhcor	RQbbarhcor	QbS08	e_QbS081	e_QbS082	QTrbar	e_QTrbar1	e_QTrbar2	QThcorrbar
     532	UGC05832  	 0.598	  -0.059	 0.064	  3.750	   0.000	 0.000	   0.521	   3.750	   0.586	   3.750	   0.511	   3.750	   0.598	  -0.059	   0.064	   0.294	  -0.037	   0.034	   0.172
     533	UGC05841  	 0.135	  -0.020	 0.013	 12.750	   0.000	 0.000	   0.051	   9.750	   0.136	  12.750	   0.052	   9.750	   0.154	  -0.027	   0.025	   0.112	  -0.017	   0.011	   0.023
     534	UGC05922  	 0.204	  -0.046	 0.008	  8.250	   0.000	 0.000	   0.119	   6.750	   0.151	   6.750	   0.094	   5.250	   0.209	  -0.025	   0.024	   0.197	  -0.044	   0.007	   0.108
     535	UGC06157  	 0.442	  -0.045	 0.021	  9.750	   0.000	 0.000	   0.288	   9.750	   0.425	   9.750	   0.277	   9.750	   0.413	  -0.051	   0.052	   0.170	  -0.012	   0.006	   0.079
     536	UGC06271  	 0.179	  -0.021	 0.003	  3.750	   0.000	 0.000	   0.167	   3.750	   0.162	   3.750	   0.150	   3.750	   0.184	  -0.012	   0.012	   0.140	  -0.021	   0.003	   0.114
     537	UGC06309  	 0.577	  -0.084	 0.042	 11.250	  -1.500	 0.000	   0.455	   9.750	   0.590	  11.250	   0.461	   9.750	   0.425	  -0.046	   0.087	   0.387	  -0.056	   0.026	   0.256
     538	UGC06816  	 0.689	  -0.069	 0.034	  6.750	   0.000	 0.000	   0.339	   6.750	   0.677	   6.750	   0.334	   6.750	   0.689	  -0.081	   0.085	   0.352	  -0.036	   0.018	   0.107
     539	UGC06903  	 0.360	  -0.044	 0.022	 14.250	   0.000	 0.000	   0.241	  14.250	   0.340	  14.250	   0.228	  14.250	   0.345	  -0.051	   0.052	   0.236	  -0.029	   0.014	   0.124
     540	UGC06930  	 0.428	  -0.041	 0.021	  3.750	   0.000	 0.000	   0.409	   3.750	   0.428	   3.750	   0.409	   3.750	   0.451	  -0.049	   0.048	   0.157	  -0.017	   0.009	   0.131
     541	UGC06931  	 0.475	  -0.032	 0.013	  5.250	   0.000	 0.000	   0.240	   3.750	   0.418	   3.750	   0.216	   3.750	   0.454	  -0.041	   0.034	   0.399	  -0.051	   0.025	   0.124
     542	UGC06983  	 0.532	  -0.043	 0.022	  5.250	   0.000	 0.000	   0.479	   5.250	   0.528	   5.250	   0.476	   5.250	   0.556	  -0.052	   0.055	   0.193	  -0.022	   0.011	   0.110
     543	UGC07129  	 0.218	  -0.046	 0.006	  8.250	  -1.500	 0.000	        	        	   0.209	   8.250	        	        	   0.211	  -0.024	   0.027	   0.119	  -0.025	   0.004	
     544	UGC07133  	 0.484	  -0.045	 0.021	  3.750	   0.000	 0.000	   0.377	   3.750	   0.478	   3.750	   0.372	   3.750	   0.534	  -0.047	   0.037	   0.271	  -0.035	   0.017	   0.160
     545	UGC07184  	 0.485	  -0.022	 0.009	  3.750	   0.000	 0.000	   0.356	   2.250	   0.466	   3.750	   0.345	   2.250	   0.459	  -0.030	   0.026	   0.369	  -0.025	   0.010	   0.159
     546	UGC07189  	 0.699	  -0.053	 0.029	  5.250	  -1.500	 0.000	   0.649	   3.750	   0.689	   5.250	   0.642	   3.750	   0.726	  -0.067	   0.067	   0.428	  -0.043	   0.020	   0.302
     547	UGC07239  	 0.432	  -0.047	 0.024	  6.750	   0.000	 0.000	   0.378	   6.750	   0.416	   6.750	   0.363	   6.750	   0.415	  -0.053	   0.057	   0.240	  -0.030	   0.014	   0.182
     548	UGC07590  	 0.283	  -0.024	 0.023	  3.750	   0.000	 0.000	   0.254	   3.750	   0.265	   3.750	   0.239	   2.250	   0.283	  -0.024	   0.023	   0.197	  -0.020	   0.020	   0.152
     549	UGC07612  	 0.403	  -0.039	 0.019	 18.750	   0.000	 1.500	   0.154	  12.750	   0.339	  15.750	   0.167	   8.250	   0.376	  -0.048	   0.046	   0.374	  -0.043	   0.020	   0.097
     550	UGC07700  	 0.278	  -0.035	 0.018	 23.250	   0.000	 0.000	   0.171	  20.250	   0.246	  23.250	        	        	   0.286	  -0.041	   0.040	   0.233	  -0.025	   0.012	   0.117
     551	UGC07848  	 0.268	  -0.026	 0.020	  9.750	  -1.500	 0.000	   0.180	   8.250	   0.245	   8.250	   0.166	   8.250	   0.276	  -0.037	   0.039	   0.156	  -0.019	   0.012	   0.083
     552	UGC07911  	 0.434	  -0.040	 0.019	 17.250	   0.000	 0.000	   0.375	  17.250	   0.396	  17.250	   0.343	  17.250	   0.443	  -0.047	   0.045	   0.350	  -0.047	   0.023	   0.258
     553	UGC07943  	 0.378	  -0.026	 0.012	  3.750	   0.000	 0.000	   0.332	   3.750	   0.360	   3.750	   0.316	   3.750	   0.348	  -0.031	   0.031	   0.265	  -0.019	   0.007	   0.181
     554	UGC08041  	 0.419	  -0.056	 0.027	 18.750	  -1.500	 0.000	   0.285	  11.250	   0.387	  17.250	   0.278	  12.750	   0.488	  -0.062	   0.049	   0.338	  -0.048	   0.022	   0.180
     555	UGC08385  	 0.340	  -0.030	 0.014	 12.750	   0.000	 0.000	        	        	        	        	        	        	   0.316	        	   0.035	   0.193	  -0.021	   0.009	   0.085
     556	UGC08588  	 0.228	  -0.024	 0.012	  9.750	   0.000	 0.000	        	        	   0.156	   3.750	        	        	   0.215	  -0.027	   0.028	   0.228	  -0.024	   0.012	
     557	UGC08597  	 0.647	  -0.052	 0.027	  5.250	   0.000	 0.000	   0.512	   2.250	   0.554	   3.750	   0.468	   2.250	   0.653	  -0.061	   0.063	   0.556	  -0.044	   0.023	   0.352
     558	UGC08658  	 0.114	  -0.018	 0.011	  8.250	   0.000	 0.000	   0.095	   8.250	   0.087	   8.250	   0.072	   8.250	   0.122	  -0.025	   0.025	   0.095	  -0.012	   0.009	   0.076
     559	UGC08909  	 0.184	  -0.028	 0.014	  3.750	   0.000	 0.000	   0.096	   3.750	   0.171	   3.750	   0.089	   3.750	   0.157	  -0.029	   0.033	   0.112	  -0.017	   0.009	   0.050
     560	UGC09215  	 0.842	  -0.081	 0.044	  8.250	   0.000	 0.000	   0.780	   8.250	   0.831	   8.250	   0.770	   8.250	   0.834	  -0.094	   0.105	   0.473	  -0.048	   0.021	   0.321
     561	UGC09291  	 0.205	  -0.021	 0.014	  5.250	  -1.500	 0.000	   0.176	   3.750	   0.181	   3.750	   0.158	   3.750	   0.215	  -0.028	   0.026	   0.162	  -0.022	   0.015	   0.125
     562	UGC09569  	 0.571	  -0.044	 0.022	  3.750	   0.000	 0.000	   0.517	   3.750	   0.519	   3.750	   0.470	   3.750	   0.557	  -0.051	   0.053	   0.432	  -0.030	   0.013	   0.350
     563	UGC09601  	 0.466	  -0.043	 0.019	  3.750	   0.000	 0.000	   0.373	   2.250	   0.444	   3.750	   0.361	   2.250	   0.433	  -0.038	   0.047	   0.247	  -0.018	   0.007	   0.139
     564	UGC09661  	 0.684	  -0.047	 0.025	  2.250	   0.000	 1.500	   0.551	   2.250	   0.661	   2.250	   0.533	   2.250	   0.660	  -0.055	   0.060	   0.426	  -0.042	   0.019	   0.197
     565	UGC09730  	 0.646	  -0.048	 0.022	  3.750	   0.000	 0.000	   0.379	   2.250	   0.622	   6.750	   0.368	   2.250	   0.669	  -0.055	   0.049	   0.338	  -0.034	   0.016	   0.115
     566	UGC09837  	 0.167	  -0.078	 0.010	  3.750	   0.000	 0.000	   0.150	   3.750	   0.169	   3.750	   0.151	   3.750	   0.176	  -0.061	   0.071	   0.104	  -0.017	   0.008	   0.063
     567	UGC09875  	 0.297	  -0.040	 0.023	  5.250	   0.000	 0.000	   0.070	   5.250	   0.277	   5.250	   0.065	   5.250	   0.307	  -0.049	   0.061	   0.171	  -0.019	   0.010	   0.023
     568	UGC10041  	 0.527	  -0.052	 0.027	  6.750	   0.000	 0.000	   0.370	   6.750	   0.508	   6.750	   0.356	   6.750	   0.539	  -0.062	   0.066	   0.296	  -0.029	   0.013	   0.133
     569	UGC10054  	 0.651	  -0.042	 0.019	  6.750	   0.000	 0.000	   0.553	   6.750	   0.626	   6.750	   0.532	   6.750	   0.677	  -0.047	   0.041	   0.414	  -0.037	   0.016	   0.233
     570	UGC10290  	 0.431	  -0.042	 0.021	  5.250	   0.000	 0.000	   0.341	   5.250	   0.381	   5.250	   0.302	   5.250	   0.421	  -0.048	   0.050	   0.354	  -0.046	   0.023	   0.246
     571	UGC10791  	 0.520	  -0.052	 0.026	  9.750	   0.000	 0.000	   0.252	   2.250	   0.401	   5.250	   0.220	   2.250	   0.474	  -0.045	   0.065	   0.455	  -0.049	   0.023	   0.141
     572	UGC10854  	 0.324	  -0.025	 0.012	  3.750	   0.000	 0.000	   0.168	   3.750	        	        	        	        	   0.302	  -0.029	   0.029	        	        	        	
     573	UGC11782  	 0.702	  -0.053	 0.022	 27.750	   0.000	 0.000	   0.281	  12.750	   0.532	  26.250	   0.262	   9.750	   0.642	  -0.070	   0.062	   0.610	  -0.040	   0.015	   0.154
     574	UGC12151  	 0.362	  -0.034	 0.016	  5.250	   0.000	 0.000	   0.276	   5.250	   0.334	   5.250	   0.255	   5.250	   0.382	  -0.040	   0.040	   0.213	  -0.030	   0.015	   0.127
     575	UGC12707  	 0.520	  -0.039	 0.019	  5.250	   0.000	 0.000	   0.449	   5.250	   0.378	   3.750	   0.337	   3.750	   0.535	  -0.046	   0.044	   0.443	  -0.027	   0.012	   0.368
     576	UGC12709  	 0.197	  -0.027	 0.015	 11.250	   0.000	 0.000	   0.135	  11.250	   0.140	  11.250	   0.118	   8.250	   0.172	  -0.027	   0.032	   0.192	  -0.027	   0.015	   0.133

