#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:01 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table3&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table3:
#Name: J/A+A/582/A86/table3
#Title: Properties of spiral arms in the S4G; corrected version sent by the author
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a24)	Morphological classification	[ucd=src.morph]
#Column	Type	(A1)	Type of arms (3)	[ucd=src.morph.type]
#Column	Segment	(A3)	Segment	[ucd=obs.field]
#Column	Pitchang	(F5.1)	Pitch angle	[ucd=src.morph.param]
#Column	ri	(F5.1)	Inner radius	[ucd=phys.angSize;src]
#Column	ro	(F5.1)	Outer radius	[ucd=phys.angSize;src]
#Column	Qual	(F4.1)	[1/2] Quality flag (4)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	Segment	Pitchang	ri	ro	Qual	Simbad	_RA	_DE
     658	NGC3455   	SA(r_s)c:               	F	sp5	 19.6	 17.4	 33.2	 2.0	Simbad	163.62955	+17.28471
     659	NGC3485   	SAB(rs)_bc              	M	sp1	 31.7	 26.6	 65.6	 2.0	Simbad	165.00988	+14.84166
     660	NGC3485   	SAB(rs)_bc              	M	sp2	 11.1	 29.8	 46.6	 2.0	Simbad	165.00988	+14.84166
     661	NGC3485   	SAB(rs)_bc              	M	sp3	 43.1	 27.2	 58.2	 2.0	Simbad	165.00988	+14.84166
     662	NGC3485   	SAB(rs)_bc              	M	sp4	 11.4	 34.0	 48.4	 2.0	Simbad	165.00988	+14.84166
     663	NGC3486   	SAB(r)c                 	M	sp1	-12.2	 27.1	 76.7	 2.0	Simbad	165.09977	+28.97482
     664	NGC3486   	SAB(r)c                 	M	sp2	-37.5	 54.2	149.4	 2.0	Simbad	165.09977	+28.97482
     665	NGC3486   	SAB(r)c                 	M	sp3	-23.1	 76.7	180.9	 2.0	Simbad	165.09977	+28.97482
     666	NGC3486   	SAB(r)c                 	M	sp4	-10.1	152.9	186.1	 2.0	Simbad	165.09977	+28.97482
     667	NGC3486   	SAB(r)c                 	M	sp5	-18.2	 25.3	 59.3	 2.0	Simbad	165.09977	+28.97482
     668	NGC3486   	SAB(r)c                 	M	sp6	-26.4	 46.3	116.3	 2.0	Simbad	165.09977	+28.97482
     669	NGC3486   	SAB(r)c                 	M	sp7	-25.2	 99.1	165.7	 2.0	Simbad	165.09977	+28.97482
     670	NGC3486   	SAB(r)c                 	M	sp8	-44.7	 62.2	157.4	 2.0	Simbad	165.09977	+28.97482
     671	NGC3486   	SAB(r)c                 	M	sp9	-34.2	 85.7	154.6	 2.0	Simbad	165.09977	+28.97482
     672	NGC3488   	SAB(s)_cd               	F	sp1	 13.9	  9.6	 15.5	 2.0	Simbad	165.34807	+57.67749
     673	NGC3488   	SAB(s)_cd               	F	sp2	  4.1	 10.3	 12.3	 2.0	Simbad	165.34807	+57.67749
     674	NGC3488   	SAB(s)_cd               	F	sp3	 19.4	 14.2	 35.5	 2.0	Simbad	165.34807	+57.67749
     675	NGC3488   	SAB(s)_cd               	F	sp4	 14.4	 26.7	 36.5	 2.0	Simbad	165.34807	+57.67749
     676	NGC3488   	SAB(s)_cd               	F	sp5	  5.6	 19.1	 23.2	 2.0	Simbad	165.34807	+57.67749
     677	NGC3507   	(R')SA_B(s)b            	G	sp1	 15.0	 30.2	 35.9	 1.0	Simbad	165.85567	+18.13545
     678	NGC3507   	(R')SA_B(s)b            	G	sp2	 19.8	 34.3	 72.8	 1.0	Simbad	165.85567	+18.13545
     679	NGC3507   	(R')SA_B(s)b            	G	sp3	 20.6	 23.0	 42.5	 1.0	Simbad	165.85567	+18.13545
     680	NGC3507   	(R')SA_B(s)b            	G	sp4	  9.0	 44.4	 65.6	 1.0	Simbad	165.85567	+18.13545
     681	NGC3511   	SAB(s)cd                	M	sp1	-41.2	 19.0	 96.3	 2.0	Simbad	165.84903	-23.08679
     682	NGC3511   	SAB(s)cd                	M	sp2	  5.6	 89.8	101.5	 2.0	Simbad	165.84903	-23.08679
     683	NGC3511   	SAB(s)cd                	M	sp3	-34.6	 21.0	103.4	 2.0	Simbad	165.84903	-23.08679
     684	NGC3511   	SAB(s)cd                	M	sp4	 -8.8	106.2	119.6	 2.0	Simbad	165.84903	-23.08679
     685	NGC3512   	SA(s)_bc                	M	sp1	-33.2	  9.3	 27.1	 2.0	Simbad	166.01231	+28.03678
     686	NGC3512   	SA(s)_bc                	M	sp2	-14.9	 27.8	 47.0	 2.0	Simbad	166.01231	+28.03678
     687	NGC3512   	SA(s)_bc                	M	sp3	 -9.2	 13.2	 28.5	 2.0	Simbad	166.01231	+28.03678
     688	NGC3512   	SA(s)_bc                	M	sp4	-28.5	 20.3	 40.5	 2.0	Simbad	166.01231	+28.03678
     689	NGC3512   	SA(s)_bc                	M	sp5	 -9.0	 27.2	 34.0	 2.0	Simbad	166.01231	+28.03678
     690	NGC3513   	SB(r_s)_cd              	G	sp1	-26.3	 19.2	 71.4	 1.0	Simbad	165.94200	-23.24548
     691	NGC3513   	SB(r_s)_cd              	G	sp2	 -6.5	 24.1	 27.4	 1.0	Simbad	165.94200	-23.24548
     692	NGC3513   	SB(r_s)_cd              	G	sp3	-30.6	 27.3	 73.0	 1.0	Simbad	165.94200	-23.24548
     693	NGC3521   	SA(r'lr)bcpec/E3        	M	sp1	-14.1	 65.5	258.7	 1.0	Simbad	166.45236	-00.03590
     694	NGC3521   	SA(r'lr)bcpec/E3        	M	sp2	-15.6	 58.7	263.6	 1.0	Simbad	166.45236	-00.03590
     695	NGC3547   	SB(rs)cd                	M	sp1	-24.4	 18.5	 25.5	 2.0	Simbad	167.48312	+10.72074
     696	NGC3547   	SB(rs)cd                	M	sp2	-21.6	 16.8	 24.8	 2.0	Simbad	167.48312	+10.72074
     697	NGC3547   	SB(rs)cd                	M	sp3	  5.3	 22.4	 24.4	 2.0	Simbad	167.48312	+10.72074
     698	NGC3547   	SB(rs)cd                	M	sp4	 11.2	 21.5	 25.6	 2.0	Simbad	167.48312	+10.72074
     699	NGC3549   	SAB(s)bc                	G	sp1	 10.9	 15.9	 37.8	 2.0	Simbad	167.73702	+53.38775
     700	NGC3549   	SAB(s)bc                	G	sp2	 21.9	 38.6	 69.3	 2.0	Simbad	167.73702	+53.38775
     701	NGC3549   	SAB(s)bc                	G	sp3	 15.6	 15.5	 43.2	 2.0	Simbad	167.73702	+53.38775
     702	NGC3549   	SAB(s)bc                	G	sp4	 54.8	 26.5	 62.8	 2.0	Simbad	167.73702	+53.38775
     703	NGC3549   	SAB(s)bc                	G	sp5	  3.8	 63.8	 69.7	 2.0	Simbad	167.73702	+53.38775
     704	NGC3549   	SAB(s)bc                	G	sp6	  8.2	 33.5	 40.1	 2.0	Simbad	167.73702	+53.38775
     705	NGC3549   	SAB(s)bc                	G	sp7	 40.4	 42.6	 70.4	 2.0	Simbad	167.73702	+53.38775
     706	NGC3583   	(R')SAB(rs)ab           	G	sp1	-21.3	 27.8	 70.2	 1.0	Simbad	168.54575	+48.31838
     707	NGC3583   	(R')SAB(rs)ab           	G	sp2	-19.8	 24.1	 55.6	 1.0	Simbad	168.54575	+48.31838
     708	NGC3583   	(R')SAB(rs)ab           	G	sp3	  1.8	 54.4	 55.7	 1.0	Simbad	168.54575	+48.31838
     709	NGC3596   	SA(s)bc                 	M	sp1	-20.1	 11.1	 27.8	 1.0	Simbad	168.77586	+14.78702
     710	NGC3596   	SA(s)bc                 	M	sp2	 -7.1	 27.4	 33.9	 1.0	Simbad	168.77586	+14.78702
     711	NGC3596   	SA(s)bc                 	M	sp3	-27.3	 11.6	 32.3	 1.0	Simbad	168.77586	+14.78702
     712	NGC3596   	SA(s)bc                 	M	sp4	 -3.8	 33.9	 43.6	 1.0	Simbad	168.77586	+14.78702
     713	NGC3614   	SA(r)bc                 	M	sp1	 -2.8	 23.5	 25.7	 2.0	Simbad	169.58914	+45.74829
     714	NGC3614   	SA(r)bc                 	M	sp2	-13.9	 26.4	 56.3	 2.0	Simbad	169.58914	+45.74829
     715	NGC3614   	SA(r)bc                 	M	sp3	  3.9	 22.2	 25.1	 2.0	Simbad	169.58914	+45.74829
     716	NGC3614   	SA(r)bc                 	M	sp4	-17.3	 21.8	 49.9	 2.0	Simbad	169.58914	+45.74829
     717	NGC3614   	SA(r)bc                 	M	sp5	-16.4	 43.1	 76.0	 2.0	Simbad	169.58914	+45.74829
     718	NGC3614   	SA(r)bc                 	M	sp6	-32.8	 30.3	 87.6	 2.0	Simbad	169.58914	+45.74829
     719	NGC3623   	(R')SAB_x(rs)a          	G	sp1	 -7.5	143.3	180.4	 2.0	Simbad	169.73315	+13.09221
     720	NGC3623   	(R')SAB_x(rs)a          	G	sp2	 -3.1	155.0	170.3	 2.0	Simbad	169.73315	+13.09221
     721	NGC3625   	SA_B(r_s)c_d            	G	sp1	 36.2	 16.2	 24.6	 1.0	Simbad	170.13023	+57.78132
     722	NGC3625   	SA_B(r_s)c_d            	G	sp2	  7.0	 24.9	 28.3	 1.0	Simbad	170.13023	+57.78132
     723	NGC3625   	SA_B(r_s)c_d            	G	sp3	 17.0	 16.1	 35.1	 1.0	Simbad	170.13023	+57.78132
     724	NGC3627   	SB_x(s)bpec             	G	sp1	-10.9	 65.9	 78.3	 1.0	Simbad	170.06261	+12.99129
     725	NGC3627   	SB_x(s)bpec             	G	sp2	-34.5	 83.0	215.4	 1.0	Simbad	170.06261	+12.99129
     726	NGC3627   	SB_x(s)bpec             	G	sp3	-30.5	 61.8	182.5	 1.0	Simbad	170.06261	+12.99129
     727	NGC3627   	SB_x(s)bpec             	G	sp4	  8.1	110.6	120.4	 1.0	Simbad	170.06261	+12.99129
     728	NGC3629   	SA(s)cd                 	F	sp1	-19.4	 10.1	 28.1	 2.0	Simbad	170.13248	+26.96341
     729	NGC3629   	SA(s)cd                 	F	sp2	-10.8	 28.9	 47.6	 2.0	Simbad	170.13248	+26.96341
     730	NGC3629   	SA(s)cd                 	F	sp3	-23.3	 11.0	 34.6	 2.0	Simbad	170.13248	+26.96341
     731	NGC3629   	SA(s)cd                 	F	sp4	 -5.0	 36.1	 39.3	 2.0	Simbad	170.13248	+26.96341
     732	NGC3631   	SA(s)b_c                	M	sp1	 25.2	 24.0	114.1	 2.0	Simbad	170.26227	+53.16943
     733	NGC3631   	SA(s)b_c                	M	sp2	 31.6	 16.0	 92.2	 2.0	Simbad	170.26227	+53.16943
     734	NGC3631   	SA(s)b_c                	M	sp3	 52.6	 33.8	105.4	 2.0	Simbad	170.26227	+53.16943
     735	NGC3631   	SA(s)b_c                	M	sp4	  4.7	 55.6	 64.0	 2.0	Simbad	170.26227	+53.16943
     736	NGC3631   	SA(s)b_c                	M	sp5	 25.8	 65.6	 89.6	 2.0	Simbad	170.26227	+53.16943
     737	NGC3631   	SA(s)b_c                	M	sp6	 17.6	 79.9	126.9	 2.0	Simbad	170.26227	+53.16943
     738	NGC3652   	SB(s)c                  	G	sp1	 32.5	 12.9	 41.1	 2.0	Simbad	170.66273	+37.76504
     739	NGC3652   	SB(s)c                  	G	sp2	  9.3	 41.8	 53.1	 2.0	Simbad	170.66273	+37.76504
     740	NGC3652   	SB(s)c                  	G	sp3	 47.7	 20.2	 38.0	 2.0	Simbad	170.66273	+37.76504
     741	NGC3652   	SB(s)c                  	G	sp4	  9.4	 40.8	 53.9	 2.0	Simbad	170.66273	+37.76504
     742	NGC3659   	SB(s)dm                 	F	sp1	-24.3	 11.6	 22.8	 2.0	Simbad	170.93974	+17.81859
     743	NGC3659   	SB(s)dm                 	F	sp2	 -8.4	 12.4	 14.6	 2.0	Simbad	170.93974	+17.81859
     744	NGC3659   	SB(s)dm                 	F	sp3	-38.9	 14.8	 33.1	 2.0	Simbad	170.93974	+17.81859
     745	NGC3672   	SA(s)c                  	M	sp1	 19.4	 19.1	 38.5	 2.0	Simbad	171.26032	-09.79540
     746	NGC3672   	SA(s)c                  	M	sp2	 24.5	 39.2	 92.9	 2.0	Simbad	171.26032	-09.79540
     747	NGC3672   	SA(s)c                  	M	sp3	 23.5	 19.1	 73.0	 2.0	Simbad	171.26032	-09.79540
     748	NGC3672   	SA(s)c                  	M	sp4	 13.4	 53.8	107.5	 2.0	Simbad	171.26032	-09.79540
     749	NGC3672   	SA(s)c                  	M	sp5	 13.0	 70.3	 88.3	 2.0	Simbad	171.26032	-09.79540
     750	NGC3672   	SA(s)c                  	M	sp6	  3.0	 36.3	 37.9	 2.0	Simbad	171.26032	-09.79540
     751	NGC3673   	(R')SA_B_x(rs)ab        	M	sp1	-37.7	 43.3	103.7	 2.0	Simbad	171.30357	-26.73675
     752	NGC3673   	(R')SA_B_x(rs)ab        	M	sp2	 -5.7	104.5	112.1	 2.0	Simbad	171.30357	-26.73675
     753	NGC3673   	(R')SA_B_x(rs)ab        	M	sp3	 -4.5	 83.6	 98.2	 2.0	Simbad	171.30357	-26.73675
     754	NGC3673   	(R')SA_B_x(rs)ab        	M	sp4	-23.6	 52.1	105.4	 2.0	Simbad	171.30357	-26.73675
     755	NGC3673   	(R')SA_B_x(rs)ab        	M	sp5	 -7.0	 46.9	 58.1	 2.0	Simbad	171.30357	-26.73675
     756	NGC3683A  	SAB(rs)bc               	M	sp1	-34.6	 14.4	 46.6	 2.0	Simbad	172.29902	+57.13232
     757	NGC3683A  	SAB(rs)bc               	M	sp2	 -9.8	 35.2	 65.2	 2.0	Simbad	172.29902	+57.13232
     758	NGC3683A  	SAB(rs)bc               	M	sp3	-17.1	 17.4	 33.5	 2.0	Simbad	172.29902	+57.13232
     759	NGC3683A  	SAB(rs)bc               	M	sp4	-11.3	 16.0	 24.9	 2.0	Simbad	172.29902	+57.13232
     760	NGC3683A  	SAB(rs)bc               	M	sp5	-35.7	 25.7	 49.3	 2.0	Simbad	172.29902	+57.13232
     761	NGC3684   	(R')SAB(s)c             	M	sp1	 20.0	 10.3	 19.5	 2.0	Simbad	171.79655	+17.03031
     762	NGC3684   	(R')SAB(s)c             	M	sp2	 27.0	 20.6	 38.7	 2.0	Simbad	171.79655	+17.03031
     763	NGC3684   	(R')SAB(s)c             	M	sp3	 12.5	 12.8	 42.8	 2.0	Simbad	171.79655	+17.03031
     764	NGC3684   	(R')SAB(s)c             	M	sp4	 41.4	 28.5	 59.3	 2.0	Simbad	171.79655	+17.03031
     765	NGC3686   	SAB(s)bc                	M	sp1	-21.7	 18.8	 71.6	 2.0	Simbad	171.93309	+17.22406
     766	NGC3686   	SAB(s)bc                	M	sp2	-33.3	 15.8	 25.1	 2.0	Simbad	171.93309	+17.22406
     767	NGC3686   	SAB(s)bc                	M	sp3	-19.0	 25.2	 69.7	 2.0	Simbad	171.93309	+17.22406
     768	NGC3686   	SAB(s)bc                	M	sp4	 -4.3	 70.9	 76.2	 2.0	Simbad	171.93309	+17.22406
     769	NGC3687   	(R'L)SAB(rs)_ab         	M	sp1	 29.8	 16.4	 43.1	 2.0	Simbad	172.00253	+29.51105
     770	NGC3687   	(R'L)SAB(rs)_ab         	M	sp2	 30.0	 15.2	 28.0	 2.0	Simbad	172.00253	+29.51105
     771	NGC3687   	(R'L)SAB(rs)_ab         	M	sp3	 18.1	 27.8	 33.9	 2.0	Simbad	172.00253	+29.51105
     772	NGC3687   	(R'L)SAB(rs)_ab         	M	sp4	 30.5	 12.8	 19.4	 2.0	Simbad	172.00253	+29.51105
     773	NGC3687   	(R'L)SAB(rs)_ab         	M	sp5	 16.3	 18.6	 36.6	 2.0	Simbad	172.00253	+29.51105
     774	NGC3687   	(R'L)SAB(rs)_ab         	M	sp6	 33.5	 19.5	 44.7	 2.0	Simbad	172.00253	+29.51105
     775	NGC3689   	SA(r)b                  	G	sp1	-40.2	  8.7	 17.8	 2.0	Simbad	172.04591	+25.66114
     776	NGC3689   	SA(r)b                  	G	sp2	 -4.1	 18.2	 19.9	 2.0	Simbad	172.04591	+25.66114
     777	NGC3689   	SA(r)b                  	G	sp3	-19.9	 21.3	 31.8	 2.0	Simbad	172.04591	+25.66114
     778	NGC3689   	SA(r)b                  	G	sp4	-32.0	  9.2	 19.9	 2.0	Simbad	172.04591	+25.66114
     779	NGC3689   	SA(r)b                  	G	sp5	-14.9	 20.2	 36.4	 2.0	Simbad	172.04591	+25.66114
     780	NGC3701   	SA(rs)b_c               	M	sp1	-13.7	 12.8	 36.9	 2.0	Simbad	172.37042	+24.09350
     781	NGC3701   	SA(rs)b_c               	M	sp2	-18.4	  9.7	 26.9	 2.0	Simbad	172.37042	+24.09350
     782	NGC3701   	SA(rs)b_c               	M	sp3	-20.1	 23.7	 41.5	 2.0	Simbad	172.37042	+24.09350
     783	NGC3701   	SA(rs)b_c               	M	sp4	-27.8	 29.3	 54.1	 2.0	Simbad	172.37042	+24.09350
     784	NGC3715   	SA(rs)ab                	M	sp1	-19.0	  8.9	 25.5	 2.0	Simbad	172.88472	-14.23132
     785	NGC3715   	SA(rs)ab                	M	sp2	-28.1	 10.0	 25.3	 2.0	Simbad	172.88472	-14.23132
     786	NGC3715   	SA(rs)ab                	M	sp3	-39.5	  9.1	 17.5	 2.0	Simbad	172.88472	-14.23132
     787	NGC3715   	SA(rs)ab                	M	sp4	  8.9	 15.0	 17.5	 2.0	Simbad	172.88472	-14.23132
     788	NGC3718   	S_AB(rlnl)apec          	G	sp1	  3.1	189.3	196.4	 2.0	Simbad	173.14522	+53.06791
     789	NGC3718   	S_AB(rlnl)apec          	G	sp2	  9.5	179.7	208.3	 2.0	Simbad	173.14522	+53.06791
     790	NGC3726   	SA_B(r)bc               	M	sp1	 -7.2	 62.2	 85.6	 2.0	Simbad	173.33807	+47.02924
     791	NGC3726   	SA_B(r)bc               	M	sp2	-22.6	 44.9	179.6	 2.0	Simbad	173.33807	+47.02924
     792	NGC3726   	SA_B(r)bc               	M	sp3	-16.3	 58.9	134.7	 2.0	Simbad	173.33807	+47.02924
     793	NGC3726   	SA_B(r)bc               	M	sp4	-29.7	 73.4	165.5	 2.0	Simbad	173.33807	+47.02924
     794	NGC3752   	SB(s)dm                 	F	sp1	 24.1	 22.1	 30.7	 2.0	Simbad	173.13448	+74.62741
     795	NGC3752   	SB(s)dm                 	F	sp2	-10.7	 25.7	 30.2	 2.0	Simbad	173.13448	+74.62741
     796	NGC3752   	SB(s)dm                 	F	sp3	 27.5	 21.5	 36.1	 2.0	Simbad	173.13448	+74.62741
     797	NGC3756   	SA(s)bc                 	M	sp1	-20.2	 14.8	 88.0	 2.0	Simbad	174.20010	+54.29353
     798	NGC3756   	SA(s)bc                 	M	sp2	 -9.6	 15.8	 23.7	 2.0	Simbad	174.20010	+54.29353
     799	NGC3756   	SA(s)bc                 	M	sp3	-29.8	 25.1	 70.5	 2.0	Simbad	174.20010	+54.29353
     800	NGC3756   	SA(s)bc                 	M	sp4	-15.5	 35.0	 72.8	 2.0	Simbad	174.20010	+54.29353
     801	NGC3756   	SA(s)bc                 	M	sp5	-18.0	 44.2	 67.3	 2.0	Simbad	174.20010	+54.29353
     802	NGC3756   	SA(s)bc                 	M	sp6	 -7.1	 69.1	 84.0	 2.0	Simbad	174.20010	+54.29353
     803	NGC3756   	SA(s)bc                 	M	sp7	-26.4	 27.4	 56.6	 2.0	Simbad	174.20010	+54.29353
     804	NGC3780   	SA(rs)b_c               	M	sp1	-17.8	 20.5	 60.4	 1.0	Simbad	174.84315	+56.27067
     805	NGC3780   	SA(rs)b_c               	M	sp2	 -4.7	 20.4	 22.8	 1.0	Simbad	174.84315	+56.27067
     806	NGC3780   	SA(rs)b_c               	M	sp3	-24.1	 23.2	 77.8	 1.0	Simbad	174.84315	+56.27067
     807	NGC3780   	SA(rs)b_c               	M	sp4	-18.9	 20.8	 75.5	 1.0	Simbad	174.84315	+56.27067
     808	NGC3788   	SA(r)a                  	G	sp1	 19.5	 22.5	 49.2	 1.0	Simbad	174.93582	+31.93131
     809	NGC3788   	SA(r)a                  	G	sp2	 18.5	 26.5	 50.5	 1.0	Simbad	174.93582	+31.93131
     810	NGC3810   	SA(s)c                  	M	sp1	-14.1	 12.7	 46.1	 1.0	Simbad	175.24474	+11.47113
     811	NGC3810   	SA(s)c                  	M	sp2	-11.9	 23.0	 80.7	 1.0	Simbad	175.24474	+11.47113
     812	NGC3810   	SA(s)c                  	M	sp3	-26.7	 37.7	 91.4	 1.0	Simbad	175.24474	+11.47113
     813	NGC3810   	SA(s)c                  	M	sp4	-15.0	 15.5	 55.8	 1.0	Simbad	175.24474	+11.47113
     814	NGC3810   	SA(s)c                  	M	sp5	-22.0	 57.4	 89.9	 1.0	Simbad	175.24474	+11.47113
     815	NGC3810   	SA(s)c                  	M	sp6	-15.6	 47.8	 88.6	 1.0	Simbad	175.24474	+11.47113
     816	NGC3810   	SA(s)c                  	M	sp7	-26.7	 54.3	101.9	 1.0	Simbad	175.24474	+11.47113
     817	NGC3813   	SA(s)bc                 	M	sp1	-26.2	  9.1	 42.4	 2.0	Simbad	175.32773	+36.54670
     818	NGC3813   	SA(s)bc                 	M	sp2	-21.7	 11.9	 49.5	 2.0	Simbad	175.32773	+36.54670
     819	NGC3813   	SA(s)bc                 	M	sp3	-12.8	 19.3	 30.3	 2.0	Simbad	175.32773	+36.54670
     820	NGC3813   	SA(s)bc                 	M	sp4	-32.9	 20.0	 55.5	 2.0	Simbad	175.32773	+36.54670
     821	NGC3813   	SA(s)bc                 	M	sp5	  6.7	 39.0	 44.2	 2.0	Simbad	175.32773	+36.54670
     822	NGC3887   	(RL)SA_B_x(rs)bc        	M	sp1	 23.0	 25.6	 71.9	 2.0	Simbad	176.76901	-16.85464
     823	NGC3887   	(RL)SA_B_x(rs)bc        	M	sp2	  9.7	 40.9	 71.3	 2.0	Simbad	176.76901	-16.85464
     824	NGC3887   	(RL)SA_B_x(rs)bc        	M	sp3	 38.6	 29.4	 78.5	 2.0	Simbad	176.76901	-16.85464
     825	NGC3887   	(RL)SA_B_x(rs)bc        	M	sp4	 14.5	 31.8	 52.4	 2.0	Simbad	176.76901	-16.85464
     826	NGC3888   	SA(rs)b                 	M	sp1	-21.6	 17.5	 27.2	 1.0	Simbad	176.89305	+55.96726
     827	NGC3888   	SA(rs)b                 	M	sp2	-47.3	 16.7	 34.0	 1.0	Simbad	176.89305	+55.96726
     828	NGC3888   	SA(rs)b                 	M	sp3	-18.1	 36.6	 45.4	 1.0	Simbad	176.89305	+55.96726
     829	NGC3888   	SA(rs)b                 	M	sp4	-10.6	 34.0	 42.7	 1.0	Simbad	176.89305	+55.96726
     830	NGC3888   	SA(rs)b                 	M	sp5	 -5.7	 31.3	 38.8	 1.0	Simbad	176.89305	+55.96726
     831	NGC3893   	SA(s)c                  	M	sp1	-18.9	 10.6	 65.4	 1.0	Simbad	177.15920	+48.71079
     832	NGC3893   	SA(s)c                  	M	sp2	 -3.4	 65.1	 69.8	 1.0	Simbad	177.15920	+48.71079
     833	NGC3893   	SA(s)c                  	M	sp3	-16.6	 11.0	 32.3	 1.0	Simbad	177.15920	+48.71079
     834	NGC3893   	SA(s)c                  	M	sp4	-30.2	 33.5	 77.5	 1.0	Simbad	177.15920	+48.71079
     835	NGC3893   	SA(s)c                  	M	sp5	-14.6	 78.7	112.5	 1.0	Simbad	177.15920	+48.71079
     836	NGC3893   	SA(s)c                  	M	sp6	 -7.7	 74.7	 86.0	 1.0	Simbad	177.15920	+48.71079
     837	NGC3893   	SA(s)c                  	M	sp7	 11.4	 59.1	 74.2	 1.0	Simbad	177.15920	+48.71079
     838	NGC3930   	SAB(s)d                 	F	sp1	-17.9	 38.6	 66.8	 2.0	Simbad	177.94177	+38.01513
     839	NGC3930   	SAB(s)d                 	F	sp2	 -5.6	 39.4	 45.3	 2.0	Simbad	177.94177	+38.01513
     840	NGC3930   	SAB(s)d                 	F	sp3	-30.6	 46.4	 82.4	 2.0	Simbad	177.94177	+38.01513
     841	NGC3938   	SA(ls)c                 	M	sp1	 13.7	 20.6	121.1	 2.0	Simbad	178.20605	+44.12073
     842	NGC3938   	SA(ls)c                 	M	sp2	 14.1	 31.7	102.7	 2.0	Simbad	178.20605	+44.12073
     843	NGC3938   	SA(ls)c                 	M	sp3	 11.1	 24.3	 32.4	 2.0	Simbad	178.20605	+44.12073
     844	NGC3938   	SA(ls)c                 	M	sp4	 12.7	 58.4	111.0	 2.0	Simbad	178.20605	+44.12073
     845	NGC3938   	SA(ls)c                 	M	sp5	 30.5	 56.2	131.6	 2.0	Simbad	178.20605	+44.12073
     846	NGC3938   	SA(ls)c                 	M	sp6	 -7.3	121.8	133.5	 2.0	Simbad	178.20605	+44.12073
     847	NGC3949   	SAB(s)_cd               	F	sp1	 17.6	 12.7	 31.7	 2.0	Simbad	178.42389	+47.85873
     848	NGC3949   	SAB(s)_cd               	F	sp2	 10.2	 12.6	 18.2	 2.0	Simbad	178.42389	+47.85873
     849	NGC3949   	SAB(s)_cd               	F	sp3	 42.3	 18.6	 51.1	 2.0	Simbad	178.42389	+47.85873
     850	NGC3949   	SAB(s)_cd               	F	sp4	 45.1	 17.1	 48.6	 2.0	Simbad	178.42389	+47.85873
     851	NGC3949   	SAB(s)_cd               	F	sp5	 50.6	 19.5	 55.0	 2.0	Simbad	178.42389	+47.85873
     852	NGC3953   	SB(rbl)b                	M	sp1	 25.2	 48.5	144.2	 1.0	Simbad	178.45420	+52.32680
     853	NGC3953   	SB(rbl)b                	M	sp2	  7.3	142.0	164.9	 1.0	Simbad	178.45420	+52.32680
     854	NGC3953   	SB(rbl)b                	M	sp3	  7.0	 60.6	 91.1	 1.0	Simbad	178.45420	+52.32680
     855	NGC3953   	SB(rbl)b                	M	sp4	 25.1	 88.6	155.4	 1.0	Simbad	178.45420	+52.32680
     856	NGC3953   	SB(rbl)b                	M	sp5	 17.2	 77.7	165.2	 1.0	Simbad	178.45420	+52.32680
     857	NGC3953   	SB(rbl)b                	M	sp6	 18.4	 57.3	173.6	 1.0	Simbad	178.45420	+52.32680
