#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table2:
#Name: J/A+A/582/A86/table2
#Title: Properties of bars, ring- and lens-structures in the S4G
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a27)	Morphological classification	[ucd=src.morph]
#Column	Type	(a5)	Type of feature (1)	[ucd=src.morph.type]
#Column	sma	(F5.1)	Semi-major axis	[ucd=phys.angSize;src]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Ell	(F7.2)	? Ellipticity	[ucd=src.ellipticity]
#Column	smaEll	(F6.1)	? Semi-major axis from ellipticity	[ucd=phys.angSize;src]
#Column	dsma	(F6.1)	? Deprojected semi-major axis	[ucd=phys.angSize;src]
#Column	dPA	(I4)	? Deprojected position angle	[ucd=pos.posAng]
#Column	dEll	(F7.2)	? Deprojected ellipticity	[ucd=src.ellipticity]
#Column	dsmaEll	(F6.1)	? Deprojexted semi-major axis from Ell	[ucd=phys.angSize;src]
#Column	Qual	(I1)	[1/3] Quality flag (2)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	sma	PA	Ell	smaEll	dsma	dPA	dEll	dsmaEll	Qual	Simbad	_RA	_DE
     667	NGC2655   	(L)SAB(s)0/a,pec           	bar  	 51.4	 86	   0.32	  29.7	  51.9	  82	   0.30	  30.0	2	Simbad	133.90721	+78.22308
     668	NGC2655   	(L)SAB(s)0/a,pec           	L    	119.1	119	   0.07	      	 120.0	 149	   0.02	      	1	Simbad	133.90721	+78.22308
     669	NGC2681   	(_RL)SAB(_rs)_0/a          	bar  	 16.1	 67	   0.28	  17.3	  16.2	  65	   0.27	  17.5	1	Simbad	133.38641	+51.31371
     670	NGC2681   	(_RL)SAB(_rs)_0/a          	_rs  	 18.7	139	   0.08	      	  18.8	 145	   0.07	      	1	Simbad	133.38641	+51.31371
     671	NGC2681   	(_RL)SAB(_rs)_0/a          	_RL  	 80.8	115	   0.11	      	  80.8	 115	   0.09	      	1	Simbad	133.38641	+51.31371
     672	NGC2683   	(R'L)SBxa(_rs)0/a,sp       	bar  	 58.2	 34	       	      	      	    	       	      	2	Simbad	133.17227	+33.42180
     673	NGC2683   	(R'L)SBxa(_rs)0/a,sp       	R'L  	226.0	 44	   0.83	      	 227.5	  52	   0.35	      	1	Simbad	133.17227	+33.42180
     674	NGC2683   	(R'L)SBxa(_rs)0/a,sp       	_rs  	 78.4	 43	   0.81	      	  78.7	  49	   0.27	      	1	Simbad	133.17227	+33.42180
     675	NGC2684   	SA(rs)b                    	rs   	 10.8	 35	   0.09	      	  12.2	 -30	   0.13	      	1	Simbad	133.72522	+49.16042
     676	NGC2685   	(R)S0-o,pec                	R    	 49.5	 27	   0.40	      	  58.2	  -3	   0.32	      	3	Simbad	133.89461	+58.73441
     677	NGC2710   	SB(s)b_c                   	bar  	 12.5	124	   0.69	  17.4	  13.0	 141	   0.32	  17.7	1	Simbad	134.95142	+55.70644
     678	NGC2712   	(R')SAB(rs,nl)a_b          	bar  	 21.9	 19	   0.66	  22.7	  26.8	  45	   0.59	  29.4	1	Simbad	134.87691	+44.91400
     679	NGC2712   	(R')SAB(rs,nl)a_b          	nl   	  4.4	  0	   0.42	      	   5.2	 267	   0.16	      	1	Simbad	134.87691	+44.91400
     680	NGC2712   	(R')SAB(rs,nl)a_b          	R'   	 83.5	175	   0.60	      	  85.1	 160	   0.22	      	1	Simbad	134.87691	+44.91400
     681	NGC2712   	(R')SAB(rs,nl)a_b          	rs   	 27.6	176	   0.45	      	  31.0	 105	   0.12	      	1	Simbad	134.87691	+44.91400
     682	NGC2715   	SA(rs_)b_c                 	rs_  	 32.5	 24	   0.62	      	  34.5	  66	   0.12	      	2	Simbad	137.02586	+78.08534
     683	NGC2726   	(RL:)SAB(rs)0/a:           	rs   	 13.8	 87	   0.76	      	  13.8	  86	   0.37	      	1	Simbad	136.23656	+59.93300
     684	NGC2726   	(RL:)SAB(rs)0/a:           	RL   	 38.8	 89	   0.60	      	  41.1	 150	   0.07	      	1	Simbad	136.23656	+59.93300
     685	NGC2735   	SA(r)0/_a:,sp,pec/E3       	r    	 13.1	100	   0.75	      	  13.9	 119	   0.39	      	1	Simbad	135.66098	+25.93459
     686	NGC2743   	SB(rs)d_m                  	bar  	  5.9	130	   0.58	   7.4	   6.6	 147	   0.43	   7.9	2	Simbad	136.22500	+25.00405
     687	NGC2743   	SB(rs)d_m                  	rs   	 11.0	115	   0.26	      	  12.8	 181	   0.15	      	3	Simbad	136.22500	+25.00405
     688	NGC2748   	(R')SAB(_rs)bc             	bar  	  6.6	 16	       	      	      	    	       	      	3	Simbad	138.42932	+76.47534
     689	NGC2748   	(R')SAB(_rs)bc             	_rs  	 11.2	 40	   0.62	      	  14.6	 -46	   0.23	      	1	Simbad	138.42932	+76.47534
     690	NGC2748   	(R')SAB(_rs)bc             	R'   	 34.2	 37	   0.81	      	  35.2	  23	   0.40	      	1	Simbad	138.42932	+76.47534
     691	NGC2764   	S(rs)a,sp/E4-5             	rs   	 17.0	 19	   0.82	      	  17.2	   9	   0.47	      	1	Simbad	137.07292	+21.44334
     692	NGC2770   	SAB(rs)b_c,sp              	bar  	 18.0	166	       	      	      	    	       	      	2	Simbad	137.39009	+33.12341
     693	NGC2770   	SAB(rs)b_c,sp              	rs   	 31.5	145	   0.75	      	  31.5	 141	   0.15	      	1	Simbad	137.39009	+33.12341
     694	NGC2775   	SA(l,_rs)_0/a              	l    	 77.4	160	   0.26	      	  77.5	 153	   0.09	      	1	Simbad	137.58380	+07.03792
     695	NGC2775   	SA(l,_rs)_0/a              	_rs  	 40.5	146	   0.21	      	  42.7	 116	   0.13	      	1	Simbad	137.58380	+07.03792
     696	NGC2780   	(R'L)SB(rs)a               	bar  	 10.5	116	   0.76	  12.2	  12.6	 104	   0.76	  14.6	1	Simbad	138.18486	+34.92551
     697	NGC2780   	(R'L)SB(rs)a               	rs   	 11.4	  3	   0.21	      	  14.4	 225	   0.28	      	1	Simbad	138.18486	+34.92551
     698	NGC2780   	(R'L)SB(rs)a               	R'L  	 23.0	150	   0.25	      	  25.3	  72	   0.09	      	1	Simbad	138.18486	+34.92551
     699	NGC2782   	SA(rs,nr)a,pec             	nr   	  5.7	 93	   0.56	      	   5.7	  88	   0.50	      	1	Simbad	138.52133	+40.11380
     700	NGC2782   	SA(rs,nr)a,pec             	rs   	 30.7	 24	   0.09	      	  36.5	  20	   0.23	      	2	Simbad	138.52133	+40.11380
     701	NGC2787   	(L)SBa(r,bl)0o             	bar  	 29.8	147	   0.35	  28.0	  44.9	 179	   0.49	  42.2	1	Simbad	139.82752	+69.20323
     702	NGC2787   	(L)SBa(r,bl)0o             	bl   	 22.5	102	   0.47	      	  23.5	  69	   0.13	      	1	Simbad	139.82752	+69.20323
     703	NGC2787   	(L)SBa(r,bl)0o             	L    	113.5	109	   0.45	      	 114.6	 142	   0.03	      	1	Simbad	139.82752	+69.20323
     704	NGC2787   	(L)SBa(r,bl)0o             	r    	 52.2	104	   0.57	      	  52.9	  92	   0.24	      	1	Simbad	139.82752	+69.20323
     705	NGC2798   	SAB(s)a,pec                	bar  	 13.1	 16	   0.47	  10.0	  21.0	  47	   0.49	  14.4	1	Simbad	139.34564	+41.99971
     706	NGC2805   	(R)SA(s)c,pec              	R    	 47.0	156	   0.18	      	  51.3	 201	   0.12	      	3	Simbad	140.08495	+64.10297
     707	NGC2841   	(RL)S_AB(_rs,rl)a          	rl   	 77.9	150	   0.63	      	  77.9	 152	   0.18	      	1	Simbad	140.51106	+50.97648
     708	NGC2841   	(RL)S_AB(_rs,rl)a          	_rs  	 94.5	149	   0.58	      	  94.5	 152	   0.07	      	3	Simbad	140.51106	+50.97648
     709	NGC2841   	(RL)S_AB(_rs,rl)a          	RL   	187.2	149	   0.62	      	 187.2	 148	   0.17	      	1	Simbad	140.51106	+50.97648
     710	NGC2844   	SA(r)_0/a                  	r    	  8.3	  9	   0.56	      	   8.4	  -1	   0.23	      	1	Simbad	140.45008	+40.15123
     711	NGC2854   	SAB(r)_ab                  	bar  	  8.8	 56	   0.70	   9.8	   8.9	  63	   0.43	   9.9	2	Simbad	141.01352	+49.20430
     712	NGC2854   	SAB(r)_ab                  	r    	  9.7	 51	   0.51	      	   9.7	  28	   0.06	      	1	Simbad	141.01352	+49.20430
     713	NGC2859   	(R)SABa(rl,bl,nl,nb)0+     	bar  	 34.4	161	   0.38	  34.0	  43.0	 165	   0.50	  42.4	1	Simbad	141.07729	+34.51338
     714	NGC2859   	(R)SABa(rl,bl,nl,nb)0+     	nb   	  4.4	 56	   0.26	   4.3	   4.7	  31	   0.19	   4.6	2	Simbad	141.07729	+34.51338
     715	NGC2859   	(R)SABa(rl,bl,nl,nb)0+     	bl   	 21.6	 80	   0.08	      	  25.1	  -7	   0.14	      	1	Simbad	141.07729	+34.51338
     716	NGC2859   	(R)SABa(rl,bl,nl,nb)0+     	nl   	  7.6	 66	   0.23	      	   8.0	  36	   0.13	      	1	Simbad	141.07729	+34.51338
     717	NGC2859   	(R)SABa(rl,bl,nl,nb)0+     	R    	 99.6	 88	   0.23	      	 101.5	 117	   0.06	      	1	Simbad	141.07729	+34.51338
     718	NGC2859   	(R)SABa(rl,bl,nl,nb)0+     	rl   	 44.6	 85	   0.19	      	  45.6	 143	   0.03	      	1	Simbad	141.07729	+34.51338
     719	NGC2882   	SA(rs)b                    	rs   	 20.5	 72	   0.57	      	  21.9	  44	   0.23	      	1	Simbad	141.65051	+07.95455
     720	NGC2893   	(R1L)SAB(l)_0/a            	bar  	 12.0	164	   0.40	  11.0	  12.4	 161	   0.41	  11.4	1	Simbad	142.57065	+29.53997
     721	NGC2893   	(R1L)SAB(l)_0/a            	l    	 14.5	156	   0.20	      	  15.1	 -26	   0.24	      	1	Simbad	142.57065	+29.53997
     722	NGC2893   	(R1L)SAB(l)_0/a            	R1L  	 30.5	 71	   0.23	      	  30.8	  75	   0.21	      	2	Simbad	142.57065	+29.53997
     723	NGC2894   	(R:)S_AB0-o:               	R    	 44.6	 25	   0.57	      	  45.0	   3	   0.07	      	3	Simbad	142.37604	+07.71882
     724	NGC2903   	(R')SB(rs,nr)b             	bar  	 68.1	 28	   0.80	  70.6	  71.1	  40	   0.61	  72.8	1	Simbad	143.04213	+21.50083
     725	NGC2903   	(R')SB(rs,nr)b             	nr   	  5.3	 14	   0.48	      	   5.9	 -42	   0.13	      	1	Simbad	143.04213	+21.50083
     726	NGC2903   	(R')SB(rs,nr)b             	R'   	298.3	 22	   0.66	      	 301.0	  30	   0.32	      	1	Simbad	143.04213	+21.50083
     727	NGC2903   	(R')SB(rs,nr)b             	rs   	 76.5	 11	   0.53	      	  84.1	 -25	   0.20	      	1	Simbad	143.04213	+21.50083
     728	NGC2906   	SA(rs)_ab                  	rs   	 17.7	 79	   0.49	      	  17.8	  71	   0.14	      	1	Simbad	143.02603	+08.44191
     729	NGC2938   	SB(s)_dm                   	bar  	 10.7	100	   0.72	   8.9	  10.9	 107	   0.56	   9.1	2	Simbad	144.59907	+76.31962
     730	NGC2962   	(R)S_ABa(rl)0+             	R    	 69.2	  7	   0.38	      	  69.3	   3	   0.06	      	1	Simbad	145.22472	+05.16584
     731	NGC2962   	(R)S_ABa(rl)0+             	rl   	 31.5	178	   0.46	      	  32.6	 -18	   0.24	      	1	Simbad	145.22472	+05.16584
     732	NGC2964   	S_AB(rs_)b                 	rs_  	 35.3	 85	   0.51	      	  37.8	  63	   0.28	      	1	Simbad	145.72605	+31.84721
     733	NGC2966   	SABx(r'l,nl)a              	bar  	 26.3	 83	       	      	      	    	       	      	1	Simbad	145.54785	+04.67315
     734	NGC2966   	SABx(r'l,nl)a              	nl   	  4.2	 63	   0.29	      	   4.4	  82	   0.20	      	1	Simbad	145.54785	+04.67315
     735	NGC2966   	SABx(r'l,nl)a              	r'l  	 51.7	 68	   0.61	      	  54.4	  76	   0.56	      	1	Simbad	145.54785	+04.67315
     736	NGC2967   	(R')SAB(rs)c               	bar  	  8.1	123	       	      	      	    	       	      	2	Simbad	145.51372	+00.33642
     737	NGC2967   	(R')SAB(rs)c               	rs   	 22.4	 38	   0.25	      	  22.6	  34	   0.23	      	2	Simbad	145.51372	+00.33642
     738	NGC2967   	(R')SAB(rs)c               	R'   	 44.7	162	   0.14	      	  46.6	 -19	   0.18	      	3	Simbad	145.51372	+00.33642
     739	NGC2968   	(L)SB(s,bl)0+              	bar  	 34.7	 38	   0.45	  35.3	  39.0	  21	   0.39	  39.4	1	Simbad	145.80011	+31.92871
     740	NGC2968   	(L)SB(s,bl)0+              	bl   	 18.3	 70	   0.15	      	  21.4	 155	   0.14	      	1	Simbad	145.80011	+31.92871
     741	NGC2968   	(L)SB(s,bl)0+              	L    	 98.1	 71	   0.28	      	  99.7	 105	   0.05	      	1	Simbad	145.80011	+31.92871
     742	NGC2974   	SA(r)0/a                   	r    	 47.4	 41	   0.47	      	  47.9	  32	   0.25	      	3	Simbad	145.63861	-03.69912
     743	NGC2985   	(R')SA(rs)_ab              	R'   	 88.0	177	   0.28	      	  88.1	 184	   0.08	      	2	Simbad	147.59264	+72.27865
     744	NGC2985   	(R')SA(rs)_ab              	rs   	 43.9	169	   0.25	      	  44.4	 -31	   0.07	      	1	Simbad	147.59264	+72.27865
     745	NGC3003   	SB(rs_)d                   	bar  	 25.8	 85	       	      	      	    	       	      	2	Simbad	147.15021	+33.42149
     746	NGC3003   	SB(rs_)d                   	rs_  	 51.6	 74	   0.83	      	  55.2	  50	   0.37	      	3	Simbad	147.15021	+33.42149
     747	NGC3018   	SB(s)_dm:                  	bar  	  9.3	 37	   0.66	  13.3	  10.5	  54	   0.57	  15.1	2	Simbad	147.42265	+00.62121
     748	NGC3020   	SB(rs)d_m                  	bar  	 12.2	105	   0.84	  10.6	  12.4	 112	   0.69	  11.0	2	Simbad	147.52750	+12.81360
     749	NGC3020   	SB(rs)d_m                  	rs   	 14.3	104	   0.47	      	  15.9	 162	   0.13	      	3	Simbad	147.52750	+12.81360
     750	NGC3023   	SB(s)dm                    	bar  	 18.4	147	       	      	      	    	       	      	2	Simbad	147.46932	+00.61788
     751	NGC3024   	Sdm:,sp                    	bar  	 14.0	126	       	      	      	    	       	      	3	Simbad	147.61414	+12.76562
     752	NGC3026   	SB(s)d                     	bar  	 20.2	 78	       	      	      	    	       	      	2	Simbad	147.73045	+28.55118
     753	NGC3027   	SB(s)dm                    	bar  	 51.6	121	       	      	      	    	       	      	2	Simbad	148.91930	+72.20357
     754	NGC3031   	SA(r,rs,nb)a               	nb   	 16.1	140	   0.38	  17.3	  20.3	  91	   0.29	  21.9	1	Simbad	148.88822	+69.06529
     755	NGC3031   	SA(r,rs,nb)a               	r    	127.3	158	   0.53	      	 127.9	 167	   0.13	      	1	Simbad	148.88822	+69.06529
     756	NGC3031   	SA(r,rs,nb)a               	rs   	192.5	150	   0.44	      	 207.7	 101	   0.12	      	1	Simbad	148.88822	+69.06529
     757	NGC3032   	SA(rl_,rl)0o               	rl   	 10.4	 79	   0.07	      	  12.3	  13	   0.16	      	1	Simbad	148.03395	+29.23623
     758	NGC3032   	SA(rl_,rl)0o               	rl_  	 21.0	114	   0.13	      	  23.6	 168	   0.13	      	1	Simbad	148.03395	+29.23623
     759	NGC3041   	SA(rs)_bc                  	rs   	 33.1	 87	   0.24	      	  40.2	   3	   0.18	      	1	Simbad	148.27977	+16.67766
     760	NGC3043   	SB(rs_)dm,sp               	bar  	 13.0	 78	       	      	      	    	       	      	2	Simbad	149.06189	+59.30709
     761	NGC3043   	SB(rs_)dm,sp               	rs_  	 14.7	 72	   0.63	      	  17.8	  23	   0.27	      	3	Simbad	149.06189	+59.30709
     762	NGC3049   	SB(rs_)ab:                 	bar  	 36.2	 34	   0.78	  38.2	  36.5	  39	   0.64	  38.2	1	Simbad	148.70688	+09.27164
     763	NGC3049   	SB(rs_)ab:                 	rs   	 40.6	 16	   0.19	      	  56.0	 -53	   0.29	      	2	Simbad	148.70688	+09.27164
     764	NGC3057   	SB(s)_dm                   	bar  	 26.0	178	   0.44	  26.8	  29.1	 146	   0.35	  31.9	2	Simbad	151.41377	+80.28567
     765	NGC3061   	SAB(rs)b,pec               	bar  	 12.5	157	   0.59	  10.6	  12.5	 156	   0.51	  10.7	1	Simbad	149.05025	+75.86655
     766	NGC3061   	SAB(rs)b,pec               	rs   	 22.0	179	   0.45	      	  22.4	 186	   0.37	      	2	Simbad	149.05025	+75.86655
     767	NGC3065   	(L)SA(l)0o                 	l    	 12.6	123	   0.03	      	  13.8	 -72	   0.11	      	1	Simbad	150.48013	+72.17031
     768	NGC3065   	(L)SA(l)0o                 	L    	 42.1	 17	   0.08	      	  42.9	  85	   0.02	      	1	Simbad	150.48013	+72.17031
     769	NGC3066   	SAB(rs)ab,pec              	bar  	 10.1	103	   0.54	  10.8	  10.4	  99	   0.52	  11.2	1	Simbad	150.54542	+72.12524
     770	NGC3066   	SAB(rs)ab,pec              	rs   	 11.9	 48	   0.10	      	  13.2	  45	   0.19	      	1	Simbad	150.54542	+72.12524
     771	NGC3067   	(L)SB(s)c_d,pec/Sph        	bar  	 11.4	 94	       	      	      	    	       	      	2	Simbad	149.58774	+32.36999
     772	NGC3067   	(L)SB(s)c_d,pec/Sph        	L    	 58.9	104	   0.62	      	  69.3	 185	   0.15	      	1	Simbad	149.58774	+32.36999
     773	NGC3079   	SAB(s,nd)b,sp              	bar  	 58.1	168	       	      	      	    	       	      	3	Simbad	150.49085	+55.67979
     774	NGC3104   	IAB(s)m                    	bar  	 27.1	 51	       	      	      	    	       	      	3	Simbad	150.98827	+40.76151
     775	NGC3147   	S_AB(r'l)b                 	r'l  	 14.9	  3	   0.15	      	  16.6	 216	   0.17	      	2	Simbad	154.22347	+73.40065
     776	NGC3153   	SB(rs_)c_d                 	bar  	 16.5	170	   0.69	  15.1	  17.0	   3	   0.34	  15.3	1	Simbad	153.21043	+12.66669
     777	NGC3153   	SB(rs_)c_d                 	rs_  	 20.1	171	   0.27	      	  32.1	 250	   0.38	      	3	Simbad	153.21043	+12.66669
     778	NGC3155   	SB(s)b                     	bar  	  6.1	  3	   0.55	   5.5	   8.4	 155	   0.49	   7.0	1	Simbad	154.41584	+74.34749
     779	NGC3166   	(RL_)SA_Ba(rl_)0+          	bar  	 25.1	174	   0.17	  18.4	  44.5	 170	   0.53	  32.6	1	Simbad	153.44031	+03.42467
     780	NGC3166   	(RL_)SA_Ba(rl_)0+          	rl_  	 29.2	 88	   0.21	      	  41.2	 163	   0.30	      	1	Simbad	153.44031	+03.42467
     781	NGC3166   	(RL_)SA_Ba(rl_)0+          	RL_  	147.6	 85	   0.42	      	 159.6	 135	   0.12	      	1	Simbad	153.44031	+03.42467
     782	NGC3169   	SA(rs_)_ab:,pec            	rs_  	 67.3	 52	   0.47	      	  67.5	  48	   0.32	      	3	Simbad	153.56291	+03.46612
     783	NGC3177   	(R')SA(rs)a_b              	R'   	 19.7	136	   0.24	      	  19.7	 135	   0.14	      	3	Simbad	154.14227	+21.12305
     784	NGC3177   	(R')SA(rs)a_b              	rs   	  7.3	 39	   0.27	      	   8.4	 221	   0.36	      	2	Simbad	154.14227	+21.12305
     785	NGC3182   	SA(_rl)0o+                 	_rl  	  7.2	142	   0.29	      	   7.4	 161	   0.12	      	1	Simbad	154.88760	+58.20572
     786	NGC3184   	SA(rs)bc                   	rs   	 30.5	144	   0.21	      	  31.7	 -37	   0.24	      	1	Simbad	154.57077	+41.42438
     787	NGC3185   	(RL)SABax(_rs,bl)0/a       	bar  	 32.4	114	   0.61	  35.3	  35.8	  99	   0.51	  39.0	1	Simbad	154.41068	+21.68822
     788	NGC3185   	(RL)SABax(_rs,bl)0/a       	RL   	 83.7	138	   0.32	      	  87.4	 207	   0.05	      	1	Simbad	154.41068	+21.68822
     789	NGC3185   	(RL)SABax(_rs,bl)0/a       	_rs  	 37.6	124	   0.43	      	  39.9	 100	   0.23	      	1	Simbad	154.41068	+21.68822
     790	NGC3185   	(RL)SABax(_rs,bl)0/a       	bl   	 17.3	141	   0.39	      	  17.7	 167	   0.10	      	1	Simbad	154.41068	+21.68822
     791	NGC3187   	SB(s)c,pec                 	bar  	 35.6	122	       	      	      	    	       	      	3	Simbad	154.44946	+21.87333
     792	NGC3190   	SABx(l,nd)0/_a,sp,pec      	bar  	 76.6	118	   0.73	  76.5	  77.4	 123	   0.61	  77.3	3	Simbad	154.52351	+21.83194
     793	NGC3190   	SABx(l,nd)0/_a,sp,pec      	l    	 95.0	121	   0.54	      	  97.5	 131	   0.36	      	3	Simbad	154.52351	+21.83194
     794	NGC3198   	SAB(rs_)bc                 	bar  	 28.0	 22	       	      	      	    	       	      	2	Simbad	154.97912	+45.54969
     795	NGC3198   	SAB(rs_)bc                 	rs_  	 59.0	 42	   0.80	      	  65.5	  64	   0.51	      	1	Simbad	154.97912	+45.54969
     796	NGC3206   	SB(s)d                     	bar  	 20.6	 85	   0.40	  18.5	  27.4	  94	   0.52	  24.0	2	Simbad	155.44826	+56.93041
     797	NGC3227   	SABx(s)a                   	bar  	 62.8	147	   0.68	  58.0	  62.8	 144	   0.40	  58.1	2	Simbad	155.87737	+19.86508
     798	NGC3246   	SB(s)d                     	bar  	 10.5	 89	   0.63	   8.2	  10.7	  78	   0.34	   8.5	1	Simbad	156.67402	+03.86211
     799	NGC3248   	(RL_)SA(l)0o               	l    	 32.5	131	   0.40	      	  36.2	 168	   0.21	      	1	Simbad	156.93933	+22.84717
     800	NGC3248   	(RL_)SA(l)0o               	RL_  	 62.2	126	   0.37	      	  67.4	 173	   0.12	      	1	Simbad	156.93933	+22.84717
     801	NGC3252   	Sdm,sp/E7                  	bar  	  8.9	 19	       	      	      	    	       	      	3	Simbad	158.59627	+73.76498
     802	NGC3254   	SA_Bxab                    	bar  	 13.2	 52	       	      	      	    	       	      	3	Simbad	157.33301	+29.49144
     803	NGC3259   	SA(r'l)bc                  	r'l  	  8.6	 29	   0.46	      	   9.2	  62	   0.18	      	2	Simbad	158.14527	+65.04109
     804	NGC3264   	SB(s)_dm                   	bar  	 17.1	158	       	      	      	    	       	      	2	Simbad	158.08133	+56.08517
     805	NGC3266   	(RL_)SB(bl)0o              	bar  	 11.2	  7	   0.26	   9.6	  12.4	   5	   0.33	  10.6	1	Simbad	158.32337	+64.74936
     806	NGC3266   	(RL_)SB(bl)0o              	bl   	  8.1	 93	   0.11	      	   8.1	 109	   0.01	      	1	Simbad	158.32337	+64.74936
     807	NGC3266   	(RL_)SB(bl)0o              	RL_  	 28.9	 23	   0.07	      	  31.9	  10	   0.15	      	1	Simbad	158.32337	+64.74936
     808	NGC3277   	SA(l)0/a                   	l    	 23.0	 22	   0.29	      	  23.7	  -1	   0.12	      	1	Simbad	158.23103	+28.51173
     809	NGC3287   	SB(s)dm,pec                	bar  	 27.3	 13	   0.80	  27.9	  28.0	   3	   0.56	  28.6	2	Simbad	158.69698	+21.64834
     810	NGC3294   	SA(rs_)_bc                 	rs_  	 12.8	120	   0.41	      	  13.9	 185	   0.09	      	1	Simbad	159.06773	+37.32473
     811	NGC3301   	(R'L)SABx(r)0+,sp          	bar  	 14.1	 23	       	      	      	    	       	      	3	Simbad	159.23346	+21.88217
     812	NGC3301   	(R'L)SABx(r)0+,sp          	r    	 34.1	 54	   0.79	      	  34.7	  65	   0.34	      	1	Simbad	159.23346	+21.88217
     813	NGC3301   	(R'L)SABx(r)0+,sp          	R'L  	 72.8	 51	   0.72	      	  72.8	  55	   0.10	      	1	Simbad	159.23346	+21.88217
     814	NGC3306   	SAB(s)b:                   	bar  	 10.6	141	   0.55	   7.7	  10.7	 151	   0.10	   7.7	2	Simbad	159.29259	+12.65260
     815	NGC3310   	SA(_rs)bc,pec              	_rs  	  9.5	129	   0.39	      	   9.9	 122	   0.37	      	1	Simbad	159.69107	+53.50330
     816	NGC3319   	(R')SB(s)cd                	bar  	 64.2	 41	       	      	      	    	       	      	2	Simbad	159.78972	+41.68687
     817	NGC3319   	(R')SB(s)cd                	R'   	151.7	 36	   0.43	      	 163.2	  -8	   0.12	      	2	Simbad	159.78972	+41.68687
     818	NGC3320   	SB(s)b_c,pec               	bar  	 10.9	 23	   0.60	   9.5	  11.1	   5	   0.11	   9.5	1	Simbad	159.90217	+47.39796
     819	NGC3321   	SAB(_rs)cd                 	bar  	  7.8	 59	   0.36	   5.3	  12.5	 102	   0.46	   8.4	2	Simbad	159.71063	-11.64890
     820	NGC3321   	SAB(_rs)cd                 	_rs  	 16.7	 16	   0.39	      	  22.7	 -42	   0.31	      	1	Simbad	159.71063	-11.64890
     821	NGC3329   	SA(l)a                     	l    	  7.3	137	   0.34	      	   7.5	  77	   0.02	      	1	Simbad	161.16403	+76.80952
     822	NGC3338   	SA(rs,nl)bc                	nl   	  8.7	100	   0.35	      	  11.7	 182	   0.26	      	1	Simbad	160.53140	+13.74699
     823	NGC3338   	SA(rs,nl)bc                	rs   	 19.8	 92	   0.37	      	  25.9	  14	   0.24	      	1	Simbad	160.53140	+13.74699
     824	NGC3344   	SAB(r)_bc                  	bar  	 25.5	178	   0.38	  25.3	  26.7	   6	   0.38	  26.8	1	Simbad	160.87979	+24.92222
     825	NGC3344   	SAB(r)_bc                  	r    	 27.9	137	   0.13	      	  28.0	 118	   0.03	      	1	Simbad	160.87979	+24.92222
     826	NGC3346   	SB(rs)cd                   	bar  	 13.8	 91	   0.71	  15.0	  14.3	  87	   0.68	  15.5	1	Simbad	160.91221	+14.87179
     827	NGC3346   	SB(rs)cd                   	rs   	 19.8	157	   0.38	      	  21.7	 168	   0.39	      	1	Simbad	160.91221	+14.87179
     828	NGC3351   	(R')SB(r,bl,nr)a           	bar  	 51.4	112	   0.46	  53.6	  71.8	 106	   0.61	  74.8	1	Simbad	160.99055	+11.70361
