#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea1&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_587_A160_tablea1:
#Name: J/A+A/587/A160/tablea1
#Title: Fundamental properties of S4G galaxies: distance, mass distribution, velocities and stellar disk
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	rfp	(A3)	Display the Radial force profiles of this galaxy	[ucd=meta.ref.url]
#Column	rcdm	(A4)	Display the Rotation curve decomposition model of this galaxy	[ucd=meta.ref.url]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;src.class.starGalaxy;meta.main]
#Column	M*	(I12)	? Total stellar mass	[ucd=phys.mass]
#Column	Dist	(F7.3)	Distance to the galaxy	[ucd=pos.distance]
#Column	hz	(F6.3)	Disk scale-height	[ucd=phys.angSize;src]
#Column	e_hz1	(F7.3)	[] Uncertainty on the disk scale-height associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_hz2	(F7.3)	[] Uncertainty on the disk scale-height associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Ropt	(F8.3)	? Estimated optical radius	[ucd=phys.angSize;em.opt]
#Column	VHI	(F8.3)	? Inclination-corrected HI maximum velocity	[ucd=spect.dopplerVeloc]
#Column	V36max	(F8.3)	? Maximum of the stellar contribution to the rotation curve	[ucd=phys.veloc.rotat]
#Column	e_V36max1	(F7.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36max2	(F6.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36maxRad	(F8.3)	? Radius of maximum velocity of the stellar component of the rotation curve	[ucd=phys.angSize]
#Column	e_V36maxRad1	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36maxRad2	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36Ropt	(F8.3)	? The stellar contribution to the rotation curve evaluated at the optical radius	[ucd=phys.veloc.rotat]
#Column	e_V36Ropt1	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36Ropt2	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	dRV36	(F8.3)	? Inner slope of the stellar component of the rotation curve	[ucd=arith.grad;phys.veloc]
#Column	e_dRV361	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_dRV362	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	ahalo	(F8.3)	? Halo core radius	[ucd=phys.size.radius]
#Column	Vinfhalo	(F8.3)	? Halo velocity amplitude, corrected to match the HI maximum velocity	[ucd=phys.veloc.dispersion]
#Column	Mh/M*	(F8.3)	? Stellar-to-halo mass ratio within the optical radius	[ucd=phys.mass;arith.ratio]
#Column	bar	(A1)	indicates bar informations in tables A2 and/or A3	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	rfp	rcdm	Galaxy	M*	Dist	hz	e_hz1	e_hz2	Ropt	VHI	V36max	e_V36max1	e_V36max2	V36maxRad	e_V36maxRad1	e_V36maxRad2	V36Ropt	e_V36Ropt1	e_V36Ropt2	dRV36	e_dRV361	e_dRV362	ahalo	Vinfhalo	Mh/M*	bar	Simbad	_RA	_DE
     774	rfp	rcdm	NGC4795   	 55080800256	 39.056	 5.032	 15.097	 -1.006	  65.088	 223.981	 161.588	-31.633	 5.313	  17.250	  30.000	  -1.500	 139.985	 -15.264	   1.081	 260.357	-114.450	  21.460	  16.669	 293.139	   2.093	*	Simbad	193.76207	+08.06542
     775	rfp	rcdm	NGC4800   	 29040199680	 22.500	 2.942	  8.827	 -0.588	  37.754	 222.916	 200.136	-33.940	 4.178	  18.750	  12.000	  -1.500	 184.534	 -20.908	   1.548	 502.789	-207.650	  36.130	   5.179	 198.194	   0.616	 	Simbad	193.65740	+46.53114
     776	rfp	rcdm	NGC4802   	  4830589952	 11.500	 5.660	  5.660	 -2.830	 116.333	        	 105.176	-10.511	 7.611	  24.750	   3.000	  -3.000	  70.148	  -1.256	   0.549	 361.450	 -81.050	  81.920	        	        	        	 	Simbad	193.95680	-12.05535
     777	rfp	rcdm	NGC4806   	  9204490240	 33.444	 0.944	  0.755	 -0.236	  28.814	 115.552	 111.113	 -8.858	 5.905	  21.750	   1.500	  -1.500	 106.369	  -5.776	   3.075	  93.195	 -19.830	  21.460	   5.836	  70.524	   0.242	 	Simbad	194.05167	-29.50297
     778	rfp	rcdm	NGC4809   	   950604032	 22.200	 1.965	  1.572	 -0.491	  58.529	  69.965	  34.643	 -0.961	 0.344	  41.250	  10.500	   0.000	  32.768	  -0.559	   0.175	  43.536	  -7.810	   3.900	   5.705	  71.099	   4.775	 	Simbad	193.71275	+02.65408
     779	rfp	rcdm	NGC4814   	 52844498944	 41.460	 2.461	  1.641	 -0.703	  32.970	 265.223	 199.359	 -7.767	 3.655	  27.750	   0.000	   0.000	 190.600	  -5.626	   2.484	 215.938	 -31.690	  20.140	   9.602	 328.685	   1.256	 	Simbad	193.84143	+58.34397
     780	rfp	rcdm	NGC4826   	 27733200896	  5.341	13.752	 41.257	 -2.750	 179.949	 183.776	 177.727	-29.906	 4.769	  54.750	  76.500	  -1.500	 163.160	 -18.217	   1.337	 515.812	-200.580	  31.170	   6.457	 143.473	   0.361	 	Simbad	194.18207	+21.68266
     781	rfp	rcdm	NGC4880   	  6338699776	 15.700	 6.393	 19.179	 -1.279	  85.120	        	  72.556	 -9.953	 1.112	  68.250	   6.000	 -27.000	  70.150	  -8.254	   0.638	 119.121	 -50.350	   9.270	        	        	        	*	Simbad	195.04388	+12.48337
     782	rfp	rcdm	NGC4897   	 36643799040	 44.967	 4.150	  2.767	 -1.186	  69.089	 200.983	 150.065	-11.722	 6.402	  17.250	   1.500	   0.000	 113.958	  -2.058	   0.836	 224.201	 -40.500	  28.070	  23.300	 302.543	   2.832	*	Simbad	195.22061	-13.44980
     783	rfp	rcdm	NGC4899   	 24210300928	 34.660	 1.838	  1.470	 -0.459	  55.244	 139.286	 133.994	 -4.212	 1.509	  35.250	   1.500	   0.000	 126.906	  -2.284	   0.731	 206.740	 -36.420	  17.490	  13.418	 100.200	   0.275	 	Simbad	195.23599	-13.94424
     784	rfp	rcdm	NGC4900   	 23014400000	 24.714	 2.143	  1.714	 -0.536	  66.925	 133.221	 157.129	 -4.874	 1.662	  45.750	   1.500	   0.000	 141.922	  -2.233	   0.687	 233.414	 -39.080	  18.560	        	        	        	*	Simbad	195.16312	+02.50146
     785	rfp	rcdm	NGC4902   	112459997184	 39.200	 4.163	  2.775	 -1.189	  72.300	 327.798	 222.611	 -7.890	 4.644	  38.250	  16.500	   0.000	 209.742	  -4.766	   2.074	 292.311	 -52.650	  36.830	  24.040	 504.366	   1.936	*	Simbad	195.24885	-14.51369
     786	rfp	rcdm	NGC4904   	 11722000384	 22.843	 2.231	  1.785	 -0.558	  67.814	 127.675	 109.658	 -3.197	 1.118	  44.250	   1.500	   0.000	  98.078	  -1.438	   0.437	 212.430	 -37.910	  18.520	   8.304	 120.974	   0.932	*	Simbad	195.24445	-00.02745
     787	rfp	rcdm	NGC4920   	  1044720000	 18.542	 1.115	  0.892	 -0.279	  33.917	  78.934	  52.508	 -1.537	 0.536	  20.250	   0.000	  -1.500	  44.821	  -0.483	   0.135	 139.515	 -19.620	   9.440	   2.508	  84.198	   2.820	 	Simbad	195.51750	-11.37861
     788	rfp	rcdm	NGC4928   	  8953639936	 29.075	 0.944	  0.755	 -0.236	  28.491	  90.550	 117.680	 -3.454	 1.224	  20.250	   1.500	   0.000	 111.673	  -1.939	   0.621	 183.723	 -28.680	  13.760	        	        	        	 	Simbad	195.75233	-08.08499
     789	rfp	rcdm	NGC4941   	 22646398976	 18.220	 9.534	 28.601	 -1.907	 136.520	 238.648	 127.240	-24.726	 2.494	  57.750	   9.000	   0.000	 104.043	 -10.169	   0.694	 309.587	-137.320	  25.790	  16.997	 369.621	   5.718	 	Simbad	196.05476	-05.55162
     790	rfp	rcdm	NGC4942   	  8035259904	 32.560	 1.522	  1.218	 -0.380	  44.878	  91.704	  81.873	 -1.846	 0.598	  38.250	   0.000	   0.000	  79.176	  -1.414	   0.445	 113.254	 -20.450	  10.110	   8.214	  70.868	   0.458	*	Simbad	196.07962	-07.64944
     791	rfp	rcdm	NGC4948A  	  2798980096	 26.200	 1.679	  1.344	 -0.420	  51.362	  61.123	  51.475	 -1.291	 0.426	  38.250	   0.000	   0.000	  48.401	  -0.772	   0.239	  34.319	  -4.700	   2.260	   6.016	  50.377	   0.798	*	Simbad	196.27410	-08.16132
     792	rfp	rcdm	NGC4961   	 12676500480	 45.186	 1.457	  0.972	 -0.416	  22.316	 147.392	 119.112	 -5.514	 2.744	  15.750	   0.000	   0.000	 107.792	  -2.475	   1.052	 107.833	 -15.680	  10.450	   5.609	 154.795	   1.167	*	Simbad	196.44822	+27.73411
     793	rfp	rcdm	NGC4965   	 23713699840	 42.480	 2.609	  2.088	 -0.652	  82.300	 170.082	 103.593	 -2.453	 0.804	  66.750	   0.000	   0.000	  96.327	  -1.428	   0.432	  54.439	  -8.300	   3.890	  26.957	 264.285	   2.841	*	Simbad	196.78911	-28.22818
     794	rfp	rcdm	NGC4980   	  2118360064	 19.819	 1.494	  1.195	 -0.373	  46.146	  93.326	  55.106	 -1.156	 0.573	  36.750	   1.500	 -13.500	  54.310	  -0.947	   0.302	  62.472	  -8.520	   4.030	   4.410	 107.356	   2.620	 	Simbad	197.29201	-28.64179
     795	rfp	rcdm	NGC4981   	 27733200896	 24.722	 4.221	  2.814	 -1.206	  70.925	 155.608	 141.028	 -4.252	 1.938	  54.750	   1.500	   0.000	 135.627	  -3.053	   1.305	 447.425	 -87.820	  64.670	  12.054	 130.856	   0.424	*	Simbad	197.20306	-06.77758
     796	rfp	rcdm	NGC4984   	 49090801664	 21.300	12.327	 36.982	 -2.465	 159.373	 114.671	 194.266	-57.651	11.189	  17.250	  36.000	  -3.000	 127.238	 -12.204	   0.763	 470.167	-221.050	  46.480	        	        	        	*	Simbad	197.23839	-15.51630
     797	rfp	rcdm	NGC4995   	 56754401280	 28.911	 4.113	  2.742	 -1.175	  68.779	 185.013	 182.401	 -6.543	 3.082	  48.750	   1.500	  -1.500	 168.938	  -3.824	   1.634	 206.775	 -29.090	  17.560	  15.605	 142.410	   0.267	*	Simbad	197.41939	-07.83339
     798	rfp	rcdm	NGC5002   	   796158976	 15.111	 2.282	  1.826	 -0.571	  57.582	  66.660	  32.641	 -0.789	 0.261	  48.750	   1.500	   0.000	  31.376	  -0.557	   0.172	  49.298	  -8.180	   4.090	   3.188	  90.366	   4.714	 	Simbad	197.65910	+36.63422
     799	rfp	rcdm	NGC5012   	 63241101312	 39.278	 3.461	  2.307	 -0.989	  55.543	 238.177	 185.406	 -6.692	 3.158	  42.750	   0.000	  -1.500	 172.332	  -3.795	   1.587	 231.229	 -38.370	  25.450	  16.168	 296.819	   1.221	 	Simbad	197.90440	+22.91547
     800	rfp	rcdm	NGC5016   	 30130100224	 42.483	 1.138	  0.910	 -0.284	  32.024	 182.499	 152.862	 -4.127	 1.676	  20.250	   6.000	   0.000	 145.916	  -2.365	   0.731	 169.813	 -28.280	  13.640	   8.534	 177.624	   0.757	 	Simbad	198.02786	+24.09505
     801	rfp	rcdm	NGC5033   	 88307998720	 19.642	 6.960	  5.568	 -1.740	 207.123	 250.268	 248.364	-19.131	 7.223	  35.250	   3.000	   0.000	 146.411	  -1.100	   0.288	 318.430	 -51.650	  23.280	  34.951	 411.486	   2.579	 	Simbad	198.36473	+36.59365
     802	rfp	rcdm	NGC5042   	  8109620224	 15.633	 3.693	  2.954	 -0.923	 114.990	 135.220	  81.186	 -2.036	 0.678	  78.750	   1.500	   0.000	  74.487	  -0.969	   0.281	  83.414	 -10.880	   4.720	  10.925	 180.991	   3.080	*	Simbad	198.88043	-23.98239
     803	rfp	rcdm	NGC5054   	 44977999872	 19.850	 7.118	  4.745	 -2.034	 115.290	 202.008	 154.838	 -5.243	10.508	  83.250	   3.000	 -73.500	 143.509	  -2.938	   1.213	 350.116	 -67.430	  49.550	  17.257	 263.060	   1.317	 	Simbad	199.24370	-16.63485
     804	rfp	rcdm	NGC5055   	 59979100160	  8.333	15.444	 10.296	 -4.412	 235.436	 226.089	 186.221	 -8.084	 3.851	 128.250	   1.500	   0.000	 168.486	  -3.725	   1.567	 146.686	 -12.400	   4.770	  14.795	 278.446	   1.074	 	Simbad	198.95554	+42.02929
     805	rfp	rcdm	NGC5068   	  5482769920	  6.075	 6.486	  5.189	 -1.621	 191.007	 172.694	  81.439	 -1.977	 0.671	 161.250	   4.500	   0.000	  78.474	  -1.474	   0.464	 132.168	 -17.190	   7.220	   5.873	 222.097	   5.156	*	Simbad	199.72836	-21.03910
     806	rfp	rcdm	NGC5079   	 13803899904	 31.600	 2.681	  1.787	 -0.766	  43.043	 123.137	 119.357	 -5.253	 2.581	  29.250	   1.500	   0.000	 106.983	  -2.406	   1.002	 153.920	 -25.970	  17.610	   8.041	  95.762	   0.436	*	Simbad	199.90855	-12.69896
     807	rfp	rcdm	NGC5085   	 64120999936	 28.900	 5.528	  3.685	 -1.579	  95.799	 248.871	 178.581	 -7.182	 3.482	  65.250	   1.500	  -1.500	 161.705	  -3.431	   1.425	 146.687	 -22.310	  14.220	  19.235	 331.223	   1.836	 	Simbad	200.07375	-24.44028
     808	rfp	rcdm	NGC5101   	129122000896	 27.400	13.150	 39.450	 -2.630	 168.301	 230.996	 218.049	-54.320	 8.421	  32.250	  25.500	  -3.000	 174.686	 -20.108	   1.569	 225.098	 -97.780	  18.000	  41.326	 315.876	   1.004	*	Simbad	200.44267	-27.43052
     809	rfp	rcdm	NGC5103   	  9375620096	 17.917	 3.620	  3.620	 -1.810	  67.500	  63.976	 113.695	-12.899	11.818	  11.250	   6.000	  -1.500	  77.219	  -2.020	   1.038	 459.968	-113.680	 128.410	        	        	        	 	Simbad	200.12523	+43.08401
     810	rfp	rcdm	NGC5105   	  9527959552	 35.467	 1.544	  1.235	 -0.386	  44.625	 153.615	  85.060	 -2.106	 0.716	  32.250	   1.500	   0.000	  83.066	  -1.415	   0.447	  96.648	 -16.740	   8.220	   9.438	 205.662	   3.247	 	Simbad	200.45459	-13.20679
     811	rfp	rcdm	NGC5112   	 13031700480	 26.456	 3.828	  3.063	 -0.957	 109.020	 126.126	  84.472	 -2.231	 0.761	  95.250	   0.000	   0.000	  81.139	  -1.589	   0.499	  64.072	 -10.290	   4.830	  16.887	 151.347	   1.900	*	Simbad	200.48543	+38.73451
     812	rfp	rcdm	NGC5117   	 13121999872	 39.550	 2.519	  2.015	 -0.630	  72.543	 127.926	  64.123	 -1.940	 0.666	  42.750	   1.500	   0.000	  55.276	  -0.674	   0.203	  42.981	  -6.690	   3.170	  14.626	 167.060	   5.845	*	Simbad	200.73526	+28.31653
     813	rfp	rcdm	NGC5134   	  7925020160	 10.889	 5.465	 16.394	 -1.093	  74.335	 218.811	 111.653	-17.462	 1.568	  51.750	   3.000	   0.000	  98.579	 -10.030	   0.655	 459.010	-192.320	  33.410	   4.305	 289.959	   5.269	*	Simbad	201.32735	-21.13417
     814	rfp	rcdm	NGC5145   	 39627800576	 39.350	 3.050	  3.050	 -1.525	  69.021	 146.316	 253.335	-31.069	23.261	  11.250	   1.500	   0.000	 126.878	  -1.403	   0.488	 455.166	-110.240	 122.100	        	        	   0.443	 	Simbad	201.30795	+43.26718
     815	rfp	rcdm	NGC5147   	  8669609984	 21.600	 1.729	  1.383	 -0.432	  51.780	 124.948	 111.201	 -3.727	 1.379	  38.250	   1.500	   0.000	  98.086	  -1.493	   0.441	 115.970	 -19.380	   9.450	   5.923	 114.181	   0.836	*	Simbad	201.58211	+02.10076
     816	rfp	rcdm	NGC5194   	 77982998528	  7.908	15.040	 10.026	 -4.297	 269.450	 133.797	 223.739	-10.517	 5.746	 297.750	   0.000	   0.000	 173.836	  -0.560	   1.777	 200.721	 -22.010	  11.270	        	        	        	*	Simbad	202.46957	+47.19526
     817	rfp	rcdm	NGC5195   	 25351299072	  7.908	12.420	 12.420	 -6.210	 225.000	 134.170	 172.234	-15.444	28.148	  62.250	   6.000	 -49.500	 141.903	  -6.401	   4.353	        	        	        	        	        	        	*	Simbad	202.49829	+47.26613
     818	rfp	rcdm	NGC5204   	   558470016	  5.154	 3.001	  2.401	 -0.750	  86.157	  72.811	  38.028	 -0.816	 0.267	  74.250	   0.000	   0.000	  37.179	  -0.605	   0.184	  82.886	  -9.320	   4.030	   1.649	  78.745	   3.804	 	Simbad	202.40212	+58.41873
     819	rfp	rcdm	NGC5205   	 11271999488	 29.983	 3.724	  2.483	 -1.064	  64.263	 150.912	  95.790	 -4.371	 2.622	  26.250	   9.000	  -1.500	  79.849	  -1.344	   0.532	 175.049	 -31.270	  21.660	  10.691	 195.315	   3.451	*	Simbad	202.51538	+62.51153
     820	rfp	rcdm	NGC5218   	 69984198656	 51.420	 2.834	  8.503	 -0.567	  36.182	 331.551	 233.603	-45.778	 4.977	  17.250	   4.500	  -1.500	 195.131	 -20.014	   1.335	 449.073	-201.300	  38.730	  13.288	 471.566	   2.532	*	Simbad	203.04342	+62.76777
     821	rfp	rcdm	NGC5236   	108893003776	  6.960	11.565	  9.252	 -2.891	 341.605	 376.913	 244.311	 -5.881	 8.075	 254.250	   0.000	-238.500	 227.555	  -3.503	   1.085	        	        	        	  21.498	 635.412	   2.339	*	Simbad	204.25383	-29.86576
     822	rfp	rcdm	NGC5238   	    89330600	  4.863	 2.780	  2.224	 -0.695	  80.394	  28.132	  19.470	 -0.552	 0.200	  56.250	   1.500	  -6.000	  19.040	  -0.459	   0.155	 196.366	 -40.300	  20.750	   0.984	 105.828	   1.587	 	Simbad	203.68250	+51.60917
     823	rfp	rcdm	NGC5240   	 27989800960	 50.967	 2.900	  1.933	 -0.829	  49.613	 164.342	 114.569	 -4.421	 2.119	  33.750	   1.500	   0.000	 108.233	  -2.582	   1.128	  64.783	 -11.380	   7.930	  16.343	 204.017	   1.752	*	Simbad	203.98010	+35.58827
     824	rfp	rcdm	NGC5247   	 67920297984	 22.200	 6.032	  4.826	 -1.508	 183.503	 126.855	 165.434	 -4.712	 1.721	 138.750	   0.000	 -13.500	 146.141	  -2.023	   0.593	 152.659	 -23.810	  10.660	        	        	        	 	Simbad	204.51267	-17.88403
     825	rfp	rcdm	NGC5248   	 47097798656	 16.883	 6.065	  4.044	 -1.733	 101.294	 214.708	 182.887	 -9.363	 9.085	  20.250	  63.000	  -4.500	 173.098	  -4.022	   1.761	 395.086	 -66.280	  44.810	  12.673	 230.963	   0.723	*	Simbad	204.38362	+08.88506
     826	rfp	rcdm	NGC5253   	   527230016	  3.667	 3.458	  2.766	 -0.864	  98.997	  44.423	  95.657	-15.580	 7.897	   5.250	   1.500	   0.000	  56.529	  -0.602	   0.171	1844.960	-278.010	 122.370	        	        	        	 	Simbad	204.98329	-31.64003
     827	rfp	rcdm	NGC5254   	 32508700672	 33.023	 6.007	  4.005	 -1.716	 103.894	 184.388	 119.344	 -4.705	 2.240	  75.750	   1.500	   0.000	 109.176	  -2.599	   1.114	  51.578	  -8.750	   5.900	  25.690	 272.354	   2.485	 	Simbad	204.90793	-11.49388
     828	rfp	rcdm	NGC5264   	   360579008	  4.467	 3.054	  2.443	 -0.764	  90.145	  33.925	  32.015	 -0.848	 0.302	  60.750	   1.500	  -4.500	  30.303	  -0.449	   0.135	  59.836	  -6.720	   3.070	   1.303	 141.805	   0.340	 	Simbad	205.40285	-29.91312
     829	rfp	rcdm	NGC5273   	 10889299968	 15.960	 4.489	 13.467	 -0.898	  55.957	        	 111.119	-15.505	 1.423	  44.250	   7.500	 -34.500	 108.372	 -12.974	   0.999	 479.649	-204.960	  36.470	        	        	        	 	Simbad	205.53494	+35.65424
     830	rfp	rcdm	NGC5300   	 12246200320	 21.623	 3.482	  2.785	 -0.870	 105.693	 131.713	  88.063	 -2.076	 0.674	  86.250	   0.000	   0.000	  84.163	  -1.512	   0.475	  98.359	 -16.670	   7.790	  11.567	 146.160	   1.944	 	Simbad	207.06702	+03.95090
     831	rfp	rcdm	NGC5311   	 46989398016	 36.736	 7.798	 23.394	 -1.560	  97.545	 314.543	 153.391	-44.324	 6.858	  17.250	  12.000	  -3.000	 105.684	 -10.313	   0.639	 243.971	-111.420	  22.220	  21.141	 464.469	  10.544	 	Simbad	207.23360	+39.98520
     832	rfp	rcdm	NGC5313   	 70957801472	 42.520	 2.448	  1.632	 -0.700	  39.420	 247.981	 225.934	 -7.839	 3.756	  32.250	   1.500	   0.000	 217.501	  -5.822	   2.590	 401.004	 -69.220	  46.970	  12.280	 212.711	   0.402	 	Simbad	207.43481	+39.98460
     833	rfp	rcdm	NGC5320   	 22029299712	 35.476	 3.248	  2.166	 -0.928	  51.862	 171.201	 113.191	 -3.659	 1.683	  44.250	   1.500	   0.000	 109.475	  -2.801	   1.231	  90.998	 -14.020	   9.170	  11.410	 213.617	   1.940	 	Simbad	207.58492	+41.36634
     834	rfp	rcdm	NGC5334   	 25644900352	 32.620	 7.991	 23.972	 -1.598	 107.369	 158.378	  98.665	-14.038	 1.236	  89.250	   6.000	   0.000	  95.992	 -11.891	   0.947	  37.183	 -15.340	   2.820	  19.602	 192.227	   2.311	*	Simbad	208.22696	-01.11476
     835	rfp	rcdm	NGC5336   	  6902389760	 32.278	 1.025	  0.820	 -0.256	  25.308	 158.525	  89.977	 -3.343	 1.170	  15.750	   0.000	   0.000	  85.312	  -1.703	   0.546	 186.988	 -32.230	  15.910	   4.287	 199.106	   3.291	 	Simbad	208.04060	+43.24278
     836	rfp	rcdm	NGC5337   	 37068099584	 52.200	 2.648	  7.945	 -0.530	  34.830	 195.048	 145.351	-21.552	 2.004	  26.250	   4.500	   0.000	 138.949	 -16.277	   1.243	 124.950	 -53.760	  10.180	  11.896	 227.537	   1.302	*	Simbad	208.09601	+39.68722
     837	rfp	rcdm	NGC5338   	  1367730048	 12.800	 4.632	 13.897	 -0.926	  58.840	  37.598	  47.994	 -9.385	 1.043	  26.250	   9.000	  -1.500	  42.220	  -4.660	   0.336	 215.925	 -96.660	  18.740	        	        	        	*	Simbad	208.36052	+05.20778
     838	rfp	rcdm	NGC5339   	 32136599552	 38.028	 4.040	  2.693	 -1.154	  67.078	 150.185	 130.035	 -5.134	 2.432	  47.250	   1.500	   0.000	 115.649	  -2.387	   0.973	 178.508	 -31.680	  21.780	  17.528	 166.111	   0.921	*	Simbad	208.50116	-07.93062
     839	rfp	rcdm	NGC5346   	  6546359808	 40.729	 3.156	  2.104	 -0.902	  54.202	 121.907	  66.121	 -2.098	 0.987	  48.750	   0.000	  -1.500	  63.768	  -1.616	   0.716	  37.953	  -6.140	   4.230	  11.521	 151.684	   3.562	 	Simbad	208.25800	+39.58052
     840	rfp	rcdm	NGC5347   	  7998340096	 27.300	 3.582	 10.745	 -0.716	  48.528	 103.200	 193.081	-77.180	15.825	   3.750	   6.000	   0.000	 116.276	 -11.233	   0.721	 483.551	-483.550	 483.550	        	        	        	*	Simbad	208.32439	+33.49076
     841	rfp	rcdm	NGC5350   	 36391501824	 31.263	 4.810	  3.207	 -1.374	  80.008	 190.202	 157.242	 -5.893	 2.798	  54.750	   1.500	  -1.500	 141.912	  -2.652	   1.083	 133.170	 -19.100	  11.640	  17.621	 222.189	   1.069	*	Simbad	208.33993	+40.36396
     842	rfp	rcdm	NGC5353   	143218999296	 33.767	 8.410	  8.410	 -4.205	 187.500	 192.831	 281.095	-40.213	33.817	  20.250	   3.000	  -3.000	 175.461	  -4.414	   2.365	 338.659	 -82.910	  92.030	        	        	   0.279	*	Simbad	208.36120	+40.28300
     843	rfp	rcdm	NGC5364   	 41115000832	 19.513	10.476	  6.984	 -2.993	 171.803	 168.924	 120.902	 -5.068	 2.502	 105.750	   1.500	   0.000	 114.113	  -2.946	   1.353	  72.345	 -10.670	   6.770	  26.081	 235.034	   1.599	 	Simbad	209.05002	+05.01446
     844	rfp	rcdm	NGC5371   	102801997824	 29.483	 6.585	  4.390	 -1.882	 112.261	 324.782	 195.501	 -7.444	 3.611	  77.250	   0.000	  -1.500	 187.941	  -4.940	   2.248	 240.361	 -40.530	  26.920	  20.387	 428.913	   2.665	*	Simbad	208.91676	+40.46177
     845	rfp	rcdm	NGC5375   	 51880001536	 41.920	 6.613	 19.838	 -1.323	  87.188	 256.158	 141.165	-29.221	 5.720	  15.750	  58.500	   0.000	 123.247	 -13.900	   1.043	 204.044	 -93.210	  18.610	  23.852	 374.714	   4.454	*	Simbad	209.23327	+29.16429
     846	rfp	rcdm	NGC5376   	 55462600704	 44.550	 2.676	  1.784	 -0.765	  45.464	 179.788	 176.577	 -5.821	 2.690	  36.750	   0.000	  -1.500	 169.145	  -4.121	   1.814	 196.459	 -32.620	  21.810	  14.350	 105.256	   0.174	 	Simbad	208.81694	+59.50670
     847	rfp	rcdm	NGC5377   	 50816000000	 27.500	 7.480	  7.480	 -3.740	 158.730	 223.002	 157.198	-17.577	16.721	  23.250	   9.000	 -10.500	 109.581	  -2.223	   1.009	 264.994	 -62.680	  66.130	  33.740	 351.187	   4.215	*	Simbad	209.06946	+47.23556
