#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:03	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bb-8m-1v	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
recno	UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
    2727	 1635	R3 	2	1	58	1	-14.6	 25.5	  25.5	   25.3	-15.29	 0.02	 -54.5	   0.8	 19.7	  0.7	      	     	      	      	     	
    2728	 1635	R3 	2	1	59	1	-34.3	 25.5	  50.6	   48.1	-15.50	 0.03	 -51.5	   1.1	 16.7	  0.9	      	     	      	      	     	
    2729	 1635	R3 	2	1	60	1	-19.5	 17.0	  21.9	   20.2	-15.33	 0.02	 -50.0	   0.7	 16.8	  0.5	      	     	      	      	     	
    2730	 1635	R3 	2	1	61	1	-24.4	 -8.3	   7.3	    8.3	-15.93	 0.08	 -18.4	   2.2	 14.0	  1.8	      	     	      	      	     	
    2731	 1635	R3 	2	1	62	1	 -4.7	  8.6	   4.4	    4.1	-15.54	 0.04	 -40.5	   1.2	 14.7	  1.0	      	     	      	      	     	
    2732	 1635	R3 	2	1	63	1	-14.6	  8.6	  12.9	   13.3	-15.21	 0.02	 -40.5	   0.9	 20.7	  0.7	      	     	      	      	     	
    2733	 1635	R3 	2	1	64	1	-14.6	 -8.3	   3.9	    4.2	-15.79	 0.06	  -4.4	   1.6	 12.0	  1.3	      	     	      	      	     	
    2734	 1635	R3 	2	1	65	1	-24.4	  8.6	  14.7	   13.3	-15.53	 0.04	 -43.7	   1.4	 16.7	  1.1	      	     	      	      	     	
    2735	 1635	R3 	2	1	66	1	 -4.7	 -2.7	   7.5	    7.7	-15.13	 0.02	  -0.9	   0.7	 18.3	  0.6	      	     	      	      	     	
    2736	 1635	R3 	2	1	67	1	-14.6	-25.2	  19.5	   19.6	-15.39	 0.03	  21.7	   1.0	 16.7	  0.8	      	     	      	      	     	
    2737	 1635	R3 	2	1	68	1	-19.5	-16.7	   7.8	    7.4	-15.81	 0.06	   0.1	   1.8	 15.0	  1.4	      	     	      	      	     	
    2738	 1635	R3 	2	1	71	1	 -9.7	-16.7	  19.0	   19.4	-15.15	 0.02	  19.9	   0.7	 19.0	  0.5	      	     	      	      	     	
    2739	 1635	R3 	2	1	73	7	-29.4	  0.2	  -0.2	    0.0	-16.13	 0.16	 -27.9	   3.8	 11.4	  3.1	      	     	      	      	     	
    2740	 1635	R3 	2	1	75	7	-29.4	 17.0	  -0.2	    0.0	-15.95	 0.10	 -48.8	   3.3	 15.6	  2.7	      	     	      	      	     	
    2741	 1635	R3 	2	1	77	7	-29.4	-16.7	  -0.2	    0.0	-16.31	 0.17	  -6.6	   2.9	  8.1	  2.4	      	     	      	      	     	
    2742	 1635	R3 	2	1	78	7	-34.3	-25.2	  -0.2	    0.0	-15.99	 0.13	  -3.9	   4.7	 16.6	  3.8	      	     	      	      	     	
    2743	 1635	R3 	2	1	79	1	  0.2	-16.7	  13.1	   12.6	-15.25	 0.03	  42.3	   0.9	 17.2	  0.8	      	     	      	      	     	
    2744	 1635	R3 	2	1	81	7	-24.4	-25.2	  -0.2	   23.2	-15.74	 0.08	   2.3	   3.3	 18.4	  2.7	      	     	      	      	     	
    2745	 1635	R3 	2	1	82	1	-19.5	  0.2	  11.6	   10.0	-15.25	 0.03	 -30.8	   1.2	 21.0	  0.9	      	     	      	      	     	
    2746	 1635	R3 	2	2	 1	1	  9.6	 -6.8	   6.5	    6.1	-15.24	 0.04	  39.7	   1.5	 19.1	  1.2	      	     	      	      	     	
    2747	 1635	R3 	2	2	 4	7	 24.4	  1.6	  -0.2	    4.8	-15.72	 0.08	  21.1	   3.3	 18.7	  2.7	      	     	      	      	     	
    2748	 1635	R3 	2	2	 5	7	 29.3	 10.1	  -0.2	    0.0	-16.00	 0.13	  17.6	   4.6	 17.1	  3.7	      	     	      	      	     	
    2749	 1635	R3 	2	2	 7	1	 24.4	 18.5	  18.4	   18.5	-15.34	 0.03	   0.7	   1.3	 18.0	  1.0	      	     	      	      	     	
    2750	 1635	R3 	2	2	 8	1	 29.3	 -6.8	   9.0	   11.1	-15.70	 0.06	  41.9	   1.8	 14.7	  1.4	      	     	      	      	     	
    2751	 1635	R3 	2	2	 9	1	 34.3	  1.6	  29.7	   31.7	-15.49	 0.04	  29.6	   2.0	 21.9	  1.7	      	     	      	      	     	
    2752	 1635	R3 	2	2	11	9	 24.4	-32.2	  -0.2	   11.6	-16.16	 0.53	  60.0	  11.0	  7.4	  9.0	-15.72	 0.19	  43.0	   2.2	 41.8	  1.9
    2753	 1635	R3 	2	2	14	1	 29.3	-23.7	  65.4	   73.6	-15.34	 0.03	  55.0	   1.1	 17.5	  0.9	      	     	      	      	     	
    2754	 1635	R3 	2	2	15	9	 24.4	-15.3	  -0.2	   18.8	-15.98	 0.16	  56.4	   3.7	  8.3	  3.0	-15.93	 0.10	  28.0	   1.6	 16.1	  1.3
    2755	 1635	R3 	2	2	18	1	  4.7	 18.5	   7.6	    6.6	-15.56	 0.06	 -39.3	   2.5	 21.7	  2.1	      	     	      	      	     	
    2756	 1635	R3 	2	2	19	1	  9.6	 27.0	  14.0	   13.3	-15.55	 0.05	 -20.2	   1.8	 17.0	  1.5	      	     	      	      	     	
    2757	 1635	R3 	2	2	20	1	 14.6	 18.5	  11.6	   12.0	-15.48	 0.04	 -13.0	   1.3	 15.6	  1.1	      	     	      	      	     	
    2758	 1635	R3 	2	2	21	1	  9.6	 10.1	   9.1	   10.0	-15.23	 0.03	  -5.6	   1.1	 20.3	  0.9	      	     	      	      	     	
    2759	 1635	R3 	2	2	23	1	 14.6	  1.6	   9.7	   10.7	-15.34	 0.02	  22.1	   0.9	 17.3	  0.7	      	     	      	      	     	
    2760	 1635	R3 	2	2	24	1	 14.6	-15.3	   7.9	    7.3	-15.60	 0.05	  51.1	   1.8	 17.5	  1.5	      	     	      	      	     	
    2761	 1635	R3 	2	2	25	1	  4.7	-15.3	  15.8	   15.9	-15.12	 0.02	  43.7	   0.7	 19.5	  0.6	      	     	      	      	     	
    2762	 1635	R3 	2	2	26	1	  4.7	 -4.0	   6.9	    6.7	-15.25	 0.02	  33.6	   0.6	 16.8	  0.5	      	     	      	      	     	
    2763	 1635	R3 	2	2	27	1	 19.5	 10.1	  12.1	   12.1	-15.48	 0.04	   5.8	   1.6	 19.0	  1.3	      	     	      	      	     	
    2764	 1635	R3 	2	2	28	3	 19.5	 -6.8	  37.9	   37.4	-14.99	 0.01	  40.9	   0.5	 18.0	  0.4	-15.83	 0.10	  -3.2	   6.6	 29.5	  5.4
    2765	 1635	R3 	2	2	30	1	 19.5	-23.7	  28.5	   29.6	-15.53	 0.03	  53.2	   1.3	 17.8	  1.0	      	     	      	      	     	
    2766	 1635	R3 	2	2	31	1	 -0.2	-12.4	  13.3	   12.6	-15.13	 0.02	  33.0	   0.6	 18.6	  0.5	      	     	      	      	     	
    2767	 1635	R3 	2	2	32	1	  4.7	-32.2	  26.5	   20.1	-15.66	 0.06	  46.8	   3.6	 27.3	  2.9	      	     	      	      	     	
    2768	 1635	R3 	2	2	34	1	 14.6	-32.2	   7.9	    0.0	-16.27	 0.18	  55.4	   4.1	 10.7	  3.3	      	     	      	      	     	
    2769	 1635	R3 	2	2	36	1	-19.9	 27.0	  97.2	   76.6	-15.66	 0.05	 -53.2	   3.0	 26.0	  2.4	      	     	      	      	     	
    2770	 1635	R3 	2	2	38	1	 -0.2	 27.0	  14.7	   15.1	-15.67	 0.06	 -41.8	   3.1	 22.5	  2.5	      	     	      	      	     	
    2771	 1635	R3 	2	2	39	1	-10.1	 27.0	  12.8	   12.9	-15.62	 0.04	 -45.1	   1.6	 17.7	  1.3	      	     	      	      	     	
    2772	 1635	R3 	2	2	40	1	 -5.1	 18.5	  18.7	   18.9	-15.16	 0.02	 -42.9	   0.7	 19.0	  0.5	      	     	      	      	     	
    2773	 1635	R3 	2	2	41	1	  4.7	  1.6	   4.5	    4.1	-15.36	 0.03	  10.5	   1.3	 22.1	  1.0	      	     	      	      	     	
    2774	 1635	R3 	2	2	42	1	 -0.2	 10.1	   9.0	    8.3	-15.23	 0.02	 -29.8	   1.0	 20.6	  0.8	      	     	      	      	     	
    2775	 1635	R3 	2	2	43	1	 -5.1	 -4.0	   9.2	    8.3	-15.07	 0.02	   1.3	   0.7	 20.2	  0.5	      	     	      	      	     	
    2776	 1635	R3 	2	2	44	1	 -0.2	  4.4	   5.5	    5.0	-15.14	 0.02	 -22.3	   0.6	 18.3	  0.5	      	     	      	      	     	
    2777	 1635	R3 	2	2	45	1	-10.1	 -6.8	   7.7	    6.9	-15.35	 0.02	  -3.0	   1.0	 19.3	  0.8	      	     	      	      	     	
    2778	 1635	R3 	2	2	46	1	  4.7	 -9.6	   7.8	    8.2	-15.31	 0.02	  42.6	   1.1	 21.7	  0.9	      	     	      	      	     	
    2779	 1635	R3 	2	2	47	1	 -0.2	 -1.2	   2.1	    1.9	-15.21	 0.02	  14.1	   0.8	 18.3	  0.6	      	     	      	      	     	
    2780	 1635	R3 	2	2	48	1	 -0.2	-18.1	  16.9	   16.7	-15.15	 0.01	  40.0	   0.6	 18.8	  0.5	      	     	      	      	     	
    2781	 1635	R3 	2	2	50	7	-10.1	-40.6	  -0.2	   -0.2	-15.72	 0.09	  18.4	   6.3	 31.9	  5.1	      	     	      	      	     	
    2782	 1635	R3 	2	2	51	1	 -5.1	-15.3	  12.3	   13.1	-15.25	 0.02	  25.0	   0.8	 20.0	  0.7	      	     	      	      	     	
    2783	 1635	R3 	2	2	52	1	 -0.2	 -6.8	   6.5	    7.1	-15.27	 0.02	  27.5	   0.7	 16.0	  0.6	      	     	      	      	     	
    2784	 1635	R3 	2	2	56	1	-10.1	 10.1	  16.2	   15.4	-15.05	 0.01	 -45.1	   0.5	 18.5	  0.4	      	     	      	      	     	
    2785	 1635	R3 	2	2	58	1	-15.0	 18.5	  11.7	    9.8	-15.49	 0.04	 -51.1	   1.7	 20.4	  1.4	      	     	      	      	     	
    2786	 1635	R3 	2	2	59	1	-34.7	 18.5	  41.7	   37.6	-15.62	 0.05	 -46.1	   2.1	 20.8	  1.7	      	     	      	      	     	
    2787	 1635	R3 	2	2	60	1	-19.9	 10.1	  12.3	   10.9	-15.59	 0.04	 -40.6	   1.8	 20.0	  1.5	      	     	      	      	     	
    2788	 1635	R3 	2	2	61	7	-24.9	-15.3	  -0.2	    0.0	-16.15	 0.12	  -1.7	   3.2	 12.3	  2.6	      	     	      	      	     	
    2789	 1635	R3 	2	2	62	1	 -5.1	  1.6	   6.1	    5.5	-15.09	 0.02	 -27.2	   0.6	 18.7	  0.5	      	     	      	      	     	
    2790	 1635	R3 	2	2	63	1	-15.0	  1.6	  15.3	   14.7	-15.13	 0.02	 -29.2	   0.6	 18.1	  0.5	      	     	      	      	     	
    2791	 1635	R3 	2	2	64	1	-15.0	-15.3	  17.7	   17.0	-15.32	 0.03	   7.0	   1.2	 18.9	  1.0	      	     	      	      	     	
    2792	 1635	R3 	2	2	65	7	-24.9	  1.6	  -0.2	    1.1	-16.01	 0.12	 -38.8	   4.2	 16.1	  3.5	      	     	      	      	     	
    2793	 1635	R3 	2	2	66	1	 -5.1	 -9.6	  10.7	   12.2	-15.30	 0.03	  17.6	   1.0	 17.5	  0.8	      	     	      	      	     	
    2794	 1635	R3 	2	2	67	1	-15.0	-32.2	  44.3	   44.0	-15.69	 0.07	  19.6	   3.4	 23.1	  2.7	      	     	      	      	     	
    2795	 1635	R3 	2	2	68	1	-19.9	-23.7	  28.8	   26.6	-15.48	 0.04	  11.0	   1.5	 19.8	  1.2	      	     	      	      	     	
    2796	 1635	R3 	2	2	71	1	-10.1	-23.7	  36.1	   36.7	-15.19	 0.02	  30.3	   0.7	 18.6	  0.6	      	     	      	      	     	
    2797	 1635	R3 	2	2	73	1	-29.8	 -6.8	  11.1	   10.1	-15.65	 0.07	 -25.4	   3.3	 22.5	  2.7	      	     	      	      	     	
    2798	 1635	R3 	2	2	75	1	-29.8	 10.1	  29.8	   27.9	-15.51	 0.04	 -37.1	   2.0	 21.7	  1.6	      	     	      	      	     	
    2799	 1635	R3 	2	2	76	7	-34.7	  1.6	  -0.2	    5.9	-15.98	 0.13	 -32.6	   4.0	 14.2	  3.2	      	     	      	      	     	
    2800	 1635	R3 	2	2	77	1	-29.8	-23.7	  -0.2	   -0.2	-15.74	 0.06	  -1.6	   1.8	 13.4	  1.5	      	     	      	      	     	
    2801	 1635	R3 	2	2	79	9	 -0.2	-23.7	  -0.2	    5.8	-15.92	 2.77	  42.8	  96.4	 14.4	 91.5	-15.35	 0.42	 -81.3	   3.7	278.5	  3.0
    2802	 1635	R3 	2	2	82	1	-19.9	 -6.8	  19.7	   20.3	-15.12	 0.02	 -17.5	   0.8	 17.9	  0.7	      	     	      	      	     	
    2803	 1635	R3 	2	3	 3	7	 29.1	 21.6	  -0.2	    3.0	-15.71	 0.11	  11.9	   4.7	 20.5	  3.8	      	     	      	      	     	
    2804	 1635	R3 	2	3	 4	1	 19.2	  4.7	   6.5	    8.7	-15.47	 0.04	  15.0	   1.2	 13.3	  1.0	      	     	      	      	     	
    2805	 1635	R3 	2	3	 5	1	 24.2	 13.2	   4.6	    5.7	-15.81	 0.11	  -3.6	   3.7	 16.3	  3.0	      	     	      	      	     	
    2806	 1635	R3 	2	3	 7	1	 19.2	 21.6	  11.5	   10.4	-15.63	 0.06	 -11.7	   3.4	 25.4	  2.8	      	     	      	      	     	
    2807	 1635	R3 	2	3	 8	1	 24.2	 -3.7	   7.3	    8.3	-15.64	 0.06	  33.5	   2.0	 15.5	  1.6	      	     	      	      	     	
    2808	 1635	R3 	2	3	10	1	 29.1	-29.0	  40.3	   48.2	-15.32	 0.03	  54.6	   1.4	 19.7	  1.2	      	     	      	      	     	
    2809	 1635	R3 	2	3	11	1	 19.2	-29.0	   6.3	    6.2	-15.74	 0.09	  54.9	   3.8	 20.5	  3.1	      	     	      	      	     	
    2810	 1635	R3 	2	3	13	1	 29.1	-12.1	  16.2	   16.6	-15.49	 0.04	  46.0	   2.0	 20.9	  1.6	      	     	      	      	     	
    2811	 1635	R3 	2	3	14	1	 24.2	-20.6	  23.9	   25.5	-15.61	 0.07	  52.1	   3.2	 22.9	  2.6	      	     	      	      	     	
    2812	 1635	R3 	2	3	15	1	 19.2	-12.1	  35.1	   39.5	-15.07	 0.02	  48.0	   0.8	 18.9	  0.7	      	     	      	      	     	
    2813	 1635	R3 	2	3	17	1	 14.3	 30.1	  49.1	   48.9	-15.51	 0.05	 -26.6	   2.5	 25.5	  2.0	      	     	      	      	     	
    2814	 1635	R3 	2	3	18	1	 -0.5	 21.6	   6.6	    5.9	-15.63	 0.06	 -44.7	   2.2	 18.2	  1.8	      	     	      	      	     	
    2815	 1635	R3 	2	3	20	1	  9.4	 21.6	   4.7	    5.5	-15.87	 0.09	 -23.1	   3.2	 16.1	  2.6	      	     	      	      	     	
    2816	 1635	R3 	2	3	23	1	  9.4	  4.7	   7.7	    8.2	-15.31	 0.03	   7.1	   1.2	 19.2	  0.9	      	     	      	      	     	
    2817	 1635	R3 	2	3	24	1	  9.4	-12.1	   8.6	    8.6	-15.39	 0.03	  45.8	   1.1	 18.9	  0.9	      	     	      	      	     	
    2818	 1635	R3 	2	3	25	1	 -0.5	-12.1	  12.1	   12.7	-15.14	 0.02	  31.2	   0.7	 17.4	  0.6	      	     	      	      	     	
    2819	 1635	R3 	2	3	26	1	 -0.5	 -0.9	   2.3	    2.1	-15.21	 0.02	  14.4	   0.9	 18.2	  0.7	      	     	      	      	     	
    2820	 1635	R3 	2	3	27	1	 14.3	 13.2	  11.8	   10.9	-15.34	 0.03	  -4.6	   1.0	 17.5	  0.8	      	     	      	      	     	
    2821	 1635	R3 	2	3	28	1	 14.3	 -3.7	   6.3	    6.6	-15.56	 0.05	  30.7	   2.2	 20.1	  1.8	      	     	      	      	     	
    2822	 1635	R3 	2	3	29	7	  4.5	-37.5	  -0.2	   -0.2	-16.08	 0.13	  37.9	   4.4	 15.6	  3.5	      	     	      	      	     	
    2823	 1635	R3 	2	3	30	1	 14.3	-20.6	  16.6	   17.7	-15.68	 0.06	  53.9	   1.8	 14.9	  1.5	      	     	      	      	     	
    2824	 1635	R3 	2	3	31	1	 -5.4	 -9.3	  12.4	   13.6	-15.21	 0.02	  18.9	   0.7	 17.3	  0.5	      	     	      	      	     	
    2825	 1635	R3 	2	3	32	7	 -0.5	-29.0	  -0.2	   14.9	-15.89	 0.11	  47.1	   6.1	 25.0	  5.0	      	     	      	      	     	
    2826	 1635	R3 	2	3	33	1	  4.5	-20.6	  39.4	   41.1	-15.03	 0.02	  42.5	   0.7	 20.0	  0.6	      	     	      	      	     	
    2827	 1635	R3 	2	3	34	1	  9.4	-29.0	  25.5	   25.9	-15.32	 0.02	  50.0	   1.0	 19.9	  0.8	      	     	      	      	     	
    2828	 1635	R3 	2	3	36	1	-25.1	 30.1	  -0.2	   -0.2	-15.94	 0.10	 -57.1	   3.8	 17.9	  3.1	      	     	      	      	     	
    2829	 1635	R3 	2	3	40	1	-10.3	 21.6	   7.9	    7.2	-15.60	 0.04	 -51.0	   1.5	 16.6	  1.2	      	     	      	      	     	
    2830	 1635	R3 	2	3	41	1	 -0.5	  4.7	   4.6	    4.3	-15.18	 0.02	 -20.9	   0.6	 18.3	  0.5	      	     	      	      	     	
    2831	 1635	R3 	2	3	42	1	 -5.4	 13.2	   8.5	    9.1	-15.37	 0.03	 -43.5	   1.0	 17.8	  0.8	      	     	      	      	     	
    2832	 1635	R3 	2	3	43	1	-10.3	 -0.9	   4.5	    3.9	-15.55	 0.04	 -20.1	   2.8	 29.8	  2.3	      	     	      	      	     	
    2833	 1635	R3 	2	3	44	1	 -5.4	  7.6	   5.6	    6.1	-15.43	 0.03	 -38.2	   1.0	 15.7	  0.8	      	     	      	      	     	
    2834	 1635	R3 	2	3	45	1	-15.3	 -3.7	   5.9	    6.0	-15.52	 0.04	 -16.5	   1.7	 18.7	  1.4	      	     	      	      	     	
    2835	 1635	R3 	2	3	46	3	 -0.5	 -6.5	   6.6	    6.7	-15.66	 0.04	  25.2	   1.0	 10.2	  0.8	-15.48	 0.05	  28.2	   2.5	 25.7	  2.0
    2836	 1635	R3 	2	3	47	1	 -5.4	  1.9	   5.4	    4.7	-15.10	 0.02	 -24.2	   0.8	 20.5	  0.6	      	     	      	      	     	
    2837	 1635	R3 	2	3	48	1	 -5.4	-15.0	  11.6	   11.8	-15.28	 0.02	  24.9	   0.7	 17.9	  0.6	      	     	      	      	     	
    2838	 1635	R3 	2	3	49	1	-10.3	-29.0	  20.9	   21.2	-15.80	 0.07	  26.3	   1.9	 13.7	  1.6	      	     	      	      	     	
    2839	 1635	R3 	2	3	51	1	-10.3	-12.1	   9.1	    9.9	-15.36	 0.03	  13.9	   0.9	 16.2	  0.7	      	     	      	      	     	
    2840	 1635	R3 	2	3	52	1	 -5.4	 -3.7	   8.9	    9.1	-15.11	 0.02	   2.6	   0.6	 18.9	  0.5	      	     	      	      	     	
    2841	 1635	R3 	2	3	53	1	 -5.4	-37.5	  -0.2	   -0.2	-16.10	 0.12	  32.1	   3.6	 14.3	  3.0	      	     	      	      	     	
    2842	 1635	R3 	2	3	56	1	-15.3	 13.2	   7.3	    7.2	-15.52	 0.04	 -52.6	   1.4	 17.8	  1.2	      	     	      	      	     	
    2843	 1635	R3 	2	3	59	1	-39.9	 21.6	  -0.2	   -0.2	-15.65	 0.06	 -55.7	   3.2	 25.5	  2.6	      	     	      	      	     	
    2844	 1635	R3 	2	3	60	1	-25.1	 13.2	  12.0	   13.7	-15.71	 0.06	 -46.6	   2.0	 16.6	  1.6	      	     	      	      	     	
    2845	 1635	R3 	2	3	61	1	-30.0	-12.1	  -0.2	   -0.2	-15.98	 0.11	  -2.1	   3.9	 16.9	  3.2	      	     	      	      	     	
    2846	 1635	R3 	2	3	62	1	-10.3	  4.7	   7.2	    6.9	-15.39	 0.03	 -35.3	   1.5	 20.6	  1.2	      	     	      	      	     	
    2847	 1635	R3 	2	3	63	1	-20.2	  4.7	  20.2	   21.3	-15.19	 0.02	 -36.6	   0.8	 18.3	  0.6	      	     	      	      	     	
    2848	 1635	R3 	2	3	64	1	-20.2	-12.1	  12.2	   12.4	-15.55	 0.04	  -3.1	   1.7	 17.7	  1.4	      	     	      	      	     	
    2849	 1635	R3 	2	3	65	7	-30.0	  4.7	  -0.2	   26.4	-15.83	 0.13	 -41.7	   9.5	 35.3	  7.8	      	     	      	      	     	
    2850	 1635	R3 	2	3	66	1	-10.3	 -6.5	   9.4	    9.4	-15.36	 0.03	  -0.4	   1.3	 19.8	  1.0	      	     	      	      	     	
    2851	 1635	R3 	2	3	71	1	-15.3	-20.6	  14.7	   15.2	-15.47	 0.04	  20.0	   1.3	 17.2	  1.1	      	     	      	      	     	
    2852	 1635	R3 	2	3	73	1	-35.0	 -3.7	  46.9	   48.6	-15.41	 0.04	 -28.9	   1.4	 18.5	  1.2	      	     	      	      	     	
    2853	 1635	R3 	2	3	77	7	-35.0	-20.6	  -0.2	   -0.2	-15.81	 0.14	  11.9	  11.2	 37.6	  9.2	      	     	      	      	     	
    2854	 1635	R3 	2	3	79	1	 -5.4	-20.6	  11.9	   11.4	-15.65	 0.06	  31.1	   1.6	 13.3	  1.3	      	     	      	      	     	
    2855	 1635	R3 	2	3	82	1	-25.1	 -3.7	  10.2	   10.2	-15.69	 0.08	 -19.9	   3.4	 19.9	  2.7	      	     	      	      	     	
    2856	 1721	R9 	5	1	 7	1	 23.9	 24.9	      	       	-15.48	 0.08	   4.7	   3.3	 18.2	  2.7	      	     	      	      	     	
    2857	 1721	R9 	5	1	14	1	 28.8	-17.3	      	       	-15.28	 0.05	  46.5	   1.9	 17.6	  1.5	      	     	      	      	     	
    2858	 1721	R9 	5	1	21	1	  9.1	 16.4	      	       	-15.59	 0.10	 -16.3	   5.6	 25.4	  4.6	      	     	      	      	     	
    2859	 1721	R9 	5	1	23	1	 14.0	  8.0	      	       	-14.95	 0.02	  13.0	   0.9	 21.5	  0.7	      	     	      	      	     	
    2860	 1721	R9 	5	1	24	1	 14.0	 -8.9	      	       	-15.03	 0.02	  45.5	   0.9	 18.5	  0.8	      	     	      	      	     	
    2861	 1721	R9 	5	1	25	1	  4.2	 -8.9	      	       	-15.72	 0.08	  44.6	   2.1	 11.7	  1.7	      	     	      	      	     	
    2862	 1721	R9 	5	1	28	1	 19.0	 -0.5	      	       	-15.43	 0.06	  39.7	   2.0	 16.6	  1.6	      	     	      	      	     	
    2863	 1721	R9 	5	1	34	1	 14.0	-25.8	      	       	-15.72	 0.12	  49.3	   5.3	 20.5	  4.3	      	     	      	      	     	
    2864	 1721	R9 	5	1	38	9	 -0.7	 33.3	      	       	-15.83	 0.11	 -29.2	   2.3	  9.8	  1.9	-15.90	 0.14	 -68.2	   3.0	 10.6	  2.5
    2865	 1721	R9 	5	1	39	1	-10.6	 33.3	      	       	-15.93	 0.17	 -39.8	   4.9	 13.1	  4.0	      	     	      	      	     	
    2866	 1721	R9 	5	1	44	1	 -0.7	 10.8	      	       	-15.74	 0.09	 -34.5	   2.5	 13.6	  2.0	      	     	      	      	     	
    2867	 1721	R9 	5	1	45	1	-10.6	 -0.5	      	       	-15.92	 0.15	 -35.4	   3.0	  9.5	  2.5	      	     	      	      	     	
    2868	 1721	R9 	5	1	48	1	 -0.7	-11.7	      	       	-15.04	 0.02	  32.0	   1.0	 19.2	  0.8	      	     	      	      	     	
