#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/703/894/table4&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_17030894
#Name: J/ApJ/703/894
#Title: PNe in 5 nearby galaxies (Herrmann+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apj/703/894	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/703/894	    IVOID of underlying data collection
#INFO	creator=Herrmann K.A.	    First author or institution
#INFO	cites=bibcode:2009ApJ...703..894H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/703/894	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.17030894	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_703_894_table4:
#Name: J/ApJ/703/894/table4
#Title: Planetary nebula identifications
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(a10)	Source identification (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	m5007	(F5.2)	The [O III] (5007) emission line magnitude	[ucd=phot.mag;em.line.OIII]
#Column	l_R	(A1)	Limit flag on R	[ucd=meta.code.error]
#Column	R	(F5.2)	? I({lambda}5007)_0_/I(H{alpha}+[N II])_0_ ratio	[ucd=phot.flux;arith.ratio]
#Column	e_R	(F5.2)	? The 1{sigma} error in R	[ucd=stat.error]
#Column	n_R	(A4)	? Type of R value given (L, Phot, Spect)	[ucd=meta.note]
#Column	Ntrg	(I1)	? Number of Hydra+MRS setups where PN was targeted	[ucd=meta.number]
#Column	Ndet	(I1)	? Number of Hydra+MRS setups where PN was detected	[ucd=meta.number]
#Column	RV	(F6.1)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F4.1)	? The 1{sigma} error in RV	[ucd=stat.error]
#Column	Rem	(A3)	Remarks (2)	[ucd=meta.note]
#Column	File	(a26)	Name of the FITS file of the spectrum	[ucd=meta.id;meta.fits]
#Column	File2	(a26)	Name of the second FITS file of the spectrum	[ucd=meta.id;meta.file]
#Column	Sp	(A3)	VizieR added column, not part of original data	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	m5007	l_R	R	e_R	n_R	Ntrg	Ndet	RV	e_RV	Rem	File	File2	Sp
     747	M101-38   	14 02 47.68	+54 27 52.4	25.82	 	     	     	    	6	5	 221.0	 4.7	   	M101/PN_M101_38.fits      	                          	1 2
     748	M101-39   	14 03 24.31	+54 28 00.5	25.83	 	     	     	    	4	2	 285.3	 8.0	   	M101/PN_M101_39.fits      	                          	1 2
     749	M101-40   	14 02 20.31	+54 12 56.0	25.83	 	     	     	    	4	1	 178.0	17.4	U  	M101/PN_M101_40_U.fits    	                          	1 2
     750	M101-41   	14 03 00.69	+54 22 38.3	25.85	 	     	     	    	3	2	 276.1	 9.0	   	M101/PN_M101_41.fits      	                          	1 2
     751	M101-42   	14 03 02.78	+54 25 57.4	25.87	 	     	     	    	4	1	 312.6	12.0	   	M101/PN_M101_42.fits      	                          	1 2
     752	M101-43   	14 02 26.27	+54 18 43.4	25.88	 	     	     	    	3	2	 168.0	10.0	H  	M101/PN_M101_43_H.fits    	                          	1 2
     753	M101-44   	14 03 10.22	+54 27 39.6	25.88	 	     	     	    	3	3	 298.3	 7.6	   	M101/PN_M101_44.fits      	                          	1 2
     754	M101-45   	14 03 46.44	+54 25 21.6	25.88	 	     	     	    	4	2	 352.6	 6.9	   	M101/PN_M101_45.fits      	                          	1 2
     755	M101-46   	14 03 36.80	+54 19 34.5	25.89	 	     	     	    	4	3	 220.5	10.6	C  	M101/PN_M101_46_C.fits    	                          	1 2
     756	M101-47   	14 02 56.76	+54 24 46.4	25.90	 	     	     	    	4	4	 257.0	 5.2	   	M101/PN_M101_47.fits      	                          	1 2
     757	M101-48   	14 03 18.13	+54 19 34.8	25.92	 	     	     	    	2	1	 240.7	10.9	H  	M101/PN_M101_48_H.fits    	                          	1 2
     758	M101-49   	14 02 41.78	+54 25 08.3	25.93	 	     	     	    	3	1	 200.0	10.3	X  	M101/PN_M101_49_X.fits    	                          	1 2
     759	M101-50   	14 02 36.22	+54 14 10.0	25.94	 	     	     	    	4	4	 132.0	 8.9	   	M101/PN_M101_50.fits      	                          	1 2
     760	M101-51   	14 03 37.30	+54 23 47.7	25.96	 	     	     	    	3	1	 217.6	23.1	U  	M101/PN_M101_51_U.fits    	                          	1 2
     761	M101-52   	14 03 22.65	+54 16 03.8	25.96	 	     	     	    	7	3	 198.5	 4.7	X  	M101/PN_M101_52_X.fits    	                          	1 2
     762	M101-53   	14 02 32.45	+54 19 32.3	25.97	 	     	     	    	3	1	 248.0	 7.8	   	M101/PN_M101_53.fits      	                          	1 2
     763	M101-54   	14 03 30.59	+54 26 05.0	25.98	 	     	     	    	4	2	 354.4	10.7	   	M101/PN_M101_54.fits      	                          	1 2
     764	M101-55   	14 03 43.52	+54 17 20.6	26.01	 	     	     	    	3	2	 220.0	 7.5	   	M101/PN_M101_55.fits      	                          	1 2
     765	M101-56   	14 03 52.51	+54 27 40.4	26.06	 	     	     	    	5	3	 286.9	 4.4	   	M101/PN_M101_56.fits      	                          	1 2
     766	M101-57   	14 03 23.66	+54 13 47.2	26.12	 	     	     	    	4	2	 239.3	12.6	   	M101/PN_M101_57.fits      	                          	1 2
     767	M101-58   	14 02 30.69	+54 18 25.8	26.13	 	     	     	    	5	3	 160.2	12.1	   	M101/PN_M101_58.fits      	                          	1 2
     768	M101-59   	14 03 42.71	+54 25 41.6	26.14	 	     	     	    	3	1	 312.5	10.2	   	M101/PN_M101_59.fits      	                          	1 2
     769	M101-60   	14 02 44.76	+54 21 09.1	26.17	 	     	     	    	4	3	 207.3	 4.3	X  	M101/PN_M101_60_X.fits    	                          	1 2
     770	M101-61   	14 02 41.87	+54 21 46.0	26.18	 	     	     	    	4	3	 258.2	10.5	   	M101/PN_M101_61.fits      	                          	1 2
     771	M101-62   	14 03 22.54	+54 20 06.2	26.35	 	     	     	    	1	1	 171.4	 6.1	   	M101/PN_M101_62.fits      	                          	1 2
     772	M101-63   	14 03 22.46	+54 22 25.5	26.37	 	     	     	    	4	3	 320.1	10.6	   	M101/PN_M101_63.fits      	                          	1 2
     773	M101-64   	14 02 40.02	+54 22 59.4	26.39	 	     	     	    	6	2	 205.6	 8.2	   	M101/PN_M101_64.fits      	                          	1 2
     774	M101-65   	14 03 05.94	+54 25 37.2	26.43	 	     	     	    	2	1	 221.9	12.6	   	M101/PN_M101_65.fits      	                          	1 2

