#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:28:49 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:28:49	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/501/2279&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75012279
#Name: J/MNRAS/501/2279
#Title: Stars in the Sagittarius stream (Vasiliev+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	creator=Vasiliev E.	    First author or institution
#INFO	cites=bibcode:2021MNRAS.501.2279V	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/501/2279	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75012279	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-06-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_501_2279_catalog:
#Name: J/MNRAS/501/2279/catalog
#Title: Catalogue of stars in the Sagittarius stream
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	plx	(F6.3)	Gaia DR2 parallax	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	Error on plx	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F6.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Error on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.3)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Error on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F5.2)	Gaia DR2 G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BPmag	(F5.2)	Gaia DR2 BP-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	Jmag	(F5.2)	2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F5.2)	2MASS H-band magnitude	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F5.2)	2MASS K-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	E(B-V)	(F5.2)	Reddening from Schlegel, Finkbeiner & Davis (1998ApJ...500..525S)	[ucd=phot.color.excess]
#Column	Dist	(F5.2)	Estimate of the distance from nearby RR Lyrae stars	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	Error on Dist	[ucd=stat.error]
#Column	vLOS	(F7.2)	? Heliocentric line-of-sight velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_vLOS	(F5.2)	? Error on vLOS	[ucd=stat.error]
#Column	[Fe/H]	(F5.2)	? Fe/H abundance ratio	[ucd=phys.abund.Fe;arith.ratio]
#Column	e_[Fe/H]	(F5.2)	? Error on [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	Ref	(I1)	? Reference for the spectroscopic data (1)	[ucd=meta.ref;pos.frame]
#Column	Lambda	(F8.3)	{Lambda} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	Beta	(F7.3)	{Beta} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
recno	RAJ2000	DEJ2000	plx	e_plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	BPmag	Jmag	Hmag	Kmag	E(B-V)	Dist	e_Dist	vLOS	e_vLOS	[Fe/H]	e_[Fe/H]	Ref	Lambda	Beta	SimbadName
   18370	280.9093	-33.1847	-0.057	 0.078	-2.707	 0.132	-1.255	 0.119	16.63	 1.47	14.73	14.03	13.95	 0.09	26.83	 0.52	       	     	     	     	0	   1.869	  4.601	Gaia DR2 6735660909555153152
   18371	280.9094	-31.4644	-0.046	 0.053	-2.321	 0.076	-1.246	 0.065	14.99	 2.22	12.32	11.40	11.20	 0.17	26.74	 0.80	       	     	     	     	0	   2.208	  2.914	Gaia DR2 6737147032638841856
   18372	280.9111	-28.8364	-0.029	 0.085	-2.335	 0.135	-1.574	 0.109	16.57	 1.64	14.48	13.76	13.49	 0.15	30.60	 1.88	       	     	     	     	0	   2.722	  0.337	Gaia DR2 4071572582261007104
   18373	280.9130	-29.4840	-0.055	 0.049	-2.815	 0.094	-1.304	 0.086	15.79	 1.69	13.66	12.89	12.74	 0.14	26.46	 0.82	 156.91	 1.08	     	     	6	   2.594	  0.971	Gaia DR2 4071328078356684416
   18374	280.9132	-29.6943	-0.033	 0.149	-2.636	 0.265	-1.583	 0.245	17.96	 1.24	16.51	15.65	15.53	 0.14	28.59	 2.72	       	     	     	     	0	   2.552	  1.178	Gaia DR2 4047257982119423488
   18375	280.9135	-31.8217	 0.012	 0.036	-2.856	 0.065	-1.169	 0.057	15.11	 1.69	12.96	12.26	12.08	 0.17	27.10	 1.61	       	     	     	     	0	   2.134	  3.264	Gaia DR2 6736926344363345536
   18376	280.9142	-33.6850	 0.047	 0.061	-2.785	 0.145	-1.325	 0.115	16.16	 1.61	14.14	13.45	13.23	 0.11	26.48	 2.02	       	     	     	     	0	   1.766	  5.090	Gaia DR2 6735629470394730624
   18377	280.9145	-29.2752	-0.086	 0.188	-2.681	 0.373	-1.514	 0.322	17.92	 1.29	16.27	15.63	15.55	 0.16	26.29	 1.76	       	     	     	     	0	   2.633	  0.766	Gaia DR2 4071351026326910848
   18378	280.9153	-29.6216	 0.072	 0.054	-2.560	 0.083	-1.134	 0.072	15.30	 2.09	12.77	11.91	11.69	 0.15	28.59	 2.72	       	     	     	     	0	   2.565	  1.106	Gaia DR2 4071324569331873408
   18379	280.9154	-30.0060	 0.024	 0.071	-2.680	 0.125	-1.094	 0.108	16.22	 1.70	14.03	13.29	13.15	 0.14	26.91	 0.62	       	     	     	     	0	   2.489	  1.483	Gaia DR2 4047237709874284800
   18380	280.9169	-31.1603	-0.051	 0.055	-2.473	 0.099	-1.218	 0.091	15.87	 1.65	13.77	13.03	12.88	 0.16	27.49	 2.42	       	     	     	     	0	   2.261	  2.614	Gaia DR2 6737171982137775488
   18381	280.9194	-29.5702	 0.039	 0.049	-2.634	 0.085	-1.116	 0.075	15.82	 1.73	13.62	12.88	12.69	 0.15	26.46	 2.23	 166.16	 1.15	     	     	6	   2.571	  1.055	Gaia DR2 4071325329577467776
   18382	280.9196	-27.1848	 0.077	 0.121	-2.415	 0.200	-1.150	 0.176	17.43	 1.62	15.33	14.61	14.34	 0.28	27.65	 2.06	       	     	     	     	0	   3.039	 -1.284	Gaia DR2 4072583200909619200
   18383	280.9205	-30.4959	 0.075	 0.094	-2.325	 0.187	-1.357	 0.161	16.96	 1.50	15.13	14.45	14.31	 0.15	27.92	 3.96	       	     	     	     	0	   2.389	  1.962	Gaia DR2 6737347800904178816
   18384	280.9216	-30.2670	-0.073	 0.081	-2.763	 0.126	-1.427	 0.115	16.54	 1.47	14.41	13.72	13.48	 0.13	27.92	 1.49	       	     	     	     	0	   2.433	  1.738	Gaia DR2 4047223965977606784
   18385	280.9218	-27.5753	-0.022	 0.050	-2.616	 0.097	-1.566	 0.089	15.16	 2.30	12.42	11.51	11.24	 0.24	26.98	 1.29	       	     	     	     	0	   2.960	 -0.902	Gaia DR2 4072556026691762176
   18386	280.9219	-28.4391	-0.024	 0.075	-2.504	 0.125	-1.076	 0.118	16.36	 1.71	14.19	13.49	13.22	 0.17	26.63	 2.11	       	     	     	     	0	   2.791	 -0.055	Gaia DR2 4071600890346760320
   18387	280.9222	-30.5188	-0.025	 0.054	-3.013	 0.112	-1.630	 0.107	15.68	 1.83	13.41	12.58	12.38	 0.15	27.01	 2.61	 130.00	     	     	     	4	   2.383	  1.985	Gaia DR2 6737344674185596160
   18388	280.9232	-29.7712	 0.013	 0.095	-2.697	 0.153	-1.126	 0.140	17.14	 1.53	15.27	14.54	14.43	 0.13	27.02	 0.82	       	     	     	     	0	   2.529	  1.251	Gaia DR2 4047256362874454656
   18389	280.9240	-32.1587	 0.026	 0.103	-2.338	 0.181	-1.010	 0.168	17.03	 1.50	15.28	14.59	14.45	 0.13	28.08	 1.70	       	     	     	     	0	   2.059	  3.592	Gaia DR2 6736900089199106944
   18390	280.9240	-28.1956	-0.040	 0.042	-2.819	 0.077	-1.144	 0.064	14.68	 1.91	12.37	11.53	11.34	 0.22	27.19	 1.50	       	     	     	     	0	   2.837	 -0.294	Gaia DR2 4071747576402964736
   18391	280.9248	-28.1246	 0.030	 0.065	-2.655	 0.110	-1.337	 0.098	16.29	 1.65	14.16	13.44	13.23	 0.22	26.82	 2.04	       	     	     	     	0	   2.850	 -0.364	Gaia DR2 4071750256462679040
   18392	280.9253	-30.4557	 0.050	 0.073	-3.062	 0.145	-1.555	 0.116	15.63	 1.89	13.29	12.44	12.22	 0.14	27.92	 3.96	 121.00	     	     	     	4	   2.393	  1.922	Gaia DR2 6737348277626381568
   18393	280.9255	-29.4638	-0.063	 0.125	-2.064	 0.225	-0.886	 0.202	17.64	 1.42	15.87	15.11	14.92	 0.14	26.46	 0.82	       	     	     	     	0	   2.587	  0.950	Gaia DR2 4071328215795650560
   18394	280.9257	-33.1293	 0.086	 0.072	-2.913	 0.110	-1.446	 0.100	16.32	 1.48	14.38	13.80	13.69	 0.09	26.83	 0.52	       	     	     	     	0	   1.867	  4.544	Gaia DR2 6735684583415881088
   18395	280.9257	-32.5956	 0.031	 0.047	-2.835	 0.073	-1.398	 0.067	15.14	 1.96	12.76	11.91	11.70	 0.12	27.76	 1.09	       	     	     	     	0	   1.972	  4.020	Gaia DR2 6736465236673510400
   18396	280.9258	-29.9539	-0.037	 0.055	-2.679	 0.090	-1.362	 0.080	15.34	 2.13	12.76	11.86	11.64	 0.14	27.02	 0.77	 155.56	 1.12	     	     	6	   2.491	  1.430	Gaia DR2 4047249697084858112
   18397	280.9259	-31.1802	-0.135	 0.159	-2.995	 0.271	-1.558	 0.237	17.87	 1.29	16.38	15.49	14.99	 0.17	27.49	 1.33	       	     	     	     	0	   2.250	  2.633	Gaia DR2 6737171874738411520
   18398	280.9261	-30.8404	 0.040	 0.074	-2.737	 0.122	-1.193	 0.112	16.42	 1.65	14.29	13.54	13.39	 0.15	27.42	 0.60	       	     	     	     	0	   2.316	  2.299	Gaia DR2 6737318457704790656
   18399	280.9262	-31.0145	 0.096	 0.072	-2.668	 0.109	-1.206	 0.099	16.23	 1.75	14.01	13.25	13.02	 0.15	27.77	 0.81	       	     	     	     	0	   2.282	  2.470	Gaia DR2 6737267875840322688
   18400	280.9277	-26.5842	 0.004	 0.068	-2.864	 0.126	-1.407	 0.105	15.97	 1.75	13.73	13.01	12.78	 0.29	26.93	 0.99	       	     	     	     	0	   3.149	 -1.875	Gaia DR2 4073028056438765056
   18401	280.9286	-29.8893	-0.193	 0.172	-2.320	 0.276	-1.522	 0.247	17.94	 1.25	16.50	15.68	15.27	 0.14	27.02	 2.34	       	     	     	     	0	   2.501	  1.366	Gaia DR2 4047250556080101632
   18402	280.9291	-30.7945	 0.050	 0.051	-2.677	 0.085	-1.576	 0.075	15.68	 1.81	13.43	12.65	12.48	 0.15	27.01	 1.54	       	     	     	     	0	   2.323	  2.254	Gaia DR2 6737321889349633664
   18403	280.9292	-27.3160	-0.028	 0.115	-2.631	 0.152	-1.101	 0.139	16.81	 1.69	14.70	13.95	13.77	 0.27	27.65	 2.06	       	     	     	     	0	   3.004	 -1.157	Gaia DR2 4072564307389242752
   18404	280.9293	-29.6262	-0.086	 0.115	-2.323	 0.195	-1.135	 0.179	17.40	 1.41	15.57	15.00	14.92	 0.15	28.59	 2.72	       	     	     	     	0	   2.552	  1.108	Gaia DR2 4071277638223207552
   18405	280.9307	-29.7710	-0.028	 0.047	-2.702	 0.077	-1.212	 0.067	15.68	 1.65	13.56	12.84	12.65	 0.13	27.02	 0.82	 160.99	 0.92	     	     	6	   2.522	  1.250	Gaia DR2 4047256740831576576
   18406	280.9311	-29.8612	 0.061	 0.075	-2.925	 0.120	-1.300	 0.106	16.46	 1.62	14.37	13.70	13.56	 0.13	27.02	 2.34	       	     	     	     	0	   2.504	  1.338	Gaia DR2 4047251346352487168
   18407	280.9313	-30.3992	-0.023	 0.047	-2.868	 0.083	-1.379	 0.072	15.35	 2.00	12.92	12.05	11.83	 0.14	27.92	 3.96	       	     	     	     	0	   2.399	  1.866	Gaia DR2 6737349450189390720
   18408	280.9314	-28.8266	 0.082	 0.076	-2.665	 0.120	-1.404	 0.097	16.34	 1.67	14.13	13.37	13.13	 0.16	30.60	 1.88	       	     	     	     	0	   2.707	  0.324	Gaia DR2 4071574089749787136
   18409	280.9322	-32.8378	-0.014	 0.096	-2.997	 0.132	-1.503	 0.120	16.54	 1.44	14.73	14.15	14.03	 0.11	27.47	 0.66	       	     	     	     	0	   1.919	  4.257	Gaia DR2 6736443486958466304
   18410	280.9327	-29.7749	 0.032	 0.053	-2.434	 0.084	-1.047	 0.074	15.96	 1.52	14.05	13.32	13.23	 0.13	27.02	 0.82	       	     	     	     	0	   2.520	  1.253	Gaia DR2 4047256672112093312
   18411	280.9327	-30.4772	-0.031	 0.079	-2.645	 0.140	-1.263	 0.123	16.30	 1.70	14.19	13.42	13.27	 0.14	27.92	 3.96	       	     	     	     	0	   2.382	  1.942	Gaia DR2 6737347835281571584
   18412	280.9330	-28.9086	 0.051	 0.072	-2.565	 0.127	-1.113	 0.108	16.38	 1.64	14.27	13.59	13.39	 0.16	27.13	 3.29	       	     	     	     	0	   2.689	  0.404	Gaia DR2 4071571340970545280
   18413	280.9332	-30.0801	-0.076	 0.147	-2.944	 0.217	-1.230	 0.189	17.34	 1.49	15.48	14.72	14.63	 0.14	26.91	 0.62	       	     	     	     	0	   2.460	  1.552	Gaia DR2 4047230597374860928
   18414	280.9333	-28.3702	-0.076	 0.058	-2.461	 0.099	-0.945	 0.091	15.96	 1.73	13.82	13.09	12.86	 0.19	26.63	 2.32	       	     	     	     	0	   2.794	 -0.124	Gaia DR2 4071604571178179584
   18415	280.9338	-30.4834	 0.040	 0.069	-2.679	 0.141	-1.064	 0.121	16.41	 1.62	14.41	13.64	13.51	 0.15	27.92	 3.96	       	     	     	     	0	   2.380	  1.948	Gaia DR2 6737347830949762048
   18416	280.9341	-29.1756	 0.042	 0.063	-2.856	 0.135	-1.281	 0.119	15.83	 1.79	13.56	12.76	12.54	 0.20	26.29	 2.04	       	     	     	     	0	   2.636	  0.665	Gaia DR2 4071354118701955328
   18417	280.9350	-30.5230	-0.056	 0.134	-2.549	 0.225	-1.628	 0.197	17.35	 1.44	15.51	14.78	14.70	 0.15	27.01	 2.61	       	     	     	     	0	   2.371	  1.987	Gaia DR2 6737344669853801856
   18418	280.9353	-31.5166	 0.059	 0.144	-2.629	 0.194	-1.513	 0.168	17.30	 1.52	15.40	14.73	14.55	 0.16	27.28	 0.35	       	     	     	     	0	   2.176	  2.961	Gaia DR2 6737145525138468992
   18419	280.9354	-28.8944	 0.073	 0.044	-2.643	 0.079	-1.213	 0.066	15.16	 2.24	12.47	11.57	11.34	 0.16	27.13	 3.29	 167.93	 1.13	     	     	6	   2.690	  0.389	Gaia DR2 4071571379670120192
   18420	280.9354	-29.6593	 0.003	 0.040	-2.391	 0.067	-1.429	 0.058	15.10	 1.94	12.71	11.84	11.66	 0.14	26.46	 2.23	 165.95	 0.76	     	     	6	   2.540	  1.140	Gaia DR2 4071277466459336832
   18421	280.9369	-27.7720	 0.044	 0.041	-2.813	 0.078	-1.006	 0.068	14.77	 1.87	12.44	11.64	11.42	 0.20	26.98	 1.29	       	     	     	     	0	   2.908	 -0.711	Gaia DR2 4071776747821552128
   18422	280.9372	-31.0629	-0.173	 0.148	-2.315	 0.256	-1.364	 0.227	17.91	 1.31	16.26	15.25	14.94	 0.15	27.77	 0.81	       	     	     	     	0	   2.263	  2.516	Gaia DR2 6737267467850785152
   18423	280.9373	-29.5463	 0.019	 0.083	-2.672	 0.158	-1.254	 0.143	16.89	 1.40	15.02	14.42	14.34	 0.15	27.55	 1.85	       	     	     	     	0	   2.561	  1.028	Gaia DR2 4071325462688401280
   18424	280.9376	-29.2534	-0.032	 0.203	-2.376	 0.406	-1.392	 0.351	18.04	 1.36	16.53	15.68	15.44	 0.16	27.47	 0.31	       	     	     	     	0	   2.618	  0.741	Gaia DR2 4071351442979092224
   18425	280.9385	-28.4883	 0.004	 0.060	-2.534	 0.103	-1.254	 0.095	14.93	 2.70	11.96	11.01	10.71	 0.16	26.63	 0.58	       	     	     	     	0	   2.767	 -0.009	Gaia DR2 4071600409310300032
   18426	280.9386	-31.5923	-0.222	 0.106	-2.941	 0.135	-1.249	 0.110	14.86	 2.36	12.09	11.18	10.92	 0.17	27.35	 0.37	       	     	     	     	0	   2.158	  3.034	Gaia DR2 6737142050476643712
   18427	280.9393	-31.0383	 0.008	 0.068	-2.496	 0.107	-1.230	 0.099	16.24	 1.65	14.09	13.36	13.23	 0.15	27.77	 0.81	       	     	     	     	0	   2.266	  2.491	Gaia DR2 6737267704041580672
   18428	280.9395	-29.4926	-0.075	 0.064	-2.617	 0.114	-1.256	 0.101	16.44	 1.57	14.43	13.79	13.61	 0.14	26.46	 0.82	       	     	     	     	0	   2.569	  0.975	Gaia DR2 4071327837838461696
   18429	280.9397	-30.4308	-0.001	 0.104	-2.294	 0.183	-1.088	 0.156	17.14	 1.51	15.22	14.61	14.52	 0.14	27.92	 3.96	       	     	     	     	0	   2.385	  1.895	Gaia DR2 6737348522476395136
   18430	280.9403	-28.7865	-0.005	 0.242	-2.832	 0.325	-0.934	 0.278	18.36	 1.26	16.12	15.45	15.37	 0.15	30.60	 1.88	       	     	     	     	0	   2.707	  0.283	Gaia DR2 4071574433349589760
   18431	280.9414	-31.2723	-0.040	 0.061	-2.688	 0.111	-1.463	 0.102	15.94	 1.78	13.71	12.91	12.74	 0.17	27.49	 1.33	       	     	     	     	0	   2.219	  2.720	Gaia DR2 6737166209701675392
   18432	280.9421	-32.3272	-0.058	 0.044	-2.825	 0.075	-1.104	 0.068	14.79	 2.27	12.11	11.22	10.97	 0.12	27.47	 0.90	       	     	     	     	0	   2.011	  3.755	Gaia DR2 6736893530812519552
   18433	280.9424	-29.4662	 0.096	 0.123	-2.351	 0.223	-1.236	 0.200	17.59	 1.42	15.98	15.23	15.11	 0.14	26.46	 0.82	       	     	     	     	0	   2.572	  0.949	Gaia DR2 4071328142747597056
   18434	280.9425	-29.1129	-0.173	 0.245	-2.776	 0.479	-0.825	 0.384	18.04	 1.38	16.55	15.69	15.48	 0.24	26.79	 1.32	       	     	     	     	0	   2.641	  0.603	Gaia DR2 4071354634100106368
   18435	280.9426	-28.5828	-0.002	 0.056	-2.628	 0.094	-1.240	 0.083	16.03	 1.84	13.74	12.96	12.79	 0.16	26.69	 0.09	       	     	     	     	0	   2.745	  0.083	Gaia DR2 4071597660530967936
   18436	280.9427	-33.0445	 0.026	 0.066	-2.653	 0.103	-0.971	 0.096	16.21	 1.50	14.31	13.63	13.55	 0.09	27.02	 0.80	       	     	     	     	0	   1.869	  4.458	Gaia DR2 6736436030895039104
   18437	280.9428	-30.9431	 0.009	 0.053	-2.544	 0.084	-1.338	 0.075	15.77	 1.80	13.52	12.73	12.55	 0.15	28.32	 0.84	       	     	     	     	0	   2.282	  2.397	Gaia DR2 6737315640206090624
   18438	280.9429	-29.3721	-0.056	 0.079	-2.549	 0.165	-0.947	 0.130	15.92	 1.54	13.92	13.28	13.13	 0.14	27.47	 0.31	       	     	     	     	0	   2.590	  0.857	Gaia DR2 4071332094115378816
   18439	280.9437	-30.7420	 0.062	 0.081	-2.698	 0.140	-1.320	 0.113	15.85	 1.53	13.89	13.21	13.05	 0.15	27.01	 1.54	       	     	     	     	0	   2.321	  2.200	Gaia DR2 6737322336028396544
   18440	280.9437	-29.7457	-0.130	 0.070	-2.351	 0.113	-1.310	 0.102	16.53	 1.48	14.56	13.81	13.73	 0.14	26.50	 2.28	       	     	     	     	0	   2.516	  1.223	Gaia DR2 4047256779528530048
   18441	280.9445	-29.7360	 0.002	 0.069	-2.796	 0.090	-1.131	 0.080	16.00	 1.75	13.80	13.00	12.82	 0.14	26.50	 2.28	       	     	     	     	0	   2.517	  1.213	Gaia DR2 4047257088766180608
   18442	280.9445	-29.4886	-0.116	 0.037	-2.614	 0.069	-1.527	 0.061	15.31	 1.67	13.21	12.46	12.31	 0.14	26.46	 0.82	       	     	     	     	0	   2.566	  0.971	Gaia DR2 4071327837838460544
   18443	280.9451	-28.0135	-0.222	 0.067	-2.669	 0.132	-1.141	 0.109	16.15	 1.66	14.07	13.30	13.11	 0.22	26.82	 0.71	       	     	     	     	0	   2.854	 -0.476	Gaia DR2 4071754306575223168
   18444	280.9458	-32.8609	-0.017	 0.059	-2.323	 0.078	-1.173	 0.071	15.37	 1.47	13.59	12.94	12.77	 0.11	27.47	 0.66	       	     	     	     	0	   1.903	  4.277	Gaia DR2 6736442662324711296
   18445	280.9462	-28.8800	 0.083	 0.061	-2.626	 0.098	-1.456	 0.078	15.74	 1.63	13.67	12.94	12.76	 0.16	30.60	 1.88	       	     	     	     	0	   2.683	  0.373	Gaia DR2 4071571688907767552
   18446	280.9474	-29.4995	-0.105	 0.071	-2.657	 0.128	-1.239	 0.113	16.40	 1.58	14.10	13.38	13.32	 0.14	26.46	 0.82	       	     	     	     	0	   2.561	  0.981	Gaia DR2 4071327833507382144
   18447	280.9480	-30.4069	-0.031	 0.063	-2.684	 0.094	-1.408	 0.081	15.02	 2.47	12.21	11.26	10.99	 0.14	27.92	 3.96	 149.00	     	     	     	4	   2.383	  1.870	Gaia DR2 6737348659915371008
   18448	280.9482	-30.9067	 0.019	 0.064	-2.638	 0.098	-1.190	 0.090	15.82	 1.78	13.60	12.76	12.59	 0.15	27.77	 0.52	       	     	     	     	0	   2.285	  2.361	Gaia DR2 6737317220754096512
   18449	280.9488	-31.4212	-0.044	 0.118	-2.692	 0.179	-1.117	 0.156	16.72	 1.46	14.81	14.13	14.04	 0.17	26.74	 0.80	       	     	     	     	0	   2.183	  2.865	Gaia DR2 6737153049921501824
   18450	280.9491	-30.3033	 0.050	 0.062	-2.819	 0.118	-1.372	 0.119	16.16	 1.66	14.10	13.35	13.23	 0.13	27.92	 1.49	       	     	     	     	0	   2.402	  1.769	Gaia DR2 6737373845604627584
   18451	280.9494	-31.2629	 0.050	 0.056	-2.697	 0.093	-1.330	 0.080	15.21	 1.89	12.82	12.02	11.81	 0.17	27.49	 1.33	       	     	     	     	0	   2.214	  2.710	Gaia DR2 6737167687170425728
   18452	280.9497	-30.0581	-0.021	 0.115	-2.409	 0.165	-1.484	 0.143	16.35	 1.56	14.33	13.57	13.43	 0.14	26.91	 0.62	       	     	     	     	0	   2.450	  1.528	Gaia DR2 4047230734846350208
   18453	280.9515	-31.0912	 0.020	 0.036	-2.601	 0.071	-1.239	 0.065	15.08	 1.93	12.70	11.85	11.64	 0.15	27.77	 0.81	       	     	     	     	0	   2.246	  2.541	Gaia DR2 6737266638889585792
   18454	280.9516	-29.8545	 0.024	 0.042	-2.572	 0.069	-0.985	 0.060	15.09	 2.01	12.63	11.72	11.56	 0.13	27.02	 2.34	       	     	     	     	0	   2.488	  1.328	Gaia DR2 4047252858180990080
   18455	280.9520	-29.5995	 0.074	 0.067	-2.324	 0.110	-1.112	 0.099	16.32	 1.54	14.17	13.54	13.38	 0.15	26.46	 2.23	       	     	     	     	0	   2.538	  1.078	Gaia DR2 4071325020339725696
   18456	280.9532	-29.6392	 0.035	 0.049	-2.919	 0.081	-1.205	 0.071	15.73	 1.77	13.52	12.74	12.56	 0.15	26.46	 2.23	 150.80	 1.86	     	     	6	   2.529	  1.117	Gaia DR2 4071277603898295808
   18457	280.9533	-29.0316	-0.559	 0.339	-2.110	 0.399	-1.097	 0.356	18.12	 1.32	16.44	15.52	15.26	 0.21	27.13	 3.29	       	     	     	     	0	   2.648	  0.521	Gaia DR2 4071358413671596928
   18458	280.9541	-32.1312	 0.019	 0.053	-2.793	 0.097	-1.157	 0.079	14.39	 1.93	12.02	11.25	11.03	 0.13	28.08	 1.70	       	     	     	     	0	   2.040	  3.560	Gaia DR2 6736906003398345984
   18459	280.9550	-31.1264	-0.018	 0.165	-3.133	 0.293	-1.371	 0.274	18.16	 1.30	16.40	15.56	15.20	 0.15	27.49	 1.22	       	     	     	     	0	   2.236	  2.575	Gaia DR2 6737172493206908928
   18460	280.9553	-29.6449	 0.048	 0.067	-2.725	 0.107	-1.270	 0.095	16.43	 1.72	14.29	13.56	13.42	 0.15	26.46	 2.23	       	     	     	     	0	   2.526	  1.122	Gaia DR2 4071277397739853824
   18461	280.9553	-30.0799	 0.094	 0.076	-2.482	 0.119	-1.150	 0.114	15.74	 1.62	13.74	13.04	12.87	 0.14	26.91	 0.62	 155.10	 0.99	     	     	6	   2.441	  1.549	Gaia DR2 4047230494328171904
   18462	280.9563	-31.1001	-0.048	 0.047	-2.696	 0.085	-1.210	 0.078	14.73	 2.76	11.70	10.79	10.51	 0.15	27.47	 2.46	       	     	     	     	0	   2.240	  2.549	Gaia DR2 6737172738051788416
   18463	280.9566	-29.9654	-0.081	 0.079	-2.639	 0.124	-1.257	 0.107	16.47	 1.59	14.37	13.72	13.59	 0.14	27.02	 0.77	       	     	     	     	0	   2.462	  1.436	Gaia DR2 4047238255291953536
   18464	280.9572	-27.8942	 0.066	 0.100	-2.528	 0.229	-1.201	 0.195	17.03	 1.54	15.23	14.53	14.31	 0.21	27.19	 0.98	       	     	     	     	0	   2.867	 -0.595	Gaia DR2 4071773621085095808
   18465	280.9573	-29.4269	 0.033	 0.057	-2.728	 0.134	-0.878	 0.108	15.00	 2.51	12.07	11.16	10.82	 0.14	26.46	 0.63	       	     	     	     	0	   2.567	  0.908	Gaia DR2 4071331617409759104
   18466	280.9577	-28.8968	 0.075	 0.109	-2.888	 0.157	-1.279	 0.138	16.61	 1.55	14.61	13.92	13.77	 0.16	27.13	 3.29	       	     	     	     	0	   2.670	  0.388	Gaia DR2 4071571414029847296
   18467	280.9579	-28.8373	 0.066	 0.069	-2.691	 0.117	-1.495	 0.094	16.12	 1.80	13.91	13.04	12.88	 0.16	30.60	 1.88	       	     	     	     	0	   2.682	  0.330	Gaia DR2 4071573303815489408
   18468	280.9581	-28.6115	 0.014	 0.056	-2.694	 0.094	-1.233	 0.083	15.78	 1.90	13.42	12.60	12.49	 0.16	26.69	 0.09	       	     	     	     	0	   2.726	  0.108	Gaia DR2 4071585462823763968
   18469	280.9594	-32.6421	 0.039	 0.053	-3.054	 0.102	-1.361	 0.103	15.75	 1.75	13.41	12.68	12.50	 0.12	27.76	 1.09	       	     	     	     	0	   1.935	  4.060	Gaia DR2 6736464789997075712
   18470	280.9595	-27.6977	 0.050	 0.082	-2.725	 0.153	-1.344	 0.132	16.26	 1.65	14.16	13.38	13.20	 0.22	26.98	 1.29	       	     	     	     	0	   2.903	 -0.788	Gaia DR2 4071780389954285952
