#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/511/139&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75110139
#Name: J/MNRAS/511/139
#Title: CRDs galaxies candidates in SDSS-IV MaNGA (Bevacqua+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	creator=Bevacqua D.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.511..139B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/511/139	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75110139	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_511_139_table1:
#Name: J/MNRAS/511/139/table1
#Title: Properties of Counter-Rotating stellar Disks galaxy candidates
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MaNGAId	(A8)	MaNGA-ID associated with a unique MaNGA galaxy (MaNGA-ID)	[ucd=meta.id;meta.main]
#Column	DR15	(A4)	Link to see the MaNGA DR15 catalog	[ucd=meta.ref.url]
#Column	n_MaNGAId	(I1)	[1/2]? Note on MaNGAId objects (1)	[ucd=meta.note]
#Column	Mtype	(A2)	Galaxy Hubble morphology (Morphology) (2)	[ucd=src.morph.type]
#Column	logM*	(F5.2)	Stellar mass taken from Graham et al. 2019arXiv191005139G (log10M*)	[ucd=phys.mass]
#Column	Pth50	(F5.2)	Elliptical Petrosian 50 per cent light radius in SDSS r-band (Re)	[ucd=phys]
#Column	DPA	(F5.1)	? Difference of the kinematic position angles between the stellar and the gas velocity fields ({Delta}PA) (3)	[ucd=pos.posAng]
#Column	n_DPA	(A5)	Note on DPA (star/gas_alignment) (4)	[ucd=meta.note]
#Column	Pop	(A5)	[young old nan] Correspond to the corotation of the gaseous disk with the younger or older disk (star/gas_vs.pop)	[ucd=src.class]
#Column	logAge	(F5.2)	Luminosity weighted mean age within 1 R_e_ as in the equation 8 of the section 4.1 Stellar population maps (log10<Age>)	[ucd=phys.luminosity;stat.mean]
#Column	[M/H]	(F5.2)	Luminosity weighted mean metallicity within 1 R_e_ as in the equation 9 of the section 4.1 Stellar population maps (<[M/H]>)	[ucd=phys.luminosity;stat.mean]
#Column	GradAge	(F5.2)	Gradient of Age (GradAge) (5)	[ucd=time.age]
#Column	Grad[M/H]	(F5.2)	Gradient of metallicity (Grad[M/H]) (5)	[ucd=arith.grad;phys.abund]
#Column	Modality	(A5)	Modality of the weights maps from regularized fits (Modality) (6)	[ucd=src.class]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (declination part)	[ucd=pos.eq.dec;meta.main]
recno	MaNGAId	DR15	n_MaNGAId	Mtype	logM*	Pth50	DPA	n_DPA	Pop	logAge	[M/H]	GradAge	Grad[M/H]	Modality	Simbad	_RA	_DE
     665	1-389244 	DR15	N	I   	F	NR  	 0.761	 0.237	 9.58	 1.44	146.99144	+32.99155
     666	1-390066 	DR15	Y	S0  	F	R   	 0.719	 0.556	10.12	 1.85	149.48285	+33.18034
     667	1-390514 	DR15	Y	S   	F	R   	 0.689	 0.622	11.04	 2.20	149.41338	+32.67790
     668	1-606079 	DR15	Y	S0  	F	R   	 0.726	 0.806	 9.74	 1.79	147.23785	+33.04327
     669	1-389285 	DR15	Y	E   	S	CR  	 0.115	 0.229	12.04	 2.47	146.91457	+33.12440
     670	1-390521 	DR15	Y	S0  	F	R   	 0.874	 0.347	10.37	 1.91	149.78130	+32.51988
     671	1-390130 	DR15	Y	S0  	F	    	 1.000	 0.122	11.05	 1.52	148.73739	+32.98164
     672	1-389730 	DR15	Y	S0  	F	R   	 0.639	 0.439	 9.57	 1.62	148.28593	+31.43830
     673	1-390151 	DR15	Y	S0  	F	R   	 0.608	 0.249	10.62	 1.98	148.04613	+33.45099
     674	1-389238 	DR15	Y	E   	F	R   	 0.507	 0.455	11.13	 2.22	148.07370	+33.06372
     675	1-389509 	DR15	Y	E   	F	R   	 0.728	 0.307	10.98	 2.12	147.53902	+33.56935
     676	1-389743 	DR15	Y	E   	S	R   	 0.106	 0.104	10.47	 2.13	148.63674	+31.60673
     677	1-390389 	DR15	N	M/CP	F	F   	 0.416	 0.349	11.15	 2.31	149.71387	+32.07306
     678	1-36703  	DR15	Y	I   	F	R   	 0.546	 0.128	10.24	 1.93	039.63722	-00.86747
     679	1-36663  	DR15	N	I   	F	R   	 0.542	 0.590	10.28	 1.80	040.30402	-00.87703
     680	1-36705  	DR15	Y	S0  	F	R   	 0.345	 0.044	10.09	 1.94	039.53601	-00.64231
     681	1-36970  	DR15	Y	S   	F	R   	 0.505	 0.361	10.05	 1.76	041.44833	-00.24091
     682	1-36843  	DR15	Y	S0  	F	R   	 0.611	 0.339	10.26	 1.86	041.00623	+00.17630
     683	1-37002  	DR15	N	E   	F	F   	 0.706	 0.233	10.24	 1.54	041.06829	+00.34160
     684	1-603705 	DR15	Y	E   	F	R   	 0.239	 0.056	11.49	 2.37	039.61706	-01.04676
     685	1-36779  	DR15	Y	E   	F	R   	 0.631	 0.125	11.18	 2.14	039.46139	+00.57464
     686	1-36698  	DR15	Y	S0  	F	R   	 1.443	 0.245	10.74	 2.14	039.29543	+00.01219
     687	1-36644  	DR15	Y	E   	F	R   	 0.199	 0.095	11.99	 2.40	041.09665	-00.17855
     688	1-547926 	DR15	Y	S   	F	R   	 0.691	 0.636	10.48	 1.97	039.60551	-00.18840
     689	1-582516 	DR15	N	M/CP	S	R   	 0.518	 0.375	11.48	 2.33	039.71418	+00.50870
     690	1-36968  	DR15	Y	E   	F	R   	 0.247	 0.233	11.57	 2.40	041.30739	-00.74614
     691	1-36381  	DR15	Y	E   	F	R   	 0.172	 0.271	11.45	 2.28	038.93632	-00.18819
     692	1-36827  	DR15	Y	S0  	F	R   	 0.867	 0.613	 9.70	 1.79	040.56009	+00.87781
     693	1-603920 	DR15	Y	S   	F	R   	 0.756	 0.265	11.03	 1.92	045.43511	-00.59263
     694	1-37546  	DR15	Y	S0  	F	R   	 0.664	 0.635	 9.71	 1.73	045.69840	+00.96484
     695	1-37265  	DR15	Y	E   	S	M/CP	 0.191	 0.223	11.81	 2.55	043.65829	+00.93943
     696	1-37245  	DR15	N	S   	F	R   	      	 0.114	11.85	     	043.56065	+01.02912
     697	1-37547  	DR15	N	S   	F	R   	 0.687	 0.677	10.49	 1.90	045.59816	+00.97929
     698	1-37122  	DR15	Y	E   	F	R   	 0.301	 0.034	11.64	 2.30	043.13433	-00.04782
     699	1-37478  	DR15	Y	E   	F	R   	 0.256	 0.206	10.83	 2.16	044.84668	-01.16669
     700	1-37126  	DR15	Y	S0  	F	R   	 0.841	 0.508	10.55	 2.05	044.73565	-00.76611
     701	1-37494  	DR15	Y	E   	S	R   	 0.102	 0.273	10.62	 2.09	044.62547	+00.79423
     702	1-37491  	DR15	Y	S0  	F	R   	 0.625	 0.042	10.49	 1.73	044.62367	+00.84609
     703	1-37477  	DR15	Y	S0  	F	R   	 0.621	 0.441	10.86	 2.12	229.84799	+28.31821
     704	1-37202  	DR15	Y	E   	F	M/CP	 0.716	 0.579	10.47	 2.25	043.11891	-00.32886
     705	1-36867  	DR15	Y	S0  	F	R   	 0.792	 0.471	10.18	 1.81	043.22727	-00.40108
     706	1-109152 	DR15	Y	E   	F	R   	 0.117	 0.654	11.76	 2.37	043.79048	-00.17786
     707	1-37167  	DR15	Y	I   	F	R   	 0.398	 0.200	10.34	 1.72	044.16959	-00.24566
     708	1-37155  	DR15	Y	E   	F	R   	 0.143	 0.201	11.32	 2.21	044.34947	-00.30941
     709	1-603941 	DR15	Y	S   	F	R   	 0.835	 0.288	10.91	 1.92	045.96025	-00.20446
     710	1-38550  	DR15	Y	S   	F	R   	 0.746	 0.370	10.97	 1.85	053.17146	-01.18363
     711	1-38269  	DR15	N	U   	S	F   	      	 0.232	11.76	     	052.42777	-00.30884
     712	1-38523  	DR15	Y	S   	F	R   	 0.547	 0.253	10.04	 1.84	053.78010	-00.87723
     713	1-38713  	DR15	Y	S   	F	R   	 0.611	 0.477	10.07	 1.66	053.17034	+00.24574
     714	1-202100 	DR15	Y	E   	F	CR  	 0.080	 0.416	12.09	 2.42	053.56491	-01.18229
     715	1-38510  	DR15	Y	S0  	F	R   	 0.685	 0.643	 9.80	 1.78	129.46637	+25.30160
     716	1-38528  	DR15	Y	S0  	F	KDC 	 0.172	 0.224	 9.89	 1.56	053.72673	-00.78892
     717	1-38612  	DR15	Y	S   	F	R   	 0.556	 0.204	 9.63	 1.52	132.89976	+26.29543
     718	1-38543  	DR15	Y	E   	F	R   	 0.087	 0.513	10.73	 2.12	054.03243	-00.59644
     719	1-38541  	DR15	Y	S0  	F	R   	 0.460	 0.194	10.26	 1.89	131.04862	+23.53469
     720	1-109428 	DR15	Y	E   	F	R   	 0.272	 0.140	10.72	 2.27	054.60229	-00.01858
     721	1-38521  	DR15	Y	S0  	F	R   	 0.534	 0.220	11.48	 2.26	053.81411	-01.22861
     722	1-38663  	DR15	Y	S0  	F	R   	 0.573	 0.225	11.76	 2.22	052.05050	+00.12475
     723	1-38553  	DR15	Y	S   	F	R   	 0.792	 0.372	10.41	 1.88	053.46155	-01.00838
     724	1-38617  	DR15	Y	E   	S	CR  	 0.061	 0.217	11.95	 2.40	052.65084	-00.54877
     725	1-202101 	DR15	Y	S0  	F	R   	 0.782	 0.608	 9.85	 1.77	053.68651	-01.24578
     726	1-38770  	DR15	N	M/CP	F	R   	 0.673	 0.319	10.57	 2.25	054.38959	+00.14423
     727	1-38856  	DR15	Y	S   	F	R   	 0.603	 0.057	10.43	 1.70	054.89179	-00.51196
     728	1-38764  	DR15	Y	E   	F	R   	 0.754	 0.085	10.44	 2.06	054.56416	+01.00180
     729	1-38894  	DR15	Y	I   	F	R   	 0.565	 0.053	10.21	 1.72	054.73638	+00.91789
     730	1-205845 	DR15	N	M/CP	F	M/CP	 0.876	 0.406	10.12	 2.82	055.26555	-00.03123
     731	1-202091 	DR15	Y	S0  	F	R   	 0.514	 0.341	10.94	 2.24	056.62399	+00.71880
     732	1-38819  	DR15	Y	I   	F	R   	 0.264	 0.350	11.01	 1.81	055.59230	-00.58320
     733	1-38887  	DR15	Y	S0  	F	R   	 0.480	 0.555	 9.86	 1.72	054.08901	+00.18689
     734	1-38787  	DR15	Y	S0  	F	R   	 0.684	 0.242	10.00	 1.68	056.48966	-00.02092
     735	1-38777  	DR15	Y	E   	S	NR  	 0.037	 0.186	12.09	 2.45	056.28419	-00.94710
     736	1-109521 	DR15	Y	E   	F	R   	 0.177	 0.247	11.40	 2.28	054.59707	-01.18410
     737	1-604153 	DR15	Y	E   	F	R   	 0.216	 0.130	11.51	 2.21	055.80820	-01.01870
     738	1-133652 	DR15	N	E   	S	M/CP	 0.185	 0.109	11.87	 2.35	054.52663	+00.82451
     739	1-38798  	DR15	Y	E   	F	R   	 0.787	 0.491	10.34	 2.08	056.11056	-00.30387
     740	1-109493 	DR15	N	M/CP	S	CR  	 0.127	 0.498	11.82	 2.33	056.42514	-00.37846
     741	1-38775  	DR15	Y	S0  	F	R   	 0.819	 0.733	10.04	 1.85	056.38915	-01.04690
     742	1-604231 	DR15	Y	S0  	F	R   	 0.875	 0.684	11.54	 2.24	060.45381	-05.69341
     743	1-52603  	DR15	Y	E   	F	R   	 0.707	 0.164	11.53	 2.21	062.16232	-05.65942
     744	1-52782  	DR15	N	M/CP	S	M/CP	 0.451	 0.245	11.66	 2.32	062.97442	-05.13732
     745	1-52588  	DR15	Y	E   	F	R   	 0.129	 0.163	11.82	 2.42	062.42586	-06.31556
     746	1-52578  	DR15	Y	S0  	F	R   	 0.846	 0.754	10.49	 1.99	062.50445	-06.66564
     747	1-52677  	DR15	Y	S0  	F	R   	 0.446	 0.361	 9.80	 1.86	060.85933	-05.49184
     748	1-52600  	DR15	Y	E   	F	R   	 0.876	 0.341	10.31	 2.02	061.98998	-05.91512
     749	1-583694 	DR15	Y	E   	F	R   	 0.705	 0.494	11.09	 2.20	061.23009	-06.30481
     750	1-312838 	DR15	N	S0  	F	    	 0.000	 0.733	13.19	 2.31	061.11913	-05.16578
     751	1-52660  	DR15	Y	E   	F	NR  	 0.121	 0.087	10.69	 2.07	061.45326	-06.32384
     752	1-52602  	DR15	Y	E   	F	R   	 0.665	 0.213	11.52	 2.37	062.25661	-06.17958
     753	1-52701  	DR15	Y	E   	F	R   	 0.441	 0.384	10.95	 2.20	061.40596	-05.31528
     754	1-52720  	DR15	Y	E   	S	KDC 	 0.066	 0.191	11.71	 2.39	061.68081	-05.11472
     755	1-52590  	DR15	Y	E   	F	R   	 0.455	 0.287	11.31	 2.18	062.52638	-06.05165
     756	1-52637  	DR15	Y	S0  	F	R   	 0.770	 0.479	10.05	 1.79	061.84803	-06.68645
     757	1-52554  	DR15	Y	S0  	F	R   	 0.946	 0.520	 9.96	 1.73	062.94925	-05.91988
     758	1-378360 	DR15	N	E   	S	M/CP	 0.134	 0.268	11.75	 2.36	115.38748	+47.87101
     759	1-378479 	DR15	Y	S0  	F	R   	 0.867	 0.644	11.61	 2.29	115.82121	+48.66697
     760	1-378400 	DR15	N	I   	S	F   	 0.000	 0.106	 9.58	 1.76	117.56859	+47.88940
     761	1-378403 	DR15	Y	S   	F	R   	 0.563	 0.374	 9.86	 1.80	117.45125	+48.12956
     762	1-548080 	DR15	Y	S   	F	R   	 1.053	 0.064	10.79	 1.86	115.76784	+47.41596
     763	1-378549 	DR15	Y	S0  	F	R   	 0.512	 0.521	 9.60	 1.89	115.66907	+48.02218
     764	1-378375 	DR15	Y	S0  	F	R   	 0.746	 0.823	10.51	 1.81	116.11606	+47.73117
     765	1-378526 	DR15	N	U   	S	F   	 0.085	 0.351	10.05	 1.80	115.93947	+48.13707
     766	1-378412 	DR15	Y	I   	F	NR  	 0.389	 0.098	 9.53	 1.65	116.88726	+49.24675
     767	1-378428 	DR15	Y	E   	S	R   	 0.081	 0.121	11.18	 2.27	116.52296	+48.84797
     768	1-378486 	DR15	Y	S0  	F	R   	 0.668	 0.474	 9.95	 1.94	116.59111	+48.29683
     769	1-378327 	DR15	Y	S   	F	R   	 0.522	 0.153	 9.64	 1.73	115.30407	+47.67148
     770	1-351563 	DR15	Y	S0  	F	R   	 0.766	 0.807	10.31	 1.94	117.86390	+48.59501
     771	1-378500 	DR15	N	M/CP	S	M/CP	 0.064	 0.126	11.74	 2.42	115.67204	+48.82605
     772	1-548221 	DR15	Y	E   	F	R   	 0.506	 0.305	11.54	 2.38	118.54070	+48.70890
     773	1-339192 	DR15	Y	S0  	F	R   	 0.792	 0.416	10.52	 1.86	116.74927	+46.97148
     774	1-351572 	DR15	Y	S0  	F	R   	 0.336	 0.383	10.29	 1.91	117.54101	+48.47888
     775	1-351575 	DR15	Y	S0  	F	R   	 0.870	 0.420	 9.99	 1.80	117.40527	+48.51566
     776	1-460305 	DR15	Y	S   	F	R   	 0.722	 0.352	10.08	 1.77	125.69765	+17.33089
     777	1-460434 	DR15	Y	S   	F	R   	 0.713	 0.656	10.56	 2.03	125.21876	+18.01554
     778	1-460862 	DR15	Y	S   	F	R   	 0.833	 0.764	10.96	 2.02	126.67177	+17.83869
     779	1-460461 	DR15	Y	S   	F	R   	 0.910	 0.569	10.42	 1.87	125.91515	+18.29996
     780	1-605282 	DR15	N	M/CP	F	R   	 0.366	 0.457	10.56	 1.85	127.63201	+18.20611
     781	1-412631 	DR15	Y	S0  	F	R   	 0.676	 0.714	11.55	 2.34	125.17841	+19.44063
     782	1-460436 	DR15	Y	I   	F	R   	 0.338	 0.380	 9.99	 1.76	125.27280	+17.81982
     783	1-460293 	DR15	Y	E   	S	R   	 0.107	 0.122	11.60	 2.32	126.33274	+17.48204
     784	1-460404 	DR15	Y	E   	F	R   	 0.461	 0.171	11.68	 2.35	125.63423	+18.74433
     785	1-460882 	DR15	Y	S   	F	R   	 0.556	 0.037	10.47	 1.71	126.46119	+18.16669
     786	1-460912 	DR15	Y	S   	F	R   	 0.615	 0.065	11.60	 2.11	126.56891	+17.36245
     787	1-461292 	DR15	N	M/CP	F	M/CP	      	 0.357	 9.29	     	127.04853	+17.37466
     788	1-460288 	DR15	Y	S   	F	R   	 0.644	 0.098	11.17	 1.90	126.05963	+17.33195
     789	1-460963 	DR15	Y	E   	S	CR  	 0.095	 0.256	11.93	 2.42	126.13717	+19.26497
     790	1-460463 	DR15	Y	E   	S	KDC 	 0.107	 0.234	11.61	 2.38	125.88039	+18.44816
     791	1-460840 	DR15	Y	S0  	F	R   	 0.799	 0.531	11.36	 2.16	126.89802	+17.91851
     792	1-460812 	DR15	Y	S0  	F	R   	 0.743	 0.513	11.50	 2.28	127.17080	+17.58140
     793	1-46562  	DR15	Y	S   	F	R   	 0.848	 0.619	11.66	 2.21	128.68774	+52.71569
     794	1-46494  	DR15	N	I   	S	NR  	 0.158	 0.359	 9.81	 1.48	130.38699	+52.49020
     795	1-47291  	DR15	Y	S   	F	R   	 0.899	 0.483	10.72	 1.89	131.16732	+53.95107
     796	1-47765  	DR15	Y	S0  	F	R   	 0.863	 0.657	10.46	 1.91	131.61497	+53.04564
     797	1-47415  	DR15	Y	S0  	F	R   	 0.533	 0.149	10.48	 1.88	129.24284	+54.51465
     798	1-46757  	DR15	Y	E   	F	R   	 0.243	 0.231	10.57	 2.14	128.16439	+53.23324
     799	1-47302  	DR15	Y	E   	F	R   	 0.660	 0.251	10.61	 2.04	130.41436	+53.28108
     800	1-47290  	DR15	Y	E   	F	R   	 0.386	 0.207	10.89	 2.24	131.38167	+53.95900
     801	1-564264 	DR15	Y	E   	S	CR  	 0.053	 0.041	11.70	 2.36	129.09877	+52.71498
     802	1-47732  	DR15	Y	S0  	F	R   	 0.566	 0.122	10.91	 2.00	130.24172	+52.83727
     803	1-47342  	DR15	Y	S0  	F	R   	 0.625	 0.259	11.32	 2.27	129.17489	+53.72723
     804	1-46825  	DR15	Y	E   	S	CR  	 0.057	 0.103	11.15	 2.30	129.13794	+54.04146
     805	1-47248  	DR15	Y	E   	F	R   	 0.158	 0.213	11.56	 2.40	131.88382	+53.90525
     806	1-47272  	DR15	Y	S0  	F	R   	 0.416	 0.254	10.73	 2.05	131.79318	+53.83061
     807	1-564242 	DR15	Y	E   	F	R   	 0.362	 0.022	10.83	 1.99	131.94489	+54.02667
     808	1-47224  	DR15	Y	E   	F	R   	 0.678	 0.053	10.81	 2.32	132.10366	+53.91872
     809	1-47256  	DR15	Y	E   	F	R   	 0.578	 0.227	10.24	 1.51	132.01706	+54.02802
     810	1-47223  	DR15	Y	E   	F	R   	 0.535	 0.078	10.53	 2.05	132.22186	+53.98962
     811	1-46577  	DR15	Y	S0  	F	R   	 0.722	 0.229	10.46	 1.84	128.17838	+52.41678
     812	1-605419 	DR15	Y	E   	F	R   	 0.411	 0.050	11.90	 2.27	130.82174	+52.75793
     813	1-73667  	DR15	N	M/CP	S	M/CP	 0.090	 0.108	11.26	 2.33	133.06809	+50.62724
     814	1-47170  	DR15	Y	S   	F	R   	 0.557	 0.098	10.19	 1.64	131.51343	+51.20150
     815	1-605549 	DR15	Y	S   	F	R   	 0.805	 0.758	10.04	 1.88	134.28443	+51.47155
     816	1-73670  	DR15	N	U   	F	R   	 0.585	 0.596	 9.50	 1.80	134.27380	+51.81413
     817	1-73638  	DR15	Y	S   	F	R   	 0.816	 0.532	11.96	 2.29	133.03532	+51.31274
     818	1-47618  	DR15	N	M/CP	S	M/CP	 0.246	 0.470	11.73	 2.42	132.54474	+51.77537
     819	1-46864  	DR15	Y	S0  	F	R   	 0.774	 0.388	10.38	 1.96	130.91507	+50.38651
     820	1-73651  	DR15	Y	E   	F	R   	 0.471	 0.186	11.19	 2.22	132.38439	+50.87413
     821	1-47608  	DR15	Y	S   	F	R   	 0.651	 0.183	10.50	 1.78	131.81501	+51.24581
     822	1-47627  	DR15	Y	S0  	F	R   	 0.661	 0.338	10.88	 2.06	131.99276	+51.60102
     823	1-73584  	DR15	N	M/CP	S	CR  	 0.088	 0.295	12.19	 2.46	132.62786	+50.27893
     824	1-47120  	DR15	Y	S   	F	R   	 0.603	 0.150	11.42	 2.08	130.45491	+50.78642
     825	1-47136  	DR15	Y	S   	F	R   	 0.719	 0.567	10.86	 2.04	130.76636	+51.32565
     826	1-47705  	DR15	Y	E   	F	R   	 0.139	 0.220	12.12	 2.42	130.99644	+51.09026
     827	1-47862  	DR15	Y	S0  	F	R   	 0.485	 0.184	11.08	 2.13	133.02739	+52.93275
     828	1-47890  	DR15	Y	S   	F	R   	 0.808	 0.079	11.41	 1.98	133.78758	+52.47044
     829	1-48410  	DR15	Y	E   	S	CR  	 0.080	 0.376	11.96	 2.33	132.97774	+52.90088
     830	1-217256 	DR15	Y	S   	F	R   	 0.681	 0.479	 9.53	 1.76	138.27513	+43.01346
     831	1-137795 	DR15	Y	S0  	F	R   	 0.900	 0.395	10.66	 1.91	135.72256	+43.24773
     832	1-137797 	DR15	Y	S0  	F	R   	 0.851	 0.394	11.02	 2.04	136.36318	+44.14388
     833	1-137870 	DR15	Y	S0  	F	R   	 0.781	 0.021	10.94	 1.78	136.73010	+44.12152
     834	1-137801 	DR15	N	E   	F	R   	 0.289	 0.127	11.56	 2.35	136.68646	+44.26098
     835	1-217069 	DR15	Y	S0  	F	R   	 0.897	 0.822	10.73	 1.97	137.06808	+41.63919
     836	1-558242 	DR15	Y	E   	F	R   	 0.338	 0.167	10.60	 2.24	137.06963	+42.16414
     837	1-137799 	DR15	Y	E   	F	R   	 0.613	 0.162	11.27	 2.18	136.84248	+43.27543
     838	1-137714 	DR15	Y	E   	F	R   	 0.578	 0.540	10.24	 2.08	136.03921	+42.30342
     839	1-217050 	DR15	Y	E   	F	R   	 0.572	 0.330	11.23	 2.29	136.71998	+41.40825
     840	1-605638 	DR15	Y	S0  	F	R   	 0.802	 0.541	 9.86	 1.84	136.74835	+41.44060
     841	1-217060 	DR15	Y	S0  	F	R   	 0.701	 0.600	10.05	 1.72	136.82555	+41.38846
     842	1-217044 	DR15	Y	E   	F	R   	 0.566	 0.235	 9.95	 1.75	136.61592	+41.63592
     843	1-558247 	DR15	Y	S0  	F	R   	 0.762	 0.538	10.93	 2.11	138.02732	+42.95460
     844	1-137730 	DR15	Y	S   	F	R   	 0.665	 0.151	10.77	 1.82	136.77826	+42.59510
     845	1-217041 	DR15	Y	E   	S	CR  	 0.061	 0.035	12.04	 2.50	137.44128	+41.95587
     846	1-155337 	DR15	Y	S0  	F	R   	 0.813	 0.589	 9.62	 1.82	136.15628	+44.87473
     847	1-137898 	DR15	N	M/CP	F	M/CP	 0.567	 0.373	 9.92	 2.29	137.56241	+44.68413
     848	1-137908 	DR15	Y	S   	F	R   	 0.851	 0.375	11.22	 2.02	139.55919	+45.65169
     849	1-137961 	DR15	Y	S0  	F	R   	 0.695	 0.119	10.33	 1.72	139.72047	+45.72778
     850	1-567155 	DR15	Y	S   	F	R   	 0.808	 0.165	11.05	 1.99	137.37751	+45.95235
     851	1-137845 	DR15	N	E   	F	R   	 0.238	 0.266	11.40	 2.33	139.30886	+44.48916
     852	1-137853 	DR15	Y	E   	S	NR  	 0.058	 0.167	11.29	 2.32	138.93554	+44.23609
     853	1-137890 	DR15	Y	S0  	F	2S  	 0.076	 0.541	10.39	 2.07	137.21934	+44.93227
     854	1-137915 	DR15	Y	E   	S	NR  	 0.034	 0.001	10.52	 1.96	139.79712	+45.36652
     855	1-155558 	DR15	Y	S0  	F	R   	 0.705	 0.426	10.30	 1.85	137.03265	+45.92096
     856	1-137883 	DR15	Y	S0  	F	R   	 0.521	 0.375	10.75	 2.13	137.87476	+45.46832
     857	1-155463 	DR15	N	S0  	F	R   	 0.554	 0.595	10.48	 1.98	137.56246	+46.29327
     858	1-137875 	DR15	N	U   	F	R   	 0.278	 0.071	10.95	 1.76	137.33592	+45.06551
     859	1-155456 	DR15	Y	E   	S	R   	 0.073	 0.031	11.43	 2.26	136.79385	+46.21115
     860	1-155440 	DR15	Y	E   	F	R   	 0.724	 0.342	11.06	 2.16	136.47649	+46.25911
     861	1-155541 	DR15	Y	S0  	F	R   	 0.902	 0.530	11.49	 2.32	138.37190	+46.61422
     862	1-558248 	DR15	N	M/CP	F	M/CP	 0.280	 0.259	11.62	 2.35	139.19315	+42.50678
     863	1-217331 	DR15	Y	S0  	F	R   	 0.857	 0.555	10.32	 1.86	140.35963	+43.10215
     864	1-137912 	DR15	Y	I   	F	CR  	 0.416	 0.381	 9.77	 1.72	139.64774	+44.59674
     865	1-585513 	DR15	N	M/CP	F	M/CP	 0.376	 0.400	11.58	 2.06	138.98138	+44.33276
     866	1-147394 	DR15	Y	S0  	F	R   	 0.602	 0.833	 9.32	 1.78	140.39879	+43.25725
     867	1-558471 	DR15	Y	E   	F	R   	 0.418	 0.170	10.75	 2.09	139.21048	+43.71867
     868	1-217304 	DR15	Y	S0  	F	R   	 0.652	 0.275	11.12	 2.19	138.96862	+42.40152
     869	1-217300 	DR15	Y	E   	F	R   	 0.432	 0.161	10.34	 1.63	139.73996	+43.50058
     870	1-217171 	DR15	Y	E   	F	R   	 0.726	 0.309	10.62	 1.96	140.21057	+42.28885
     871	1-217221 	DR15	N	U   	F	R   	 0.628	 0.466	10.92	 2.04	138.75315	+42.02439
     872	1-217210 	DR15	Y	S   	F	R   	 0.830	 0.199	10.05	 1.76	138.90262	+42.15722
     873	1-217324 	DR15	Y	S0  	F	R   	 0.561	 0.186	10.74	 2.28	140.21847	+42.70880
     874	1-217326 	DR15	Y	S0  	F	R   	 0.782	 0.476	 9.78	 1.78	140.28944	+42.68685
     875	1-558926 	DR15	Y	S0  	F	R   	 0.773	 0.632	11.23	 2.18	140.41142	+43.72615
     876	1-137844 	DR15	Y	S0  	F	R   	 0.387	 0.260	11.17	 2.22	139.42701	+44.10069
     877	1-585641 	DR15	N	S   	F	R   	 0.417	 0.441	11.11	 2.11	144.15499	+48.47438
     878	1-138087 	DR15	N	I   	F	F   	 0.534	 0.247	 9.55	 1.68	144.23926	+48.29412
     879	1-138106 	DR15	Y	S   	F	R   	 0.453	 0.184	10.44	 1.87	144.35231	+48.51545
     880	1-156061 	DR15	Y	E   	F	R   	 0.268	 0.208	10.46	 2.02	143.69703	+48.74758
     881	1-156037 	DR15	Y	I   	F	R   	 0.690	 0.380	 9.68	 1.72	143.75402	+48.97674
     882	1-567187 	DR15	Y	S   	F	R   	 0.571	 0.389	11.27	 2.28	145.53085	+48.15487
     883	1-185298 	DR15	Y	S0  	F	R   	 0.841	 0.631	10.76	 1.95	145.45657	+48.64899
