#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:10 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/NatAs/7.463&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1061000701
#Name: J/other/NatAs/7.463
#Title: Galaxies stellar and gas kinematic angles (Raimundo+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	creator=Raimundo S.I.	    First author or institution
#INFO	cites=bibcode:2023NatAs...7..463R	    Article or Data origin sources
#INFO	journal=NatA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/NatAs/7.463	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/dt/hkegd	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_NatAs_7_463_tabled1:
#Name: J/other/NatAs/7.463/tabled1
#Title: Summary of the main results for the of 1310 galaxies with measured stellar and gas kinematic angles
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[0/1309] Sequential number	[ucd=meta.record]
#Column	CatId	(I10)	Catalogue ID from the SAMI survey DR3	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F7.4)	Spectroscopic redshift	[ucd=src.redshift]
#Column	PAs	(F5.1)	Principal stellar kinematic axis (PAstellar)	[ucd=pos.posAng]
#Column	e_PAs	(F4.1)	3{sigma} uncertainty in PAstellar	[ucd=stat.error]
#Column	PAg	(F5.1)	Principal gas kinematic axis (PAgas)	[ucd=pos.posAng]
#Column	e_PAg	(F4.1)	3{sigma} uncertainty in PAgas	[ucd=stat.error]
#Column	DPA	(F5.1)	Difference in stellar-gas kinematic angles ({DELTA}PA=|PAstellar-PAgas|)	[ucd=pos.posAng]
#Column	e_DPA	(F4.1)	3{sigma} uncertainty in PA	[ucd=stat.error]
#Column	Flag	(A1)	[als] Flag for excitation mechanism (1)	[ucd=meta.code.error]
#Column	FAGN	(A2)	Flag for AGN detection (2)	[ucd=meta.code]
#Column	Type	(F4.1)	Morphological type as in the SAMI survey classification	[ucd=src.morph.type]
#Column	logMstar	(F10.7)	? Stellar mass	[ucd=phys.mass]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Seq	CatId	RAJ2000	DEJ2000	zsp	PAs	e_PAs	PAg	e_PAg	DPA	e_DPA	Flag	FAGN	Type	logMstar	SimbadName
     759	 758	     55372	181.8404	-00.3767	 0.0222	215.2	10.1	221.2	 0.5	  6.0	10.6	s	  	 3.0	 9.0400000	GAMA 55372
     760	 759	     55537	182.6940	-00.4191	 0.0786	178.0	 2.5	177.0	 0.5	  1.0	 3.0	s	  	 2.5	10.5400000	GAMA 55537
     761	 760	     55684	183.1134	-00.2971	 0.0353	183.0	 6.0	218.2	 0.5	 35.2	 6.5	s	  	 3.0	 9.5100000	GAMA 55684
     762	 761	    559061	175.3408	-00.4568	 0.0277	194.1	 5.5	198.1	 0.5	  4.0	 6.0	s	  	 3.0	 9.5300000	GAMA 559061
     763	 762	    559490	177.3035	-00.5645	 0.0474	263.5	 9.6	241.3	 9.1	 22.1	18.6	 	  	 0.0	10.2900000	GAMA 559490
     764	 763	    560208	179.6707	-00.5972	 0.0214	272.5	10.6	262.5	 0.5	 10.1	11.1	s	  	 3.0	 9.2000000	GAMA 560208
     765	 764	    560238	179.8037	-00.5238	 0.0214	 29.2	 3.0	211.2	 0.5	178.0	 3.5	l	  	 1.5	10.5900000	GAMA 560238
     766	 765	    560333	179.9844	-00.5482	 0.0220	 96.5	 2.0	 88.5	 0.5	  8.1	 2.5	s	  	 3.0	 9.9000000	GAMA 560333
     767	 766	    560341	180.0234	-00.4953	 0.0805	214.2	 2.5	228.3	 0.5	 14.1	 3.0	 	  	 1.0	11.1800000	GAMA 560341
     768	 767	    560407	180.1501	-00.5269	 0.0829	 23.1	 1.0	 26.1	 0.5	  3.0	 1.5	s	  	 2.5	10.9500000	GAMA 560407
     769	 768	     56055	184.3767	-00.2320	 0.0340	272.5	16.6	308.7	 0.5	 36.2	17.1	s	  	-9.0	 9.2500000	GAMA 56055
     770	 769	     56064	184.4685	-00.3621	 0.0404	151.8	 1.5	153.8	 0.5	  2.0	 2.0	l	  	 2.0	10.4400000	GAMA 56064
     771	 770	    560883	182.1843	-00.5408	 0.0627	  3.0	 3.0	 14.1	 0.5	 11.1	 3.5	l	  	 1.5	11.2100000	GAMA 560883
     772	 771	    561020	182.5745	-00.5179	 0.0349	352.0	 1.5	354.0	 0.5	  2.0	 2.0	s	  	 2.0	10.8800000	GAMA 561020
     773	 772	     56140	184.6676	-00.2565	 0.0799	186.0	 1.0	199.1	 0.5	 13.1	 1.5	a	  	 1.0	11.3000000	GAMA 56140
     774	 773	    561488	183.8699	-00.4996	 0.0209	200.1	18.6	271.5	 0.5	 71.4	19.1	s	  	 1.5	 9.3200000	GAMA 561488
     775	 774	     56181	184.8369	-00.2415	 0.0506	 47.3	 9.6	135.8	 2.5	 88.5	12.1	a	  	 0.0	10.3200000	GAMA 56181
     776	 775	     56183	184.8524	-00.2941	 0.0390	331.8	 5.0	348.9	 0.5	 17.1	 5.5	s	  	 3.0	 9.5000000	GAMA 56183
     777	 776	    561856	185.0817	-00.5242	 0.0396	 11.1	 2.5	358.0	 0.5	 13.1	 3.0	s	  	 2.0	10.0200000	GAMA 561856
     778	 777	    567445	211.6888	-00.5965	 0.0528	237.3	 3.0	252.4	 5.0	 15.1	 8.1	l	  	 1.5	10.0800000	GAMA 567445
     779	 778	    567545	212.1036	-00.5891	 0.0527	271.5	 1.5	271.5	 0.5	  0.0	 2.0	s	  	 2.0	10.8400000	GAMA 567545
     780	 779	    567598	212.4342	-00.4484	 0.0543	294.6	 2.0	296.6	 0.5	  2.0	 2.5	s	  	 2.0	10.6700000	GAMA 567598
     781	 780	    567624	212.5595	-00.5785	 0.0258	 61.3	 4.0	 64.4	 0.5	  3.0	 4.5	s	  	 3.0	 9.3500000	GAMA 567624
     782	 781	    568549	215.4804	-00.5566	 0.0528	 42.2	 0.5	 25.1	 0.5	 17.1	 1.0	s	  	 2.0	10.6900000	GAMA 568549
     783	 782	    568817	216.6177	-00.5703	 0.0732	 91.5	 4.5	 92.5	 0.5	  1.0	 5.0	l	  	-9.0	10.9700000	GAMA 568817
     784	 783	    569466	219.2350	-00.4630	 0.0818	328.8	 1.5	325.8	 0.5	  3.0	 2.0	 	  	 2.0	11.1400000	GAMA 569466
     785	 784	    569555	219.4072	-00.5837	 0.0569	 67.4	 7.0	 72.4	 0.5	  5.0	 7.5	s	  	 1.5	10.4400000	GAMA 569555
     786	 785	    570033	221.6566	-00.5460	 0.0566	194.1	 2.5	199.1	 0.5	  5.0	 3.0	s	  	 3.0	10.9900000	GAMA 570033
     787	 786	    570090	221.8954	-00.5158	 0.0345	 52.3	 3.5	 42.2	 0.5	 10.1	 4.0	s	  	 2.5	10.1100000	GAMA 570090
     788	 787	    570114	222.1707	-00.5850	 0.0431	132.7	13.1	120.7	 0.5	 12.1	13.6	s	  	 3.0	 9.2100000	GAMA 570114
     789	 788	    570197	222.6658	-00.4750	 0.0424	 24.1	12.6	 37.2	 0.5	 13.1	13.1	s	  	 2.5	 9.6600000	GAMA 570197
     790	 789	    570206	222.7625	-00.5271	 0.0431	177.0	 2.0	 92.5	 0.5	 84.5	 2.5	l	  	 1.5	10.5000000	GAMA 570206
     791	 790	    570227	222.8017	-00.4569	 0.0434	359.0	 1.0	  8.0	 0.5	  9.1	 1.5	s	  	 2.0	10.6400000	GAMA 570227
     792	 791	    570240	222.9382	-00.5125	 0.0432	176.0	 8.6	358.0	 9.1	178.0	17.6	 	  	 1.0	10.0500000	GAMA 570240
     793	 792	    572402	134.4472	-00.2000	 0.0283	 51.3	 4.5	 43.2	 0.5	  8.0	 5.0	s	  	 2.5	10.3200000	GAMA 572402
     794	 793	    573586	129.1256	-00.0862	 0.0520	175.0	 5.5	170.9	 0.5	  4.0	 6.0	s	  	 2.5	10.0300000	GAMA 573586
     795	 794	    573617	129.2772	-00.1871	 0.0513	264.5	 8.0	 80.5	 0.5	176.0	 8.5	s	  	 1.5	10.0700000	GAMA 573617
     796	 795	    573621	129.3241	-00.0859	 0.0523	 91.5	 4.0	 74.4	 0.5	 17.1	 4.5	s	  	 2.0	10.2200000	GAMA 573621
     797	 796	    573625	129.3819	-00.0449	 0.0350	175.0	 0.5	169.9	 0.5	  5.0	 1.0	l	  	 2.0	10.2800000	GAMA 573625
     798	 797	    573736	129.8589	-00.1971	 0.0510	190.1	10.6	172.0	 0.5	 18.1	11.1	s	  	 3.0	 9.4400000	GAMA 573736
     799	 798	    573776	130.0785	-00.0030	 0.0376	174.0	 1.5	183.0	 0.5	  9.1	 2.0	s	  	 2.5	10.2700000	GAMA 573776
     800	 799	    573915	130.6136	-00.1452	 0.0519	172.0	 4.0	177.0	 0.5	  5.0	 4.5	s	  	 2.5	10.4900000	GAMA 573915
     801	 800	    574008	131.0273	-00.1035	 0.0512	 68.4	 4.5	 74.4	 0.5	  6.0	 5.0	s	  	 3.0	10.1800000	GAMA 574008
     802	 801	    574029	131.0773	-00.0492	 0.0514	 62.4	 6.0	 63.4	 0.5	  1.0	 6.5	s	  	 3.0	10.0400000	GAMA 574029
     803	 802	    574200	134.5234	-00.0211	 0.0286	166.9	 5.0	172.0	 0.5	  5.0	 5.5	s	  	 3.0	 9.3700000	GAMA 574200
     804	 803	    574285	134.9453	-00.0056	 0.0527	238.3	 1.0	238.3	 0.5	  0.0	 1.5	 	  	 2.0	10.9200000	GAMA 574285
     805	 804	    574617	136.4383	-00.1933	 0.0764	 71.4	 5.0	 83.5	 0.5	 12.1	 5.5	s	  	 2.0	10.3300000	GAMA 574617
     806	 805	    574692	136.7375	-00.1236	 0.0189	197.1	16.1	170.9	 0.5	 26.1	16.6	s	  	 3.0	 9.3100000	GAMA 574692
     807	 806	    575339	139.4849	-00.1014	 0.0576	318.8	21.1	207.2	10.6	111.6	31.7	l	  	 0.0	10.4100000	GAMA 575339
     808	 807	    575532	140.3545	-00.0621	 0.0878	204.1	 1.0	209.2	 0.5	  5.0	 1.5	 	  	 2.0	11.0300000	GAMA 575532
     809	 808	    583427	174.7639	-00.2060	 0.0181	131.7	 2.0	131.7	 0.5	  0.0	 2.5	l	  	 2.0	10.6000000	GAMA 583427
     810	 809	    583637	175.8249	-00.1816	 0.0564	158.9	10.1	169.9	 0.5	 11.1	10.6	s	  	 2.0	10.0100000	GAMA 583637
     811	 810	    584013	177.8790	-00.0778	 0.0477	  9.1	 7.5	355.0	 0.5	 14.1	 8.0	s	  	 2.0	10.4600000	GAMA 584013
     812	 811	    584682	180.1203	-00.1236	 0.0813	 59.3	 2.0	 53.3	 7.0	  6.0	 9.1	 	r 	 1.0	11.4000000	GAMA 584682
     813	 812	    585121	181.1929	-00.0154	 0.0404	193.1	 6.0	209.2	 0.5	 16.1	 6.5	s	  	 3.0	 9.5500000	GAMA 585121
     814	 813	    585226	181.8533	-00.1583	 0.0213	136.8	 5.0	132.7	 0.5	  4.0	 5.5	s	  	 3.0	 9.6200000	GAMA 585226
     815	 814	    585231	181.7815	-00.0202	 0.0209	 88.5	18.6	268.5	 0.5	180.0	19.1	s	  	 3.0	 8.7600000	GAMA 585231
     816	 815	    585314	182.2317	-00.0925	 0.0406	 38.2	12.1	 51.3	 0.5	 13.1	12.6	s	  	 3.0	 9.1800000	GAMA 585314
     817	 816	    585359	182.4712	-00.0160	 0.0353	  5.0	 1.5	358.0	 0.5	  7.0	 2.0	s	  	 2.5	10.3200000	GAMA 585359
     818	 817	    585386	182.6482	-00.1715	 0.0504	 76.4	 1.5	 77.4	 0.5	  1.0	 2.0	s	  	 2.0	10.6800000	GAMA 585386
     819	 818	    585422	182.6762	-00.1589	 0.0503	205.1	 5.0	205.1	 0.5	  0.0	 5.5	s	  	 3.0	10.0200000	GAMA 585422
     820	 819	    585561	183.3618	-00.0967	 0.0210	329.8	11.6	328.8	10.1	  1.0	21.6	s	  	-9.0	 9.6300000	GAMA 585561
     821	 820	    585659	183.8777	-00.0494	 0.0248	201.1	 4.5	191.1	 0.5	 10.1	 5.0	s	  	 3.0	 9.2300000	GAMA 585659
     822	 821	    585755	184.1892	-00.1035	 0.0403	274.5	 6.5	266.5	 0.5	  8.1	 7.0	s	  	 2.0	 9.7000000	GAMA 585755
     823	 822	    586330	184.5455	-00.1637	 0.0384	309.7	 2.0	214.2	 4.0	 95.5	 6.0	l	  	 1.0	10.1800000	GAMA 586330
     824	 823	    586494	185.1654	-00.0258	 0.0295	163.9	 4.5	155.9	 0.5	  8.0	 5.0	s	  	 3.0	 9.5300000	GAMA 586494
     825	 824	    592419	212.9650	-00.0509	 0.0549	220.2	 5.5	 48.3	 2.5	171.9	 8.0	 	  	 1.0	10.1100000	GAMA 592419
     826	 825	    592421	212.9742	-00.0342	 0.0531	277.5	 2.0	283.6	 0.5	  6.0	 2.5	l	  	 2.0	10.8500000	GAMA 592421
     827	 826	    592835	214.2593	-00.1636	 0.0515	100.6	 4.0	123.7	 0.5	 23.1	 4.5	s	  	 3.0	10.3600000	GAMA 592835
     828	 827	    592858	214.2821	-00.0152	 0.0528	334.9	 3.5	334.9	 4.0	  0.0	 7.5	 	  	 1.5	10.6900000	GAMA 592858
     829	 828	    592999	215.0616	-00.0794	 0.0528	313.7	 4.5	313.7	 0.5	  0.0	 5.0	s	  	 2.5	10.2600000	GAMA 592999
     830	 829	    593117	215.5490	-00.1313	 0.0540	 65.4	 2.0	 72.4	 0.5	  7.0	 2.5	s	  	 2.5	10.0200000	GAMA 593117
     831	 830	    593642	217.3625	-00.2089	 0.0352	 16.1	 1.5	186.0	 5.0	169.9	 6.5	a	  	 1.5	 9.6500000	GAMA 593642
     832	 831	    593645	217.3942	-00.0182	 0.0052	245.4	22.1	262.5	 0.5	 17.1	22.6	s	  	 3.0	 8.0000000	GAMA 593645
     833	 832	    593680	217.4419	-00.1524	 0.0300	107.6	 2.5	107.6	 0.5	  0.0	 3.0	l	  	 3.0	10.4100000	GAMA 593680
     834	 833	    594049	218.9355	-00.0134	 0.0295	 19.1	 3.5	 70.4	 2.0	 51.3	 5.5	a	  	 0.0	11.0700000	GAMA 594049
     835	 834	    594053	218.9979	-00.1230	 0.0560	220.2	 3.0	227.3	 2.0	  7.0	 5.0	 	  	 1.5	10.5400000	GAMA 594053
     836	 835	    594313	219.6791	-00.0077	 0.0336	166.9	 2.5	164.9	 0.5	  2.0	 3.0	s	  	 2.0	10.5100000	GAMA 594313
     837	 836	    594731	221.3872	-00.1927	 0.0399	355.0	16.6	339.9	 0.5	 15.1	17.1	s	  	 3.0	 9.3100000	GAMA 594731
     838	 837	    594834	221.8959	-00.1221	 0.0565	175.0	 2.0	177.0	 0.5	  2.0	 2.5	s	  	 2.0	10.4500000	GAMA 594834
     839	 838	    594906	222.3621	-00.1642	 0.0410	 31.2	 5.5	 37.2	 0.5	  6.0	 6.0	s	  	 3.0	 9.7700000	GAMA 594906
     840	 839	    594986	222.8160	-00.1633	 0.0428	  7.0	 3.0	  5.0	 0.5	  2.0	 3.5	s	  	 3.0	10.2300000	GAMA 594986
     841	 840	    594990	222.8015	-00.0608	 0.0435	 89.5	 1.5	 89.5	 1.0	  0.0	 2.5	s	  	 1.5	10.3400000	GAMA 594990
     842	 841	    595027	223.1331	-00.1663	 0.0425	292.6	 4.0	290.6	 0.5	  2.0	 4.5	s	  	 3.0	 9.8800000	GAMA 595027
     843	 842	    595060	223.3738	-00.2084	 0.0444	114.6	 3.0	118.7	 0.5	  4.0	 3.5	s	  	 2.0	10.2900000	GAMA 595060
     844	 843	    595088	223.4267	-00.0127	 0.0430	152.8	 7.5	153.8	 0.5	  1.0	 8.0	s	  	 3.0	 9.7200000	GAMA 595088
     845	 844	    598968	129.5604	+00.3521	 0.0418	193.1	 4.5	197.1	 0.5	  4.0	 5.0	s	  	 3.0	10.0600000	GAMA 598968
     846	 845	    598999	129.7020	+00.3892	 0.0777	108.6	 8.0	123.7	 0.5	 15.1	 8.5	l	  	 2.0	10.5200000	GAMA 598999
     847	 846	    599095	130.1360	+00.2620	 0.0347	 61.3	 3.0	 61.3	 0.5	  0.0	 3.5	s	  	 3.0	 9.4400000	GAMA 599095
     848	 847	    599310	130.9725	+00.3524	 0.0501	307.7	 0.5	313.7	 0.5	  6.0	 1.0	l	  	 2.0	10.8800000	GAMA 599310
     849	 848	    599582	132.1901	+00.2915	 0.0530	173.0	 3.0	174.0	 0.5	  1.0	 3.5	s	  	 2.5	10.7900000	GAMA 599582
     850	 849	    599689	132.5067	+00.2258	 0.0513	271.5	 1.0	271.5	 0.5	  0.0	 1.5	 	  	 0.5	10.5800000	GAMA 599689
     851	 850	    599761	132.6321	+00.3191	 0.0533	333.9	 1.0	333.9	 0.5	  0.0	 1.5	 	  	 2.0	10.8800000	GAMA 599761
     852	 851	    599839	132.7967	+00.2644	 0.0423	 62.4	 6.0	 67.4	 0.5	  5.0	 6.5	s	  	 3.0	 9.9300000	GAMA 599839
     853	 852	    599846	132.8101	+00.3037	 0.0523	 77.4	 2.0	 80.5	 0.5	  3.0	 2.5	s	  	 2.5	10.2400000	GAMA 599846
     854	 853	    599877	132.9022	+00.2731	 0.0525	118.7	 3.0	102.6	 1.0	 16.1	 4.0	s	  	 2.0	10.3000000	GAMA 599877
     855	 854	    600026	133.4852	+00.2156	 0.0508	113.6	 3.0	123.7	 0.5	 10.1	 3.5	s	  	 2.5	10.2800000	GAMA 600026
     856	 855	    600030	133.4945	+00.3500	 0.0282	165.9	 2.0	175.0	 0.5	  9.1	 2.5	s	  	 2.0	10.2500000	GAMA 600030
     857	 856	    600417	135.4732	+00.3956	 0.0527	 64.4	 1.0	 64.4	 0.5	  0.0	 1.5	l	  	 2.0	10.4200000	GAMA 600417
     858	 857	    600916	138.0288	+00.3369	 0.0538	  3.0	 1.0	  1.0	 0.5	  2.0	 1.5	s	  	 2.5	10.0800000	GAMA 600916
     859	 858	    600974	138.1183	+00.2463	 0.0545	297.6	12.1	295.6	 0.5	  2.0	12.6	s	  	 3.0	10.0300000	GAMA 600974
     860	 859	    600977	138.1512	+00.3095	 0.0545	147.8	 1.5	149.8	 0.5	  2.0	 2.0	s	  	 2.0	10.6200000	GAMA 600977
     861	 860	    601013	138.2856	+00.2379	 0.0529	 20.1	 1.5	 28.2	 2.5	  8.1	 4.0	 	  	 1.0	10.8700000	GAMA 601013
     862	 861	    601102	138.5799	+00.3849	 0.0528	312.7	 2.0	319.8	 2.5	  7.0	 4.5	 	  	 1.5	10.3500000	GAMA 601102
     863	 862	    601105	138.6037	+00.3630	 0.0880	136.8	10.6	317.8	 7.5	179.0	18.1	 	  	 1.5	10.5300000	GAMA 601105
     864	 863	    601210	138.8906	+00.3173	 0.0694	111.6	 5.0	 83.5	 1.5	 28.2	 6.5	 	  	 1.0	11.0100000	GAMA 601210
     865	 864	    601255	139.0381	+00.2965	 0.0566	358.0	 1.0	355.0	 0.5	  3.0	 1.5	 	  	 2.0	10.9100000	GAMA 601255
     866	 865	    601323	139.3415	+00.3219	 0.0540	159.9	 2.5	153.8	 0.5	  6.0	 3.0	s	  	 2.0	10.7300000	GAMA 601323
     867	 866	    609307	174.9247	+00.3227	 0.0269	 53.3	 6.0	 48.3	 0.5	  5.0	 6.5	l	  	 2.5	 9.7800000	GAMA 609307
     868	 867	    609433	175.6871	+00.2823	 0.0183	 81.5	11.6	 86.5	 0.5	  5.0	12.1	s	  	 3.0	 8.8400000	GAMA 609433
     869	 868	    609571	176.2483	+00.3372	 0.0283	150.8	 9.1	182.0	 0.5	 31.2	 9.6	s	  	 3.0	 9.5200000	GAMA 609571
     870	 869	    609912	177.7690	+00.2484	 0.0471	342.9	 2.5	352.0	 0.5	  9.1	 3.0	s	  	 2.0	10.3000000	GAMA 609912
     871	 870	    609948	178.0021	+00.2850	 0.0818	 16.1	 2.5	  6.0	 0.5	 10.1	 3.0	s	  	 1.5	10.9000000	GAMA 609948
     872	 871	    610054	178.4428	+00.3296	 0.0478	291.6	 2.0	290.6	 0.5	  1.0	 2.5	s	  	 2.5	10.3200000	GAMA 610054
     873	 872	    610396	180.0493	+00.3977	 0.0866	 19.1	 1.5	 13.1	 1.5	  6.0	 3.0	l	  	 1.5	10.6900000	GAMA 610396
     874	 873	    610398	180.0750	+00.2950	 0.0206	184.0	 2.5	186.0	 0.5	  2.0	 3.0	s	  	 3.0	10.2100000	GAMA 610398
     875	 874	    610474	180.3936	+00.3475	 0.0386	202.1	 6.0	201.1	 0.5	  1.0	 6.5	s	  	 2.0	10.0100000	GAMA 610474
     876	 875	    610545	180.6938	+00.3677	 0.0775	 56.3	 1.0	 51.3	 4.0	  5.0	 5.0	 	  	 2.0	11.3000000	GAMA 610545
     877	 876	    610846	182.0161	+00.3788	 0.0406	110.6	 1.5	114.6	 0.5	  4.0	 2.0	l	  	 2.0	10.5600000	GAMA 610846
     878	 877	    610997	182.8690	+00.3786	 0.0204	112.6	 6.0	124.7	 0.5	 12.1	 6.5	s	  	 3.0	 9.3200000	GAMA 610997
     879	 878	    611220	183.9687	+00.4007	 0.0211	328.8	 1.5	329.8	 0.5	  1.0	 2.0	s	  	 2.0	10.5100000	GAMA 611220
     880	 879	    611629	185.5034	+00.3150	 0.0335	327.8	 9.6	288.6	 1.0	 39.2	10.6	s	  	 2.5	 9.4600000	GAMA 611629
     881	 880	    618108	214.3345	+00.4034	 0.0481	318.8	 2.0	318.8	 2.0	  0.0	 4.0	 	  	 2.0	10.4300000	GAMA 618108
     882	 881	    618116	214.4055	+00.3291	 0.0511	 97.5	 2.5	 95.5	 0.5	  2.0	 3.0	s	  	 2.0	10.2500000	GAMA 618116
     883	 882	    618151	214.5170	+00.2738	 0.0503	312.7	 1.0	129.7	 3.5	177.0	 4.5	l	  	 0.0	10.5200000	GAMA 618151
     884	 883	    618220	214.7390	+00.3656	 0.0533	281.6	 2.0	279.6	 0.5	  2.0	 2.5	s	  	 2.0	10.5900000	GAMA 618220
     885	 884	    618906	217.3594	+00.3976	 0.0565	119.7	 3.5	125.7	 1.0	  6.0	 4.5	s	  	 1.5	10.5700000	GAMA 618906
     886	 885	    618935	217.5520	+00.3336	 0.0345	311.7	 5.0	298.7	 0.5	 13.1	 5.5	s	  	 3.0	 9.7700000	GAMA 618935
     887	 886	    618941	217.4429	+00.3019	 0.0549	153.8	 2.0	158.9	 1.5	  5.0	 3.5	 	  	 1.0	10.5600000	GAMA 618941
     888	 887	    618952	217.5521	+00.2341	 0.0545	133.7	 1.0	130.7	 0.5	  3.0	 1.5	l	  	 1.5	10.7600000	GAMA 618952
     889	 888	    618992	217.6793	+00.2529	 0.0549	154.9	 2.0	165.9	 0.5	 11.1	 2.5	l	  	 2.0	10.8100000	GAMA 618992
     890	 889	    618993	217.6918	+00.2477	 0.0544	193.1	 1.5	238.3	 0.5	 45.2	 2.0	a	  	 2.0	10.9100000	GAMA 618993
     891	 890	    619094	218.0675	+00.3802	 0.0351	 23.1	 6.0	356.0	 0.5	 27.1	 6.5	s	  	 3.0	 9.6300000	GAMA 619094
     892	 891	    619095	218.0350	+00.4111	 0.0527	 95.5	 3.0	 83.5	 0.5	 12.1	 3.5	s	  	 2.5	10.4700000	GAMA 619095
     893	 892	    619097	218.0468	+00.4005	 0.0346	342.9	 2.5	345.9	 0.5	  3.0	 3.0	s	  	 2.0	 9.9700000	GAMA 619097
     894	 893	    619104	218.1188	+00.2940	 0.0056	125.7	 6.5	124.7	 0.5	  1.0	 7.0	s	  	 3.0	 9.3900000	GAMA 619104
     895	 894	    619105	218.1268	+00.2747	 0.0260	 38.2	 4.5	 30.2	 0.5	  8.0	 5.0	s	  	 3.0	 9.6800000	GAMA 619105
     896	 895	    619220	218.8818	+00.3423	 0.0347	264.5	15.1	260.4	 0.5	  4.0	15.6	s	  	 3.0	 9.3400000	GAMA 619220
     897	 896	    619224	218.8750	+00.4137	 0.0353	356.0	15.1	 13.1	 0.5	 17.1	15.6	s	  	 3.0	 9.1000000	GAMA 619224
     898	 897	    619737	221.2172	+00.3658	 0.0371	314.8	 2.0	310.7	 0.5	  4.0	 2.5	a	  	 3.0	10.2500000	GAMA 619737
     899	 898	    619989	222.5996	+00.3482	 0.0398	160.9	 1.5	170.9	 0.5	 10.1	 2.0	s	  	 2.5	 9.7000000	GAMA 619989
     900	 899	    620034	222.9428	+00.2898	 0.0427	268.5	 3.0	271.5	 0.5	  3.0	 3.5	s	  	 2.5	10.2200000	GAMA 620034
     901	 900	    620092	223.2271	+00.2912	 0.0435	133.7	 5.0	132.7	 0.5	  1.0	 5.5	s	  	 2.5	10.1400000	GAMA 620092
     902	 901	    620098	223.2089	+00.2780	 0.0279	  5.0	10.1	  2.0	 0.5	  3.0	10.6	s	  	 2.5	 9.0300000	GAMA 620098
     903	 902	     62145	211.5059	-00.3106	 0.0246	291.6	 3.0	295.6	 0.5	  4.0	 3.5	s	  	 3.0	10.1900000	GAMA 62145
     904	 903	    621988	129.8530	+00.6892	 0.0779	196.1	 3.5	205.1	 0.5	  9.1	 4.0	l	  	 2.0	10.9600000	GAMA 621988
     905	 904	    622084	130.7431	+00.6440	 0.0346	 68.4	14.6	 43.2	 0.5	 25.1	15.1	s	  	 3.0	 9.8300000	GAMA 622084
     906	 905	    622228	131.9499	+00.6537	 0.0582	155.9	 2.5	155.9	 0.5	  0.0	 3.0	a	  	 2.0	10.9300000	GAMA 622228
     907	 906	    622305	132.5516	+00.6568	 0.0426	330.8	 1.5	323.8	 0.5	  7.0	 2.0	l	  	 2.0	10.6200000	GAMA 622305
     908	 907	     62239	211.9723	-00.3244	 0.0532	 24.1	 2.5	 22.1	 0.5	  2.0	 3.0	l	  	 0.0	10.8900000	GAMA 62239
     909	 908	    622429	133.4060	+00.7360	 0.0409	315.8	 3.5	313.7	 0.5	  2.0	 4.0	a	  	 1.5	10.5100000	GAMA 622429
     910	 909	    622434	133.4136	+00.7582	 0.0412	  2.0	 0.5	  2.0	 0.5	  0.0	 1.0	l	  	 2.0	10.6600000	GAMA 622434
     911	 910	    622596	134.1522	+00.7785	 0.0523	 97.5	 2.5	 92.5	 0.5	  5.0	 3.0	a	  	 2.0	10.4200000	GAMA 622596
     912	 911	    622694	134.6192	+00.6371	 0.0524	332.9	 2.5	341.9	 0.5	  9.1	 3.0	s	  	 2.0	10.7400000	GAMA 622694
     913	 912	    622744	134.8300	+00.7978	 0.0132	 73.4	 5.0	 39.2	 0.5	 34.2	 5.5	s	  	 3.0	 9.1600000	GAMA 622744
     914	 913	    622770	134.9866	+00.7882	 0.0522	159.9	17.6	173.0	 2.0	 13.1	19.6	s	  	 1.5	10.0100000	GAMA 622770
