#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T06:08:59 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T06:08:59	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F661%2FA7%2Ftable2&-out.max=unlimited&-out.all=1	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36610007
#Name: J/A+A/661/A7
#Title: X-ray properties of eFEDS clusters and groups (Bahar+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/a+a/661/a7	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/661/a7	    IVOID of underlying data collection
#INFO	creator=Bahar Y.E.	    First author or institution
#INFO	cites=bibcode:2022A&A...661A...7B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/661/A7	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36610007	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-10-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_661_A7_table2:
#Name: J/A+A/661/A7/table2
#Title: X-ray observable measurements of eFEDS clusters
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A15)	Cluster ID (HHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	ID-SRC	(I5)	Unique source ID	[ucd=meta.id]
#Column	RAJ2000	(F8.4)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	ExtLike	(F5.1)	Extent likelihood	[ucd=stat.likelihood]
#Column	DetLike	(F6.1)	Detection likelihood	[ucd=stat.likelihood]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
#Column	R500	(F6.3)	R500	[ucd=phys.angSize;src]
#Column	T500	(F6.3)	Temperature within R500	[ucd=phys.temperature]
#Column	e_T500	(F6.3)	Minus side error bar on T500	[ucd=stat.error]
#Column	E_T500	(F6.3)	Plus side error bar on T500	[ucd=stat.error;stat.max]
#Column	l_Lx500	(A1)	Limit flag on Lx500	[ucd=meta.code.error]
#Column	Lx500	(F7.3)	Soft band lumin within R500 (in 10^42^erg/s)	[ucd=phys.luminosity;em.X-ray]
#Column	e_Lx500	(F7.3)	? Minus side error bar on Lx500	[ucd=stat.error]
#Column	E_Lx500	(F8.3)	? Minus side error bar on Lx500	[ucd=stat.error;stat.max]
#Column	l_Lbol500	(A1)	Limit flag on Lbol500	[ucd=meta.code.error]
#Column	Lbol500	(F8.3)	Bolometric lumin within R500	[ucd=phys.luminosity]
#Column	e_Lbol500	(F8.3)	? Minus side error bar on Lbol500	[ucd=stat.error]
#Column	E_Lbol500	(F8.3)	? Plus side error bar on Lbol500	[ucd=stat.error;stat.max]
#Column	l_Mgas500	(A1)	Limit flag on Mgas500	[ucd=meta.code.error]
#Column	Mgas500	(F7.4)	Gas mass within R500	[ucd=phys.mass]
#Column	e_Mgas500	(F8.4)	? Minus side error bar on Mgas500	[ucd=stat.error]
#Column	E_Mgas500	(F8.4)	? Plus side error bar on Mgas500	[ucd=stat.error;stat.max]
#Column	l_Yx500	(A1)	Limit flag on Yx500	[ucd=meta.code.error]
#Column	Yx500	(F9.4)	Yx (gas mass times mean X-ray spectral temperature) within R500	[ucd=arith.factor;pos.distance]
#Column	e_Yx500	(F9.4)	? Minus side error bar on Yx500	[ucd=stat.error]
#Column	E_Yx500	(F9.4)	? Plus side error bar on Yx500	[ucd=stat.error;stat.max]
#Column	Tcex500	(F6.3)	Temperature within 0.15*R500-R500	[ucd=phys.temperature]
#Column	e_Tcex500	(F6.3)	Minus side error bar on Tcex500	[ucd=stat.error]
#Column	E_Tcex500	(F6.3)	Plus side error bar on Tcex500	[ucd=stat.error;stat.max]
#Column	l_Lxcex500	(A1)	Limit flag on Lxcex500	[ucd=meta.code.error]
#Column	Lxcex500	(F7.3)	Soft band lumin within 0.15*R500-R500	[ucd=phys.luminosity;em.X-ray]
#Column	e_Lxcex500	(F7.3)	? Minus side error bar on Lxcex500	[ucd=stat.error]
#Column	E_Lxcex500	(F8.3)	? Plus side error bar on Lxcex500	[ucd=stat.error;stat.max]
#Column	l_Lbolcex500	(A1)	Limit flag on Lbolcex500	[ucd=meta.code.error]
#Column	Lbolcex500	(F11.3)	Bolometric lumin within 0.15*R500-R500	[ucd=phys.luminosity]
#Column	e_Lbolcex500	(F7.2)	? Minus side error bar on Lbolcex500	[ucd=stat.error]
#Column	E_Lbolcex500	(F8.3)	? Plus side error bar on Lbolcex500	[ucd=stat.error;stat.max]
#Column	Texp	(I4)	Vignetted exposure at cluster center	[ucd=time.expo]
recno	ID	ID-SRC	RAJ2000	DEJ2000	ExtLike	DetLike	z	R500	T500	e_T500	E_T500	l_Lx500	Lx500	e_Lx500	E_Lx500	l_Lbol500	Lbol500	e_Lbol500	E_Lbol500	l_Mgas500	Mgas500	e_Mgas500	E_Mgas500	l_Yx500	Yx500	e_Yx500	E_Yx500	Tcex500	e_Tcex500	E_Tcex500	l_Lxcex500	Lxcex500	e_Lxcex500	E_Lxcex500	l_Lbolcex500	Lbolcex500	e_Lbolcex500	E_Lbolcex500	Texp
     297	090644.8+011124	 5858	136.6867	+01.1902	  9.8	  60.3	 0.441	 1.919	 4.600	 2.100	 4.400	 	 17.300	  6.500	   7.800	 	  58.000	  24.000	  33.000	<	 8.8000	        	        	<	  66.0000	         	         	 9.400	 5.600	14.600	<	 24.000	       	        	<	    130.000	       	        	1209
     298	090656.3+044717	12153	136.7347	+04.7882	 29.0	  32.2	 0.120	 4.349	 1.700	 0.270	 0.370	 	  8.160	  0.950	   0.950	 	  18.600	   2.300	   2.600	 	 4.2300	  0.6600	  0.7500	 	   7.2000	   1.6000	   2.4000	 1.640	 0.170	 0.470	 	  7.380	  0.820	   0.810	 	     16.800	   2.00	   2.400	 864
     299	090700.7+011032	 9463	136.7531	+01.1757	 10.3	  23.1	 0.799	 1.391	 4.600	 2.600	15.900	 	 35.000	 15.000	  23.000	 	 137.000	  68.000	 112.000	<	16.0000	        	        	<	 180.0000	         	         	 3.900	 2.000	 7.000	<	 78.000	       	        	<	    250.000	       	        	1216
     300	090703.9+010756	13484	136.7663	+01.1323	  7.9	  12.6	 0.307	 2.121	 7.200	 4.200	12.200	<	  4.400	       	        	<	  21.000	        	        	<	 1.7000	        	        	<	  19.0000	         	         	10.900	 5.700	10.900	<	  1.700	       	        	<	      9.100	       	        	1212
     301	090718.6+035258	 6439	136.8278	+03.8829	 23.3	  50.3	 0.729	 1.691	13.000	 7.600	12.500	 	 71.000	 12.000	  14.000	 	 400.000	 140.000	 210.000	 	17.5000	  2.3000	  3.0000	<	 700.0000	         	         	11.500	 6.200	12.000	 	 58.000	 11.000	  14.000	 	    300.000	 100.00	 170.000	1464
     302	090723.8-011210	 2680	136.8494	-01.2029	 32.5	 107.9	 0.251	 2.855	 2.310	 0.460	 0.940	 	 15.700	  2.900	   1.700	 	  39.100	   7.100	   6.100	 	 6.8400	  0.9900	  1.0900	 	  16.0000	   3.8000	   6.7000	 2.370	 0.490	 1.470	 	 11.900	  2.600	   1.700	 	     30.500	   7.00	   6.100	1685
     303	090734.3-012744	13028	136.8930	-01.4625	 10.2	  20.0	 0.922	 1.234	 2.150	 0.970	 4.880	<	 72.000	       	        	<	 200.000	        	        	<	11.0000	        	        	<	  45.0000	         	         	 3.200	 1.800	 8.200	<	 47.000	       	        	<	    150.000	       	        	2000
     304	090739.7-010633	10976	136.9157	-01.1094	  6.5	  29.7	 0.218	 2.482	 0.990	 0.160	 0.170	 	  4.460	  0.960	   1.000	 	   8.600	   1.900	   2.000	 	 1.8100	  0.4400	  0.5200	 	   1.7600	   0.5300	   0.6900	 1.130	 0.180	 0.210	 	  2.970	  0.790	   1.070	 	      6.000	   1.70	   2.300	1207
     305	090750.1+025006	 4691	136.9591	+02.8351	 22.6	  54.0	 0.648	 1.738	 6.600	 3.300	10.200	 	 70.000	 13.000	  12.000	 	 273.000	  68.000	 190.000	 	16.4000	  2.5000	  2.7000	<	 480.0000	         	         	 8.700	 5.000	12.300	 	 55.600	 12.300	   9.900	 	    244.000	  77.00	 167.000	1205
     306	090751.9+024647	13368	136.9666	+02.7797	  7.5	  21.1	 0.618	 1.507	 3.100	 1.200	 7.000	 	 25.900	  9.300	  24.000	 	  89.000	  38.000	  61.000	 	 8.8000	  2.3000	  3.5000	 	  29.0000	  13.0000	  56.0000	 2.000	 0.510	 2.320	 	 25.200	  8.900	  23.800	 	     66.000	  24.00	  58.000	1212
     307	090752.9+013407	 2074	136.9705	+01.5687	  9.4	  17.9	 0.163	 3.444	 2.380	 0.580	 1.750	 	  6.400	  1.700	   1.200	 	  16.200	   4.300	   4.400	 	 3.4600	  1.0500	  0.8900	 	   8.4000	   3.1000	   5.8000	 3.000	 1.100	 5.500	 	  5.000	  2.500	   1.600	 	     14.100	   6.90	   8.000	1215
     308	090754.5+005738	 5219	136.9772	+00.9607	 16.6	  58.4	 0.738	 1.650	10.400	 5.000	 7.900	 	 91.000	 15.000	  16.000	 	 460.000	 130.000	 190.000	 	19.3000	  2.8000	  3.0000	 	 198.0000	  94.0000	 173.0000	 7.400	 3.200	13.300	 	 76.000	 15.000	  15.000	 	    325.000	  89.00	 217.000	1210
     309	090757.5+025427	 9569	136.9900	+02.9077	  9.2	  32.3	 0.798	 1.436	 7.000	 3.900	 8.000	 	 79.000	 11.000	  16.000	 	 319.000	  79.000	 166.000	 	14.7000	  1.8000	  2.3000	<	 360.0000	         	         	 4.200	 2.100	 6.100	 	 66.000	 11.000	  14.000	 	    213.000	  38.00	  96.000	1208
     310	090803.8+020045	 2234	137.0162	+02.0127	 15.4	 117.4	 0.468	 2.118	 7.100	 3.500	11.500	 	 47.900	  6.100	   7.600	 	 198.000	  54.000	 131.000	 	11.9000	  2.9000	  2.6000	<	 360.0000	         	         	 6.700	 3.600	11.100	 	 28.600	  7.200	   6.800	 	    112.000	  37.00	  73.000	1209
     311	090805.9+011952	 7084	137.0250	+01.3314	 10.6	  34.9	 0.659	 1.593	 8.900	 5.200	10.400	 	 44.100	  8.500	  10.300	 	 200.000	  64.000	 109.000	 	10.1000	  2.4000	  2.3000	<	 300.0000	         	         	 6.000	 2.800	 8.700	 	 32.400	  8.700	  11.300	 	    124.000	  42.00	  73.000	1214
     312	090806.4+032613	12592	137.0270	+03.4370	  7.1	  18.6	 0.740	 1.468	 3.000	 1.200	 8.600	 	 37.000	 13.000	  14.000	 	 116.000	  42.000	  59.000	 	10.1000	  2.3000	  2.5000	 	  30.0000	  13.0000	  79.0000	 1.940	 0.720	 1.890	 	 35.000	 13.000	  17.000	 	     89.000	  32.00	  42.000	1214
     313	090806.9+042351	 6554	137.0289	+04.3977	 33.2	  56.7	 0.205	 3.255	 2.910	 0.670	 2.940	 	 11.800	  1.500	   1.500	 	  32.400	   5.100	   9.900	 	 6.3100	  0.9200	  0.9900	 	  18.6000	   5.0000	  17.7000	 2.800	 0.680	 1.440	 	 10.100	  1.200	   1.400	 	     27.300	   4.20	   5.900	1337
     314	090811.6-014811	 3984	137.0486	-01.8032	 13.4	  72.5	 0.040	 5.725	 0.367	 0.064	 0.257	 	  0.135	  0.029	   0.036	 	   0.330	   0.100	   0.150	 	 0.0540	  0.0160	  0.0600	 	   0.0229	   0.0077	   0.0215	 0.314	 0.043	 0.096	 	  0.039	  0.016	   0.038	 	      0.120	   0.06	   0.132	1959
     315	090816.3+033416	11470	137.0681	+03.5713	  7.9	  22.8	 0.137	 2.828	 4.500	 1.600	 4.300	 	  2.180	  0.340	   0.450	 	   7.400	   1.800	   3.300	 	 1.1700	  0.2100	  0.2400	 	   5.3000	   2.0000	   5.9000	 6.700	 4.100	15.800	 	  1.600	  0.380	   0.320	 	      6.100	   2.20	   6.600	1214
     316	090817.2-013034	15548	137.0717	-01.5096	 14.1	  18.2	 0.331	 2.042	10.700	 7.000	14.500	 	  7.300	  2.300	   1.800	 	  35.000	  14.000	  29.000	 	 4.1000	  1.0700	  0.9900	<	 170.0000	         	         	10.900	 6.200	16.200	 	  6.100	  2.400	   1.800	 	     30.000	  13.00	  28.000	2019
     317	090821.6-014115	16287	137.0903	-01.6876	  8.6	  18.4	 0.200	 2.267	 1.420	 0.290	 0.860	 	  3.050	  0.820	   0.500	 	   6.600	   1.800	   1.500	 	 1.5600	  0.4300	  0.3600	 	   2.2500	   0.7900	   1.5600	 1.580	 0.330	 0.650	 	  2.600	  1.120	   0.550	 	      5.800	   2.50	   1.400	2150
     318	090821.9+025141	 8248	137.0913	+02.8615	  7.7	  17.9	 0.812	 1.602	 1.680	 0.280	 0.350	 	 89.000	 36.000	  33.000	 	 202.000	  84.000	  72.000	 	15.8000	  7.6000	  5.7000	 	  26.0000	  12.0000	  12.0000	 1.660	 0.270	 0.660	<	130.000	       	        	<	    310.000	       	        	1211
     319	090838.0+015226	 1479	137.1585	+01.8741	 42.9	 183.6	 0.264	 2.962	 2.870	 0.560	 1.430	 	 29.800	  3.100	   3.100	 	  81.000	  10.000	  15.000	 	10.4000	  1.3000	  1.5000	 	  30.1000	   6.9000	  15.1000	 3.060	 0.840	 1.360	 	 22.100	  3.700	   2.900	 	     61.000	  11.00	  14.000	1215
     320	090843.9-013034	 4974	137.1831	-01.5095	  6.9	  44.8	 0.255	 2.124	12.200	 7.500	15.100	 	  4.020	  0.620	   0.780	 	  22.300	   8.800	  15.900	 	 2.4400	  0.4900	  0.5500	<	 110.0000	         	         	 8.900	 4.100	14.400	 	  3.340	  0.740	   0.780	 	     16.100	   5.60	  11.500	2073
     321	090849.7+042241	 2460	137.2072	+04.3783	 45.6	 128.3	 0.796	 1.860	 3.220	 0.780	 2.550	 	201.000	 29.000	  30.000	 	 583.000	  81.000	 114.000	 	29.4000	  3.7000	  3.6000	 	  96.0000	  25.0000	  70.0000	 2.730	 0.700	 1.390	 	158.000	 25.000	  27.000	 	    421.000	  64.00	  74.000	1241
     322	090913.8-001214	  885	137.3079	-00.2040	 67.6	 243.9	 0.310	 3.477	 3.870	 0.920	 1.290	 	 60.200	  4.600	   4.200	 	 179.000	  20.000	  28.000	 	21.1000	  2.2000	  2.4000	 	  80.0000	  20.0000	  31.0000	 3.800	 1.100	 2.400	 	 42.000	  4.700	   3.700	 	    125.000	  18.00	  32.000	1212
     323	090915.3-010104	 2004	137.3139	-01.0178	 28.8	 130.7	 0.822	 1.731	 4.100	 1.500	 2.800	 	212.000	 31.000	  39.000	 	 670.000	 110.000	 160.000	 	31.4000	  4.1000	  4.6000	 	 125.0000	  41.0000	  91.0000	 3.900	 1.400	 2.900	 	163.000	 28.000	  33.000	 	    507.000	  92.00	 128.000	1214
     324	090916.0-015540	 5772	137.3168	-01.9280	 30.1	  58.6	 0.326	 2.406	 5.300	 2.600	 6.100	 	 17.200	  2.600	   2.900	 	  60.000	  14.000	  31.000	 	 7.9000	  1.1000	  1.2000	 	  41.0000	  19.0000	  52.0000	 4.900	 2.200	 9.900	 	 14.600	  2.500	   2.700	 	     50.000	  12.00	  37.000	1617
     325	090930.6+034055	  638	137.3775	+03.6822	 10.3	  15.2	 0.740	 1.804	 4.600	 2.700	14.800	 	174.000	 35.000	  47.000	 	 590.000	 140.000	 540.000	 	21.5000	  5.2000	  4.6000	<	 720.0000	         	         	 4.300	 2.600	10.200	 	 78.000	 29.000	  31.000	 	    260.000	 110.00	 170.000	1210
     326	090932.5-005020	 3523	137.3857	-00.8390	 12.8	  75.5	 1.134	 1.369	 5.200	 2.300	12.300	 	230.000	 47.000	  61.000	 	 850.000	 170.000	 500.000	 	25.0000	  4.3000	  4.3000	 	 127.0000	  53.0000	 289.0000	 5.500	 2.800	 7.900	 	170.000	 47.000	  59.000	 	    630.000	 180.00	 260.000	1210
     327	090938.1+040816	13180	137.4089	+04.1380	 14.3	  23.5	 0.170	 2.896	 1.740	 0.280	 0.640	 	  3.080	  0.710	   0.950	 	   7.300	   1.800	   2.500	 	 1.7700	  0.5000	  0.5100	 	   3.2000	   1.1000	   1.7000	 1.790	 0.420	 1.750	 	  2.230	  0.710	   0.910	 	      5.500	   1.90	   2.700	1210
     328	091011.7+013914	13622	137.5491	+01.6541	 14.7	  23.8	 0.290	 2.385	 2.270	 0.460	 1.340	 	 14.000	  2.300	   2.000	 	  35.500	   6.200	   7.300	 	 6.2000	  1.0000	  1.1000	 	  14.5000	   3.9000	   9.0000	 2.020	 0.400	 1.090	 	 12.100	  1.900	   2.000	 	     29.900	   5.30	   5.900	1199
     329	091032.4+035301	 8750	137.6354	+03.8837	 17.4	  35.7	 0.357	 2.210	 6.500	 3.100	14.800	 	 15.600	  2.100	   3.000	 	  63.000	  19.000	  57.000	 	 6.3000	  1.2000	  1.3000	<	 240.0000	         	         	10.000	 6.000	12.200	 	 12.000	  3.200	   2.600	 	     57.000	  22.00	  38.000	1214
     330	091033.8+005100	  510	137.6409	+00.8501	 45.6	 416.8	 0.366	 2.778	 2.350	 0.410	 0.730	 	 45.400	  7.300	   8.600	 	 116.000	  21.000	  22.000	 	12.1000	  3.2000	  2.8000	 	  28.5000	   8.8000	  11.2000	 2.470	 0.540	 1.150	 	 20.800	  6.900	   6.600	 	     54.000	  18.00	  18.000	1212
     331	091057.2+041730	  206	137.7384	+04.2918	 20.4	  53.8	 0.468	 2.034	12.900	 8.300	11.400	 	 30.000	  6.700	   6.800	 	 157.000	  58.000	 101.000	 	 9.0000	  2.8000	  3.7000	<	 390.0000	         	         	 9.100	 4.100	13.600	 	 22.000	  6.800	   6.800	 	    103.000	  38.00	  68.000	1217
     332	091104.1+052237	11694	137.7671	+05.3770	 13.5	  24.6	 0.159	 3.268	 5.700	 2.900	 6.700	 	  3.300	  1.100	   1.100	 	  12.000	   4.300	   7.400	 	 2.0900	  0.8500	  0.6800	<	  43.0000	         	         	 4.800	 2.200	12.600	 	  2.400	  1.100	   1.000	 	      8.300	   4.00	   7.800	 905
     333	091108.0-015422	 5376	137.7836	-01.9063	  7.1	  24.3	 1.202	 1.143	13.700	 8.100	13.600	 	 61.000	 24.000	  31.000	 	 350.000	 150.000	 250.000	<	17.0000	        	        	<	 370.0000	         	         	13.400	 7.300	13.500	<	 95.000	       	        	<	    580.000	       	        	1421
     334	091111.0+040015	 6021	137.7960	+04.0043	 12.3	  19.9	 0.503	 1.905	11.700	 7.100	 9.100	 	 20.000	  9.600	   8.900	 	  99.000	  44.000	  71.000	 	 8.2000	  3.8000	  3.1000	<	 280.0000	         	         	12.100	 8.200	11.600	<	 34.000	       	        	<	    220.000	       	        	1212
     335	091117.1+030441	15328	137.8216	+03.0782	 15.2	  19.2	 0.213	 2.699	 4.000	 1.400	 2.200	 	 11.300	  1.300	   1.600	 	  34.500	   6.000	   9.600	 	 4.8300	  0.8400	  1.0700	 	  18.9000	   6.8000	  12.3000	 4.500	 1.900	 3.700	 	 10.400	  1.300	   1.500	 	     33.800	   7.00	  12.300	1180
     336	091135.9+034626	 3774	137.8997	+03.7741	 12.7	  72.9	 0.927	 1.502	 1.980	 0.370	 1.210	 	201.000	 41.000	  41.000	 	 499.000	  76.000	  81.000	 	26.0000	  4.2000	  4.1000	 	  54.0000	  13.0000	  26.0000	 1.750	 0.460	 0.920	 	179.000	 47.000	  57.000	 	    430.000	 100.00	 120.000	1220
     337	091139.3-014144	 5511	137.9141	-01.6958	 23.8	  53.7	 0.589	 1.881	 3.000	 0.920	 2.250	 	 52.200	  9.500	   9.700	 	 146.000	  25.000	  44.000	 	13.0000	  2.5000	  2.4000	 	  39.0000	  12.0000	  32.0000	 2.380	 0.570	 0.740	 	 39.200	  9.800	   8.700	 	     98.000	  24.00	  23.000	1531
     338	091159.7+031036	 9374	137.9988	+03.1768	 10.7	  29.1	 0.243	 2.370	 7.700	 4.200	11.100	 	  8.400	  1.700	   1.500	 	  35.000	  12.000	  25.000	 	 3.9900	  0.8800	  0.8200	<	 130.0000	         	         	 6.600	 3.100	13.300	 	  7.000	  1.700	   1.700	 	     27.800	   9.30	  25.300	1193
     339	091213.4-021621	 7699	138.0559	-02.2726	 10.5	   9.2	 0.160	 4.087	 2.600	 0.300	 0.990	<	 10.000	       	        	<	  28.000	        	        	<	 4.5000	        	        	<	  13.0000	         	         	 3.030	 0.710	 0.870	<	  5.900	       	        	<	     17.000	       	        	 533
     340	091214.1+022443	18040	138.0589	+02.4122	  6.8	  17.1	 0.181	 2.430	 1.070	 0.440	 0.440	<	  4.000	       	        	<	   8.200	        	        	<	 2.0000	        	        	<	   2.9000	         	         	 1.130	 0.240	 1.310	<	  3.400	       	        	<	      8.000	       	        	1102
     341	091215.3-021743	  626	138.0641	-02.2956	120.3	 435.9	 0.159	 5.791	 2.100	 0.270	 0.550	 	 65.500	  5.700	   5.400	 	 159.000	  16.000	  15.000	 	19.7000	  2.0000	  1.5000	 	  41.5000	   6.7000	  11.4000	 1.920	 0.270	 0.300	 	 44.500	  5.300	   4.100	 	    105.000	  12.00	  11.000	 496
     342	091248.2+002446	11837	138.2011	+00.4130	  7.1	  17.4	 0.308	 2.602	 3.200	 1.100	 3.900	 	 12.200	  2.800	   3.100	 	  35.200	   8.900	  15.100	 	 7.1000	  1.4000	  1.6000	 	  22.3000	   8.1000	  26.1000	 2.860	 0.860	 1.730	 	 10.900	  2.800	   3.000	 	     29.700	   8.20	  10.000	1211
     343	091254.4+032028	 1415	138.2270	+03.3414	 48.5	 199.3	 0.619	 2.191	 3.450	 0.800	 1.480	 	136.000	 13.000	  17.000	 	 395.000	  47.000	  62.000	 	23.9000	  3.3000	  4.5000	 	  83.0000	  20.0000	  42.0000	 3.200	 1.000	 3.800	 	 89.000	 14.000	  19.000	 	    263.000	  52.00	  75.000	1216
     344	091300.9-013152	 7531	138.2538	-01.5311	 14.0	  33.4	 0.592	 1.715	 4.000	 1.900	 5.100	 	 41.600	  9.300	   9.800	 	 129.000	  30.000	  57.000	 	10.1000	  4.6000	  2.9000	<	 130.0000	         	         	 4.500	 1.900	 9.900	 	 30.000	 11.000	  10.000	 	    101.000	  39.00	  69.000	1218
     345	091302.1+035000	 1277	138.2590	+03.8336	 11.4	  18.7	 0.455	 2.168	 5.700	 2.900	10.300	 	 64.500	  8.000	   8.900	 	 234.000	  54.000	 177.000	 	18.3000	  2.4000	  2.8000	 	 101.0000	  50.0000	 207.0000	 3.700	 1.400	 3.700	 	 56.700	  6.400	   8.100	 	    172.000	  28.00	  62.000	1215
     346	091305.9+035021	 3797	138.2747	+03.8394	 15.7	  25.6	 0.456	 2.352	 3.260	 0.740	 1.880	 	 70.400	  8.700	   9.000	 	 203.000	  30.000	  42.000	 	20.8000	  2.6000	  3.1000	 	  68.0000	  17.0000	  40.0000	 4.800	 2.000	 3.800	 	 57.400	  6.600	   8.200	 	    191.000	  35.00	  70.000	1213
     347	091315.0+034850	  593	138.3125	+03.8139	 88.3	 393.5	 0.453	 2.666	 4.800	 1.200	 2.300	 	133.000	 12.000	  12.000	 	 439.000	  51.000	  92.000	 	30.7000	  3.4000	  3.7000	 	 145.0000	  36.0000	  75.0000	 5.700	 1.300	 6.300	 	 89.000	 11.000	  10.000	 	    330.000	  54.00	 141.000	1218
     348	091320.3+032834	 2977	138.3348	+03.4763	  9.3	  84.6	 0.399	 2.082	 2.740	 0.880	 1.750	 	 24.300	  4.200	   4.800	 	  66.000	  13.000	  17.000	 	 5.4000	  1.7000	  2.4000	 	  14.9000	   6.4000	  12.0000	 2.390	 0.640	 1.320	 	 12.000	  5.700	   5.300	 	     31.000	  15.00	  16.000	1220
     349	091322.9+040617	 9801	138.3454	+04.1050	  9.6	  26.9	 0.088	 3.752	 0.868	 0.085	 0.110	 	  1.740	  0.340	   0.450	 	   3.240	   0.630	   0.850	 	 0.8600	  0.1600	  0.1800	 	   0.7400	   0.1600	   0.1900	 0.884	 0.079	 0.073	 	  1.600	  0.290	   0.380	 	      2.990	   0.55	   0.700	1214
     350	091331.0+024513	 3488	138.3792	+02.7537	 15.4	  61.0	 0.156	 2.953	 0.825	 0.088	 0.074	 	  2.030	  0.430	   0.430	 	   3.700	   0.790	   0.790	 	 0.2500	  0.1100	  0.1200	 	   0.1970	   0.0860	   0.1100	 0.840	 0.170	 0.190	<	  0.880	       	        	<	      1.800	       	        	1202
     351	091336.6+031723	 5541	138.4026	+03.2899	 54.9	  82.7	 0.142	 4.335	 1.740	 0.250	 0.580	 	  7.090	  1.080	   0.990	 	  16.500	   2.600	   2.700	 	 4.3200	  0.6000	  0.6700	 	   7.7000	   1.7000	   3.0000	 1.780	 0.300	 1.000	 	  5.490	  0.910	   0.850	 	     13.200	   2.50	   2.700	1220
     352	091351.1-004507	 1319	138.4632	-00.7520	 64.6	 113.1	 0.294	 3.285	 2.300	 0.380	 0.660	 	 44.200	  4.400	   4.600	 	 111.000	  12.000	  14.000	 	15.1000	  1.8000	  1.8000	 	  34.9000	   7.1000	  11.0000	 2.360	 0.480	 0.580	 	 31.600	  4.400	   4.100	 	     79.000	  11.00	  12.000	1218
     353	091354.7+025323	16902	138.4782	+02.8898	  6.3	  15.4	 0.423	 1.912	 3.800	 1.300	 9.300	 	 11.200	  3.000	   3.400	 	  36.000	  11.000	  26.000	 	 5.4000	  1.1000	  1.5000	 	  21.0000	   8.5000	  52.0000	 4.700	 2.200	 9.300	 	  8.600	  2.600	   3.800	 	     31.000	  12.00	  22.000	1217
     354	091358.1+025707	  940	138.4924	+02.9521	 17.2	  21.8	 0.417	 2.256	 9.600	 5.500	14.300	 	 17.400	  5.700	   6.600	 	  82.000	  35.000	  66.000	 	 8.1000	  2.3000	  2.3000	<	 310.0000	         	         	14.200	 9.200	12.400	 	 13.500	  5.400	   5.000	 	     74.000	  36.00	  56.000	1216
     355	091402.7-010208	 5561	138.5116	-01.0358	  9.7	  48.7	 0.516	 1.858	 2.660	 0.830	 4.140	 	 32.300	  7.600	   8.200	 	  91.000	  24.000	  35.000	 	 9.3000	  2.2000	  2.2000	 	  25.2000	   9.5000	  37.5000	 2.060	 0.480	 1.330	 	 23.900	  8.600	   8.000	 	     59.000	  22.00	  21.000	1213
     356	091403.3+013846	 1465	138.5140	+01.6464	 42.7	 185.2	 0.168	 4.597	 6.000	 2.000	 7.000	 	 14.500	  1.800	   1.500	 	  53.000	  11.000	  28.000	 	 8.4000	  1.1000	  1.4000	 	  50.0000	  18.0000	  61.0000	 9.100	 4.200	12.200	 	 10.100	  1.500	   1.400	 	     48.000	  15.00	  32.000	1210
     357	091412.6+001856	 1844	138.5528	+00.3158	 55.0	  87.3	 0.165	 3.985	 2.840	 0.760	 1.620	 	 13.000	  1.900	   1.700	 	  35.200	   5.700	   7.700	 	 6.1600	  0.7900	  1.0900	 	  17.9000	   5.1000	  10.5000	 2.210	 0.400	 1.240	 	  9.800	  1.700	   1.900	 	     25.100	   4.90	   5.600	1217
     358	091414.9+022709	 1424	138.5623	+02.4527	 10.2	  22.6	 0.348	 2.315	 2.390	 0.500	 1.570	 	 12.100	  4.100	   5.700	 	  32.000	  11.000	  17.000	<	 8.1000	        	        	<	  24.0000	         	         	 2.250	 0.440	 1.690	<	 15.000	       	        	<	     39.000	       	        	1214
