#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:30:55 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:30:55	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable1&-out=AGC,OName,RAJ2000,DEJ2000,TT,r23.5,r.83,Isb,ell,e_ell,Imag,e_Imag,TF&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table1:
#Name: J/ApJS/172/599/table1
#Title: Additional photometric parameters
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	r23.5	(F5.1)	Isophotal radius at a surface magnitude of 23.5 mag/arcsec2	[ucd=phys.angSize]
#Column	r.83	(F5.1)	Optical radius containing 83% of the light	[ucd=phys.angSize;src]
#Column	Isb	(F6.2)	Surface magnitude at outermost I isophote	[ucd=phot.mag.sb;em.opt.I]
#Column	ell	(F6.3)	Disk ellipticity	[ucd=src.ellipticity]
#Column	e_ell	(F6.3)	Error on the Ellip	[ucd=stat.error]
#Column	Imag	(F6.2)	Observed I-band magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F5.2)	Error on Imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	TF	(A1)	[*] Code indicating inclusion in TF sample	[ucd=meta.note]
AGC	OName	RAJ2000	DEJ2000	TT	r23.5	r.83	Isb	ell	e_ell	Imag	e_Imag	TF
  3412	M1305018	06 15 39.1	+79 42 32	 5	 31.8	 28.2	 24.04	 0.600	 0.012	 14.12	 0.05	
 24966	N2206   	06 15 59.1	-26 45 53	 5	 74.2	 50.5	 23.58	 0.505	 0.019	 11.32	 0.03	
 24978	160 G 21	06 15 59.2	-54 48 54	 3	 22.4	 14.8	 24.65	 0.482	 0.047	 13.77	 0.03	
  3432	284-009 	06 16 13.8	+57 03 05	 5	 38.4	 29.6	 23.87	 0.732	 0.008	 13.69	 0.03	
  3413	362-016 	06 17 01.0	+81 08 17	 5	 53.9	 42.7	 24.19	 0.269	 0.106	 11.71	 0.04	
 24981	489 G 29	06 17 05.2	-27 23 10	 5	 87.8	 62.4	 23.61	 0.724	 0.038	 11.53	 0.04	
 24990	556 G 12	06 17 49.0	-21 03 37	 5	 40.0	 63.7	 23.84	 0.528	 0.024	 13.62	 0.12	
 25008	87 G  3 	06 18 20.1	-66 01 01	 3	 58.3	 40.3	 24.21	 0.707	 0.007	 12.31	 0.03	
460016	M-316023	06 19 01.4	-16 57 31	 4	 43.3	 30.6	 23.59	 0.693	 0.013	 13.10	 0.03	*
 25016	365 G  7	06 20 43.8	-33 25 32	 5	 28.3	 19.4	 23.31	 0.470	 0.017	 13.22	 0.03	
 25038	255 G  5	06 21 34.9	-44 42 31	 3	 32.4	 24.5	 24.32	 0.404	 0.014	 13.10	 0.04	
 25044	121 G 26	06 21 38.7	-59 44 20	 3	 74.3	 55.8	 24.62	 0.317	 0.049	 10.89	 0.03	
 25086	57 G 80 	06 23 09.0	-68 43 58	 4	 53.2	 32.5	 24.52	 0.765	 0.091	 12.87	 0.04	
 25053	489 G 46	06 23 43.9	-23 24 26	 3	 27.6	 16.3	 24.12	 0.576	 0.019	 13.43	 0.03	
 25055	489 G 47	06 23 51.2	-23 11 39	 3	 43.3	 36.2	 24.15	 0.352	 0.068	 12.47	 0.05	
  3439	N2146A  	06 23 54.4	+78 31 50	 5	 80.5	106.4	 23.41	 0.544	 0.029	 11.88	 0.08	
  3459	        	06 23 59.9	+04 42 39	 5	 43.8	 37.1	 23.67	 0.366	 0.032	 12.66	 0.05	*
 25073	489 G 50	06 24 39.0	-22 35 48	 5	 35.8	 36.8	 24.14	 0.681	 0.036	 14.11	 0.04	
 25088	556 G 22	06 25 36.8	-19 48 47	 3	 21.7	 15.8	 25.21	 0.428	 0.050	 13.92	 0.04	
 25099	426 G  8	06 25 52.4	-27 59 12	 4	 40.8	 30.3	 24.07	 0.826	 0.005	 14.05	 0.04	
 25098	N2227   	06 25 57.9	-22 00 18	 5	 75.5	 59.9	 23.77	 0.475	 0.023	 11.55	 0.04	
 25107	365 G 19	06 26 03.4	-36 36 31	 4	 32.5	 31.2	 24.78	 0.724	 0.029	 14.34	 0.05	
  3463	I2166   	06 26 55.7	+59 04 48	 5	 88.3	 69.7	 24.04	 0.495	 0.021	 11.18	 0.03	
 25130	121 G 32	06 27 03.2	-61 10 37	 5	 24.5	 14.2	 24.24	 0.650	 0.031	 13.54	 0.02	
 25149	426 G 15	06 29 12.9	-30 20 20	 3	 27.6	 21.8	 24.39	 0.503	 0.016	 13.71	 0.04	
 25162	490 G  7	06 30 57.6	-23 43 45	 7	 37.1	 40.2	 24.14	 0.401	 0.079	 13.46	 0.09	
 25200	58 G  3 	06 31 02.1	-71 30 03	 5	 36.5	 26.1	 24.59	 0.837	 0.015	 14.33	 0.03	
  3477	233-020 	06 31 22.1	+50 05 36	 5	 53.6	 48.4	 24.17	 0.744	 0.011	 13.19	 0.05	
 25174	557 G  2	06 31 47.3	-17 37 18	 4	 35.6	 32.0	 23.41	 0.387	 0.036	 13.13	 0.05	*
 25178	490 G 10	06 31 57.3	-26 46 08	 3	 56.7	 55.3	 24.86	 0.459	 0.079	 12.46	 0.05	
 25201	365 G 28	06 33 35.7	-34 15 40	 3	 45.9	 50.8	 25.52	 0.501	 0.081	 12.79	 0.05	
  3487	204-004 	06 33 39.8	+40 41 15	 5	 37.7	 31.9	 23.91	 0.434	 0.035	 13.14	 0.04	*
 25199	490 G 14	06 33 42.9	-24 59 04	 3	 65.5	 81.3	 23.48	 0.527	 0.075	 12.31	 0.06	
 25207	N2255   	06 33 58.7	-34 48 48	 3	 39.8	 30.7	 24.48	 0.421	 0.032	 12.70	 0.04	
 25259	206 G 17	06 38 19.5	-51 57 01	 5	 55.7	 54.5	 24.14	 0.829	 0.018	 13.84	 0.05	
 25251	557 G  9	06 38 42.3	-20 17 06	 5	 63.2	 56.4	 24.09	 0.567	 0.076	 12.38	 0.05	*
 25256	366 G  4	06 38 45.1	-35 15 32	 5	 47.5	 36.4	 24.39	 0.756	 0.002	 13.32	 0.04	
 25260	366 G  5	06 38 56.6	-36 41 09	 5	 21.3	 15.9	 24.05	 0.181	 0.037	 13.48	 0.02	
  3505	        	06 39 36.7	+20 44 32	 5	 40.9	 32.0	 23.92	 0.790	 0.016	 13.94	 0.03	*
 25270	308 G 23	06 39 49.8	-38 14 42	 3	 39.1	 28.1	 24.59	 0.645	 0.013	 13.15	 0.03	
  3504	285-003 	06 40 07.2	+60 04 51	 5	 84.0	 75.2	 23.96	 0.330	 0.088	 11.37	 0.05	*
 25275	490 G 28	06 40 20.6	-27 05 47	 5	 49.0	 40.7	 24.97	 0.743	 0.027	 13.33	 0.05	*
 25299	58 G  8 	06 40 40.5	-69 14 08	 3	 29.6	 23.2	 24.44	 0.660	 0.012	 14.09	 0.04	
 25301	366 G  9	06 42 49.7	-35 34 14	 5	 40.0	 28.5	 24.28	 0.463	 0.099	 12.98	 0.05	
 25351	34 G 12 	06 43 13.7	-72 35 51	 5	 52.5	 40.8	 24.43	 0.440	 0.050	 12.10	 0.04	
 25306	366 G 12	06 43 29.4	-35 45 59	 4	 24.1	 18.4	 24.03	 0.470	 0.011	 13.85	 0.04	
  3511	308-038 	06 43 41.6	+65 12 22	 5	 49.1	 32.2	 24.06	 0.308	 0.023	 11.52	 0.02	
 25339	87 G 39 	06 43 44.4	-66 51 40	 5	 29.0	 26.0	 23.53	 0.645	 0.014	 14.39	 0.04	
 25359	34 G 13 	06 43 48.2	-73 40 29	 4	 36.0	 24.1	 24.32	 0.498	 0.033	 12.93	 0.03	
 25310	490 G 36	06 44 06.9	-27 10 31	 3	 47.2	 36.4	 23.43	 0.701	 0.022	 13.05	 0.04	*
 25363	58 G 13 	06 44 40.6	-71 27 27	 5	 71.4	 49.0	 24.47	 0.820	 0.043	 12.45	 0.02	*
 25325	N2280   	06 44 48.9	-27 38 20	 5	139.0	102.7	 24.86	 0.520	 0.060	 10.18	 0.04	*
 25331	427 G  3	06 45 23.3	-30 23 06	 3	 23.1	 16.0	 24.14	 0.542	 0.019	 13.87	 0.03	
 25345	366 G 17	06 45 41.4	-37 31 14	 5	 29.2	 20.0	 24.39	 0.609	 0.009	 13.42	 0.03	
 25357	490 G 45	06 46 47.1	-26 28 30	 5	 60.1	 92.3	 23.87	 0.627	 0.000	 12.86	 0.09	*
  3539	308-040 	06 48 54.1	+66 15 41	 4	 48.1	 33.8	 23.52	 0.734	 0.009	 13.22	 0.03	
 25409	58 G 17 	06 49 31.2	-70 09 23	 5	 25.5	 23.9	 24.60	 0.649	 0.012	 14.65	 0.05	
  3553	085-004 	06 49 43.3	+20 04 52	 5	 29.7	 32.1	 23.54	 0.535	 0.016	 14.00	 0.06	*
 25397	427 G 13	06 51 10.4	-30 24 54	 3	 26.3	 19.2	 24.63	 0.317	 0.033	 13.38	 0.03	
 25401	427 G 14	06 51 20.7	-29 35 31	 3	 35.3	 30.0	 23.77	 0.625	 0.008	 13.84	 0.04	*
 25419	309 G  5	06 53 02.5	-39 16 09	 5	 41.3	 36.3	 24.88	 0.383	 0.022	 12.78	 0.05	
  3574	285-010 	06 53 10.3	+57 10 40	 5	 91.7	205.5	 23.54	 0.188	 0.043	 11.13	 0.11	
 25422	309 G  6	06 53 11.9	-39 35 03	 3	 22.1	 16.6	 24.56	 0.522	 0.032	 14.36	 0.04	
 25418	427 G 15	06 53 17.2	-28 37 10	 3	 25.1	 22.6	 24.74	 0.287	 0.092	 13.85	 0.04	
 25427	122 G  9	06 53 17.8	-59 10 37	 5	 31.4	 21.7	 23.53	 0.699	 0.041	 13.56	 0.03	
 25439	87 G 50 	06 53 59.1	-63 13 03	 5	 40.0	 47.7	 23.83	 0.750	 0.041	 14.15	 0.05	*
  3540	362-032 	06 54 35.8	+82 28 44	 5	 32.0	 32.9	 23.61	 0.721	 0.014	 14.49	 0.07	
  3521	363-010 	06 55 00.8	+84 02 31	 3	 38.0	 29.1	 24.28	 0.506	 0.036	 12.96	 0.04	
 25434	309 G 10	06 55 05.9	-38 04 18	 3	 30.4	 22.0	 23.12	 0.511	 0.021	 13.35	 0.03	
  3593	205-003 	06 55 14.3	+40 57 38	 5	 46.3	 37.1	 23.64	 0.517	 0.031	 12.64	 0.04	
 25447	366 G 27	06 55 56.8	-36 27 51	 5	 25.9	 22.4	 25.00	 0.570	 0.032	 14.14	 0.05	
  3528	363-012 	06 56 11.1	+84 04 44	 2	 44.0	 25.8	 23.60	 0.376	 0.059	 12.17	 0.03	
  3581	348-027 	06 59 03.2	+80 00 13	 5	 38.2	 29.2	 24.24	 0.297	 0.027	 12.69	 0.03	
 25484	491 G 15	07 00 42.3	-27 22 05	 5	 71.2	 43.1	 24.04	 0.774	 0.018	 11.82	 0.03	*
  3627	261-014 	07 01 05.0	+51 16 09	 5	 30.7	 22.5	 23.87	 0.329	 0.070	 13.17	 0.03	
  3652	116-014 	07 03 51.1	+22 22 09	 5	 56.3	 39.4	 23.96	 0.640	 0.000	 12.24	 0.04	
 25507	309 G 17	07 04 05.1	-41 52 50	 3	 46.5	 30.0	 24.54	 0.683	 0.028	 12.64	 0.03	
  3642	309-017 	07 04 20.4	+64 01 14	-2	 64.0	 53.0	 24.08	 0.162	 0.050	 11.27	 0.04	*
 25518	88 G  2 	07 04 39.6	-65 43 38	 5	 23.4	 20.4	 24.46	 0.487	 0.033	 14.25	 0.04	
 25514	256 G 15	07 05 11.5	-47 10 26	 3	 22.6	 30.9	 23.66	 0.615	 0.052	 14.90	 0.06	
 25517	309 G 18	07 05 53.9	-37 52 27	 5	 40.1	 46.6	 23.38	 0.509	 0.073	 13.09	 0.05	
 25530	122 G 13	07 07 22.9	-58 23 35	 5	 24.6	 26.9	 23.90	 0.547	 0.034	 14.42	 0.05	
  3693	N2339   	07 08 20.6	+18 46 47	 5	 80.1	 53.1	 23.85	 0.285	 0.034	 10.62	 0.03	
  3694	146-029 	07 08 36.7	+32 40 53	 5	 27.7	 26.8	 23.58	 0.531	 0.047	 14.21	 0.05	
  3675	330-025 	07 10 24.3	+74 53 31	 5	 47.5	 32.7	 23.77	 0.807	 0.017	 13.23	 0.02	
 25544	310 G  2	07 10 48.6	-38 13 12	 5	 48.0	 37.1	 23.51	 0.766	 0.016	 13.34	 0.03	*
  3736	116-028 	07 12 20.0	+23 22 49	 3	 49.1	 37.2	 24.44	 0.770	 0.008	 13.28	 0.02	
  3717	330-031 	07 13 14.7	+73 50 36	 4	 61.6	 45.1	 23.35	 0.592	 0.049	 11.93	 0.04	
 25575	58 G 25 	07 13 25.2	-68 21 32	 3	 46.9	 37.1	 24.29	 0.699	 0.055	 12.92	 0.03	
 25580	58 G 26 	07 13 43.9	-69 47 47	 5	 23.8	 19.2	 25.04	 0.620	 0.025	 14.44	 0.04	
 25605	35 G  3 	07 14 17.5	-74 44 15	 5	 34.6	 30.4	 24.33	 0.808	 0.005	 14.65	 0.05	
  3653	N2268   	07 14 19.3	+84 22 56	 4	109.6	 79.0	 23.81	 0.466	 0.025	 10.37	 0.04	
  3763	        	07 14 59.0	+34 48 52	 5	 31.3	 26.3	 23.55	 0.786	 0.010	 14.65	 0.03	
  3757	        	07 15 07.8	+48 44 50	 5	 38.1	 28.3	 23.47	 0.837	 0.008	 14.29	 0.03	
 25584	162 G 15	07 15 23.7	-55 04 34	 3	 33.9	 35.1	 24.63	 0.432	 0.037	 13.55	 0.05	
  3749	309-024 	07 15 53.9	+67 58 57	 5	 53.6	 44.2	 24.12	 0.816	 0.007	 13.55	 0.04	
 25597	162 G 17	07 15 54.2	-57 20 35	 5	 71.1	 46.4	 25.12	 0.638	 0.036	 11.77	 0.04	
 25614	58 G 27 	07 16 00.2	-70 33 44	 5	 21.4	 13.9	 24.61	 0.662	 0.041	 14.40	 0.03	
  3759	N2347   	07 16 04.1	+64 42 40	 4	 53.6	 34.7	 23.95	 0.331	 0.022	 11.51	 0.03	
  3774	176-035 	07 16 13.9	+32 56 15	 2	 46.7	 29.3	 24.05	 0.734	 0.025	 12.94	 0.02	
170343	K0713+33	07 16 35.3	+32 57 15	 6	 26.0	 21.4	 23.02	 0.798	 0.023	 15.38	 0.05	
  3776	176-036 	07 16 38.8	+33 59 17	 3	 53.8	 36.4	 23.19	 0.763	 0.012	 12.68	 0.03	
  3777	146-044 	07 16 42.8	+29 51 18	 5	 77.8	 51.6	 22.48	 0.845	 0.018	 12.68	 0.03	
  3764	309-027 	07 16 53.0	+67 06 39	 3	 36.3	 27.0	 23.67	 0.364	 0.037	 12.69	 0.03	
  3780	176-038 	07 17 28.5	+34 04 41	 3	 35.9	 27.0	 23.65	 0.670	 0.086	 13.17	 0.03	
  3779	176-037 	07 17 31.9	+33 58 30	 3	 43.2	 29.2	 22.90	 0.835	 0.010	 13.94	 0.03	
  3782	N2357   	07 17 41.0	+23 21 21	 5	102.6	 78.4	 24.71	 0.808	 0.049	 12.04	 0.03	
 25617	162 G 18	07 17 41.4	-55 58 31	 3	 40.4	 30.4	 23.70	 0.709	 0.008	 13.51	 0.03	
  3783	116-049 	07 17 53.5	+24 45 24	 5	 38.4	 29.4	 24.13	 0.821	 0.016	 14.00	 0.03	
  3788	147-002 	07 18 26.0	+31 33 40	 3	 45.0	 32.3	 23.42	 0.673	 0.022	 12.98	 0.03	*
  3791	147-005 	07 18 32.0	+27 09 30	 4	 34.4	 24.5	 23.29	 0.728	 0.046	 13.69	 0.02	
 25633	N2369A  	07 18 43.8	-62 56 06	 4	 65.1	 48.5	 23.55	 0.402	 0.047	 11.58	 0.03	
 25636	123 G  3	07 19 08.8	-58 50 31	 5	 28.4	 25.1	 23.61	 0.678	 0.021	 14.48	 0.04	
  3799	261-051 	07 20 06.5	+53 00 32	 5	 34.7	 34.5	 23.79	 0.275	 0.026	 13.24	 0.06	
 25653	58 G 28 	07 20 34.0	-67 42 39	 5	 36.1	 47.7	 23.75	 0.766	 0.020	 14.57	 0.05	
 25645	123 G  6	07 20 53.6	-58 13 02	 5	 26.5	 19.9	 24.68	 0.698	 0.046	 14.50	 0.04	
  3801	M1109046	07 21 15.4	+63 39 01	 5	 35.8	 31.9	 24.12	 0.719	 0.007	 13.97	 0.04	*
 25661	N2397   	07 21 19.9	-69 00 06	 3	 75.5	 46.2	 24.66	 0.450	 0.024	 10.62	 0.03	
170485	086-017 	07 22 05.5	+17 25 14	 3	 26.0	 15.3	 23.13	 0.629	 0.044	 13.44	 0.02	*
170486	086-018 	07 22 11.1	+18 53 29	 3	 27.0	 17.5	 23.06	 0.736	 0.036	 13.74	 0.02	*
  3820	086-019 	07 22 19.8	+17 17 13	 5	 49.4	 35.1	 23.86	 0.760	 0.046	 12.84	 0.02	
  3821	N2365   	07 22 22.6	+22 04 58	 1	 95.5	 68.6	 24.01	 0.439	 0.022	 10.75	 0.03	
  3804	330-036 	07 22 34.6	+71 35 56	 5	 61.6	 45.2	 23.45	 0.405	 0.061	 11.53	 0.04	
  3823	086-021 	07 22 47.6	+18 55 37	 3	 39.3	 31.2	 22.65	 0.385	 0.010	 12.69	 0.04	*
 25672	123 G  9	07 22 51.2	-62 01 40	 4	 57.8	 51.0	 24.02	 0.603	 0.026	 12.58	 0.04	
  3827	117-029 	07 23 07.4	+22 12 28	 3	 33.5	 24.9	 23.78	 0.154	 0.062	 12.47	 0.03	
  3822	176-043 	07 23 12.8	+37 27 33	 5	 39.8	 51.3	 23.92	 0.327	 0.105	 12.84	 0.06	
  3828	286-017 	07 24 35.9	+57 58 04	 3	 64.2	 42.2	 23.45	 0.320	 0.060	 11.36	 0.02	
  3835	N2370   	07 25 01.7	+23 46 58	 3	 44.8	 29.8	 24.10	 0.483	 0.026	 12.13	 0.03	
 25688	88 G 13 	07 25 06.9	-63 32 02	 5	 29.0	 24.2	 23.96	 0.463	 0.094	 13.57	 0.03	
  3843	086-027 	07 25 43.8	+20 06 08	 5	 23.4	 18.4	 23.66	 0.671	 0.034	 14.83	 0.06	
 25751	5 G  6  	07 26 23.4	-84 30 25	 3	 31.9	 21.8	 23.50	 0.536	 0.082	 12.72	 0.03	
  3848	N2373   	07 26 36.9	+33 49 25	 3	 20.1	 12.4	 22.55	 0.197	 0.039	 13.30	 0.03	
  3856	M+319012	07 26 57.0	+20 22 14	 5	 26.2	 27.6	 23.27	 0.341	 0.063	 13.97	 0.08	
  3854	N2375   	07 27 09.5	+33 49 55	 3	 38.5	 30.4	 24.04	 0.238	 0.015	 12.60	 0.03	
  3862	086-031 	07 27 47.8	+20 23 54	 3	 42.0	 35.7	 23.87	 0.684	 0.019	 13.45	 0.04	
 25709	I2202   	07 27 53.9	-67 34 26	 3	 68.4	 43.6	 24.20	 0.621	 0.023	 11.58	 0.02	
170193	N2385   	07 28 28.2	+33 50 16	 3	 39.0	 23.3	 23.72	 0.342	 0.009	 11.93	 0.02	*
  3870	N2388   	07 28 53.4	+33 49 08	 3	 40.1	 24.2	 23.87	 0.334	 0.012	 11.93	 0.02	
  3873	086-034 	07 28 54.0	+20 35 29	 5	 51.2	 42.2	 24.03	 0.665	 0.037	 12.62	 0.03	
 25706	208 G 17	07 28 59.1	-51 26 52	 5	 26.5	 41.0	 24.22	 0.571	 0.036	 14.60	 0.06	
  3872	N2389   	07 29 04.9	+33 51 39	 5	 53.1	 43.3	 24.11	 0.373	 0.040	 11.93	 0.03	
 25715	88 G 17 	07 29 06.0	-66 54 43	 3	 57.1	 38.3	 23.71	 0.499	 0.067	 11.70	 0.03	
171245	f97     	07 29 38.1	+36 09 45	 4	 18.6	 13.0	 23.79	 0.648	 0.038	 14.63	 0.03	*
  3879	177-025 	07 29 44.1	+33 41 24	 6	 44.4	 38.6	 23.73	 0.735	 0.022	 13.71	 0.04	
171034	f96     	07 29 53.8	+33 34 36	 5	 16.3	 15.8	 23.48	 0.708	 0.028	 16.03	 0.07	*
  3884	N2393   	07 30 04.7	+34 01 38	 5	 37.9	 26.4	 23.64	 0.444	 0.079	 12.84	 0.03	
 25719	N2417   	07 30 11.6	-62 15 05	 4	 74.4	 55.7	 23.89	 0.247	 0.070	 11.05	 0.04	
  3834	I 467   	07 30 17.3	+79 52 21	 5	 86.2	 67.7	 23.50	 0.602	 0.034	 11.63	 0.05	
 25721	123 G 16	07 30 26.8	-61 47 23	 4	 60.8	 53.9	 24.58	 0.775	 0.022	 13.23	 0.04	
  3882	M+913011	07 30 43.0	+55 32 06	 5	 42.5	 47.2	 23.34	 0.516	 0.062	 13.13	 0.05	
 25732	59 G  2 	07 30 44.3	-72 22 50	 5	 27.8	 22.0	 24.55	 0.564	 0.023	 13.93	 0.04	
  3858	331-001 	07 30 46.8	+73 37 47	 1	 51.2	 39.4	 23.60	 0.309	 0.030	 11.85	 0.03	*
  3859	331-002 	07 30 48.9	+73 42 22	 1	 50.1	 34.8	 23.51	 0.288	 0.090	 11.50	 0.02	
  3892	057-016 	07 31 09.7	+13 03 34	 5	 43.5	 31.7	 23.58	 0.737	 0.031	 13.45	 0.03	
  3899	177-031 	07 32 37.9	+35 36 52	 3	 33.9	 27.3	 23.44	 0.692	 0.021	 14.05	 0.05	*
  3903	087-008 	07 33 09.5	+19 11 57	 1	 57.7	 41.9	 23.75	 0.640	 0.019	 12.41	 0.03	*
  3902	I2193   	07 33 23.7	+31 28 59	 3	 46.4	 37.4	 24.07	 0.395	 0.079	 12.03	 0.03	
170549	f97     	07 33 46.3	+31 09 35	 3	 18.5	 15.2	 24.37	 0.670	 0.007	 15.11	 0.03	*
  3889	330-043 	07 33 56.0	+73 38 36	 2	 44.2	 25.2	 23.83	 0.729	 0.019	 12.69	 0.02	*
  3915	I2199   	07 34 55.7	+31 16 35	 3	 36.5	 23.6	 23.97	 0.399	 0.085	 12.36	 0.02	
  3917	N2410   	07 35 02.4	+32 49 20	 3	 75.6	 55.1	 23.77	 0.686	 0.040	 11.59	 0.03	
 25745	257 G 19	07 35 07.3	-46 55 28	 5	 88.5	 71.5	 23.87	 0.804	 0.017	 12.42	 0.04	
  3924	058-007 	07 35 38.1	+11 31 20	 3	 22.8	 48.3	 24.33	 0.175	 0.112	 14.19	 0.17	
  3925	N2416   	07 35 41.4	+11 36 42	 5	 32.2	 23.1	 23.74	 0.222	 0.045	 12.86	 0.03	
 25757	N2427   	07 36 27.9	-47 38 04	 5	183.4	173.9	 23.98	 0.579	 0.037	 10.19	 0.05	*
  3922	M+913020	07 36 47.0	+55 02 27	 5	 35.7	 28.0	 23.79	 0.682	 0.039	 13.60	 0.03	
170474	FGC643  	07 36 58.0	+27 00 48	 6	 19.9	 15.7	 23.41	 0.827	 0.005	 16.04	 0.05	*
  3909	330-046 	07 36 58.8	+73 42 48	 5	 66.5	 62.8	 23.64	 0.807	 0.010	 13.21	 0.05	
  3932	117-058 	07 37 03.2	+22 21 08	 2	 44.6	 27.5	 23.23	 0.714	 0.014	 12.87	 0.03	
  3919	M1110008	07 37 05.1	+64 33 09	 5	 37.4	 26.8	 23.32	 0.818	 0.009	 14.17	 0.03	
  3941	058-015 	07 37 22.8	+14 04 40	 5	 38.2	 34.8	 24.06	 0.764	 0.021	 14.43	 0.06	
  3934	        	07 37 28.3	+35 39 19	 3	 13.9	 27.0	 24.26	 0.320	 0.086	 15.47	 0.21	*
  3937	177-040 	07 37 35.2	+35 36 19	 3	 52.5	 34.4	 24.65	 0.592	 0.021	 12.18	 0.02	*
 25767	208 G 31	07 37 37.0	-52 18 14	 5	 69.7	 52.1	 22.56	 0.874	 0.027	 13.25	 0.04	
  3933	206-014 	07 37 37.0	+41 56 46	 3	 44.8	 35.2	 23.71	 0.423	 0.040	 12.58	 0.03	
 25777	163 G 11	07 38 04.4	-55 11 23	 3	 59.5	 48.3	 25.91	 0.553	 0.224	 11.88	 0.04	
  3944	177-041 	07 38 36.5	+37 37 00	 5	 40.3	 32.1	 23.96	 0.504	 0.049	 12.99	 0.03	
  3952	087-024 	07 39 10.1	+19 29 51	 4	 31.8	 23.1	 24.42	 0.779	 0.015	 14.12	 0.03	
  3943	286-044 	07 39 10.9	+59 09 40	 5	 41.1	 34.6	 23.85	 0.573	 0.020	 13.25	 0.04	
  3949	235-024 	07 39 45.3	+48 44 29	 5	 31.8	 35.8	 23.43	 0.140	 0.049	 13.09	 0.05	
 25798	88 G 27 	07 40 05.8	-66 30 26	 5	 16.6	 20.8	 24.05	 0.605	 0.046	 15.56	 0.05	
  3962	058-024 	07 40 29.6	+13 52 18	 2	 77.8	 52.4	 23.19	 0.578	 0.083	 11.92	 0.03	
  3959	N2424   	07 40 39.2	+39 13 58	 3	 90.8	 54.4	 23.50	 0.766	 0.019	 11.53	 0.02	
  3969	147-056 	07 41 14.3	+27 36 50	 5	 42.0	 27.7	 23.52	 0.799	 0.020	 13.37	 0.02	
  3967	M1110021	07 42 29.5	+62 56 47	 5	 19.8	 20.1	 23.96	 0.301	 0.113	 14.83	 0.08	
  3980	087-034 	07 42 44.0	+18 19 37	 3	 37.9	 25.3	 23.20	 0.734	 0.016	 13.21	 0.02	
170496	147-059 	07 43 28.7	+31 34 00	 3	 18.5	 13.8	 23.91	 0.616	 0.013	 14.68	 0.03	*
  3987	117-069 	07 43 30.4	+22 55 49	 3	 40.7	 27.2	 23.42	 0.782	 0.051	 13.58	 0.03	
  3986	147-060 	07 43 33.0	+31 32 05	 5	 27.8	 24.5	 23.82	 0.833	 0.019	 15.42	 0.07	
 25812	163 G 14	07 43 43.1	-56 45 58	 5	 62.7	 41.1	 24.27	 0.681	 0.025	 12.29	 0.03	
  3985	I 472   	07 43 50.3	+49 36 50	 3	 54.0	 36.0	 23.39	 0.299	 0.038	 11.93	 0.03	
  3996	N2435   	07 44 13.7	+31 39 02	 1	 72.1	 39.5	 24.01	 0.692	 0.035	 11.38	 0.03	
  3979	310-012 	07 44 30.9	+67 16 23	 4	 56.0	 36.7	 23.57	 0.781	 0.039	 12.88	 0.03	
 25818	123 G 23	07 44 38.3	-58 09 12	 5	 72.0	 54.3	 24.56	 0.829	 0.012	 12.72	 0.04	
  3991	310-013 	07 45 35.5	+65 45 32	 5	 35.6	 26.8	 23.29	 0.483	 0.028	 13.23	 0.03	
