galaxy	point_index	observed_speed_km_s	observed_speed_error_km_s
GASS29892	19	2.537900000000e+02	1.850000000000e+01
GASS29892	20	2.364100000000e+02	1.970000000000e+01
GASS29892	21	2.466900000000e+02	2.430000000000e+01
GASS29892	22	2.456100000000e+02	2.110000000000e+01
GASS29892	23	2.424900000000e+02	2.890000000000e+01
GASS29892	24	2.492100000000e+02	3.080000000000e+01
GASS29892	25	2.443900000000e+02	1.520000000000e+01
GASS29892	26	2.356100000000e+02	1.030000000000e+01
GASS29892	27	2.423900000000e+02	1.320000000000e+01
GASS29892	28	2.368100000000e+02	8.200000000000e+00
GASS29892	29	2.423900000000e+02	7.100000000000e+00
GASS29892	30	2.485100000000e+02	6.400000000000e+00
GASS29892	31	2.653900000000e+02	6.600000000000e+00
GASS29892	32	2.329100000000e+02	5.700000000000e+00
GASS29892	33	2.445900000000e+02	8.900000000000e+00
GASS29892	34	2.149100000000e+02	8.000000000000e+00
GASS29892	35	2.419900000000e+02	6.000000000000e+00
GASS29892	36	2.386900000000e+02	4.500000000000e+00
GASS29892	37	2.456900000000e+02	4.700000000000e+00
GASS29892	38	2.585900000000e+02	7.600000000000e+00
GASS29892	39	2.394100000000e+02	9.700000000000e+00
GASS29892	40	2.407900000000e+02	5.000000000000e+00
GASS30338	2	4.684000000000e+01	5.900000000000e+00
GASS30338	3	5.796000000000e+01	4.400000000000e+00
GASS30338	4	8.024000000000e+01	7.600000000000e+00
GASS30338	5	1.070600000000e+02	7.200000000000e+00
GASS30338	6	1.141400000000e+02	8.100000000000e+00
GASS30338	7	1.005600000000e+02	8.800000000000e+00
GASS30338	8	1.590400000000e+02	8.200000000000e+00
GASS30338	9	1.064600000000e+02	7.000000000000e+00
GASS30338	10	1.400400000000e+02	8.900000000000e+00
GASS30338	11	1.226600000000e+02	8.900000000000e+00
GASS30338	12	1.804400000000e+02	7.600000000000e+00
GASS30338	13	1.469600000000e+02	7.500000000000e+00
GASS30338	14	1.368400000000e+02	7.900000000000e+00
GASS30338	15	1.484600000000e+02	8.300000000000e+00
GASS30338	16	1.694400000000e+02	1.300000000000e+01
GASS30338	17	1.611600000000e+02	1.070000000000e+01
GASS30338	18	1.729400000000e+02	1.520000000000e+01
GASS30338	19	1.698600000000e+02	1.790000000000e+01
GASS30338	20	1.517400000000e+02	2.310000000000e+01
GASS30338	21	1.798600000000e+02	1.930000000000e+01
GASS30338	22	1.703400000000e+02	2.410000000000e+01
GASS30338	23	1.866600000000e+02	2.020000000000e+01
GASS30338	24	1.770400000000e+02	2.130000000000e+01
GASS30338	25	1.878600000000e+02	1.700000000000e+01
GASS30338	26	1.668400000000e+02	1.130000000000e+01
GASS30338	27	1.955600000000e+02	1.530000000000e+01
GASS30338	28	1.627400000000e+02	1.370000000000e+01
GASS30338	29	1.965600000000e+02	1.640000000000e+01
GASS30338	30	1.723400000000e+02	1.290000000000e+01
GASS30338	31	2.058600000000e+02	9.400000000000e+00
GASS30338	32	1.980400000000e+02	1.030000000000e+01
GASS30338	33	2.155600000000e+02	7.900000000000e+00
GASS30338	34	2.157400000000e+02	8.500000000000e+00
GASS30338	35	2.122600000000e+02	1.000000000000e+01
GASS30338	36	2.262400000000e+02	1.010000000000e+01
GASS30338	37	2.010600000000e+02	9.100000000000e+00
GASS30338	38	2.258400000000e+02	8.600000000000e+00
GASS30338	39	2.015600000000e+02	9.600000000000e+00
GASS30338	40	2.311400000000e+02	8.600000000000e+00
GASS30338	41	2.048600000000e+02	7.100000000000e+00
GASS30338	42	2.318400000000e+02	6.300000000000e+00
GASS30338	43	2.156400000000e+02	5.600000000000e+00
GASS30338	44	2.222600000000e+02	4.800000000000e+00
GASS30338	45	2.276400000000e+02	4.400000000000e+00
GASS30338	46	2.236400000000e+02	4.000000000000e+00
GASS30338	47	2.172600000000e+02	4.200000000000e+00
GASS30338	48	2.186400000000e+02	4.700000000000e+00
GASS30338	49	2.045600000000e+02	4.900000000000e+00
GASS30338	50	2.173400000000e+02	6.800000000000e+00
GASS30338	51	2.150600000000e+02	5.700000000000e+00
GASS30338	52	2.146400000000e+02	8.500000000000e+00
GASS30338	53	2.383400000000e+02	1.130000000000e+01
GASS30479	2	4.433000000000e+01	4.000000000000e+00
GASS30479	3	4.757000000000e+01	3.200000000000e+00
GASS30479	4	6.193000000000e+01	3.000000000000e+00
GASS30479	5	7.157000000000e+01	2.900000000000e+00
GASS30479	6	8.993000000000e+01	3.500000000000e+00
GASS30479	7	8.217000000000e+01	5.500000000000e+00
GASS30479	8	7.407000000000e+01	8.000000000000e+00
GASS30479	9	9.017000000000e+01	1.160000000000e+01
GASS30811	2	2.135000000000e+01	5.300000000000e+00
GASS30811	3	3.105000000000e+01	4.900000000000e+00
GASS30811	4	4.195000000000e+01	4.300000000000e+00
GASS30811	5	4.265000000000e+01	3.900000000000e+00
GASS30811	6	4.955000000000e+01	3.800000000000e+00
GASS30811	7	5.865000000000e+01	3.600000000000e+00
GASS30811	8	7.015000000000e+01	3.100000000000e+00
GASS30811	9	7.825000000000e+01	3.100000000000e+00
GASS30811	10	8.485000000000e+01	2.700000000000e+00
GASS30811	11	8.835000000000e+01	2.600000000000e+00
GASS30811	12	1.013500000000e+02	2.600000000000e+00
GASS30811	13	1.042500000000e+02	2.500000000000e+00
GASS30811	14	1.061500000000e+02	2.500000000000e+00
GASS30811	15	1.288500000000e+02	2.600000000000e+00
GASS30811	16	1.142500000000e+02	2.600000000000e+00
GASS30811	17	1.345500000000e+02	2.800000000000e+00
GASS30811	18	1.484500000000e+02	3.100000000000e+00
GASS30811	19	1.585500000000e+02	3.400000000000e+00
GASS30811	20	1.513500000000e+02	3.600000000000e+00
GASS30811	21	1.614500000000e+02	3.700000000000e+00
GASS30811	22	1.603500000000e+02	4.000000000000e+00
GASS30811	23	1.669500000000e+02	4.400000000000e+00
GASS30811	24	1.807500000000e+02	5.000000000000e+00
GASS30811	25	1.817500000000e+02	5.200000000000e+00
GASS30811	26	1.877500000000e+02	5.400000000000e+00
GASS30811	27	1.939500000000e+02	5.700000000000e+00
GASS30811	28	2.319500000000e+02	5.400000000000e+00
GASS30811	29	2.331500000000e+02	6.100000000000e+00
GASS30811	30	2.267500000000e+02	6.900000000000e+00
GASS30811	31	2.169500000000e+02	7.200000000000e+00
GASS30811	32	2.247500000000e+02	8.200000000000e+00
GASS30811	33	2.415500000000e+02	9.200000000000e+00
GASS30811	34	2.589500000000e+02	8.200000000000e+00
GASS30811	35	2.649500000000e+02	9.000000000000e+00
GASS30811	36	2.361500000000e+02	1.050000000000e+01
GASS30811	37	2.653500000000e+02	8.600000000000e+00
GASS30811	38	2.763500000000e+02	9.900000000000e+00
GASS30811	39	2.485500000000e+02	9.700000000000e+00
GASS30811	40	2.662500000000e+02	8.900000000000e+00
GASS30811	41	2.378500000000e+02	1.020000000000e+01
GASS30811	42	2.312500000000e+02	1.060000000000e+01
GASS30811	43	2.714500000000e+02	9.500000000000e+00
GASS30811	44	3.160500000000e+02	8.100000000000e+00
GASS3189	1	1.852000000000e+01	2.800000000000e+00
GASS3189	2	4.458000000000e+01	4.500000000000e+00
GASS3189	3	4.852000000000e+01	5.300000000000e+00
GASS3189	4	2.208000000000e+01	4.500000000000e+00
GASS3189	5	6.542000000000e+01	5.600000000000e+00
GASS3189	6	6.538000000000e+01	6.500000000000e+00
GASS3189	7	9.672000000000e+01	8.200000000000e+00
GASS3189	8	9.058000000000e+01	7.900000000000e+00
GASS3189	9	1.087800000000e+02	8.900000000000e+00
GASS3189	10	1.079200000000e+02	1.250000000000e+01
GASS3189	11	1.149800000000e+02	1.000000000000e+01
GASS3189	12	1.210200000000e+02	7.300000000000e+00
GASS3189	13	1.386200000000e+02	3.200000000000e+00
GASS3189	14	1.683200000000e+02	3.800000000000e+00
GASS3439	1	2.355000000000e+01	5.000000000000e+00
GASS3439	2	9.450000000000e+00	5.600000000000e+00
GASS3439	3	2.155000000000e+01	6.100000000000e+00
GASS3439	4	3.085000000000e+01	7.900000000000e+00
GASS3439	5	4.035000000000e+01	7.200000000000e+00
GASS3439	6	2.065000000000e+01	5.800000000000e+00
GASS3439	7	5.175000000000e+01	4.700000000000e+00
GASS3439	8	5.385000000000e+01	3.500000000000e+00
GASS3439	9	6.545000000000e+01	2.900000000000e+00
GASS3439	10	1.000500000000e+02	2.700000000000e+00
GASS3439	11	1.008500000000e+02	2.500000000000e+00
GASS3439	12	9.635000000000e+01	2.400000000000e+00
GASS3439	13	1.084500000000e+02	2.500000000000e+00
GASS3439	14	1.123500000000e+02	2.600000000000e+00
GASS3439	15	1.177500000000e+02	3.100000000000e+00
GASS3439	16	1.267500000000e+02	4.000000000000e+00
GASS3439	17	1.285500000000e+02	5.100000000000e+00
GASS3439	18	1.583500000000e+02	6.400000000000e+00
GASS3439	19	1.393500000000e+02	8.800000000000e+00
GASS3439	20	1.396500000000e+02	1.100000000000e+01
GASS3439	21	1.356500000000e+02	6.200000000000e+00
GASS3439	22	1.547500000000e+02	4.800000000000e+00
GASS3439	23	1.383500000000e+02	2.800000000000e+00
GASS3439	24	1.372500000000e+02	2.700000000000e+00
GASS3439	25	1.425500000000e+02	6.700000000000e+00
GASS3509	1	1.812000000000e+01	8.200000000000e+00
GASS3509	2	4.858000000000e+01	5.000000000000e+00
GASS3509	3	8.112000000000e+01	7.000000000000e+00
GASS3509	4	7.828000000000e+01	6.500000000000e+00
GASS3509	5	1.428200000000e+02	5.300000000000e+00
GASS3509	6	1.132800000000e+02	4.400000000000e+00
GASS3509	7	1.744200000000e+02	3.700000000000e+00
GASS3509	8	1.586800000000e+02	3.000000000000e+00
GASS3509	9	1.910200000000e+02	2.700000000000e+00
GASS3509	10	1.845800000000e+02	2.800000000000e+00
GASS3509	11	2.067200000000e+02	3.200000000000e+00
GASS3509	12	2.023800000000e+02	4.200000000000e+00
GASS3509	13	2.113200000000e+02	5.800000000000e+00
GASS3509	14	2.213800000000e+02	7.000000000000e+00
GASS3509	15	2.180200000000e+02	7.900000000000e+00
GASS3509	16	2.237800000000e+02	7.900000000000e+00
GASS3509	17	2.177200000000e+02	7.500000000000e+00
GASS3509	18	2.352800000000e+02	6.900000000000e+00
GASS3509	19	2.231200000000e+02	6.200000000000e+00
GASS3509	20	2.438800000000e+02	5.700000000000e+00
GASS3509	21	2.322200000000e+02	4.600000000000e+00
GASS3509	22	2.448800000000e+02	4.200000000000e+00
GASS3509	23	2.272200000000e+02	3.700000000000e+00
GASS3509	24	2.414800000000e+02	3.700000000000e+00
GASS3509	25	2.393200000000e+02	3.600000000000e+00
GASS3509	26	2.224800000000e+02	3.500000000000e+00
GASS3509	27	2.261800000000e+02	3.400000000000e+00
GASS3509	28	2.328200000000e+02	3.800000000000e+00
GASS3509	29	2.196800000000e+02	4.400000000000e+00
GASS3509	30	2.429200000000e+02	5.000000000000e+00
GASS3509	31	1.919800000000e+02	4.200000000000e+00
GASS3509	32	2.233200000000e+02	9.300000000000e+00
GASS3509	33	1.980800000000e+02	1.080000000000e+01
GASS3524	0	3.131000000000e+01	5.300000000000e+00
GASS3524	1	2.219000000000e+01	7.800000000000e+00
GASS3524	2	4.691000000000e+01	8.600000000000e+00
GASS3524	3	4.559000000000e+01	8.000000000000e+00
GASS3524	4	5.941000000000e+01	7.200000000000e+00
GASS3524	5	4.699000000000e+01	9.100000000000e+00
GASS3524	6	6.721000000000e+01	8.600000000000e+00
GASS3524	7	5.969000000000e+01	8.900000000000e+00
GASS3524	8	9.041000000000e+01	8.400000000000e+00
GASS3524	9	8.449000000000e+01	9.700000000000e+00
GASS3524	10	9.821000000000e+01	9.000000000000e+00
GASS3524	11	9.339000000000e+01	1.030000000000e+01
GASS3524	12	1.154100000000e+02	9.800000000000e+00
GASS3524	13	1.029900000000e+02	1.160000000000e+01
GASS3524	14	1.376100000000e+02	1.380000000000e+01
GASS3524	15	1.074900000000e+02	1.150000000000e+01
GASS3524	16	1.349100000000e+02	1.180000000000e+01
GASS3524	17	1.215900000000e+02	9.000000000000e+00
GASS3524	18	1.366100000000e+02	8.000000000000e+00
GASS3524	19	1.297900000000e+02	7.200000000000e+00
GASS3524	20	1.530100000000e+02	5.900000000000e+00
GASS3524	21	1.545900000000e+02	5.600000000000e+00
GASS3524	22	1.688100000000e+02	5.400000000000e+00
GASS3524	23	1.625900000000e+02	4.900000000000e+00
GASS3524	24	1.571100000000e+02	4.600000000000e+00
GASS3524	25	1.657900000000e+02	4.800000000000e+00
GASS3524	26	1.661100000000e+02	5.300000000000e+00
GASS3524	27	1.703900000000e+02	5.100000000000e+00
GASS3524	28	1.711100000000e+02	5.000000000000e+00
GASS3524	29	1.728900000000e+02	4.800000000000e+00
GASS3524	30	1.803900000000e+02	5.200000000000e+00
GASS3524	31	1.996100000000e+02	5.600000000000e+00
GASS3524	32	1.904900000000e+02	6.300000000000e+00
GASS3524	33	1.733900000000e+02	7.100000000000e+00
GASS3524	34	1.928100000000e+02	8.200000000000e+00
GASS3524	35	1.753900000000e+02	9.300000000000e+00
GASS3524	36	1.910900000000e+02	7.400000000000e+00
GASS3524	37	1.903900000000e+02	5.900000000000e+00
GASS3524	38	1.998900000000e+02	4.800000000000e+00
GASS3645	2	2.496000000000e+01	5.500000000000e+00
GASS3645	3	4.046000000000e+01	4.300000000000e+00
GASS3645	4	1.344400000000e+02	5.600000000000e+00
GASS3645	5	1.449600000000e+02	9.500000000000e+00
GASS3645	6	1.299400000000e+02	7.000000000000e+00
GASS3645	7	1.380600000000e+02	6.100000000000e+00
GASS3645	8	1.481400000000e+02	8.000000000000e+00
GASS3645	9	1.562600000000e+02	1.140000000000e+01
GASS3645	10	1.710400000000e+02	1.260000000000e+01
GASS3645	11	1.518400000000e+02	5.400000000000e+00
GASS3645	12	1.629400000000e+02	3.700000000000e+00
GASS3777	1	1.528000000000e+01	8.000000000000e+00
GASS3777	2	2.302000000000e+01	7.400000000000e+00
GASS3777	3	5.208000000000e+01	5.600000000000e+00
GASS3777	4	5.492000000000e+01	5.600000000000e+00
GASS3777	5	7.448000000000e+01	4.100000000000e+00
GASS3777	6	9.082000000000e+01	3.300000000000e+00
GASS3777	7	9.298000000000e+01	3.200000000000e+00
GASS3777	8	1.071200000000e+02	3.200000000000e+00
GASS3777	9	1.103800000000e+02	2.600000000000e+00
GASS3777	10	1.100200000000e+02	2.200000000000e+00
GASS3777	11	1.102800000000e+02	2.000000000000e+00
GASS3777	12	1.096200000000e+02	2.100000000000e+00
GASS3777	13	1.179800000000e+02	2.400000000000e+00
GASS3777	14	1.105200000000e+02	2.400000000000e+00
GASS3777	15	1.161800000000e+02	2.300000000000e+00
GASS3777	16	1.230200000000e+02	2.500000000000e+00
GASS3777	17	1.145800000000e+02	2.900000000000e+00
GASS3777	18	1.139200000000e+02	3.200000000000e+00
GASS3777	19	1.080800000000e+02	3.400000000000e+00
GASS3777	20	1.146200000000e+02	3.900000000000e+00
GASS3777	21	1.160800000000e+02	4.700000000000e+00
GASS3777	22	1.184200000000e+02	5.200000000000e+00
GASS3777	23	1.177800000000e+02	3.500000000000e+00
GASS3777	24	1.204200000000e+02	6.100000000000e+00
GASS3777	25	1.421800000000e+02	8.300000000000e+00
GASS3777	26	1.076800000000e+02	1.340000000000e+01
GASS3817	1	1.615000000000e+01	1.900000000000e+00
GASS3817	2	4.695000000000e+01	2.900000000000e+00
GASS3817	3	2.925000000000e+01	3.600000000000e+00
GASS3817	4	5.825000000000e+01	4.200000000000e+00
GASS3817	5	7.195000000000e+01	5.000000000000e+00
GASS3817	6	8.145000000000e+01	4.400000000000e+00
GASS3817	7	7.685000000000e+01	4.400000000000e+00
GASS3817	8	9.065000000000e+01	4.700000000000e+00
GASS3817	9	1.061500000000e+02	5.600000000000e+00
GASS3817	10	1.177500000000e+02	4.100000000000e+00
GASS3817	11	1.069500000000e+02	3.200000000000e+00
GASS3817	12	1.372500000000e+02	2.400000000000e+00
GASS3817	13	1.203500000000e+02	2.200000000000e+00
GASS38472	1	2.260000000000e+01	9.500000000000e+00
GASS38472	3	2.830000000000e+01	8.000000000000e+00
GASS38472	4	2.820000000000e+01	7.100000000000e+00
GASS38472	5	3.480000000000e+01	7.700000000000e+00
GASS38472	6	2.230000000000e+01	7.400000000000e+00
GASS38472	7	4.510000000000e+01	7.300000000000e+00
GASS38472	8	4.650000000000e+01	6.500000000000e+00
GASS38472	9	4.770000000000e+01	6.100000000000e+00
GASS38472	10	4.650000000000e+01	5.600000000000e+00
GASS38472	11	5.930000000000e+01	5.100000000000e+00
GASS38472	12	5.060000000000e+01	4.500000000000e+00
GASS38472	13	7.360000000000e+01	3.900000000000e+00
GASS38472	14	5.260000000000e+01	3.900000000000e+00
GASS38472	15	5.490000000000e+01	3.100000000000e+00
GASS38472	16	7.080000000000e+01	2.900000000000e+00
GASS38472	17	7.970000000000e+01	2.700000000000e+00
GASS38472	18	5.670000000000e+01	2.300000000000e+00
GASS38472	19	6.220000000000e+01	2.300000000000e+00
GASS38472	20	3.720000000000e+01	2.100000000000e+00
GASS38472	21	6.990000000000e+01	2.100000000000e+00
GASS38472	22	6.320000000000e+01	2.300000000000e+00
GASS38472	23	9.610000000000e+01	2.500000000000e+00
GASS38472	24	7.190000000000e+01	2.800000000000e+00
GASS38472	25	8.290000000000e+01	3.100000000000e+00
GASS38472	26	8.650000000000e+01	3.400000000000e+00
GASS38472	27	1.135000000000e+02	3.700000000000e+00
GASS38472	28	9.930000000000e+01	4.000000000000e+00
GASS38472	29	9.230000000000e+01	4.500000000000e+00
GASS38472	30	1.032000000000e+02	4.300000000000e+00
GASS38472	31	1.271000000000e+02	5.400000000000e+00
GASS38472	32	1.003000000000e+02	5.700000000000e+00
GASS38472	33	1.282000000000e+02	6.700000000000e+00
GASS38472	34	1.072000000000e+02	7.100000000000e+00
GASS38472	35	9.280000000000e+01	7.300000000000e+00
GASS38472	36	8.000000000000e+01	8.500000000000e+00
GASS38472	37	1.065000000000e+02	6.800000000000e+00
GASS38472	38	1.391000000000e+02	7.700000000000e+00
GASS38472	39	6.290000000000e+01	8.000000000000e+00
GASS38472	40	1.031000000000e+02	8.600000000000e+00
GASS38472	41	1.160000000000e+02	8.700000000000e+00
GASS38758	1	2.627000000000e+01	1.800000000000e+01
GASS38758	2	3.393000000000e+01	1.510000000000e+01
GASS38758	3	5.907000000000e+01	1.610000000000e+01
GASS38758	4	6.863000000000e+01	1.410000000000e+01
GASS38758	5	9.547000000000e+01	1.840000000000e+01
GASS38758	6	1.071300000000e+02	9.400000000000e+00
GASS38758	7	8.487000000000e+01	6.400000000000e+00
GASS38758	8	1.250300000000e+02	5.000000000000e+00
GASS38758	9	1.012700000000e+02	4.100000000000e+00
GASS38758	10	1.349700000000e+02	3.800000000000e+00
GASS38758	11	9.873000000000e+01	4.300000000000e+00
GASS38758	12	1.779700000000e+02	5.900000000000e+00
GASS38758	13	9.993000000000e+01	9.400000000000e+00
GASS38758	14	1.212300000000e+02	1.170000000000e+01
GASS38758	15	1.471300000000e+02	1.690000000000e+01
GASS38758	16	1.478300000000e+02	1.910000000000e+01
GASS38758	17	1.611300000000e+02	1.940000000000e+01
GASS38964	2	5.493000000000e+01	1.590000000000e+01
GASS38964	3	6.047000000000e+01	1.980000000000e+01
GASS38964	4	9.113000000000e+01	1.790000000000e+01
GASS38964	5	1.145700000000e+02	2.130000000000e+01
GASS38964	6	1.614700000000e+02	1.970000000000e+01
GASS38964	7	1.353700000000e+02	1.700000000000e+01
GASS38964	8	1.554700000000e+02	1.350000000000e+01
GASS38964	9	1.873700000000e+02	1.360000000000e+01
GASS38964	10	1.485700000000e+02	1.060000000000e+01
GASS38964	11	2.206700000000e+02	1.030000000000e+01
GASS38964	12	1.371300000000e+02	9.600000000000e+00
GASS38964	13	2.033300000000e+02	1.100000000000e+01
GASS38964	14	2.343700000000e+02	1.330000000000e+01
GASS38964	15	1.952700000000e+02	1.380000000000e+01
GASS38964	16	2.304300000000e+02	1.980000000000e+01
GASS38964	17	2.450300000000e+02	2.420000000000e+01
GASS38964	18	2.057700000000e+02	1.910000000000e+01
GASS38964	19	2.445300000000e+02	2.140000000000e+01
GASS38964	20	2.627300000000e+02	1.160000000000e+01
GASS38964	21	2.296700000000e+02	8.400000000000e+00
GASS38964	22	2.521700000000e+02	8.600000000000e+00
GASS38964	23	2.218700000000e+02	1.030000000000e+01
GASS38964	24	2.524700000000e+02	9.700000000000e+00
GASS38964	25	2.483700000000e+02	9.800000000000e+00
GASS39567	2	3.468000000000e+01	8.100000000000e+00
GASS39567	3	4.542000000000e+01	6.400000000000e+00
GASS39567	4	5.998000000000e+01	5.500000000000e+00
GASS39567	5	7.012000000000e+01	4.700000000000e+00
GASS39567	6	8.528000000000e+01	4.400000000000e+00
GASS39567	7	9.302000000000e+01	3.400000000000e+00
GASS39567	8	1.053800000000e+02	3.100000000000e+00
GASS39567	9	1.093200000000e+02	2.800000000000e+00
GASS39567	10	1.161800000000e+02	2.500000000000e+00
GASS39567	11	1.219200000000e+02	2.500000000000e+00
GASS39567	12	1.245800000000e+02	2.600000000000e+00
GASS39567	13	1.296200000000e+02	2.600000000000e+00
GASS39567	14	1.362800000000e+02	2.700000000000e+00
GASS39567	15	1.402200000000e+02	2.800000000000e+00
GASS39567	16	1.450800000000e+02	2.900000000000e+00
GASS39567	17	1.446200000000e+02	2.700000000000e+00
GASS39567	18	1.444800000000e+02	2.500000000000e+00
GASS39567	19	1.454200000000e+02	2.500000000000e+00
GASS39567	20	1.545800000000e+02	2.300000000000e+00
GASS39567	21	1.566200000000e+02	2.400000000000e+00
GASS39567	22	1.547800000000e+02	2.400000000000e+00
GASS39567	23	1.562200000000e+02	2.700000000000e+00
GASS39567	24	1.637800000000e+02	3.200000000000e+00
GASS39567	25	1.488200000000e+02	3.700000000000e+00
GASS39567	26	1.583800000000e+02	4.100000000000e+00
GASS39567	27	1.624200000000e+02	5.000000000000e+00
