#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:22:51 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:22:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	Sabs	e_Sabs	SNR	HRV	Tel
  2926	418-006 	  2.90	  0.31	 10.7	  9860	AOlf
 23119	549 G 47	  2.38	  0.38	  5.6	  4227	GB140
130363	542-001 	  3.70	  0.43	  8.9	  5905	GB300
  2924	M+410003	  1.96	  0.25	  5.8	  9406	AOlf
130365	487-006 	  4.17	  0.44	 13.7	  7246	AOlf
130383	M+41007b	  2.02	  0.22	 11.0	  6674	AOlf
130382	M+41007a	  1.99	  0.25	  9.0	  5801	AOlf
  2928	487-008 	  1.68	  0.20	  8.3	  7519	AOlf
  2927	487-007 	  5.98	  0.79	 13.8	  6255	AOlf
 23139	302 G 27	 10.60	  1.01	  5.5	  4439	GB140
130366	I2016   	  0.60	  0.10	  4.4	  6542	AOlf
  2931	487-011 	  4.28	  0.46	 14.8	  5745	AOlf
130368	487-012 	  0.93	  0.14	  6.1	  5639	AOlf
  2916	327-012 	 28.05	  2.92	 16.3	  4524	GB300
  2907	346-008 	  8.09	  0.83	 27.1	  2177	GB300
130370	466-007 	  2.19	  0.23	 16.4	  6151	AOlf
  2936	392-001 	 15.11	  2.02	 12.6	  3811	AOlf
  2932	        	  3.17	  0.37	 10.3	  4881	AOlf
130371	466-008 	  3.57	  0.44	  6.9	  5955	AOlf
  2934	        	  5.67	  0.71	 10.6	  5203	AOlf
  2938	418-008 	  5.35	  0.67	  9.5	  5522	AOlf
 23146	549 G 51	  3.64	  0.47	  5.5	  2027	GB140
130364	327-013 	 20.50	  2.13	 22.1	  4525	GB300
140001	487-014 	  2.79	  0.32	  7.7	 14602	AOlf
140002	487-015 	  3.54	  0.48	  5.3	  7064	AOlf
  2940	I 358   	  3.92	  0.47	  8.0	  6777	AOlf
  2939	        	  6.74	  0.87	  8.1	  4439	GB300
140005	        	  1.40	  0.23	  5.1	  5032	AOlf
  2947	N1507   	 49.37	  2.54	 38.8	   863	GB140
  2945	526-017 	  9.18	  1.08	 41.7	  5233	AOlf
  2951	M+011010	  2.02	  0.26	  6.4	  5366	AOlf
  2948	466-010 	 19.08	  2.32	 91.0	  6163	AOlf
  2933	N1485   	 12.19	  0.89	  8.5	  1083	GB140
  2950	        	 17.90	  2.31	 12.8	  4955	AOlf
140132	K0402+06	  2.88	  0.34	 12.0	  5508	AOlf
140008	418-009 	  3.07	  0.33	 10.0	  5319	AOlf
  2954	418-010 	  4.58	  0.52	 11.0	  5342	AOlf
140006	487-020 	  1.65	  0.21	  5.7	  6881	AOlf
  2917	        	  3.99	  0.48	 11.7	  2226	GB300
 23184	483 G  8	  2.42	  0.42	  4.2	  1495	GB140
  2956	508-007 	  2.95	  0.48	  8.5	  4544	AOlf
 23188	N1518   	 90.47	  3.55	 23.9	   918	GB140
  2963	418-012 	 19.44	  2.43	 38.7	  5302	AOlf
 23200	420 G  3	 10.98	  0.69	  7.9	  4131	GB140
  2953	I 356   	124.74	  3.47	 33.9	   895	GB140
140145	K0404+33	  3.17	  0.40	 12.8	  4843	AOlf
140011	487-023 	  1.18	  0.16	  4.7	  6284	AOlf
 23201	N1519   	  5.52	  0.62	  8.9	  1819	GB300
  2955	        	 90.10	  4.42	 35.3	   890	GB140
  2966	        	  7.85	  0.81	 26.7	  3572	AOlf
  2969	392-003 	  7.47	  0.78	 11.2	  5068	Nanc
  2968	M+311007	  4.72	  0.59	  8.9	  7268	AOlf
  2970	N1517   	 15.12	  1.49	 52.6	  3482	AOlf
 23222	550 G 14	  9.72	  0.61	  9.2	  4440	GB140
  2973	392-005 	  3.12	  0.41	  5.8	  7322	AOlf
 23238	420 G  6	  4.93	  0.59	  6.3	  1388	GB140
440044	M-111004	 10.50	  1.17	 17.1	  2935	GB300
  2935	M1403002	  1.83	  0.26	  9.6	  4333	GB300
  2975	        	  2.92	  0.31	 13.8	 19937	AOlf
  2974	        	  2.21	  0.25	 10.4	  5873	AOlf
440053	M-311018	  9.35	  1.45	  4.5	  1875	GB300
  2976	287-025 	  3.93	  0.49	 10.6	  6369	AOlf
  2982	418-014 	  6.88	  0.86	  8.3	  5326	AOlf
  2983	392-006 	 17.62	  2.27	 11.7	  5010	AOlf
140012	347-003 	  1.53	  0.25	  5.9	  1712	GB300
140018	418-015 	  3.64	  0.41	  9.2	  8170	AOlf
  2984	        	 31.28	  0.70	 37.5	  1546	GB140
  2985	487-026 	 11.93	  1.92	 13.4	  3929	AOlf
  2986	M+510010	  9.76	  1.15	 23.9	  4045	AOlf
  2988	487-027 	 21.21	  3.01	 15.1	  3818	AOlf
  2992	392-007a	  1.44	  0.17	 12.0	  5032	AOlf
  2989	M+510012	  6.77	  1.47	  5.5	  5658	AOlf
  2991	M+610002	  9.42	  1.22	  9.6	  6030	AOlf
140032	487-028 	  1.20	  0.19	  4.9	  6594	AOlf
  2994	392-008 	  8.93	  0.98	 19.2	  3319	AOlf
  2995	        	  4.22	  0.52	  9.1	  4993	AOlf
  2996	392-010 	  1.51	  0.29	  6.3	  5037	AOlf
  2997	418-016 	  4.03	  0.64	 12.6	  1608	AOlf
 23316	360 G  3	  2.18	  0.42	  4.7	  2518	GB140
440077	M-311019	 11.56	  0.60	 13.5	  1953	GB140
  2998	392-012 	  2.68	  0.36	  7.2	  3351	AOlf
140034	        	 43.08	  1.13	 33.3	  1155	GB140
  3002	M+011039	  5.91	  0.66	  9.1	  3565	AOlf
  3003	N1542   	  1.67	  0.23	  5.3	  3705	AOlf
  3004	392-014a	  8.69	  1.38	  7.6	  3573	AOlf
  3005	392-014b	  6.88	  0.88	  9.3	  3215	AOlf
  3006	392-016 	  0.61	  0.08	 10.5	  3395	AOlf
 23337	420 G 15	  2.33	  0.42	  4.4	  2761	GB140
140040	392-017 	  3.80	  0.41	 11.2	  4976	AOlf
  2987	        	  3.22	  0.48	  5.4	  5423	GB300
  3007	        	  7.12	  0.72	 45.3	  5631	AOlf
  3010	418-018 	  7.16	  0.72	 22.4	  3865	AOlf
  3009	488-002 	  7.74	  0.94	 22.4	  3751	AOlf
  3014	393-004 	  8.07	  0.88	 21.3	  4212	AOlf
 23367	360 G  7	  3.25	  0.52	  5.3	  1158	GB140
  3017	        	  2.39	  0.36	  7.7	  3874	AOlf
140133	419-001 	  2.80	  0.32	 10.6	  5350	AOlf
 23387	360 G  8	  1.97	  0.40	  4.4	  1265	GB140
140045	I2057   	  5.02	  0.52	 11.5	  7403	AOlf
140134	419-003 	  3.07	  0.34	 10.0	  4988	AOlf
  3025	        	  8.20	  0.88	 22.1	  4986	AOlf
  3013	N1530   	 54.81	  5.67	 36.9	  2458	GB300
140047	        	  0.66	  0.09	  5.6	 13820	AOlf
  3029	393-015 	  2.06	  0.28	  5.8	  4991	AOlf
  3038	419-006 	  1.93	  0.25	  6.8	  8086	AOlf
140136	K0422+04	  3.22	  0.42	 11.3	  4951	AOlf
140137	419-007 	  2.85	  0.31	 10.2	  8024	AOlf
440130	N1577   	  4.38	  0.57	  6.2	  9373	GB300
  3030	        	  4.12	  0.48	 10.7	  3745	GB300
  3047	        	  7.02	  1.16	  9.2	  6469	AOlf
 23445	360 G 10	  3.72	  0.36	  7.9	  1161	GB140
  3036	M1205002	  4.59	  0.76	  4.9	  7458	GB300
140053	419-008C	  2.97	  0.31	 12.9	 13796	AOlf
  3054	FGC 485 	  3.36	  0.55	  8.0	  3895	AOlf
  3052	        	 11.62	  1.30	 10.2	  4237	GB300
  3042	328-002 	 16.84	  1.71	 15.6	  3062	GB300
140140	419-009 	  4.36	  0.48	 12.7	  4327	AOlf
  3043	        	  7.49	  0.95	  9.2	  7415	GB300
  3046	328-004 	  8.06	  0.88	 13.6	  4702	GB300
  3048	328-005 	  8.95	  1.02	  9.8	  3043	GB300
  3058	393-025 	  7.00	  0.77	 14.1	  3753	AOlf
  3059	419-010 	 16.11	  2.05	 15.0	  4807	AOlf
  3061	419-011 	 11.54	  1.42	 59.9	  4374	AOlf
  3062	N1586   	  7.18	  0.76	 14.1	  3562	GB300
  3065	N1589   	  6.91	  1.07	  7.6	  3796	AOlf
440168	I2075   	  9.95	  0.76	  8.0	  4330	GB140
  3066	419-012 	 12.50	  1.44	 36.9	  4642	AOlf
140141	U3068b  	  1.83	  0.23	  7.2	  9997	AOlf
  3070	393-031 	 13.69	  1.41	 15.5	  2517	GB300
  3068	        	  2.29	  0.32	  7.1	  9575	AOlf
140058	419-015 	  7.13	  0.70	 31.1	  4345	AOlf
440177	M-112015	  5.42	  0.61	  8.4	  4776	Nanc
  3075	        	  4.15	  0.47	 12.6	  4021	AOlf
  3080	393-034 	 18.74	  2.40	 44.8	  3538	AOlf
140142	419-017 	  1.49	  0.18	  8.8	  8182	AOlf
  3078	        	 13.60	  2.27	 12.4	  5420	AOlf
  3084	        	  8.52	  1.06	 20.6	  4063	AOlf
  3057	347-005 	  8.61	  0.94	 12.5	  7887	GB300
  3088	        	  1.54	  0.19	  7.1	  8106	AOlf
 23540	551 G 13	  6.83	  0.73	  7.9	  6271	Effs
  3089	467-002 	  3.12	  0.35	  9.5	  4602	AOlf
  3091	393-038 	  4.03	  0.47	 12.2	  5559	AOlf
140146	K0431+01	  2.71	  0.40	  4.7	 10071	AOlf
  3093	419-019 	  4.00	  0.63	  8.7	  7893	AOlf
140066	M+312003	  2.84	  0.29	 12.0	  7501	AOlf
440286	M-112033	  6.07	  0.67	  7.6	  9037	Nanc
140143	419-020 	  1.08	  0.15	  5.7	  8368	AOlf
440292	N1618   	 17.92	  1.99	 13.7	  4876	GB300
  3102	        	  3.34	  0.58	  8.6	  4431	AOlf
440300	N1622   	 25.15	  2.78	 14.0	  4849	GB300
  3103	N1620   	 32.04	  3.35	 12.8	  3512	GB300
  3098	        	 12.56	  1.23	 25.6	  3931	GB300
440304	N1625   	 11.13	  0.95	  6.8	  4766	GB140
  3107	        	  4.12	  0.47	 11.5	  8361	AOlf
440307	N1628   	 17.98	  1.87	 16.9	  3695	GB300
  3109	M+012059	  5.89	  0.65	 16.3	  3714	AOlf
440306	N1627   	  8.90	  0.92	 13.7	  3867	Nanc
440309	I 382   	 21.86	  2.16	 16.9	  5000	Nanc
  3100	M1106002	  4.19	  0.52	 10.0	  3881	GB300
  3108	WEIN35  	 15.19	  1.60	 14.8	  3954	GB300
 23610	485 G  3	  3.54	  0.40	 10.3	  4399	Nanc
  3119	        	  6.36	  1.04	 15.7	  7859	AOlf
 23612	485 G  4	  4.61	  0.61	 10.3	  4399	Nanc
  3122	419-021 	  8.46	  1.06	 32.1	  4686	AOlf
440314	M-212054	  1.85	  0.27	  3.5	  4964	GB140
  3123	        	  5.12	  0.64	  6.2	  7960	AOlf
  3125	N1633   	  2.28	  0.27	 11.0	  4986	AOlf
  3127	393-061 	 10.59	  1.10	 19.3	  3347	Nanc
  3114	306-003 	 23.71	  2.49	 15.8	  3724	GB300
  3110	328-016 	  9.12	  1.02	 10.7	  4481	GB300
440323	N1637   	 82.06	  2.15	 61.6	   717	GB140
  3133	N1638   	  9.02	  0.97	 12.7	  3298	GB300
440326	I 387   	  5.16	  0.55	 10.5	  4528	Nanc
  3101	M1304006	  4.77	  0.59	  8.1	  4280	GB300
  3135	        	 10.89	  1.18	 28.4	  7395	AOlf
  3138	M+312008	  3.04	  0.39	  6.5	  4821	AOlf
  3140	N1642   	 14.66	  1.79	 31.6	  4620	AOlf
  3139	        	  4.16	  0.74	  4.1	  6299	GB300
440333	N1643A  	 10.03	  1.01	 12.3	  4875	Nanc
  3145	394-001 	  8.60	  0.94	 16.2	  6025	AOlf
  3131	M1205017	 11.43	  1.21	 13.1	  4756	GB300
440345	M-313004	 19.65	  1.98	 18.2	  3500	Nanc
  3137	347-007 	 58.70	  3.79	 25.4	   992	GB140
  3158	I 392   	 11.29	  1.19	 35.2	  4124	AOlf
440348	N1659   	  5.85	  0.66	  7.7	  4671	Effs
  3143	FGC 897 	  8.82	  1.10	 11.8	  4555	GB300
  3161	FGC 896 	  6.34	  0.88	  8.7	  8781	AOlf
  3162	M+113002	 14.24	  1.42	 50.1	  4649	AOlf
 23722	361 G  9	  9.53	  0.77	  8.4	  1345	GB140
  3149	306-004 	  9.50	  1.10	 10.0	  4710	GB300
  3171	394-013 	  7.83	  0.93	  9.1	  4553	AOlf
  3144	328-019 	 33.95	  3.29	 35.4	  1635	GB300
  3172	FGC 505 	  5.82	  0.78	 13.4	  4732	AOlf
 23740	485 G 12	  5.38	  0.54	  6.9	  4566	GB140
  3150	328-021 	  3.44	  0.60	  5.8	  4511	GB300
  3174	M+013014	 19.17	  0.45	 45.9	   671	GB140
440363	N1667   	 10.01	  1.05	 10.2	  4574	GB300
  3167	        	  9.60	  1.11	 13.5	  4754	GB300
140148	FGC 906 	  3.73	  0.47	  7.7	  8485	AOlf
 23777	361 G 12	  7.17	  0.84	 14.1	  5327	Nanc
440373	M-213013	  2.18	  0.28	  7.3	  4472	Nanc
 23772	N1679   	 49.82	  1.95	 14.2	  1051	GB140
  3180	420-005 	  1.23	  0.15	 10.7	  3477	AOlf
440379	I2098   	 12.81	  1.26	  5.1	  2821	GB140
140087	420-007 	  1.99	  0.21	 12.1	  9194	AOlf
440388	I2101   	  9.78	  1.04	 12.3	  4527	GB300
  3187	420-008 	  1.87	  0.33	  8.7	  4738	AOlf
  3186	FGC 911 	 10.86	  1.36	 21.5	  4578	AOlf
140090	420-010 	  1.44	  0.16	  8.6	  8944	AOlf
  3191	420-011 	  3.50	  0.40	  7.1	  9155	AOlf
440399	N1686   	  3.74	  0.42	  8.9	  5702	Nanc
  3195	420-013 	  5.44	  0.59	 11.1	 16341	AOlf
  3185	        	  8.50	  0.96	 10.2	  4681	GB300
140099	420-017 	  1.97	  0.23	  7.9	  8889	AOlf
140144	420-018 	  3.02	  0.33	 12.8	  8711	AOlf
  3189	328-028 	 14.27	  1.55	 12.2	  4563	GB300
440406	M-213019	 19.54	  2.02	 13.3	  4920	Nanc
 23849	361 G 19	 13.52	  0.82	 11.0	  2318	GB140
440411	M-213023	  7.43	  0.92	  6.4	  4864	Nanc
 23850	485 G 24	  4.62	  0.34	  6.1	  6824	GB140
  3196	M1107001	  4.83	  0.56	 11.0	  3734	GB300
  3207	394-039 	 13.93	  1.94	 14.1	  4556	AOlf
440415	I2104   	  8.27	  0.91	  9.5	  5507	Nanc
  3209	394-041 	  5.64	  0.67	 11.3	  8376	AOlf
440418	M-213025	 12.67	  0.66	 10.6	  4110	GB140
  3190	I 391   	 15.41	  1.57	 23.7	  1557	GB300
  3211	394-047 	  7.28	  1.13	 17.1	  4188	AOlf
  3214	394-051 	 16.27	  2.55	 12.2	  4910	AOlf
  3203	I 396   	  4.93	  0.65	  6.7	   883	GB300
 23882	552 G 31	  3.41	  0.50	  6.3	  1668	GB140
 23894	361 G 23	  4.17	  0.53	  5.8	  6181	GB140
  3219	420-023 	  4.28	  0.47	 17.6	  8478	AOlf
140117	445-001 	  2.69	  0.27	 18.7	  3463	AOlf
440441	M-313042	  9.05	  1.07	  8.5	  3442	Effs
 23914	486 G  3	  9.10	  1.21	  6.5	  1762	GB140
440444	M-213031	  8.89	  1.01	  9.0	  3674	Effs
 23923	N1744   	169.51	  7.14	 50.5	   741	GB140
  3217	        	 10.80	  1.20	  8.7	  4076	GB300
440448	N1729   	 14.42	  1.45	 15.6	  3635	Nanc
  3218	283-001 	 25.14	  2.58	 14.0	  5228	GB300
  3212	        	  1.99	  0.30	  8.8	  1225	GB300
140126	420-029 	  1.11	  0.13	  8.9	  8425	AOlf
440456	N1741A  	 28.13	  2.72	 30.1	  4046	GB300
140122	Wein 91 	  4.16	  0.68	  5.4	  7160	GB300
440466	N1752   	 21.62	  2.29	 10.3	  3577	GB300
  3229	420-030 	  3.27	  0.36	 12.9	 11368	AOlf
450003	M-313058	  6.36	  0.72	  7.4	  4305	Nanc
  3231	394-069 	 14.55	  1.70	 17.7	  4834	AOlf
 23973	486 G 15	 12.44	  0.54	 27.4	   833	GB140
450005	M-113050	 14.34	  1.42	  4.8	  4319	GB140
  3237	394-072 	 15.12	  1.90	 11.9	  4195	AOlf
  3236	420-031 	  5.49	  0.60	 17.7	  8514	AOlf
  3238	N1762   	  9.28	  1.07	 13.0	  4754	AOlf
140130	        	  3.96	  0.58	  4.6	  4379	Effs
150003	445-002 	  2.89	  0.29	 27.6	  5012	AOlf
  3240	420-033 	  2.72	  0.31	  8.8	 10902	AOlf
450008	M-313064	  5.46	  0.63	  8.0	  6853	Nanc
  3242	420-034 	  3.46	  0.44	  6.6	  6049	AOlf
  3227	M1304013	  3.68	  0.47	  7.4	  7776	GB300
 24016	422 G 27	  8.34	  0.72	  7.2	  3947	GB140
 24009	552 G 66	  3.30	  0.42	  8.9	  1714	GB140
 24019	N1792   	 46.09	  2.66	 11.0	  1207	GB140
450011	N1784   	 77.86	  7.71	 31.5	  2312	GB300
  3235	        	  5.74	  0.61	 15.2	  3960	GB300
150009	394-077 	  3.95	  0.52	  8.4	  6368	AOlf
  3246	394-078 	  7.11	  0.72	 13.1	  8121	AOlf
 24033	553 G  3	  4.02	  0.44	  9.2	  4467	Nanc
  3248	420-036 	 10.18	  1.14	 20.6	  8933	AOlf
150241	395-001 	  2.34	  0.28	  8.8	  4485	AOlf
150017	421-002 	  5.04	  0.49	 27.5	 11918	AOlf
 24092	N1827   	 29.32	  2.04	 12.8	  1037	GB140
 24091	422 G 40	  7.01	  0.78	  8.7	  6979	Nanc
  3256	395-008 	  5.35	  0.66	  8.5	  8701	AOlf
 24098	362 G  7	 11.20	  0.83	 16.9	   949	GB140
  3250	307-003 	 10.22	  1.15	 10.6	  4529	GB300
 24101	553 G 16	  6.49	  0.76	 13.2	  3565	Nanc
450026	M-214003	 32.73	  3.55	 12.4	  2670	GB300
 24102	553 G 17	  5.53	  0.57	 14.9	  1967	Nanc
 24111	553 G 19	  5.67	  0.60	  7.9	  4148	GB140
  3263	M+014014	  2.93	  0.32	 13.6	  7028	AOlf
  3252	307-005 	 19.08	  1.88	 27.0	  6114	GB300
  3254	        	  4.51	  0.52	  8.9	  6149	GB300
450033	N1832   	 34.50	  1.41	 14.0	  1943	GB140
150207	        	  0.67	  0.10	  6.3	 10721	AOlf
  3249	347-013 	  1.96	  0.27	  7.1	  4609	GB300
150029	        	  1.62	  0.18	  8.6	 12875	AOlf
150208	        	  1.57	  0.19	  6.8	  9182	AOlf
150035	A539-6  	  1.15	  0.15	  6.7	  8551	AOlf
  3269	421-006 	  1.85	  0.21	 12.7	  8932	AOlf
150027	283-004 	203.34	 21.07	319.5	   113	GB300
  3259	328-033 	  5.42	  0.59	 13.5	  4939	GB300
150045	421-008 	  3.12	  0.35	  9.9	  8954	AOlf
150046	421-007 	  1.00	  0.13	  5.5	  8846	AOlf
150212	        	  1.78	  0.21	  7.8	  8759	AOlf
150052	A539-92 	  1.33	  0.15	  9.3	  8153	AOlf
  3270	421-010 	  3.51	  0.37	 14.5	  8640	AOlf
150059	421-011 	  4.18	  0.46	 11.4	  8910	AOlf
150061	A539-2  	  0.97	  0.13	  5.1	 11836	AOlf
150063	421-013 	  5.07	  0.63	 14.4	  8196	AOlf
  3267	328-035 	 10.98	  1.21	 12.5	  7038	GB300
150066	A539-30 	  0.71	  0.09	  5.8	  9326	AOlf
150069	421-012 	  2.59	  0.27	 10.8	  8915	AOlf
150070	A539-097	  1.83	  0.19	 11.7	  8904	AOlf
150073	A539-86 	  1.16	  0.13	 11.5	  8196	AOlf
150076	421-014 	  0.79	  0.11	  6.2	  8343	AOlf
  3268	M1107008	  9.81	  1.10	 11.1	  3933	GB300
150080	A539-11 	  4.95	  0.90	 20.4	  8782	AOlf
150083	A539-10 	  0.58	  0.09	  5.2	  9417	AOlf
 24156	486 G 43	  3.82	  0.33	  8.7	  3787	GB140
150086	A539-90 	  1.22	  0.16	  6.1	 10056	AOlf
150096	A539-70 	  1.02	  0.12	  7.3	  7738	AOlf
150214	        	  1.27	  0.17	  5.9	  8715	AOlf
  3275	M+114017	  6.29	  0.80	 10.7	  7965	AOlf
150110	A539-95 	  1.94	  0.20	 11.8	  9052	AOlf
150112	A539-58 	  0.63	  0.08	  5.7	 10097	AOlf
  3278	A539-19 	  2.04	  0.23	 10.6	 12699	AOlf
  3279	421-020 	  2.41	  0.30	  8.7	  8397	AOlf
150122	421-022 	  1.86	  0.22	  6.8	  8629	AOlf
  3282	421-023 	  5.09	  0.53	 22.1	  8248	AOlf
150121	A539-84 	  0.90	  0.12	  5.2	  8782	AOlf
450046	I 407   	 20.91	  2.23	 21.1	  2823	Effs
  3283	        	  5.74	  0.72	  7.0	  4505	Nanc
150078	IRAS    	 12.56	  1.28	 10.0	  5313	GB300
150126	A539-83 	  2.10	  0.29	  6.6	  8928	AOlf
150127	A539-082	  3.26	  0.52	 11.8	  8250	AOlf
 24169	423 G  4	  5.27	  0.61	  8.1	  4505	Nanc
150221	        	  0.61	  0.09	  4.6	  8618	AOlf
150135	A539-34 	  4.33	  0.47	 14.9	  5935	AOlf
150222	        	  2.98	  0.31	 13.8	  8561	AOlf
150223	        	  1.08	  0.13	  7.5	 10694	AOlf
  3277	307-009 	  4.60	  0.81	  5.4	  5118	GB300
150138	421-025 	  1.23	  0.14	  7.3	  9206	AOlf
 24188	362 G 16	  7.79	  0.60	 10.3	  1345	GB140
150225	        	  3.75	  0.43	 13.7	  8945	AOlf
  3253	362-005 	  8.72	  0.92	 13.2	  4122	GB300
  3289	421-029 	  2.86	  0.32	 11.2	  8878	AOlf
150203	A539-A1 	  2.39	  0.30	  8.1	  8701	AOlf
150148	421-030 	  5.55	  0.57	 29.8	  8568	AOlf
  3293	        	 24.38	  2.70	 51.3	  4687	AOlf
150151	        	  0.41	  0.05	  7.6	  8941	AOlf
  3276	347-014 	 18.30	  1.92	 17.7	  2499	GB300
  3284	        	  5.94	  0.84	  6.5	  4703	GB300
150154	ARP327  	  1.51	  0.18	 10.3	  9401	AOlf
  3292	        	  5.19	  0.80	  5.1	 10093	GB300
450052	N1888   	  4.79	  0.53	 12.8	  2300	GB300
  3300	        	  9.10	  1.05	 11.6	  6335	GB300
450056	I 416   	 15.63	  1.60	 16.7	  3190	Effs
  3308	        	  5.17	  0.50	 52.7	  8516	AOlf
150166	395-027 	  3.00	  0.35	  7.5	 10911	AOlf
450061	N1924   	 10.96	  1.11	  9.0	  2541	Nanc
450062	M-314017	 16.72	  0.39	 24.4	  2173	GB140
  3302	347-015 	  5.87	  0.68	  9.7	  4171	GB300
  3309	307-014 	  4.42	  0.56	  8.6	  6053	GB300
  3314	FGC 536 	 10.37	  1.23	 11.1	  2188	GB300
 24322	306 G  5	  9.12	  1.00	  5.1	  1263	GB140
  3316	        	 14.26	  1.44	 19.7	  2200	GB300
450064	M-215001	  3.29	  0.37	  8.8	  2720	Nanc
450069	N1954   	 25.84	  2.65	 12.8	  3129	GB300
 24358	N1963   	 35.10	  2.55	 11.5	  1312	GB140
 24354	N1964   	 73.41	  4.06	 14.7	  1661	GB140
  3321	M+115001	  2.74	  0.33	  7.3	  8069	AOlf
  3317	M1206006	 16.46	  1.64	 24.1	  1239	GB300
 24365	423 G 20	 13.83	  1.38	 24.7	  3921	Nanc
  3319	        	 12.57	  1.38	  9.7	  4213	GB300
  3322	        	  9.63	  1.02	 11.6	  7881	AOlf
  3313	        	  4.51	  0.54	 12.5	  4685	GB300
450071	M-215006	  8.93	  1.01	 10.5	  7039	Nanc
  3325	M+712001	  8.55	  1.02	  6.7	  6684	GB300
  3318	        	  5.73	  0.68	  9.9	  4474	GB300
  3323	M+811001	  5.44	  0.67	  7.4	  6283	GB300
  3328	422-001 	  2.86	  0.35	  8.0	  3863	AOlf
  3329	        	  2.90	  0.33	  9.7	  5266	AOlf
150176	        	  5.98	  0.77	  5.5	  5873	GB300
 24404	554 G 18	  4.51	  0.53	 10.6	  2860	Nanc
  3320	347-017 	  6.16	  0.68	 11.2	  4735	GB300
  3326	347-018 	 16.99	  2.12	 10.8	  4101	GB300
150182	M+811002	  3.07	  0.39	  6.9	  5755	Effs
 24452	554 G 24	 14.85	  0.96	  8.5	  3276	GB140
  3348	        	  7.76	  0.85	 30.9	  5174	AOlf
 24486	UA113   	 23.37	  2.32	 23.6	  2732	Nanc
  3346	259-001 	  8.58	  1.05	 11.6	  5945	GB300
  3342	329-012 	  2.71	  0.48	 11.1	  3998	GB300
150190	OrionDw 	 80.59	  7.72	111.0	   392	AOff
  3343	329-013 	 15.48	  1.63	 18.1	  1087	GB300
150247	329-016 	  5.64	  0.60	 17.5	  4346	GB300
  3349	329-017 	  2.23	  0.25	 10.6	  4332	GB300
 24532	I2143   	 24.74	  1.15	 13.4	  3044	GB140
 24538	N2090   	135.92	  7.54	 28.9	   922	GB140
  3356	        	  9.33	  1.63	 34.1	  5596	AOlf
  3354	259-002 	 16.76	  1.76	 15.7	  3085	GB300
  3362	        	  2.06	  0.24	  8.5	  4407	AOlf
  3361	M+811008	  3.09	  0.37	 11.2	  3307	GB300
 24602	555 G  2	 14.84	  1.07	  9.9	  2369	GB140
450090	UA114   	 30.27	  2.96	 25.8	   904	GB300
  3366	        	  9.53	  0.69	  6.6	  5921	GB140
  3368	M+712003	 15.16	  1.56	 15.0	  5197	GB300
450096	M-215013	  2.44	  0.29	  7.5	  7154	Nanc
150192	232-002a	 11.62	  1.17	 20.1	  6749	GB300
  3365	307-025 	  5.85	  0.73	  7.4	  5150	GB300
450098	I 438   	 33.05	  3.94	 25.8	  3123	Nanc
  3364	M1305006	  4.22	  0.52	 10.0	  4429	GB300
  3374	232-003 	 10.13	  1.05	 12.0	  6133	GB300
  3375	259-005 	 17.90	  1.89	 10.3	  5793	GB300
