#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:36 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F534%2FA109%2Fmcxc&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
MCXC	OName	RAJ2000	DEJ2000	z	L500	M500	R500	Notes	Simbad
J0821.8+0112	RXCJ0821.8+0112   	08 21 51.7	+01 12 42	 0.0822	 0.644568	 1.4788	 0.7833	B                                         	Simbad
J0822.1+4705	RXC J0822.1+4705  	08 22 09.7	+47 06 00	 0.1303	 3.000609	 3.6508	 1.0419	                                          	Simbad
J0823.1+0421	ZwCl1665          	08 23 11.5	+04 21 22	 0.0293	 0.191602	 0.7315	 0.6300	                                          	Simbad
J0824.1+0327	MS0821.5+0337     	08 24 10.8	+03 27 45	 0.3470	 0.526782	 1.0693	 0.6398	                                          	Simbad
J0825.5+4707	RXC J0825.5+4707  	08 25 30.3	+47 07 48	 0.1267	 2.767123	 3.4839	 1.0270	                                          	Simbad
J0825.7+8218	RXC J0825.7+8218  	08 25 44.6	+82 18 36	 0.2000	 2.384622	 3.0141	 0.9541	                                          	Simbad
J0825.9+0415	ZwCl1693          	08 25 59.3	+04 15 47	 0.2248	 4.103032	 4.1177	 1.0493	                                          	Simbad
J0826.1+2625	RX J0826.1+2625   	08 26 06.4	+26 25 47	 0.3510	 0.623850	 1.1817	 0.6605	                                          	Simbad
J0826.4-2721	RXC J0826.4-2721  	08 26 27.7	-27 21 18	 0.0410	 0.505538	 1.3115	 0.7625	                                          	Simbad
J0826.4+3125	RX J0826.4+3125   	08 26 29.7	+31 25 15	 0.2090	 0.205784	 0.6720	 0.5767	                                          	Simbad
J0826.7-2007	RXC J0826.7-2007  	08 26 46.2	-20 07 58	 0.0876	 0.955176	 1.8725	 0.8460	                                          	Simbad
J0828.0+4445	A667              	08 28 04.6	+44 45 50	 0.1450	 2.549942	 3.2709	 0.9994	                                          	Simbad
J0828.6+3025	RXC J0828.6+3025  	08 28 38.9	+30 25 41	 0.0503	 0.413163	 1.1524	 0.7283	                                          	Simbad
J0830.9+6551	RXC J0830.9+6551  	08 30 58.3	+65 51 01	 0.1818	 8.997743	 6.8668	 1.2635	                                          	Simbad
J0837.4+1458	A689              	08 37 25.4	+14 58 59	 0.2793	19.026438	10.0572	 1.3853	                                          	Simbad
J0838.1+2506	BVH2007 NS 3      	08 38 10.3	+25 06 02	 0.0286	 0.051810	 0.3297	 0.4831	                                          	Simbad
J0838.5+1948	BVH2007 84        	08 38 31.2	+19 48 17	 0.1230	 0.300903	 0.9029	 0.6556	                                          	Simbad
J0840.5+0543	RXC J0840.5+0543  	08 40 31.2	+05 44 00	 0.2651	 3.221154	 3.4434	 0.9742	                                          	Simbad
J0841.1+6422	BVH2007 85        	08 41 07.4	+64 22 41	 0.3430	 1.474773	 2.0097	 0.7908	                                          	Simbad
J0841.7+7046	RX J0841.7+7046   	08 41 43.4	+70 46 53	 0.2350	 0.209832	 0.6667	 0.5698	                                          	Simbad
J0841.9-1729	RXC J0841.9-1729  	08 41 54.7	-17 29 05	 0.1687	 4.074893	 4.2779	 1.0841	                                          	Simbad
J0842.8+5023	RX J0842.8+5023   	08 42 52.8	+50 23 16	 0.4230	 0.555710	 1.0380	 0.6153	                                          	Simbad
J0842.9+3621	RXC J0842.9+3621  	08 42 56.7	+36 21 45	 0.2820	11.891012	 7.5349	 1.2570	                                          	Simbad
J0842.9+2928	ZwCl1883          	08 42 59.3	+29 28 34	 0.1940	 3.748058	 3.9890	 1.0498	                                          	Simbad
J0844.9+4258	RXC J0844.9+4258  	08 44 56.7	+42 58 54	 0.0541	 0.095185	 0.4696	 0.5393	                                          	Simbad
J0847.7+7741	RXC J0847.7+7741  	08 47 45.9	+77 41 31	 0.2600	 3.744904	 3.7899	 1.0078	                                          	Simbad
J0848.7+4456	RX J0848.7+4456   	08 48 47.6	+44 56 21	 0.5740	 0.599931	 0.9580	 0.5645	RDCS/WARPS2                               	Simbad
J0848.9+4452	RX J0848.9+4452   	08 48 56.3	+44 52 16	 1.2610	 2.802865	 1.3868	 0.4889	RDCS                                      	Simbad
J0849.1+3731	BVH2007 86        	08 49 11.5	+37 31 23	 0.2400	 0.355892	 0.9165	 0.6324	a part of A0708                           	Simbad
J0850.2+3603	RXC J0850.2+3603  	08 50 12.0	+36 03 36	 0.3780	11.301955	 6.7616	 1.1693	                                          	Simbad
J0851.9+1159	WARP J0851.9+1159 	08 51 57.8	+11 59 43	 0.1150	 0.075197	 0.3899	 0.4969	                                          	Simbad
J0852.2-0532	MS0849.7-0521     	08 52 15.4	-05 32 57	 0.1920	 0.651822	 1.3750	 0.7366	                                          	Simbad
J0852.5+1618	BVH2007 87        	08 52 32.9	+16 18 07	 0.0980	 0.132758	 0.5581	 0.5631	                                          	Simbad
J0853.2+5759	BVH2007 88        	08 53 13.4	+57 59 44	 0.4750	 2.070857	 2.2169	 0.7764	                                          	Simbad
J0856.1+3756	RXC J0856.1+3756  	08 56 08.5	+37 56 52	 0.4107	10.215037	 6.1886	 1.1210	                                          	Simbad
J0858.4+1357	RX J0858.4+1357   	08 58 25.0	+13 57 16	 0.4880	 0.772587	 1.2020	 0.6299	cluster+AGN(z=0.494)SSHARC/WARPS2         	Simbad
J0900.0+3920	BVH2007 89        	09 00 04.8	+39 20 24	 0.0951	 0.116947	 0.5176	 0.5497	                                          	Simbad
J0900.6+2054	ZwCl2089          	09 00 37.9	+20 54 58	 0.2347	 6.156387	 5.2335	 1.1326	                                          	Simbad
J0901.1+6239	RXC J0901.1+6239  	09 01 11.6	+62 39 22	 0.0900	 0.429615	 1.1485	 0.7182	                                          	Simbad
J0906.4+1020	A743              	09 06 27.4	+10 20 42	 0.1328	 1.399021	 2.2885	 0.8909	                                          	Simbad
J0907.2+3330	RX J0907.2+3330   	09 07 17.9	+33 30 09	 0.4830	 0.530212	 0.9595	 0.5855	RDCS                                      	Simbad
J0907.3+1639	RXC J0907.3+1639  	09 07 22.3	+16 39 24	 0.0730	 0.322353	 0.9754	 0.6839	                                          	Simbad
J0907.8+4936	RXC J0907.8+4936  	09 07 50.9	+49 36 24	 0.0352	 0.070626	 0.3965	 0.5127	                                          	Simbad
J0909.1+1059	RXC J0909.1+1059  	09 09 08.0	+10 59 33	 0.1751	 4.855068	 4.7375	 1.1191	                                          	Simbad
J0909.1-0939	RXCJ0909.1-0939   	09 09 08.4	-09 39 58	 0.0542	 3.849660	 4.4824	 1.1439	                                          	Simbad
J0910.2+6012	BVH2007 91        	09 10 16.1	+60 12 17	 0.1810	 0.189485	 0.6527	 0.5768	a part of A742                            	Simbad
J0910.6-1034	RXCJ0910.6-1034   	09 10 36.3	-10 34 52	 0.0916	 1.063423	 1.9936	 0.8627	                                          	Simbad
J0910.6+4248	RX J0910.6+4248   	09 10 39.7	+42 48 41	 0.5760	 1.420485	 1.6177	 0.6717	RDCS                                      	Simbad
J0911.1+1746	MACSJ0911.2+1746  	09 11 11.3	+17 46 32	 0.5049	 7.128027	 4.5937	 0.9783	                                          	Simbad
J0912.4+1556	A763              	09 12 29.8	+15 56 35	 0.0851	 1.312476	 2.2769	 0.9037	                                          	Simbad
J0913.0+4742	RXC J0913.0+4742  	09 13 02.1	+47 42 21	 0.0510	 0.262678	 0.8739	 0.6640	                                          	Simbad
J0916.1+1736	RXC J0916.1+1736  	09 16 06.9	+17 36 06	 0.0292	 0.052011	 0.3303	 0.4833	                                          	Simbad
J0917.8+5143	RXC J0917.8+5143  	09 17 51.0	+51 43 29	 0.2172	 7.106236	 5.7894	 1.1788	                                          	Simbad
J0918.1-1205	RXCJ0918.1-1205   	09 18 06.5	-12 05 36	 0.0539	 2.716018	 3.6243	 1.0658	BX                                        	Simbad
J0919.8+3345	RXC J0919.8+3345  	09 19 49.2	+33 45 37	 0.0230	 0.034422	 0.2579	 0.4459	                                          	Simbad
J0920.0+0102	RXC J0920.0+0102  	09 20 00.5	+01 02 24	 0.0175	 0.011749	 0.1344	 0.3594	                                          	Simbad
J0920.3+7350	RXC J0920.3+7350  	09 20 22.6	+73 50 12	 0.1330	 0.732052	 1.5416	 0.7810	                                          	Simbad
J0920.4+3030	RXC J0920.4+3030  	09 20 26.1	+30 30 54	 0.2952	 4.341966	 4.0341	 1.0157	                                          	Simbad
J0921.1+4538	RXC J0921.1+4538  	09 21 08.6	+45 38 37	 0.1745	 1.366723	 2.1881	 0.8652	?                                         	Simbad
J0921.2+4528	BVH2007 92        	09 21 13.2	+45 28 44	 0.3150	 1.026405	 1.6480	 0.7481	                                          	Simbad
J0923.1+2217	RXC J0923.1+2217  	09 23 08.0	+22 17 52	 0.0316	 0.037093	 0.2684	 0.4507	                                          	Simbad
J0924.0+1410	RXC J0924.0+1410  	09 24 05.7	+14 10 06	 0.1357	 3.235816	 3.8079	 1.0547	                                          	Simbad
J0926.6+1242	BVH2007 93        	09 26 36.5	+12 42 59	 0.4890	 1.861506	 2.0531	 0.7527	                                          	Simbad
J0926.6+1741	RXC J0926.6+1741  	09 26 40.7	+17 41 25	 0.1170	 0.988898	 1.8733	 0.8379	                                          	Simbad
J0927.1+5327	ZwCl2379          	09 27 10.8	+53 27 00	 0.2052	 3.348174	 3.6924	 1.0190	                                          	Simbad
J0928.0+7446	RXC J0928.0+7446  	09 28 04.9	+74 46 58	 0.1240	 0.881101	 1.7372	 0.8152	                                          	Simbad
J0928.1+2032	RXC J0928.1+2032  	09 28 07.8	+20 32 32	 0.1920	 1.643770	 2.4169	 0.8889	                                          	Simbad
J0928.6+3747	RXC J0928.6+3747  	09 28 37.8	+37 47 55	 0.2472	 2.715229	 3.1464	 0.9516	                                          	Simbad
J0933.4+3403	RXC J0933.4+3403  	09 33 24.9	+34 03 08	 0.0269	 0.023850	 0.2056	 0.4130	                                          	Simbad
J0935.4+0729	RXC J0935.4+0729  	09 35 28.9	+07 29 33	 0.2610	 2.826248	 3.1897	 0.9511	                                          	Simbad
J0937.1+6116	WARP J0937.1+6116 	09 37 06.2	+61 16 58	 0.2040	 0.142876	 0.5400	 0.5371	                                          	Simbad
J0937.9-2020	RXCJ0937.9-2020   	09 37 59.7	-20 20 45	 0.0344	 0.099877	 0.4900	 0.5504	                                          	Simbad
J0938.2+7553	RXC J0938.2+7553  	09 38 16.0	+75 53 14	 0.1503	 0.652852	 1.4196	 0.7553	                                          	Simbad
J0941.0+3843	WARP J0941.0+3843 	09 41 00.4	+38 43 07	 0.2870	 0.236503	 0.6885	 0.5651	                                          	Simbad
J0942.0+0857	RXC J0942.0+0857  	09 42 03.6	+08 57 48	 0.2060	 3.742222	 3.9492	 1.0418	                                          	Simbad
J0942.2+1523	RXC J0942.2+1522  	09 42 14.5	+15 23 11	 0.1664	 2.129295	 2.8846	 0.9514	o                                         	Simbad
J0942.3+8111	WARP J0942.3+8111 	09 42 21.2	+81 11 09	 0.5450	 3.057653	 2.6505	 0.8016	                                          	Simbad
J0943.1+4659	RXC J0943.1+4659  	09 43 07.1	+46 59 51	 0.4069	 4.906562	 3.9698	 0.9682	                                          	Simbad
J0943.4-7619	RXC J0943.4-7619  	09 43 25.0	-76 19 57	 0.1990	 4.608741	 4.5079	 1.0915	                                          	Simbad
J0943.5+1640	BVH2007 94        	09 43 32.4	+16 40 02	 0.2560	 0.633625	 1.2867	 0.7041	                                          	Simbad
J0943.7+1644	BVH2007 95        	09 43 45.1	+16 44 13	 0.1800	 0.275037	 0.8198	 0.6226	                                          	Simbad
J0944.0+6424	RXC J0944.0+6424  	09 44 01.8	+64 24 42	 0.1200	 0.797040	 1.6389	 0.8006	                                          	Simbad
J0944.1-2116	RXCJ0944.1-2116   	09 44 10.3	-21 16 40	 0.0077	 0.004231	 0.0725	 0.2935	losStr                                    	Simbad
J0944.6-2633	RXCJ0944.6-2633   	09 44 36.6	-26 33 56	 0.1421	 3.099037	 3.6917	 1.0416	                                          	Simbad
J0945.4-0839	RXCJ0945.4-0839   	09 45 24.4	-08 39 15	 0.1535	 2.708587	 3.3724	 1.0067	                                          	Simbad
J0946.5-1409	RX J0946.5-1410   	09 46 33.0	-14 09 50	 0.2300	 0.133647	 0.5083	 0.5215	                                          	Simbad
J0947.2+7623	MACSJ0947.2+7623  	09 47 13.0	+76 23 14	 0.3450	20.000000	 8.5000	 1.2700	                                          	Simbad
J0947.7+0741	RX J0947.7+0741   	09 47 45.8	+07 41 18	 0.6250	 2.678637	 2.2845	 0.7390	(BSHARC/SSHARCQSOz~0.63)                  	Simbad
J0947.9+0730	RX J0947.9+0730   	09 47 57.6	+07 30 26	 0.1280	 0.050712	 0.3038	 0.4552	                                          	Simbad
J0948.6-8327	RXCJ0948.6-8327   	09 48 39.4	-83 27 56	 0.1982	 2.944476	 3.4323	 0.9970	D,two maxima/E-W                          	Simbad
J0949.8+1707	RXC J0949.8+1707  	09 49 52.8	+17 07 47	 0.3826	14.689120	 7.9037	 1.2295	                                          	Simbad
J0950.1+7033	BVH2007 96        	09 50 07.7	+70 33 58	 0.2100	 0.568401	 1.2477	 0.7086	                                          	Simbad
J0951.7-0128	RX J0951.7-0128   	09 51 47.0	-01 28 33	 0.5680	 1.189087	 1.4614	 0.6514	WARPS1                                    	Simbad
J0952.7+5153	ZwCl2701          	09 52 47.5	+51 53 28	 0.2140	 6.070044	 5.2717	 1.1438	                                          	Simbad
J0953.2-1558	RXCJ0953.2-1558   	09 53 12.1	-15 58 52	 0.0302	 0.076522	 0.4177	 0.5225	                                          	Simbad
J0953.6+7054	BVH2007 97        	09 53 36.0	+70 54 29	 0.1850	 1.197294	 2.0027	 0.8370	                                          	Simbad
J0953.7+6947	BVH2007 98        	09 53 44.6	+69 47 29	 0.2140	 0.304054	 0.8494	 0.6224	                                          	Simbad
J0956.0+4107	BVH2007 99        	09 56 02.9	+41 07 08	 0.5870	 2.581573	 2.3070	 0.7527	                                          	Simbad
J0956.4-1004	RXCJ0956.4-1004   	09 56 26.4	-10 04 12	 0.1634	 5.629624	 5.2302	 1.1613	D,three maxima/NE-W-S (diffuse)           	Simbad
J0957.8+6534	RX J0957.8+6534   	09 57 53.2	+65 34 30	 0.5300	 1.334573	 1.6192	 0.6842	                                          	Simbad
J0958.0-2650	MS0955.7-2635     	09 58 01.7	-26 50 17	 0.1450	 1.054911	 1.9096	 0.8353	                                          	Simbad
J0958.1+2346	RXC J0958.1+2346  	09 58 10.3	+23 46 55	 0.1471	 1.116758	 1.9740	 0.8440	                                          	Simbad
J0958.2+5516	BVH2007 100       	09 58 13.0	+55 16 06	 0.2140	 0.884182	 1.6286	 0.7732	                                          	Simbad
J0958.3+4702	BVH2007 101       	09 58 19.2	+47 02 17	 0.3900	 1.890314	 2.2502	 0.8066	                                          	Simbad
J0958.3-1103	RXCJ0958.3-1103   	09 58 22.2	-11 03 35	 0.1669	 5.299925	 5.0282	 1.1448	                                          	Simbad
J0959.7+2223	RXC J0959.7+2223  	09 59 45.3	+22 23 36	 0.2440	 2.584085	 3.0604	 0.9439	                                          	Simbad
J1000.5+4409	RXC J1000.5+4409  	10 00 30.5	+44 09 16	 0.1540	 1.712986	 2.5495	 0.9169	                                          	Simbad
J1002.1+6858	BVH2007 102       	10 02 07.7	+68 58 48	 0.5000	 2.280765	 2.3024	 0.7786	see 400SD paper Sec. 4.1                  	Simbad
J1002.6+3241	RXC J1002.6+3241  	10 02 38.6	+32 41 58	 0.0499	 0.297744	 0.9440	 0.6815	B                                         	Simbad
J1002.6-0808	RX J1002.6-0808   	10 02 40.4	-08 08 46	 0.5240	 1.197764	 1.5235	 0.6721	WARPS2                                    	Simbad
J1003.0+3254	RXC J1003.0+3254  	10 03 04.1	+32 54 28	 0.4161	 5.566875	 4.2551	 0.9874	                                          	Simbad
J1003.1-1925	BVH2007 104       	10 03 06.5	-19 25 47	 0.2430	 0.677438	 1.3539	 0.7195	                                          	Simbad
J1003.1+6709	RXC J1003.1+6709  	10 03 07.9	+67 09 27	 0.2060	 2.815652	 3.3203	 0.9833	                                          	Simbad
J1006.6+2554	RXC J1006.6+2554  	10 06 39.5	+25 54 36	 0.1162	 1.197113	 2.1060	 0.8715	                                          	Simbad
J1006.8+1223	MS1004.2+1238     	10 06 53.5	+12 23 36	 0.1660	 0.506973	 1.2028	 0.7109	                                          	Simbad
J1007.1-2031	BVH2007 105       	10 07 08.4	-20 31 26	 0.1050	 0.060155	 0.3427	 0.4776	                                          	Simbad
J1007.8+0031	RXC J1007.8+0031  	10 07 48.9	+00 31 01	 0.0960	 0.396622	 1.0893	 0.7042	                                          	Simbad
J1008.7+5342	WARP J1008.7+5342 	10 08 47.8	+53 42 03	 0.8720	 3.137434	 2.0401	 0.6451	Contaminated. See WARPSII paper sect. 3.2.	Simbad
J1008.7+1147	RXC J1008.7+1147  	10 08 47.9	+11 47 33	 0.2245	 3.725047	 3.8829	 1.0291	                                          	Simbad
J1009.3+7110	RXC J1009.3+7110  	10 09 20.4	+71 10 30	 0.1927	 2.831511	 3.3654	 0.9924	C                                         	Simbad
J1010.2+5430	BVH2007 106       	10 10 15.8	+54 30 12	 0.0450	 0.015272	 0.1548	 0.3736	                                          	Simbad
J1010.2+5429	RXC J1010.2+5429  	10 10 16.0	+54 29 18	 0.0470	 0.074092	 0.4050	 0.5145	                                          	Simbad
J1010.5-1239	MS1008.1-1224     	10 10 32.2	-12 39 55	 0.3062	 2.474743	 2.8384	 0.8996	                                          	Simbad
J1010.9+5557	WARP J1010.9+5557 	10 10 58.2	+55 57 45	 0.1710	 0.067080	 0.3491	 0.4699	                                          	Simbad
J1011.0+5358	WARP J1011.0+5358 	10 11 00.2	+53 58 06	 0.3720	 0.577237	 1.1079	 0.6413	                                          	Simbad
J1011.0+5339	RX J1011.0+5339   	10 11 05.1	+53 39 27	 0.3290	 0.244006	 0.6786	 0.5536	WARPS2                                    	Simbad
J1011.3+5333	WARP J1011.3+5333 	10 11 23.0	+53 33 47	 0.3900	 0.438846	 0.9237	 0.5994	                                          	Simbad
J1011.4+5450	BVH2007 107       	10 11 25.4	+54 50 06	 0.2940	 0.741087	 1.3740	 0.7096	                                          	Simbad
J1013.4-0136	BVH2007 108       	10 13 27.8	-01 36 42	 0.2760	 0.734976	 1.3867	 0.7166	                                          	Simbad
J1013.5-1350	RXCJ1013.5-1350   	10 13 36.0	-13 50 33	 0.1517	 2.169167	 2.9492	 0.9633	                                          	Simbad
J1013.6+4933	BVH2007 109       	10 13 37.0	+49 33 05	 0.1330	 0.299390	 0.8937	 0.6512	                                          	Simbad
J1013.6-0054	RXCJ1013.6-0054   	10 13 40.3	-00 54 52	 0.0445	 0.401983	 1.1377	 0.7265	                                          	Simbad
J1013.7-0006	RXCJ1013.7-0006   	10 13 44.8	-00 06 31	 0.0927	 0.698196	 1.5413	 0.7915	                                          	Simbad
J1015.1+4931	RX J1015.1+4931   	10 15 08.5	+49 31 32	 0.3830	 0.739404	 1.2769	 0.6695	                                          	Simbad
J1016.3+3338	RXC J1016.3+3338  	10 16 22.6	+33 38 05	 0.1240	 1.360526	 2.2642	 0.8904	                                          	Simbad
J1016.6+2448	RXC J1016.6+2448  	10 16 36.1	+24 48 30	 0.0811	 0.417285	 1.1353	 0.7175	                                          	Simbad
J1017.0+3902	RXC J1017.0+3902  	10 17 02.4	+39 02 54	 0.2060	 5.030016	 4.7297	 1.1064	                                          	Simbad
J1017.3-1040	RXCJ1017.3-1040   	10 17 23.4	-10 40 39	 0.0586	 0.904947	 1.8484	 0.8502	                                          	Simbad
J1017.5+5934	RXC J1017.5+5934  	10 17 35.5	+59 34 00	 0.3530	13.414886	 7.6611	 1.2307	                                          	Simbad
J1018.0+2154	BVH2007 110       	10 18 01.0	+21 54 35	 0.2400	 0.557876	 1.2055	 0.6930	                                          	Simbad
J1019.6+3920	WARP J1019.6+3920 	10 19 37.2	+39 20 32	 0.3730	 0.409702	 0.8982	 0.5977	                                          	Simbad
J1019.9+4059	RXC J1019.9+4059  	10 19 59.8	+40 59 14	 0.0922	 0.619280	 1.4331	 0.7726	                                          	Simbad
J1020.2+3913	WARP J1020.2+3913 	10 20 16.0	+39 13 46	 0.1463	 0.084342	 0.4088	 0.4995	                                          	Simbad
J1020.4-0631	RXCJ1020.4-0631   	10 20 28.8	-06 31 11	 0.0540	 0.250906	 0.8481	 0.6567	                                          	Simbad
J1020.5+3922	WARP J1020.5+3922 	10 20 30.5	+39 22 47	 0.1430	 0.059807	 0.3323	 0.4667	                                          	Simbad
J1020.7+3831	BVH2007 NS 4      	10 20 45.4	+38 31 28	 0.0530	 0.051504	 0.3232	 0.4763	                                          	Simbad
J1020.9+5132	WARP J1020.9+5132 	10 20 59.2	+51 32 55	 0.5019	 0.742918	 1.1600	 0.6191	                                          	Simbad
J1022.0+3830	RXC J1022.0+3830  	10 22 04.7	+38 30 43	 0.0491	 0.182714	 0.7013	 0.6174	                                          	Simbad
